policy_id,memory_lambda,W_layer,environment_mode,episode_count,mean_episode_duration_s,mean_primitive_count_per_episode,continuation_valid_rate,terminal_useful_rate,hard_failure_rate,mean_energy_residual_m,mean_lift_dwell_time_s,mean_min_wall_margin_m,floor_or_ceiling_violation_count,low_speed_count,no_viable_primitive_count,x_y_terminal_count,governor_rejection_count,prediction_actual_agreement_rate
context_only_without_memory,0.0,W0,dry_air,14,0.6107142857142858,1.0,0.0,0.0,0.7857142857142857,-0.3988471073083314,0.0,0.23883789416960344,0,0,3,0,464,0.4880952380952381
context_only_without_memory,0.0,W1,gaussian_four,15,0.5266666666666666,0.8666666666666667,0.0,0.2,0.5333333333333333,-0.31158406631759133,0.38533333333333347,0.045806404769168994,0,0,4,3,517,0.5111111111111111
context_only_without_memory,0.0,W1,gaussian_single,14,0.5178571428571429,0.8571428571428571,0.0,0.07142857142857142,0.7142857142857143,-0.6099007419611221,0.01857142857142857,0.085903550873532,0,0,3,1,454,0.5357142857142857
context_only_without_memory,0.0,W2,annular_gp_four,14,0.6607142857142857,1.0714285714285714,0.0,0.2857142857142857,0.42857142857142855,-0.21938719089429645,0.2385714285714286,0.026233161488624625,0,0,4,4,507,0.5119047619047619
context_only_without_memory,0.0,W2,annular_gp_single,15,0.45,0.7333333333333333,0.0,0.06666666666666667,0.4666666666666667,-0.41962519740867305,0.06000000000000002,0.054292255058374636,0,0,7,1,621,0.3444444444444444
context_only_without_memory,0.0,W3,w3_randomised_four,14,0.6964285714285714,1.1428571428571428,0.0,0.21428571428571427,0.7142857142857143,-0.28803486116578275,0.24571428571428577,0.08427290234523013,0,0,1,3,398,0.6547619047619048
context_only_without_memory,0.0,W3,w3_randomised_single,14,0.475,0.7857142857142857,0.0,0.07142857142857142,0.6428571428571429,-0.7253089405698478,0.04142857142857144,0.09347530878355681,0,0,4,1,487,0.4880952380952381
context_plus_memory_lambda_0_5,0.5,W0,dry_air,14,0.6107142857142858,1.0,0.0,0.0,0.7857142857142857,-0.3988471073083314,0.0,0.23883789416960344,0,0,3,0,464,0.4880952380952381
context_plus_memory_lambda_0_5,0.5,W1,gaussian_four,15,0.5266666666666666,0.8666666666666667,0.0,0.2,0.5333333333333333,-0.31158406631759133,0.38533333333333347,0.045806404769168994,0,0,4,3,517,0.5111111111111111
context_plus_memory_lambda_0_5,0.5,W1,gaussian_single,14,0.5178571428571429,0.8571428571428571,0.0,0.07142857142857142,0.7142857142857143,-0.6099007419611221,0.01857142857142857,0.085903550873532,0,0,3,1,454,0.5357142857142857
