t (s),x (m),y (m),ψ (rad),ψ (deg)
0.0,0.0,2.5,-0.8106398939946861,-46.44624463082796
0.036215800998200695,0.0909546412732028,2.404333723078434,-0.8106398939946861,-46.44624463082796
0.07243160199640139,0.1819092825464056,2.3086674461568677,-0.8094300737272562,-46.37692703553484
0.10864740299460209,0.2729795962285458,2.2131112779885735,-0.8070100603747469,-46.23827048407075
0.14486320399280278,0.3642808902129477,2.117775780790811,-0.8033791078421669,-46.03023222834158
0.1810790049910035,0.4559277402526472,2.0227724219713905,-0.798536095836598,-45.7527480802913
0.21729480598920417,0.548033616125504,1.9282140223504964,-0.7924795284832962,-45.40573233261038
0.25351060698740485,0.6407104985041194,1.8342151990506752,-0.7852075324748449,-44.98907765269014
0.28972640798560556,0.7340684834707161,1.74089280113813,-0.7767178547484879,-44.50265494954366
0.32594220898380627,0.8282153716522893,1.6483663359787115,-0.7670078596855029,-43.94631321334176
0.362158009982007,0.9232562389979436,1.5567583841221369,-0.7560745258251982,-43.31987932713882
0.39837381098020763,1.0192929862801723,1.4661950003480084,-0.7439144420847872,-42.62315785028762
0.43458961197840834,1.1164238644771023,1.3768060982971166,-0.7305238034750351,-41.855930772963895
0.47080541297660905,1.2147429732859891,1.288725815871383,-0.7158984063001664,-41.01795724114136
0.5070212139748097,1.3143397301324897,1.2020928583157864,-0.7000336428290562,-40.108973251273426
0.5432370149730105,1.415298307178871,1.1170508155960783,-0.6829244954232082,-39.128691313851135
0.5794528159712111,1.5176970340011824,1.0337484503575067,-0.6645655301054324,-38.076800084915526
0.6156686169694118,1.6216077638048223,0.9523399523929471,-0.6449508895514652,-36.952963964507056
0.6518844179676125,1.727095201284628,0.8729851551648348,-0.6240742854850243,-35.75682266093435
0.6881002189658132,1.8342161905148622,0.7958497095155953,-0.6019289904549435,-34.48799071963868
0.724316019964014,1.943018961581972,0.7211052092678258,-0.5785078289710793,-33.1460570153189
0.7605318209622146,2.0535423350549746,0.6489292629607778,-0.5538031679736147,-31.730584205862723
0.7967476219604153,2.165814883831479,0.5795055054969369,-0.5278069066081913,-30.241108146504963
0.832963422958616,2.279854052408832,0.5130235429856163,-0.5005104652769643,-28.677137262499194
0.8691792239568167,2.3956652342173372,0.4496788235743806,-0.4719047739331893,-27.03815187844697
0.9053950249550173,2.5132408083239084,0.3896724265597211,-0.441980259584287,-25.323603502276196
0.9416108259532181,2.632559137578396,0.33321076157286067,-0.41072683296549517,-23.532914061697603
0.9778266269514188,2.7535835311397237,0.2805051691534261,-0.3781338743431645,-21.665475090793528
1.0140424279496194,2.8762611752939615,0.23177141356310782,-0.34419021840348774,-19.720646864205882
1.0502582289478202,3.0005220375704122,0.1872290582652156,-0.3088841381789377,-17.697757476188865
1.086474029946021,3.1262777503837293,0.14710071411815054,-0.27220332796090163,-15.596101861575056
1.1226898309442215,3.2534204817886567,0.11161115001734424,-0.23413488514292616,-13.414940755469951
1.1589056319424222,3.3818218024374156,0.08098625548976654,-0.1946652909345802,-11.15349958823773
1.195121432940623,3.5113315594854924,0.055451844618963284,-0.15378038988118764,-8.810967312068364
1.2313372339388235,3.641776770005932,0.035232290681032535,-0.11146536811953268,-6.3864951551213
1.2675530349370243,3.7729605484500537,0.020548981030469322,-0.06770473029406145,-3.87919529892125
1.303768835935225,3.904661084836499,0.011618582120376945,-0.022482275052053302,-1.2881394743349175
1.3399846369334256,4.036630692661015,0.008651105108825401,0.024218930970336512,1.3876425289189618
1.3762004379316264,4.16859494799322,0.01184776333072056,0.07241658076640689,4.149164444683367
1.4124162389298272,4.300251943856724,0.021398614045092385,0.1221291562846347,6.997485210603202
1.4486320399280277,4.4312716867633775,0.037479978348070896,0.17337595957329044,9.933710752580323
