family,family_role,environment_role,test_environment_mode,target_heading_deg,direction_sign,start_class,count_basis,planned_min_start_count,planned_target_start_count,planned_min_trial_count,planned_target_trial_count,pilot_trial_count,included_in_dense_w0,no_rollout_performed
mild_bank,turning,dry_air_capable,W0_dry_air,15.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,15.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,30.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,30.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,45.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,45.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,60.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,60.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,90.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,90.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,120.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,120.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,150.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,150.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,180.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
mild_bank,turning,dry_air_capable,W0_dry_air,180.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,15.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,15.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,30.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,30.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,45.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,45.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,60.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,60.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,90.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,90.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,120.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,120.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,150.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,150.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,180.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
canyon_steep_bank,turning,updraft_assisted,W0_dry_air,180.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
wingover_lite,turning,updraft_assisted,W0_dry_air,15.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
wingover_lite,turning,updraft_assisted,W0_dry_air,15.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
wingover_lite,turning,updraft_assisted,W0_dry_air,30.0,-1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
wingover_lite,turning,updraft_assisted,W0_dry_air,30.0,1,all_start_classes_planned,per_turning_family_target_direction_all_start_classes,2000,5000,2000,5000,10,True,True
