event_id,surface_index,surface_name,command_level_norm,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count,settled_deflection_deg,lookup_deflection_deg,lookup_error_deg,linear_fitted_deflection_deg,linear_fit_error_deg,valid,rejection_reason
1,1,Aileron_L,0,positive_first,positive,outbound,1,9,-1.44953001023164,0,-1.44953001023164,0,-1.44953001023164,1,
2,1,Aileron_L,0.25,positive_first,positive,outbound,2,9,-8.50588020414147,-6.20304692182203,-2.30283328231944,0,-8.50588020414147,1,
3,1,Aileron_L,0.5,positive_first,positive,outbound,3,9,-11.8626459139757,-11.3538384082039,-0.508807505771809,0,-11.8626459139757,1,
4,1,Aileron_L,0.75,positive_first,positive,outbound,4,9,-20.8900185480356,-18.3639949539363,-2.52602359409931,0,-20.8900185480356,1,
5,1,Aileron_L,1,positive_first,positive,outbound,5,9,-23.2079696867849,-23.3210765707979,0.113106884012982,0,-23.2079696867849,1,
6,1,Aileron_L,0.75,positive_first,positive,return,6,9,-15.837971359837,-18.3639949539363,2.52602359409931,0,-15.837971359837,1,
7,1,Aileron_L,0.5,positive_first,positive,return,7,9,-10.8450309024321,-11.3538384082039,0.508807505771808,0,-10.8450309024321,1,
8,1,Aileron_L,0.25,positive_first,positive,return,8,9,-3.99732155172749,-6.20304692182203,2.20572537009455,0,-3.99732155172749,1,
9,1,Aileron_L,0,positive_first,positive,return,9,9,1.14742840657131,0,1.14742840657131,0,1.14742840657131,1,
10,1,Aileron_L,-0,positive_first,negative,outbound,1,9,0.953516870688232,0,0.953516870688232,0,0.953516870688232,1,
11,1,Aileron_L,-0.25,positive_first,negative,outbound,2,9,12.9335186205905,12.006218968031,0.927299652559435,0,12.9335186205905,1,
12,1,Aileron_L,-0.5,positive_first,negative,outbound,3,9,15.3078560869267,17.068678065707,-1.76082197878027,0,15.3078560869267,1,
13,1,Aileron_L,-0.75,positive_first,negative,outbound,4,9,22.0437654226953,19.5254926201851,2.51827280251019,0,22.0437654226953,0,unstable_final_window
14,1,Aileron_L,-1,positive_first,negative,outbound,5,9,32.5926294828228,19.5254926201851,13.0671368626376,0,32.5926294828228,0,unstable_final_window
15,1,Aileron_L,-0.75,positive_first,negative,return,6,9,19.5254926201851,19.5254926201851,0,0,19.5254926201851,1,
16,1,Aileron_L,-0.5,positive_first,negative,return,7,9,19.3778452951231,17.068678065707,2.30916722941618,0,19.3778452951231,1,
17,1,Aileron_L,-0.25,positive_first,negative,return,8,9,9.9362700292184,12.006218968031,-2.06994893881265,0,9.9362700292184,1,
18,1,Aileron_L,-0,positive_first,negative,return,9,9,-0.182896447836312,0,-0.182896447836312,0,-0.182896447836312,1,
19,1,Aileron_L,-0,negative_first,negative,outbound,1,9,0.0149540426941202,0,0.0149540426941202,0,0.0149540426941202,1,
20,1,Aileron_L,-0.25,negative_first,negative,outbound,2,9,12.9160274267614,12.006218968031,0.909808458730337,0,12.9160274267614,1,
21,1,Aileron_L,-0.5,negative_first,negative,outbound,3,9,15.579555278957,17.068678065707,-1.48912278674992,0,15.579555278957,1,
22,1,Aileron_L,-0.75,negative_first,negative,outbound,4,9,19.8417903045348,19.5254926201851,0.316297684349653,0,19.8417903045348,1,
23,1,Aileron_L,-1,negative_first,negative,outbound,5,9,27.9143750190712,19.5254926201851,8.38888239888605,0,27.9143750190712,0,unstable_final_window
24,1,Aileron_L,-0.75,negative_first,negative,return,6,9,19.2144461998119,19.5254926201851,-0.311046420373181,0,19.2144461998119,1,
25,1,Aileron_L,-0.5,negative_first,negative,return,7,9,18.5578008524569,17.068678065707,1.48912278674992,0,18.5578008524569,1,
26,1,Aileron_L,-0.25,negative_first,negative,return,8,9,11.0964105093007,12.006218968031,-0.909808458730337,0,11.0964105093007,1,
27,1,Aileron_L,-0,negative_first,negative,return,9,9,-0.40628390274598,0,-0.40628390274598,0,-0.40628390274598,1,
28,1,Aileron_L,0,negative_first,positive,outbound,1,9,-0.0149540426941202,0,-0.0149540426941202,0,-0.0149540426941202,1,
29,1,Aileron_L,0.25,negative_first,positive,outbound,2,9,-8.40877229191658,-6.20304692182203,-2.20572537009455,0,-8.40877229191658,1,
30,1,Aileron_L,0.5,negative_first,positive,outbound,3,9,-12.5726334276829,-11.3538384082039,-1.21879501947908,0,-12.5726334276829,1,
31,1,Aileron_L,0.75,negative_first,positive,outbound,4,9,-21.235025093831,-18.3639949539363,-2.87103013989471,0,-21.235025093831,1,
32,1,Aileron_L,1,negative_first,positive,outbound,5,9,-23.4341834548109,-23.3210765707979,-0.113106884012986,0,-23.4341834548109,1,
33,1,Aileron_L,0.75,negative_first,positive,return,6,9,-15.7794893566283,-18.3639949539363,2.58450559730797,0,-15.7794893566283,1,
34,1,Aileron_L,0.5,negative_first,positive,return,7,9,-10.4772634714811,-11.3538384082039,0.87657493672272,0,-10.4772634714811,1,
35,1,Aileron_L,0.25,negative_first,positive,return,8,9,-3.27064906653571,-6.20304692182203,2.93239785528632,0,-3.27064906653571,1,
36,1,Aileron_L,0,negative_first,positive,return,9,9,1.04045638811303,0,1.04045638811303,0,1.04045638811303,1,
37,2,Aileron_R,0,positive_first,positive,outbound,1,9,-14.0274654207621,0,-14.0274654207621,0,-14.0274654207621,1,
38,2,Aileron_R,0.25,positive_first,positive,outbound,2,9,5.5974407298992,4.01901284800158,1.57842788189762,0,5.5974407298992,1,
39,2,Aileron_R,0.5,positive_first,positive,outbound,3,9,4.94604814014992,6.113370005041,-1.16732186489108,0,4.94604814014992,1,
40,2,Aileron_R,0.75,positive_first,positive,outbound,4,9,8.92406372867898,10.4458820617234,-1.52181833304444,0,8.92406372867898,1,
41,2,Aileron_R,1,positive_first,positive,outbound,5,9,12.5994290116428,13.5303342918754,-0.93090528023262,0,12.5994290116428,1,
42,2,Aileron_R,0.75,positive_first,positive,return,6,9,12.7199495586472,10.4458820617234,2.27406749692378,0,12.7199495586472,1,
43,2,Aileron_R,0.5,positive_first,positive,return,7,9,6.1487408727978,6.113370005041,0.0353708677567948,0,6.1487408727978,1,
44,2,Aileron_R,0.25,positive_first,positive,return,8,9,0.6802116038635,4.01901284800158,-3.33880124413808,0,0.6802116038635,0,unstable_final_window
45,2,Aileron_R,0,positive_first,positive,return,9,9,-5.47634857316621,0,-5.47634857316621,0,-5.47634857316621,1,
46,2,Aileron_R,-0,positive_first,negative,outbound,1,9,-4.48989823766115,0,-4.48989823766115,0,-4.48989823766115,0,unstable_final_window
47,2,Aileron_R,-0.25,positive_first,negative,outbound,2,9,-8.71443287781,-8.48783622000191,-0.226596657808093,0,-8.71443287781,1,
48,2,Aileron_R,-0.5,positive_first,negative,outbound,3,9,-12.4598201691881,-12.9199928589105,0.460172689722365,0,-12.4598201691881,1,
49,2,Aileron_R,-0.75,positive_first,negative,outbound,4,9,-23.7872076785962,-22.9564449338619,-0.830762744734294,0,-23.7872076785962,1,
50,2,Aileron_R,-1,positive_first,negative,outbound,5,9,-30.0602882479261,-29.860882994689,-0.199405253237121,1.83553734232349,-31.8958255902496,1,
51,2,Aileron_R,-0.75,positive_first,negative,return,6,9,-21.9796629615659,-22.9564449338619,0.976781972295981,0,-21.9796629615659,1,
52,2,Aileron_R,-0.5,positive_first,negative,return,7,9,-12.9850080931084,-12.9199928589105,-0.06501523419794,0,-12.9850080931084,1,
53,2,Aileron_R,-0.25,positive_first,negative,return,8,9,-11.3578541639774,-8.48783622000191,-2.87001794397545,0,-11.3578541639774,0,unstable_final_window
54,2,Aileron_R,-0,positive_first,negative,return,9,9,0.366090779695107,0,0.366090779695107,0,0.366090779695107,1,
55,2,Aileron_R,-0,negative_first,negative,outbound,1,9,0.209811589503092,0,0.209811589503092,0,0.209811589503092,1,
56,2,Aileron_R,-0.25,negative_first,negative,outbound,2,9,-8.26123956219381,-8.48783622000191,0.226596657808095,0,-8.26123956219381,1,
57,2,Aileron_R,-0.5,negative_first,negative,outbound,3,9,-12.8549776247125,-12.9199928589105,0.0650152341979418,0,-12.8549776247125,1,
58,2,Aileron_R,-0.75,negative_first,negative,outbound,4,9,-23.9260728642481,-22.9564449338619,-0.969627930386181,0,-23.9260728642481,1,
59,2,Aileron_R,-1,negative_first,negative,outbound,5,9,-29.6614777414519,-29.860882994689,0.199405253237117,1.83553734232349,-31.4970150837754,1,
60,2,Aileron_R,-0.75,negative_first,negative,return,6,9,-22.1256821891276,-22.9564449338619,0.83076274473429,0,-22.1256821891276,1,
61,2,Aileron_R,-0.5,negative_first,negative,return,7,9,-13.1681380148902,-12.9199928589105,-0.248145155979715,0,-13.1681380148902,1,
62,2,Aileron_R,-0.25,negative_first,negative,return,8,9,-11.2166701183711,-8.48783622000191,-2.72883389836921,0,-11.2166701183711,0,unstable_final_window
63,2,Aileron_R,-0,negative_first,negative,return,9,9,0,0,0,0,0,1,
64,2,Aileron_R,0,negative_first,positive,outbound,1,9,0.206627257390824,0,0.206627257390824,0,0.206627257390824,1,
65,2,Aileron_R,0.25,negative_first,positive,outbound,2,9,4.01901284800158,4.01901284800158,0,0,4.01901284800158,1,
66,2,Aileron_R,0.5,negative_first,positive,outbound,3,9,6.07799913728421,6.113370005041,-0.0353708677567948,0,6.07799913728421,1,
67,2,Aileron_R,0.75,negative_first,positive,outbound,4,9,8.92036414219295,10.4458820617234,-1.52551791953047,0,8.92036414219295,1,
68,2,Aileron_R,1,negative_first,positive,outbound,5,9,14.461239572108,13.5303342918754,0.93090528023262,0,14.461239572108,1,
69,2,Aileron_R,0.75,negative_first,positive,return,6,9,11.9677003947679,10.4458820617234,1.52181833304444,0,11.9677003947679,1,
70,2,Aileron_R,0.5,negative_first,positive,return,7,9,6.81022261851457,6.113370005041,0.696852613473565,0,6.81022261851457,1,
71,2,Aileron_R,0.25,negative_first,positive,return,8,9,0.729603220101739,4.01901284800158,-3.28940962789984,0,0.729603220101739,1,
72,2,Aileron_R,0,negative_first,positive,return,9,9,-7.50778355294074,0,-7.50778355294074,0,-7.50778355294074,1,
73,3,Rudder,0,positive_first,positive,outbound,1,9,-1.70841956329466,0,-1.70841956329466,0,-1.70841956329466,1,
74,3,Rudder,0.25,positive_first,positive,outbound,2,9,35.3663306982754,23.35190055904,12.0144301392354,0,35.3663306982754,1,
75,3,Rudder,0.5,positive_first,positive,outbound,3,9,25.1058658238069,23.0697539598201,2.03611186398681,0,25.1058658238069,0,unstable_final_window
76,3,Rudder,0.75,positive_first,positive,outbound,4,9,25.5834845996095,21.610245728302,3.97323887130752,0,25.5834845996095,1,
77,3,Rudder,1,positive_first,positive,outbound,5,9,17.3906924699884,21.0033195156057,-3.61262704561735,0,17.3906924699884,1,
78,3,Rudder,0.75,positive_first,positive,return,6,9,16.7811701159823,21.610245728302,-4.8290756123197,0,16.7811701159823,1,
79,3,Rudder,0.5,positive_first,positive,return,7,9,21.117935687327,23.0697539598201,-1.95181827249309,0,21.117935687327,1,
80,3,Rudder,0.25,positive_first,positive,return,8,9,11.6562083316442,23.35190055904,-11.6956922273958,0,11.6562083316442,1,
81,3,Rudder,0,positive_first,positive,return,9,9,3.89377099039082,0,3.89377099039082,0,3.89377099039082,0,unstable_final_window
