comparison_id,treatment_policy_id,baseline_policy_id,paired_episode_index,replicate_id,W_layer,environment_mode,common_random_key,governor_config_id,episode_terminal_useful_treatment,episode_terminal_useful_baseline,episode_terminal_useful_paired_difference,hard_failure_treatment,hard_failure_baseline,hard_failure_paired_difference,episode_duration_s_treatment,episode_duration_s_baseline,episode_duration_s_paired_difference,primitive_count_treatment,primitive_count_baseline,primitive_count_paired_difference,energy_residual_m_treatment,energy_residual_m_baseline,energy_residual_m_paired_difference,lift_dwell_time_s_treatment,lift_dwell_time_s_baseline,lift_dwell_time_s_paired_difference,governor_rejection_count_treatment,governor_rejection_count_baseline,governor_rejection_count_paired_difference,no_viable_primitive_treatment,no_viable_primitive_baseline,no_viable_primitive_paired_difference,prediction_actual_agreement_rate_treatment,prediction_actual_agreement_rate_baseline,prediction_actual_agreement_rate_paired_difference,memory_effect_label,claim_status
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,10,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00010,v410_cfg_001_b0.05_h0.75_tb0.05,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,0.23599540826684784,0.23599540826684784,0.0,0.18,0.18,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,11,0,W0,dry_air,v410_run002_seed00612_r00_e00011,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,0.49094938602265303,0.49094938602265303,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,12,0,W1,gaussian_single,v410_run002_seed00612_r00_e00012,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.8211548526497604,-0.8211548526497604,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,13,0,W1,gaussian_four,v410_run002_seed00612_r00_e00013,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.21007463209574384,-0.21007463209574384,0.0,0.6600000000000003,0.6600000000000003,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,14,0,W2,annular_gp_single,v410_run002_seed00612_r00_e00014,v410_cfg_001_b0.05_h0.75_tb0.05,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.3715218304563166,-0.3715218304563166,0.0,0.4000000000000001,0.4000000000000001,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,15,0,W2,annular_gp_four,v410_run002_seed00612_r00_e00015,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.28249011430528626,-0.28249011430528626,0.0,0.6000000000000002,0.6000000000000002,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,16,0,W3,w3_randomised_single,v410_run002_seed00612_r00_e00016,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.8520307192187875,-0.8520307192187875,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,17,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00017,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.021422817831957985,-0.021422817831957985,0.0,0.04,0.04,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,18,0,W0,dry_air,v410_run002_seed00612_r00_e00018,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.44262464518864,-1.44262464518864,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,19,0,W1,gaussian_single,v410_run002_seed00612_r00_e00019,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,20,0,W1,gaussian_four,v410_run002_seed00612_r00_e00020,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,1.0689443783524317,1.0689443783524317,0.0,0.5000000000000001,0.5000000000000001,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,21,0,W2,annular_gp_single,v410_run002_seed00612_r00_e00021,v410_cfg_001_b0.05_h0.75_tb0.05,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.03133418980670566,-0.03133418980670566,0.0,0.34,0.34,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,22,0,W2,annular_gp_four,v410_run002_seed00612_r00_e00022,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.2237828664234838,-1.2237828664234838,0.0,0.4200000000000001,0.4200000000000001,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,23,0,W3,w3_randomised_single,v410_run002_seed00612_r00_e00023,v410_cfg_001_b0.05_h0.75_tb0.05,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.6197383933888008,-0.6197383933888008,0.0,0.38000000000000006,0.38000000000000006,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,24,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00024,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,1.1332609513446865,1.1332609513446865,0.0,0.46000000000000013,0.46000000000000013,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,25,0,W0,dry_air,v410_run002_seed00612_r00_e00025,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.8168649999026052,-0.8168649999026052,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,26,0,W1,gaussian_single,v410_run002_seed00612_r00_e00026,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.344834140430571,-1.344834140430571,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,27,0,W1,gaussian_four,v410_run002_seed00612_r00_e00027,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,28,0,W2,annular_gp_single,v410_run002_seed00612_r00_e00028,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.1004135566077635,-1.1004135566077635,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,29,0,W2,annular_gp_four,v410_run002_seed00612_r00_e00029,v410_cfg_001_b0.05_h0.75_tb0.05,1.0,1.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,0.2072067910456079,0.2072067910456079,0.0,0.12000000000000001,0.12000000000000001,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.8333333333333333,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,30,0,W3,w3_randomised_single,v410_run002_seed00612_r00_e00030,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.2016402924618133,-1.2016402924618133,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,31,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00031,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.7695375909071485,-0.7695375909071485,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,32,0,W0,dry_air,v410_run002_seed00612_r00_e00032,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.28655440273239785,-0.28655440273239785,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,33,0,W1,gaussian_single,v410_run002_seed00612_r00_e00033,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.1436987023115108,-1.1436987023115108,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,34,0,W1,gaussian_four,v410_run002_seed00612_r00_e00034,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.985288138482937,-0.985288138482937,0.0,0.6600000000000003,0.6600000000000003,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,35,0,W2,annular_gp_single,v410_run002_seed00612_r00_e00035,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.2822225505644034,-1.2822225505644034,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,36,0,W2,annular_gp_four,v410_run002_seed00612_r00_e00036,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.3395262540393003,-1.3395262540393003,0.0,0.6000000000000002,0.6000000000000002,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,37,0,W3,w3_randomised_single,v410_run002_seed00612_r00_e00037,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,38,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00038,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-1.2192033957957238,-1.2192033957957238,0.0,0.48000000000000015,0.48000000000000015,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,39,0,W0,dry_air,v410_run002_seed00612_r00_e00039,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,40,0,W1,gaussian_single,v410_run002_seed00612_r00_e00040,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,41,0,W1,gaussian_four,v410_run002_seed00612_r00_e00041,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,42,0,W2,annular_gp_single,v410_run002_seed00612_r00_e00042,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,1.25,1.25,0.0,2.0,2.0,0.0,-0.2862863491206862,-0.2862863491206862,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,43,0,W2,annular_gp_four,v410_run002_seed00612_r00_e00043,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,44,0,W3,w3_randomised_single,v410_run002_seed00612_r00_e00044,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,0.0,-0.10886604159231084,-0.10886604159231084,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,45,0,W3,w3_randomised_four,v410_run002_seed00612_r00_e00045,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,46,0,W0,dry_air,v410_run002_seed00612_r00_e00046,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,47,0,W1,gaussian_single,v410_run002_seed00612_r00_e00047,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
context_plus_memory_lambda_0_5_vs_context_only_without_memory,context_plus_memory_lambda_0_5,context_only_without_memory,48,0,W1,gaussian_four,v410_run002_seed00612_r00_e00048,v410_cfg_001_b0.05_h0.75_tb0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,memory_benefit_mixed,simulation_only_paired_memory_comparison
