policy_id,memory_lambda,W_layer,environment_mode,episode_count,mean_episode_duration_s,mean_primitive_count_per_episode,continuation_valid_rate,terminal_useful_rate,hard_failure_rate,mean_energy_residual_m,mean_lift_dwell_time_s,mean_min_wall_margin_m,floor_or_ceiling_violation_count,low_speed_count,no_viable_primitive_count,x_y_terminal_count,governor_rejection_count,prediction_actual_agreement_rate
context_only_without_memory,0.0,W0,dry_air,14,0.38928571428571423,0.6428571428571429,0.0,0.0,0.5714285714285714,-0.28139656302700183,0.0,0.04305581226802207,0,0,6,0,553,0.369047619047619
context_only_without_memory,0.0,W1,gaussian_four,14,0.5285714285714286,0.8571428571428571,0.0,0.07142857142857142,0.5,-0.11173781550591132,0.3200000000000001,0.12235052417728917,0,0,6,1,568,0.35714285714285715
context_only_without_memory,0.0,W1,gaussian_single,14,0.48214285714285715,0.7857142857142857,0.0,0.21428571428571427,0.35714285714285715,-0.47584034190635455,0.09285714285714287,0.028711648445631805,0,0,6,3,563,0.41666666666666663
context_only_without_memory,0.0,W2,annular_gp_four,15,0.65,1.0666666666666667,0.0,0.2,0.6666666666666666,-0.5593672533691427,0.3946666666666668,0.09364461428261511,0,0,2,3,456,0.611111111111111
context_only_without_memory,0.0,W2,annular_gp_single,15,0.6966666666666667,1.1333333333333333,0.0,0.26666666666666666,0.5333333333333333,-0.45193925362068416,0.09200000000000001,0.040749201068481226,0,0,3,4,499,0.5666666666666667
context_only_without_memory,0.0,W3,w3_randomised_four,14,0.4785714285714286,0.7857142857142857,0.0,0.07142857142857142,0.5714285714285714,-0.10283057517698956,0.1642857142857143,0.04635020877099934,0,0,5,1,525,0.42857142857142855
context_only_without_memory,0.0,W3,w3_randomised_single,14,0.7000000000000001,1.1428571428571428,0.0,0.2857142857142857,0.5714285714285714,-0.6812022656934332,0.14000000000000004,0.043112175652334765,0,0,2,4,436,0.619047619047619
context_plus_memory_lambda_0_5,0.5,W0,dry_air,14,0.38928571428571423,0.6428571428571429,0.0,0.0,0.5714285714285714,-0.28139656302700183,0.0,0.04305581226802207,0,0,6,0,553,0.369047619047619
context_plus_memory_lambda_0_5,0.5,W1,gaussian_four,14,0.5285714285714286,0.8571428571428571,0.0,0.07142857142857142,0.5,-0.11173781550591132,0.3200000000000001,0.12235052417728917,0,0,6,1,568,0.35714285714285715
context_plus_memory_lambda_0_5,0.5,W1,gaussian_single,14,0.48214285714285715,0.7857142857142857,0.0,0.21428571428571427,0.35714285714285715,-0.47584034190635455,0.09285714285714287,0.028711648445631805,0,0,6,3,563,0.41666666666666663
