stage_name,command_run,candidate_variant,candidate_tag,ocp_success,phase2_status,active_failure_class,all_failure_classes,reason_for_proceeding_or_stopping,directed_heading_change_deg,actual_heading_change_deg,max_alpha_deg,max_beta_deg,terminal_speed_m_s,terminal_z_w_m,terminal_rate_norm_rad_s,min_wall_distance_m,min_floor_margin_m,min_ceiling_margin_m,saturation_fraction,exit_recoverable_gate,exit_recoverable,termination_reason,feasibility_label,failure_reason,log_path
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],baseline,baseline_template,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-310.5970553215474,-49.40294467845263,33.913452558373926,38.31496275921312,7.125196776241082,-0.9986451040027701,5.4330479469262505,0.25,-0.9986451040027701,0.2999999999999998,0.37037037037037035,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],baseline,baseline_bank_yaw,True,boundary_only,latency_limited_high_alpha,latency_limited_high_alpha;terminal_recovery_limited,evaluate strict gate after deterministic variants,28.293163149683984,-28.293163149683977,4.8362953644871185,25.143698311128077,6.08297857579008,2.5263011311490597,1.2289568285903856,0.25,2.5263011311490597,0.2999999999999998,0.0,True,,,accepted_low_alpha,,
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],recovery065,recovery065_template,True,boundary_only,open_loop_replay_mismatch,open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,26.134312924179614,-26.134312924179625,4.533881615713133,7.522509297698237,6.346502557325165,2.1947405362773735,0.03802751045736521,0.22883806036044074,2.1947405362773735,0.2999999999999998,0.0,True,,,accepted_low_alpha,,
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],recovery080,recovery080_template,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-310.5970553215474,-49.40294467845263,33.913452558373926,38.31496275921312,7.125196776241082,-0.9986451040027701,5.4330479469262505,0.25,-0.9986451040027701,0.2999999999999998,0.37037037037037035,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],recovery080,recovery080_bank_yaw,True,boundary_only,open_loop_replay_mismatch,open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,25.988042923758805,-25.988042923758798,4.567131075138011,6.269814673262831,6.3410264726413965,2.1842589792230878,0.03480168384976465,0.10000032731409281,2.1842589792230878,0.2999999999999998,0.0,True,,,accepted_low_alpha,,
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],latency075,latency075_template,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-310.5970553215474,-49.40294467845263,33.913452558373926,38.31496275921312,7.125196776241082,-0.9986451040027701,5.4330479469262505,0.25,-0.9986451040027701,0.2999999999999998,0.37037037037037035,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],latency075,latency075_bank_yaw,True,boundary_only,open_loop_replay_mismatch,open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,26.32303152776126,-26.32303152776126,4.554831093180371,6.498859587461861,6.30034152779726,2.2135479224149135,0.03965488744702755,0.10000038198030126,2.2135479224149135,0.2999999999999998,0.0,True,,,accepted_low_alpha,,
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],latency090,latency090_template,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-494.633619428871,134.63361942887104,40.71616709951489,45.21533017990061,6.466504072709211,-1.490817862157541,5.545538986851325,0.25,-1.490817862157541,0.2999999999999998,0.37037037037037035,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],latency090,latency090_bank_yaw,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-132.73710847235265,132.73710847235265,77.01051656772704,58.56073684378789,4.605728142842105,1.5999420524861983,3.6376046955811026,0.25,1.5999420524861983,0.2999999999999998,0.2222222222222222,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
stage2_candidate_variants,python 03_Control/04_Scenarios/run_agile_trajectory_optimisation.py --targets 0 30 --direction left --wind-case w0 --seed 1 --run-tvlqr-replay --output-root 03_Control/05_Results/03_primitives/12_tight_turn_phase2_overnight/001 --phase2-overnight [stage2_candidate_variants],latency105,latency105_template,False,boundary_only,ocp_regression,ocp_regression;open_loop_replay_mismatch;terminal_recovery_limited,evaluate strict gate after deterministic variants,-1378.0316447407195,-61.96835525928054,43.954039123773654,47.9708267108388,5.2338062481441225,-1.4525469912395716,5.028778419755687,0.25,-1.4525469912395716,0.2999999999999998,0.37037037037037035,False,,,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",
