t_read_host_s,line_text
0.2405046,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,3846369519"
1.0083617,"RX_EVENT,0,0,3847133373,32768,32768,32768,32768"
1.0083617,"OK_EVENT,SET_NEUTRAL"
1.0242997,"COMMIT_EVENT,0,0,3847133373,3847153058,1051199,1500,1500,1500,1500,1500,1500,1500,1500"
6.3390338,"RX_EVENT,0,8,3852457014,32768,32768,32768,32768"
6.3390338,"RX_EVENT,1,8,3852467959,32768,32768,32768,32768"
6.3514646,"COMMIT_EVENT,1,8,3852467959,3852473058,1051465,1500,1500,1500,1500,1500,1500,1500,1500"
6.3514646,"RX_EVENT,2,8,3852480871,32768,32768,32768,32768"
6.363419,"RX_EVENT,3,8,3852493217,32768,32768,32768,32768"
6.363419,"COMMIT_EVENT,2,8,3852480871,3852493058,1051466,1500,1500,1500,1500,1500,1500,1500,1500"
6.3866444,"COMMIT_EVENT,3,8,3852493217,3852513058,1051467,1500,1500,1500,1500,1500,1500,1500,1500"
6.3988809,"RX_EVENT,4,8,3852516045,32768,32768,32768,32768"
6.3988809,"RX_EVENT,5,8,3852528457,32768,32768,32768,32768"
6.4089757,"COMMIT_EVENT,5,8,3852528457,3852533058,1051468,1500,1500,1500,1500,1500,1500,1500,1500"
6.4296377,"RX_EVENT,6,8,3852550627,32768,32768,32768,32768"
6.4296377,"COMMIT_EVENT,6,8,3852550627,3852553058,1051469,1500,1500,1500,1500,1500,1500,1500,1500"
6.4418799,"RX_EVENT,7,8,3852571436,32768,32768,32768,32768"
6.4418799,"COMMIT_EVENT,7,8,3852571436,3852573058,1051470,1500,1500,1500,1500,1500,1500,1500,1500"
6.4729129,"RX_EVENT,8,8,3852593536,32768,32768,32768,32768"
6.4846743,"COMMIT_EVENT,8,8,3852593536,3852613058,1051472,1500,1500,1500,1500,1500,1500,1500,1500"
6.4846743,"RX_EVENT,9,8,3852614670,32768,32768,32768,32768"
6.5070427,"RX_EVENT,10,8,3852626591,32768,32768,32768,32768"
6.5070427,"COMMIT_EVENT,10,8,3852626591,3852633058,1051473,1500,1500,1500,1500,1500,1500,1500,1500"
6.5188342,"RX_EVENT,11,8,3852648830,32768,32768,32768,32768"
6.5188342,"COMMIT_EVENT,11,8,3852648830,3852653058,1051474,1500,1500,1500,1500,1500,1500,1500,1500"
6.5422265,"RX_EVENT,12,8,3852670058,32768,32768,32768,32768"
6.5544014,"COMMIT_EVENT,12,8,3852670058,3852673058,1051475,1500,1500,1500,1500,1500,1500,1500,1500"
6.5673858,"RX_EVENT,13,8,3852696209,32768,32768,32768,32768"
6.5802136,"RX_EVENT,14,8,3852709147,32768,32768,32768,32768"
6.5802136,"COMMIT_EVENT,14,8,3852709147,3852713058,1051477,1500,1500,1500,1500,1500,1500,1500,1500"
6.6154091,"RX_EVENT,15,8,3852732176,32768,32768,32768,32768"
6.6154091,"COMMIT_EVENT,15,8,3852732176,3852733058,1051478,1500,1500,1500,1500,1500,1500,1500,1500"
6.6286192,"RX_EVENT,16,8,3852757249,32768,32768,32768,32768"
6.6415902,"RX_EVENT,17,8,3852770360,32768,32768,32768,32768"
6.6415902,"COMMIT_EVENT,17,8,3852770360,3852773058,1051480,1500,1500,1500,1500,1500,1500,1500,1500"
6.6766874,"RX_EVENT,18,8,3852793924,32768,32768,32768,32768"
6.6766874,"RX_EVENT,19,8,3852806102,32768,32768,32768,32768"
6.68851,"COMMIT_EVENT,19,8,3852806102,3852813058,1051482,1500,1500,1500,1500,1500,1500,1500,1500"
6.7033492,"RX_EVENT,20,8,3852830591,32768,32768,32768,32768"
6.7033492,"COMMIT_EVENT,20,8,3852830591,3852833058,1051483,1500,1500,1500,1500,1500,1500,1500,1500"
6.7411297,"RX_EVENT,21,8,3852855507,32768,32768,32768,32768"
6.7411297,"RX_EVENT,22,8,3852867597,32768,32768,32768,32768"
6.7538535,"COMMIT_EVENT,22,8,3852867597,3852873058,1051485,1500,1500,1500,1500,1500,1500,1500,1500"
6.7666442,"RX_EVENT,23,8,3852895666,32768,32768,32768,32768"
6.7812605,"RX_EVENT,24,8,3852908531,32768,32768,32768,32768"
6.7812605,"COMMIT_EVENT,24,8,3852908531,3852913058,1051487,1500,1500,1500,1500,1500,1500,1500,1500"
6.8188151,"RX_EVENT,25,8,3852934003,32768,32768,32768,32768"
6.8321249,"RX_EVENT,26,2,3852947132,32768,55705,32768,32768"
6.8321249,"COMMIT_EVENT,26,2,3852947132,3852953058,1051489,1500,1850,1500,1500,1500,1500,1500,1500"
6.8455762,"RX_EVENT,27,2,3852974015,32768,55705,32768,32768"
6.8588968,"RX_EVENT,28,2,3852987486,32768,55705,32768,32768"
6.8588968,"COMMIT_EVENT,28,2,3852987486,3852993058,1051491,1500,1850,1500,1500,1500,1500,1500,1500"
6.8918458,"RX_EVENT,29,2,3853010759,32768,55705,32768,32768"
6.8918458,"COMMIT_EVENT,29,2,3853010759,3853013058,1051492,1500,1850,1500,1500,1500,1500,1500,1500"
6.904336,"RX_EVENT,30,2,3853033695,32768,55705,32768,32768"
6.9167884,"RX_EVENT,31,2,3853046092,32768,55705,32768,32768"
6.9167884,"COMMIT_EVENT,31,2,3853046092,3853053058,1051494,1500,1850,1500,1500,1500,1500,1500,1500"
6.9394009,"RX_EVENT,32,2,3853069366,32768,55705,32768,32768"
6.9502473,"COMMIT_EVENT,32,2,3853069366,3853073058,1051495,1500,1850,1500,1500,1500,1500,1500,1500"
6.9616588,"RX_EVENT,33,2,3853091988,32768,55705,32768,32768"
6.9616588,"COMMIT_EVENT,33,2,3853091988,3853093058,1051496,1500,1850,1500,1500,1500,1500,1500,1500"
6.9834383,"RX_EVENT,34,2,3853113599,32768,55705,32768,32768"
7.0163398,"COMMIT_EVENT,34,2,3853113599,3853133058,1051498,1500,1850,1500,1500,1500,1500,1500,1500"
7.0163398,"RX_EVENT,35,2,3853134658,32768,55705,32768,32768"
7.0163398,"RX_EVENT,36,2,3853145603,32768,55705,32768,32768"
7.0273369,"COMMIT_EVENT,36,2,3853145603,3853153058,1051499,1500,1850,1500,1500,1500,1500,1500,1500"
7.0408481,"RX_EVENT,37,2,3853169125,32768,55705,32768,32768"
7.0408481,"COMMIT_EVENT,37,2,3853169125,3853173058,1051500,1500,1850,1500,1500,1500,1500,1500,1500"
7.0746959,"RX_EVENT,38,2,3853193350,32768,55705,32768,32768"
7.0865287,"COMMIT_EVENT,38,2,3853193350,3853213058,1051502,1500,1850,1500,1500,1500,1500,1500,1500"
7.0865287,"RX_EVENT,39,2,3853216419,32768,55705,32768,32768"
7.1070715,"RX_EVENT,40,2,3853228435,32768,55705,32768,32768"
7.1070715,"COMMIT_EVENT,40,2,3853228435,3853233058,1051503,1500,1850,1500,1500,1500,1500,1500,1500"
7.1185528,"RX_EVENT,41,2,3853248971,32768,55705,32768,32768"
7.1185528,"COMMIT_EVENT,41,2,3853248971,3853253058,1051504,1500,1850,1500,1500,1500,1500,1500,1500"
7.1498047,"RX_EVENT,42,2,3853269842,32768,55705,32768,32768"
7.1498047,"COMMIT_EVENT,42,2,3853269842,3853273058,1051505,1500,1850,1500,1500,1500,1500,1500,1500"
7.1628728,"RX_EVENT,43,2,3853291613,32768,55705,32768,32768"
7.1628728,"COMMIT_EVENT,43,2,3853291613,3853293058,1051506,1500,1850,1500,1500,1500,1500,1500,1500"
7.1854933,"RX_EVENT,44,2,3853314998,32768,55705,32768,32768"
7.1971886,"RX_EVENT,45,2,3853327219,32768,55705,32768,32768"
7.2085007,"COMMIT_EVENT,45,2,3853327219,3853333058,1051508,1500,1850,1500,1500,1500,1500,1500,1500"
7.2301811,"RX_EVENT,46,2,3853350420,32768,55705,32768,32768"
7.2301811,"COMMIT_EVENT,46,2,3853350420,3853353058,1051509,1500,1850,1500,1500,1500,1500,1500,1500"
7.2445464,"RX_EVENT,47,2,3853371914,32768,55705,32768,32768"
7.2445464,"COMMIT_EVENT,47,2,3853371914,3853373058,1051510,1500,1850,1500,1500,1500,1500,1500,1500"
7.2576508,"RX_EVENT,48,2,3853386516,32768,55705,32768,32768"
7.2680485,"COMMIT_EVENT,48,2,3853386516,3853393058,1051511,1500,1850,1500,1500,1500,1500,1500,1500"
