frame_number,t_capture_host_s,state_ready_host_s,subject_name,surface_index,surface_name,surface_angle_rad,surface_angle_deg,surface_rate_radps,surface_rate_degps,quality_flag
1465490,6.26894389249927,6.2845397,Aileron_L,1,Aileron_L,0.00357355567102458,0.204749657804749,NaN,NaN,ok
1465490,6.26894389249927,6.2845397,Aileron_R,2,Aileron_R,-0.00436139477499697,-0.249889513397736,NaN,NaN,ok
1465490,6.26894389249927,6.2845397,Rudder,3,Rudder,-0.0314889902608488,-1.80418624307519,NaN,NaN,ok
1465490,6.26894389249927,6.2845397,Elevator,4,Elevator,-0.0104636412441441,-0.599522481628476,NaN,NaN,ok
1465498,6.30117097999926,6.3182329,Aileron_L,1,Aileron_L,-0.00671483570102049,-0.384731745792244,-0.319246701150043,-18.2914885993717,ok
1465498,6.30117097999926,6.3182329,Aileron_R,2,Aileron_R,-0.00498557849664039,-0.285652606288672,-0.0193682945020594,-1.10972153133444,ok
1465498,6.30117097999926,6.3182329,Rudder,3,Rudder,0.00958166002658567,0.548988680252567,1.27441396270914,73.0185414157766,ok
1465498,6.30117097999926,6.3182329,Elevator,4,Elevator,0.00268385470846377,0.153773547621288,0.407964137392578,23.37462326529,ok
1465499,6.31251808000069,6.3298353,Aileron_L,1,Aileron_L,0.0107584647258427,0.616414622831159,1.53989128717139,88.2292716638887,ok
1465499,6.31251808000069,6.3298353,Aileron_R,2,Aileron_R,0.00617199268748347,0.35362913217841,0.983297158103709,56.3387771665506,ok
1465499,6.31251808000069,6.3298353,Rudder,3,Rudder,-0.00506209608828367,-0.290036741348338,-1.29052851504129,-73.9418372531512,ok
1465499,6.31251808000069,6.3298353,Elevator,4,Elevator,-0.00220801202158372,-0.126509769950896,-0.431111625827866,-24.7008766589598,ok
1465500,6.32486738000002,6.3415692,Aileron_L,1,Aileron_L,-0.00362955478992166,-0.207958170974003,-1.16508786057033,-66.7546171726063,ok
1465500,6.32486738000002,6.3415692,Aileron_R,2,Aileron_R,0.00911077839738672,0.522009150249223,0.237971845372766,13.6347823827993,ok
1465500,6.32486738000002,6.3415692,Rudder,3,Rudder,-0.03270116577754,-1.87363878421069,-2.23810820781327,-128.234154401289,ok
1465500,6.32486738000002,6.3415692,Elevator,4,Elevator,0.0404024566299954,2.31489024685909,3.45043594810066,197.695417306389,ok
1465505,6.33606793499964,6.3540117,Aileron_L,1,Aileron_L,0.0137799612297851,0.789533620320589,1.55434404994167,89.0573539729294,ok
1465505,6.33606793499964,6.3540117,Aileron_R,2,Aileron_R,-0.0168887615726847,-0.96765475931756,-2.32127247006502,-132.999115634633,ok
1465505,6.33606793499964,6.3540117,Rudder,3,Rudder,-0.0274509481509182,-1.57282347268006,0.468746202915752,26.8571790898555,ok
1465505,6.33606793499964,6.3540117,Elevator,4,Elevator,-0.00289521099445178,-0.165883370781961,-3.86567162304982,-221.486668984241,ok
1465508,6.34753586249919,6.3650502,Aileron_L,1,Aileron_L,0.00711346088742504,0.40757128658084,-0.581316924319833,-33.3070063230523,ok
1465508,6.34753586249919,6.3650502,Aileron_R,2,Aileron_R,-0.0608861505099556,-3.48851945501876,-3.83655973923843,-219.818680908174,ok
1465508,6.34753586249919,6.3650502,Rudder,3,Rudder,0.0295318910430442,1.69205271780663,4.96888728989685,284.696270587287,ok
