combo_idx,combo_names,fan_robust_loss,fan_robust_f_scale,overall_wrmse,overall_sae,overall_n,F01_wrmse,F01_sae,F01_n,F02_wrmse,F02_sae,F02_n,F03_wrmse,F03_sae,F03_n,F04_wrmse,F04_sae,F04_n
"0,1,0,1","baseline,huber,baseline,huber","soft_l1,huber,soft_l1,huber","1.000,1.000,1.000,1.000",0.40431315910360754,416.24680679918094,1365,0.32753853243981756,112.82828178296415,357,0.4577744979132108,94.35758877086168,315,0.4342292285423878,114.67290148781032,371,0.34547456761432666,94.38803475754482,322
"1,1,0,0","huber,huber,baseline,baseline","huber,huber,soft_l1,soft_l1","1.000,1.000,1.000,1.000",0.4043626741724596,415.7292048361111,1365,0.32884093209770604,111.95347475163715,357,0.4581108892365652,94.58284479611817,315,0.4344830405697293,114.6928711476792,371,0.3433016457671694,94.50001414067656,322
"0,1,1,1","baseline,huber,huber,huber","soft_l1,huber,huber,huber","1.000,1.000,1.000,1.000",0.40441381765752665,416.42361312283725,1365,0.3278483648571661,113.20596084160925,357,0.45805432284168607,94.23695002250982,315,0.43381846134974966,114.38969066638376,371,0.3457561189936173,94.5910115923344,322
"1,1,1,0","huber,huber,huber,baseline","huber,huber,huber,soft_l1","1.000,1.000,1.000,1.000",0.4045330551409252,416.02492138911884,1365,0.32914309683064197,112.49491144331112,357,0.45852568403396987,94.43264041435307,315,0.43406843058868744,114.33694811672048,371,0.34370873702335797,94.76042141473422,322
"0,0,0,2","baseline,baseline,baseline,cauchy","soft_l1,soft_l1,soft_l1,cauchy","1.000,1.000,1.000,0.500",0.4046143214305107,422.80467587266367,1365,0.3355998522214723,114.81460148729559,357,0.4400173569400938,89.43227936655671,315,0.4306295686215997,113.48271147788806,371,0.379967419422593,105.07508354092332,322
"1,1,0,1","huber,huber,baseline,huber","huber,huber,soft_l1,huber","1.000,1.000,1.000,1.000",0.4046822099169033,415.75539544640225,1365,0.3283685367293355,111.74585141188702,357,0.4583166080960823,94.93923552314803,315,0.4345848247884271,114.80575326004077,371,0.34503720355681755,94.26455525132646,322
"1,0,0,2","huber,baseline,baseline,cauchy","huber,soft_l1,soft_l1,cauchy","1.000,1.000,1.000,0.500",0.4047358710644038,422.611898622371,1365,0.3353283136211433,114.18755281902546,357,0.4405564269632613,89.87724913187131,315,0.4310211408201003,113.65067789771655,371,0.37931357128396226,104.89641877375769,322
"1,1,1,1","huber,huber,huber,huber","huber,huber,huber,huber","1.000,1.000,1.000,1.000",0.40478289384498045,416.0483849954575,1365,0.32865610289075237,112.30178176840181,357,0.45858236913416806,94.78774200394867,315,0.4341162706712659,114.46157569300863,371,0.34545977107830866,94.4972855300984,322
"0,0,1,2","baseline,baseline,huber,cauchy","soft_l1,soft_l1,huber,cauchy","1.000,1.000,1.000,0.500",0.4048126606463872,422.7085105243136,1365,0.33621279614899685,115.1750834899372,357,0.441436021771139,89.44158872798916,315,0.42965331923401895,113.0086645158128,371,0.37908172781216665,105.08317379057449,322
"1,0,1,2","huber,baseline,huber,cauchy","huber,soft_l1,huber,cauchy","1.000,1.000,1.000,0.500",0.40497305421002017,422.5011074396102,1365,0.3359157015880332,114.47233184013128,357,0.44188333154256326,89.88965574704757,315,0.43020072573956397,113.19473822723481,371,0.3786138991652314,104.94438162519657,322
"1,1,1,2","huber,huber,huber,cauchy","huber,huber,huber,cauchy","1.000,1.000,1.000,0.500",0.4072008164277405,422.6159510346792,1365,0.3378321885125604,114.9859826199494,357,0.4461318598511501,88.94147615495649,315,0.4304389048950486,113.2430793866847,371,0.3800943690032571,105.44541287308861,322
"0,1,1,2","baseline,huber,huber,cauchy","soft_l1,huber,huber,cauchy","1.000,1.000,1.000,0.500",0.4073771164991829,423.0456427448362,1365,0.34042882159942206,116.25125838622456,357,0.4450606716113544,88.11585835705264,315,0.4294873669810533,112.77268332416278,371,0.3818428381335082,105.9058426773962,322
"1,1,0,2","huber,huber,baseline,cauchy","huber,huber,soft_l1,cauchy","1.000,1.000,1.000,0.500",0.40784260147663787,423.4153453955162,1365,0.33741184618953673,114.75066160741696,357,0.4443741509223723,88.79016642331753,315,0.43137597323034943,113.80096916167236,371,0.3858946800549911,106.07354820310938,322
"0,1,0,2","baseline,huber,baseline,cauchy","soft_l1,huber,soft_l1,cauchy","1.000,1.000,1.000,0.500",0.4080918347050321,423.8211329178816,1365,0.33983331678883555,115.9107969148173,357,0.44334748745243996,88.03390672142112,315,0.43057048068457804,113.35808392751515,371,0.387881770797587,106.51834535412802,322
"2,0,0,0","cauchy,baseline,baseline,baseline","cauchy,soft_l1,soft_l1,soft_l1","0.500,1.000,1.000,1.000",0.4089557925179401,426.17836505077895,1365,0.3738691263640825,127.06323813339372,357,0.4512244490912038,90.48885027458107,315,0.4272024432808943,112.79343090711441,371,0.3458718187164823,95.83284573568979,322
"2,0,1,0","cauchy,baseline,huber,baseline","cauchy,soft_l1,huber,soft_l1","0.500,1.000,1.000,1.000",0.40903878817572237,425.9678015872007,1365,0.37393911868045265,127.14164734970912,357,0.45181121135034286,90.31745075100429,315,0.4261295012228539,112.39993321630159,371,0.3466268436443395,96.10877027018573,322
"2,0,1,1","cauchy,baseline,huber,huber","cauchy,soft_l1,huber,huber","0.500,1.000,1.000,1.000",0.4092598580158317,426.27492646128553,1365,0.3737889655516221,127.19597979339866,357,0.45172758664791046,90.95016113108687,315,0.42649612754933347,112.69949911179538,371,0.34771561396010137,95.42928642500462,322
"2,0,0,1","cauchy,baseline,baseline,huber","cauchy,soft_l1,soft_l1,huber","0.500,1.000,1.000,1.000",0.4092695817358468,426.48039699779144,1365,0.37388869953716036,127.14274013407717,357,0.45116966567929595,91.08211705603748,315,0.42766913574776677,113.0855435993978,371,0.34709037875720966,95.16999620827903,322
"2,1,0,0","cauchy,huber,baseline,baseline","cauchy,huber,soft_l1,soft_l1","0.500,1.000,1.000,1.000",0.4108020500700358,425.77905338095366,1365,0.3746917996153853,127.08643672882707,357,0.4551816541711461,89.62693416232857,315,0.42731012046866435,112.74941659890717,371,0.34708396658061436,96.31626589089078,322
"2,1,1,0","cauchy,huber,huber,baseline","cauchy,huber,huber,soft_l1","0.500,1.000,1.000,1.000",0.41095739005693827,425.58721817333765,1365,0.3747789917599355,127.2024720897614,357,0.45570741063058856,89.42907084971034,315,0.4265264024513032,112.31539991640653,371,0.34792939297973186,96.64027531745938,322
"2,1,0,1","cauchy,huber,baseline,huber","cauchy,huber,soft_l1,huber","0.500,1.000,1.000,1.000",0.41106469806941764,425.9920824531307,1365,0.3747114651754319,127.17799355786883,357,0.45504737313801535,90.09633305626478,315,0.4277416815295924,113.00304259350867,371,0.3482310965846539,95.71471324548844,322
"2,1,1,1","cauchy,huber,huber,huber","cauchy,huber,huber,huber","0.500,1.000,1.000,1.000",0.41115546078523935,425.77443642027674,1365,0.3746923427901576,127.26418796446724,357,0.45558184078524355,89.918107809247,315,0.4268428336685616,112.58609705944505,371,0.34897733060860714,96.00604358711749,322
"2,0,1,2","cauchy,baseline,huber,cauchy","cauchy,soft_l1,huber,cauchy","0.500,1.000,1.000,0.500",0.4130839366569344,433.6104650682663,1365,0.3855563089741673,128.39881146739344,357,0.4392540753070281,86.58417196397302,315,0.42351661954683734,110.53422711222228,371,0.38439287931956534,108.09325452467762,322
"2,0,0,2","cauchy,baseline,baseline,cauchy","cauchy,soft_l1,soft_l1,cauchy","0.500,1.000,1.000,0.500",0.41326064109286215,434.4772610736702,1365,0.3854058608878871,128.98400166474943,357,0.43714786367852065,86.19890126848287,315,0.4257759194892093,111.89434960357241,371,0.3863664407277786,107.40000853686544,322
"2,1,1,2","cauchy,huber,huber,cauchy","cauchy,huber,huber,cauchy","0.500,1.000,1.000,0.500",0.41525644547067164,433.86177642142707,1365,0.38767364328495857,128.60418215350572,357,0.44315250522474653,85.8843199274451,315,0.4246407048708893,111.0264591506544,371,0.38482984380156754,108.3468151898219,322
"2,1,0,2","cauchy,huber,baseline,cauchy","cauchy,huber,soft_l1,cauchy","0.500,1.000,1.000,0.500",0.4158818448493394,434.3399454675859,1365,0.3879637663592186,128.69354348103684,357,0.4413933958089896,85.49301146316135,315,0.42647879308145364,112.11857409612618,371,0.3886384829893777,108.03481642726155,322
"0,1,2,0","baseline,huber,cauchy,baseline","soft_l1,huber,cauchy,soft_l1","1.000,1.000,0.500,1.000",0.4191649115139961,424.56171557103517,1365,0.32796272930590237,111.82632194964508,357,0.45622135973487665,93.72053011035993,315,0.4902305460086281,124.1972300273624,371,0.3448834600637334,94.81763348366779,322
"0,0,2,0","baseline,baseline,cauchy,baseline","soft_l1,soft_l1,cauchy,soft_l1","1.000,1.000,0.500,1.000",0.41937000458046014,426.31809948042235,1365,0.3257024547138134,110.79790248548065,357,0.45253721428053556,95.16389072925668,315,0.49725961674887825,126.21868767676362,371,0.3441546009906403,94.1376185889214,322
"1,0,2,0","huber,baseline,cauchy,baseline","huber,soft_l1,cauchy,soft_l1","1.000,1.000,0.500,1.000",0.42008682392389396,426.450946921453,1365,0.32714766591209543,110.32889962742746,357,0.45288729245796067,95.44400052456685,315,0.49856842977765825,126.58024005932761,371,0.34393043987265093,94.09780671013115,322
"0,1,2,1","baseline,huber,cauchy,huber","soft_l1,huber,cauchy,huber","1.000,1.000,0.500,1.000",0.4218290283554354,426.39070477523546,1365,0.3271476161102007,111.4224210784401,357,0.4565218464050685,94.08769777256961,315,0.49800177100113896,126.2774135905907,371,0.3475866772656716,94.603172333635,322
"1,1,2,0","huber,huber,cauchy,baseline","huber,huber,cauchy,soft_l1","1.000,1.000,0.500,1.000",0.4218872742758888,426.34898630616254,1365,0.3285279272847643,110.75294043327189,357,0.456914010905291,94.3506809720168,315,0.4983065785401576,126.62100896784712,371,0.34514978368884075,94.62435593302672,322
"0,0,2,1","baseline,baseline,cauchy,huber","soft_l1,soft_l1,cauchy,huber","1.000,1.000,0.500,1.000",0.4221813873357013,427.11947383852436,1365,0.32531001962505746,110.66968025875966,357,0.45279311318397547,95.46094242353715,315,0.5055785855748035,127.03823710323974,371,0.34626186519298296,93.9506140529878,322
"1,1,2,1","huber,huber,cauchy,huber","huber,huber,cauchy,huber","1.000,1.000,0.500,1.000",0.4224159194978625,426.33178570140007,1365,0.3282337267120045,110.64728746423494,357,0.4570871152198925,94.59978098264116,315,0.4990019637411877,126.61962596151878,371,0.34704098321786203,94.46509129300517,322
"1,0,2,1","huber,baseline,cauchy,huber","huber,soft_l1,cauchy,huber","1.000,1.000,0.500,1.000",0.4228935922619306,427.3102366213648,1365,0.3268015354416631,110.22664598713604,357,0.45310043942392786,95.67740468117015,315,0.5068968220884719,127.4503563638144,371,0.3460300592218832,93.95582958924429,322
"2,0,2,0","cauchy,baseline,cauchy,baseline","cauchy,soft_l1,cauchy,soft_l1","0.500,1.000,0.500,1.000",0.4246423137151092,424.9509492646537,1365,0.3498929439816729,112.92623091746037,357,0.45139080515993735,91.16652439954582,315,0.5000776879798248,125.47766127522408,371,0.3476656466612519,95.38053267242336,322
"2,0,2,1","cauchy,baseline,cauchy,huber","cauchy,soft_l1,cauchy,huber","0.500,1.000,0.500,1.000",0.42489127721313585,426.730990935564,1365,0.3500045778145715,113.53668487696864,357,0.4514034781137335,91.676510958958,315,0.4995223918003394,126.5685890371601,371,0.3499683756310828,94.94920606247729,322
"0,0,2,2","baseline,baseline,cauchy,cauchy","soft_l1,soft_l1,cauchy,cauchy","1.000,1.000,0.500,0.500",0.42604171442708705,429.54795003072434,1365,0.3305142698667387,113.63197536205786,357,0.4479816236970765,90.33541329331412,315,0.5074784600724818,127.6401795227026,371,0.37012870285783483,97.94038185264981,322
"1,0,2,2","huber,baseline,cauchy,cauchy","huber,soft_l1,cauchy,cauchy","1.000,1.000,0.500,0.500",0.4261835796025434,429.46496516266046,1365,0.3282749897960851,112.24915855768687,357,0.4513286513944413,93.21812151800074,315,0.5084863946740747,127.59602984211254,371,0.36478715101819226,96.4016552448603,322
"2,1,2,0","cauchy,huber,cauchy,baseline","cauchy,huber,cauchy,soft_l1","0.500,1.000,0.500,1.000",0.4270463662143763,424.986768385392,1365,0.3495008072648166,112.00548261745733,357,0.45648463413854873,90.63169643005237,315,0.5016529905570457,126.44170644783337,371,0.3490320628212676,95.90788289004892,322
"2,1,2,1","cauchy,huber,cauchy,huber","cauchy,huber,cauchy,huber","0.500,1.000,0.500,1.000",0.42740681045784573,427.0169484425146,1365,0.35257501644446987,113.71616016811704,357,0.4556334829518557,90.69737536998423,315,0.5003044342480186,126.82822743035803,371,0.3519758199447842,95.7751854740553,322
"1,1,2,2","huber,huber,cauchy,cauchy","huber,huber,cauchy,cauchy","1.000,1.000,0.500,0.500",0.4282494453544823,429.2266166274567,1365,0.33365531162073603,113.5933505349673,357,0.4531050861074935,89.85803159202676,315,0.5068612867916651,127.52112881568829,371,0.3704963003484726,98.25410568477432,322
"0,1,2,2","baseline,huber,cauchy,cauchy","soft_l1,huber,cauchy,cauchy","1.000,1.000,0.500,0.500",0.42837176370298236,429.83842146484005,1365,0.332630064050168,114.03230167812521,357,0.4525346732337514,89.55499424393354,315,0.5075949011408086,127.63578266950735,371,0.37210604398387664,98.61534287327399,322
"2,0,2,2","cauchy,baseline,cauchy,cauchy","cauchy,soft_l1,cauchy,cauchy","0.500,1.000,0.500,0.500",0.43671854367675644,446.8655257787713,1365,0.36518124872308594,118.28135484213603,357,0.4264891191535767,85.41271490407387,315,0.5108385183858626,131.01055428759776,371,0.42716057379776307,112.16090174496367,322
"2,1,2,2","cauchy,huber,cauchy,cauchy","cauchy,huber,cauchy,cauchy","0.500,1.000,0.500,0.500",0.4457142045843177,452.9758708618373,1365,0.37004729150517274,118.78066209556894,357,0.43116901506690525,84.81407319625565,315,0.5127421476038415,131.37423804071815,371,0.45687410509306686,118.00689752929453,322
"1,2,0,1","huber,cauchy,baseline,huber","huber,cauchy,soft_l1,huber","1.000,0.500,1.000,1.000",0.4564590145707254,437.02917148687374,1365,0.31967157114838857,106.9892325432341,357,0.5966458234205311,124.13284678223314,315,0.43199612403750653,114.28589386318993,371,0.3320348059917048,91.62119829821658,322
"2,2,0,2","cauchy,cauchy,baseline,cauchy","cauchy,cauchy,soft_l1,cauchy","0.500,0.500,1.000,0.500",0.45955005753905986,445.0337293202688,1365,0.37392566949525036,125.11801952291606,357,0.5615673712215261,103.71720543357392,315,0.41912669692399435,106.78140022444185,371,0.4030945095361569,109.417104139337,322
"2,2,0,0","cauchy,cauchy,baseline,baseline","cauchy,cauchy,soft_l1,soft_l1","0.500,0.500,1.000,1.000",0.461677489372491,443.4568522709431,1365,0.34849671892548933,119.5599325597406,357,0.6001715937470008,118.50920117676726,315,0.42690924206981085,112.99359143639676,371,0.3336649615720212,92.3941270980385,322
"2,2,0,1","cauchy,cauchy,baseline,huber","cauchy,cauchy,soft_l1,huber","0.500,0.500,1.000,1.000",0.46217207937134,444.51070690777203,1365,0.3494000260267584,120.01178182801429,357,0.6005568812150166,119.3675845753863,315,0.4269607095092161,113.04085248229394,371,0.3347991905163241,92.0904880220775,322
"2,2,1,0","cauchy,cauchy,huber,baseline","cauchy,cauchy,huber,soft_l1","0.500,0.500,1.000,1.000",0.4623139865440028,444.3667348679094,1365,0.35204234615565067,120.49067419721932,357,0.601097974130225,118.57403641586131,315,0.4247862490833083,112.59633475327323,371,0.3345240795362107,92.70568950155551,322
"2,2,1,1","cauchy,cauchy,huber,huber","cauchy,cauchy,huber,huber","0.500,0.500,1.000,1.000",0.46249257133501753,445.04966742287667,1365,0.3519158015021078,120.65379840310689,357,0.6012029629035133,119.32647436946422,315,0.42473104628286984,112.70156181117305,371,0.33565835863023935,92.36783283913253,322
"0,2,1,1","baseline,cauchy,huber,huber","soft_l1,cauchy,huber,huber","1.000,0.500,1.000,1.000",0.4629130432766701,438.0722823260577,1365,0.3182990848095569,107.92399503546386,357,0.6126946507781453,124.55403880441844,315,0.4306259830376664,113.95936589534138,371,0.3321117112176096,91.63488259083405,322
"0,2,0,1","baseline,cauchy,baseline,huber","soft_l1,cauchy,soft_l1,huber","1.000,0.500,1.000,1.000",0.46293627573135254,437.85213119869604,1365,0.31809037735721424,107.54735106972586,357,0.612468402858401,124.67587377130582,315,0.43166273369106706,114.19684839403406,371,0.33153906230197205,91.4320579636303,322
"0,2,1,0","baseline,cauchy,huber,baseline","soft_l1,cauchy,huber,soft_l1","1.000,0.500,1.000,1.000",0.46296049121945015,436.7977715422531,1365,0.31814535738242483,107.87360027014134,357,0.6133370683152418,123.1515304477166,315,0.4306044727035447,113.91963788860966,371,0.33070342470663244,91.85300293578548,322
"0,2,0,0","baseline,cauchy,baseline,baseline","soft_l1,cauchy,soft_l1,soft_l1","1.000,0.500,1.000,1.000",0.46297579098361935,436.6068856988647,1365,0.31792357619396233,107.4940214296263,357,0.6130972006029817,123.29772069842409,315,0.4316118977548321,114.15749497625659,371,0.3301753560633802,91.65764859455773,322
"2,2,1,2","cauchy,cauchy,huber,cauchy","cauchy,cauchy,huber,cauchy","0.500,0.500,1.000,0.500",0.46328641316780395,445.8099049009335,1365,0.361818849416396,120.89083491249852,357,0.5758879693223843,110.79122041134522,315,0.42144142938723955,107.90408204622446,371,0.40039617889577034,106.2237675308653,322
"1,2,1,1","huber,cauchy,huber,huber","huber,cauchy,huber,huber","1.000,0.500,1.000,1.000",0.46343529291393837,437.67392970659466,1365,0.31982757236992276,107.39715573267254,357,0.6129181681633187,124.43822268451325,315,0.43108646087311536,114.01406539427214,371,0.3327073856410259,91.82448589513669,322
"1,2,0,0","huber,cauchy,baseline,baseline","huber,cauchy,soft_l1,soft_l1","1.000,0.500,1.000,1.000",0.46349488509571013,436.19276491945755,1365,0.3195077325421223,106.92763678619445,357,0.6134002351334517,123.16907371061538,315,0.43196300914792846,114.26192622708729,371,0.33062796649611803,91.83412819556041,322
"1,2,1,0","huber,cauchy,huber,baseline","huber,cauchy,huber,soft_l1","1.000,0.500,1.000,1.000",0.4635131990694833,436.39714970498795,1365,0.31970184772675253,107.33820604957398,357,0.6136199198916131,123.00288452505518,315,0.43108447533016014,113.98546680824072,371,0.3312732489399954,92.07059232211809,322
"1,2,1,2","huber,cauchy,huber,cauchy","huber,cauchy,huber,cauchy","1.000,0.500,1.000,0.500",0.4638977690929239,442.9902304470835,1365,0.32179434498101406,107.95811135256243,357,0.5952482492873618,120.51012661757672,315,0.4271876421968261,109.81592962458029,371,0.387439556140001,104.70606285236407,322
"0,2,0,2","baseline,cauchy,baseline,cauchy","soft_l1,cauchy,soft_l1,cauchy","1.000,0.500,1.000,0.500",0.46479277985596196,442.67295358200477,1365,0.3256503680227403,110.93846801451568,357,0.5928931072592828,119.64295430798911,315,0.4276865771464899,110.11436620171597,371,0.3943489785031956,101.97716505778399,322
"1,2,0,2","huber,cauchy,baseline,cauchy","huber,cauchy,soft_l1,cauchy","1.000,0.500,1.000,0.500",0.46646153631247556,442.34868677162797,1365,0.32706248537318094,110.49998209125303,357,0.5953436428617992,119.27724962321699,315,0.42818801985138044,110.26240989901292,371,0.396114348965699,102.30904515814498,322
"0,2,1,2","baseline,cauchy,huber,cauchy","soft_l1,cauchy,huber,cauchy","1.000,0.500,1.000,0.500",0.47057048616529634,446.0154839613069,1365,0.3270111250195949,111.24625277234668,357,0.6027347425084336,119.45285504092564,315,0.4258040579956448,109.1306788685525,371,0.40491701389472373,106.18569727948211,322
"2,2,2,0","cauchy,cauchy,cauchy,baseline","cauchy,cauchy,cauchy,soft_l1","0.500,0.500,0.500,1.000",0.47316321200377837,438.5950039623968,1365,0.33595581796006396,107.84332752090259,357,0.5852795710983861,110.86078289881564,315,0.5042463430770622,127.67338132941627,371,0.3392570618997388,92.2175122132623,322
"0,2,2,1","baseline,cauchy,cauchy,huber","soft_l1,cauchy,cauchy,huber","1.000,0.500,0.500,1.000",0.4811835703999322,448.58399284054474,1365,0.3176068531565922,106.11784195924278,357,0.6138087464543658,124.75856584109016,315,0.5036245830940125,126.57992789867149,371,0.3331343920511768,91.12765714154031,322
"2,2,2,1","cauchy,cauchy,cauchy,huber","cauchy,cauchy,cauchy,huber","0.500,0.500,0.500,1.000",0.4811943299496253,442.87088535486,1365,0.3323019879680398,105.76133502631365,357,0.6080240428119777,118.64332417608426,315,0.5034535194948436,127.2864439865849,371,0.33517817944798245,91.17978216587713,322
"0,2,2,0","baseline,cauchy,cauchy,baseline","soft_l1,cauchy,cauchy,soft_l1","1.000,0.500,0.500,1.000",0.48129843667261246,447.26048909242434,1365,0.31745171639066494,106.06109104398874,357,0.614579743853324,123.28939232258472,315,0.503560969415684,126.59726797932427,371,0.33191801714348895,91.31273774652666,322
"1,2,2,1","huber,cauchy,cauchy,huber","huber,cauchy,cauchy,huber","1.000,0.500,0.500,1.000",0.4813882670257146,448.5936814611209,1365,0.3190014626659921,105.70167454119427,357,0.6140139348922111,124.71621930525097,315,0.5028830841980787,126.69835455223638,371,0.33388070448001783,91.47743306243936,322
"1,2,2,0","huber,cauchy,cauchy,baseline","huber,cauchy,cauchy,soft_l1","1.000,0.500,0.500,1.000",0.4814813212318867,447.2591089390952,1365,0.3188956582141836,105.67773782097154,357,0.6147887617649607,123.1788408695995,315,0.502697427759706,126.69108985176275,371,0.3326719611280738,91.71144039676142,322
"1,2,2,2","huber,cauchy,cauchy,cauchy","huber,cauchy,cauchy,cauchy","1.000,0.500,0.500,0.500",0.4839742122234084,452.28818141652664,1365,0.32740777298262186,110.63332787766093,357,0.6001809353308432,116.85054096176339,315,0.5076565508393208,125.60569367739599,371,0.3731964823397115,99.19861889970633,322
"0,2,2,2","baseline,cauchy,cauchy,cauchy","soft_l1,cauchy,cauchy,cauchy","1.000,0.500,0.500,0.500",0.48614255551733565,452.26721137975994,1365,0.32831036511413647,112.15247075481997,357,0.5914461592264955,112.65610918330812,315,0.5214804366398194,127.1498216323925,371,0.3855893800773791,100.30880980923932,322
"2,2,2,2","cauchy,cauchy,cauchy,cauchy","cauchy,cauchy,cauchy,cauchy","0.500,0.500,0.500,0.500",0.4871241665321129,448.7567957168766,1365,0.3596573237373467,116.36521613654665,357,0.574137870324707,102.91750164352626,315,0.5233117980821699,127.54612947325813,371,0.400500947807412,101.92794846354556,322
