surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,35.93855777,0.4845618289,1.587111905,0.4759333739,0.4247693622,11.69662191,19.49085466,20.53511714
0.25,False,33.15890653,0.5117069937,1.365302766,0.4386045851,0.3880842174,12.20899298,20.64202894,21.43444448
0.5,True,32.26849779,0.555199042,1.194614506,0.4552997943,0.4034812649,14.70933533,15.30464793,19.60033762
0.75,False,34.96967122,0.6294918168,1.042893621,0.5442356228,0.4880959826,16.89483607,19.50409075,26.47236718
1,False,36.59748395,0.6862249441,1.052873748,0.56501458,0.5073175414,17.23315228,22.12747394,34.51362061
