audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
overall,10362,7776,310,310,0,0.0003430701384586513,0.0347565138854562,9.593751444839655e-05,3787.4060865822116,310,0.030044159345658253,0.7866904815850285,6.01980965694527e-06,1372,0.41844655155693733,7757,0.03574662662679106,7757,0.035504858304726834,7757,-2.64061416662814e-06,0.20965347941050164,0.0006572018654495857,0.03565656982251108,0.0001517115177842363,0.035504858304726834,7757,0.00024713262401025336,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:balanced_cluster",520,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8066139565675924,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:heavy_cluster",518,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.7901897208217777,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:light_cluster",517,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8112092025811868,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:no_cluster_no_merge",513,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8091294578299087,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:super_light_cluster",518,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8104483920158644,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:balanced_cluster",521,521,8,8,0,0.00017385608338237564,0.0270922850476481,5.54724288126274e-05,0.5161736688169514,8,0.03814715543074954,0.7825955292059671,5.40809796225374e-06,77,0.5545631499315244,520,0.047036333577486135,520,0.046821295729274265,520,5.165333687722125e-06,0.2687815513464683,0.0010499487117291418,0.046911860400083154,9.056467080889286e-05,0.046821295729274265,520,0.0001183836545697474,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:heavy_cluster",519,519,7,7,0,0.00015208788244282237,0.0225634456405484,4.8834168000918306e-05,0.17780646340063858,7,0.038463133858438386,0.7663165608143407,6.999874924344143e-06,100,0.543782697649761,517,0.04643826309714319,517,0.046232440060778375,517,1.6086257216477414e-05,0.2895128335952451,0.0010072999421245606,0.04631006754616546,7.76274853870869e-05,0.046232440060778375,517,0.00010325371444190328,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:light_cluster",518,518,23,23,0,0.0005226125140878387,0.0341659384039038,0.00012047853434388997,3365.62055581106,23,0.03798513021747763,0.7866787545912057,3.147801301461436e-06,72,0.5635025581144184,517,0.04793413208791028,517,0.047602725261611724,517,-9.737639521583546e-06,0.27575591101231806,0.0007457758736700692,0.04779313939524561,0.00019041413363388805,0.047602725261611724,517,0.0004021339797439465,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:no_cluster_no_merge",517,517,37,37,0,0.0007850581815313373,0.0312170207355121,0.0002443232716778241,29704.823007230832,37,0.03824929717547994,0.784584753169707,2.8552104296745625e-06,63,0.5654254643005945,516,0.048098672304829886,516,0.047553402448172105,516,-4.9295920409076925e-06,0.27512482853754344,0.00043917902838466717,0.04794214042101809,0.0003887379728459855,0.047553402448172105,516,0.0005407349098535087,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",519,519,25,25,0,0.0005603626649447347,0.0330269706078016,0.00015805036266431887,10339.437390503139,25,0.03900561053862519,0.784580379038618,3.3943158775386987e-06,62,0.5621538040141917,518,0.04769782026503178,518,0.04730219052695303,518,-6.202841314292777e-06,0.27160699008361583,0.0008617544236782648,0.047553900529825346,0.00025171000287231424,0.04730219052695303,518,0.00040231230228041364,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",521,521,6,6,0,0.00017080548961669254,0.0250490648011078,4.9512272630206486e-05,0.5541898111347854,6,0.03600650708049889,0.7838112521632963,3.673443897319709e-06,50,0.5555788616768971,520,0.04690231418023467,520,0.04670791197125512,520,-8.51369496774532e-06,0.26616511127891246,0.00028459714573219133,0.0467925164858816,8.460451462647194e-05,0.04670791197125512,520,0.00012129321698648541,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",519,519,4,4,0,0.00013372272690451406,0.0225634456405484,4.641210441719865e-05,0.12271447706043213,4,0.03662703637158273,0.7674868586175343,6.158205887298628e-06,59,0.5450587386440299,517,0.04617231986458257,517,0.04597603892661918,517,-1.728331682653193e-06,0.2836039735869583,0.00023884064661878782,0.04605124434842253,7.520542180336724e-05,0.04597603892661918,517,8.731062248731503e-05,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",518,518,17,17,0,0.0004898289584786298,0.0347435622651386,0.00011684877224179681,2.7929788151655077,17,0.036448334208446384,0.7873511062111488,4.102124302203358e-06,47,0.5640013209713999,517,0.0477275018007778,517,0.04740341930472379,517,-4.6604564608660345e-05,0.27373562085395653,0.0008949847657700542,0.047590203676255584,0.0001867843715317949,0.04740341930472379,517,0.0003729801862368323,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",516,516,36,36,0,0.000789828043447348,0.0318391441963431,0.00023367873539031664,20129.386153889132,36,0.03684455221840523,0.785755471168719,5.595858621175905e-06,43,0.5664190441678906,515,0.04793750175531147,515,0.04741916936587545,515,3.7717647532019213e-07,0.27329053180626234,0.0004138684682123178,0.04778896813580154,0.0003697987699260779,0.04741916936587545,515,0.0005561493080570283,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",519,519,23,23,0,0.0005743020659940029,0.0336314283711944,0.00016218317542582552,3907.3505933615543,23,0.036840371294223406,0.7860074262033419,9.096861897706765e-06,46,0.5630208267878678,518,0.04749721465059953,518,0.04711821651299853,518,-3.6315589592826943e-06,0.2690316510491718,0.0003580040165093953,0.047374772928806756,0.0002565564158082253,0.04711821651299853,518,0.0004121188905681756,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",520,520,13,13,0,0.00021631857046564365,0.0250756383633609,6.881444234803663e-05,0.2803337324708175,13,0.044744945198128896,0.7799948336638962,1.2109291762992894e-05,145,0.5527286472997905,519,0.047693876264501174,519,0.04750152353831998,519,8.658921665858513e-07,0.27933765186286863,0.0012901238247565582,0.047612492203760175,0.00011096866544018853,0.04750152353831998,519,0.0001475041281176052,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",519,519,12,12,0,0.00022592122224515687,0.0225634456405484,6.121055459777972e-05,0.4425322867124715,12,0.045147624937991016,0.7630885875310146,1.7472115539234133e-05,194,0.5422580596301824,517,0.04729424188933048,517,0.04709636102040545,517,-6.260527698112865e-06,0.30236754572036006,0.001910524012031393,0.0471863648923894,9.000387198394832e-05,0.04709636102040545,517,0.0001647106676473765,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",518,518,18,18,0,0.000506451192626054,0.0347565138854562,0.00012112775459631823,3.321144276426214,18,0.045523876054307945,0.783751866754426,1.3842253534165864e-05,142,0.5602949216288984,517,0.04848113271804692,517,0.04822442101905815,517,1.696878827307101e-05,0.28578710504578264,0.0014731970747964632,0.048408462871153225,0.0001840418520950715,0.04822442101905815,517,0.0003853234380297351,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",512,512,49,49,0,0.000989539490581429,0.0322148742873919,0.00026085472632690355,2551.7859062576667,49,0.04458883666397022,0.7831055401079515,1.2726789633318662e-05,124,0.566331440005729,511,0.0492924070672926,511,0.048763768169109545,511,-1.3131870294524015e-05,0.294233699114826,0.0008505719382493044,0.04918785202373803,0.0004240838546284719,0.048763768169109545,511,0.0007286847642545203,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",520,520,32,32,0,0.0005798108703119906,0.0336461889136412,0.0001732518947328126,5870.57717342236,32,0.045951167076429766,0.7814615762757536,1.3775937580560315e-05,148,0.5592218133290386,518,0.048346993731739785,518,0.04798951221072687,518,8.281953076180833e-06,0.2825370979184189,0.0013139707217071763,0.04824643182626292,0.00025691961553603706,0.04798951221072687,518,0.000406558975579176,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
