audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,timing_duration_source_column,timing_boundary_scope,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10362,10362,1.0,5452,0.526153252267902,9587,0.9252074889017564,,5.550278199996683,0.2568008429973989,0.03985023724178523,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,11.307566106929164,48,424.352538120054,1587,413.0449720131249,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4157,4157,1.0,2712,0.6523935530430599,4132,0.9939860476305028,,5.550278199996683,0.08498440400231619,0.029818024055756325,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,1.8535001202790473,5,50.04209766658648,75,48.188597546307435,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4147,4147,1.0,2304,0.5555823486857969,3975,0.9585242343863033,,0.2931273000067449,0.16109700800472626,0.029222039522507154,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,5.686279238003376,12,222.5874125874126,295,216.9011333494092,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2058,2058,1.0,436,0.2118561710398445,1480,0.7191448007774538,,0.5735125000064727,0.4032387390018271,0.08153101768695935,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,41.7312925170068,48,1587.0,1587,1545.2687074829932,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3757,3757,1.0,2570,0.6840564280010647,3751,0.998402981101943,False,0.1242832999923848,0.07616129599831763,0.01821747458069016,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,1.8517434122970455,4,50.04657971785999,75,48.19483630556295,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3747,3747,1.0,2202,0.5876701361088871,3644,0.9725113424072591,,0.2851879000008921,0.14306678400185766,0.02589168500132044,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,5.604750467040299,12,222.5967440619162,295,216.9919935948759,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,267,0.267,766,0.766,,5.550278199996683,0.4722657789924408,0.11351521599991972,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,12.928,48,426.4,1587,413.472,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2082,2082,1.0,1523,0.7315081652257445,2074,0.9961575408261287,,0.1656843000018852,0.07832224200552444,0.01663828131590444,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,1.9562920268972142,5,75.0,75,73.04370797310278,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2075,2075,1.0,1189,0.5730120481927711,2058,0.9918072289156626,,5.550278199996683,0.08987034400328364,0.04304222857834506,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,1.7503614457831325,3,25.0,25,23.24963855421687,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2071,2071,1.0,1286,0.6209560598744568,2034,0.9821342346692419,,0.1792614000078174,0.11539673000297672,0.02364269493000717,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,3.8445195557701592,7,150.0,150,146.15548044422985,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
