library_size_case_id,primitive_id,transition_entry_class,start_state_family,candidate_rows,viable_rows
balanced_cluster,energy_retaining_bank,launch_gate,launch_gate,48,48
balanced_cluster,glide,launch_gate,launch_gate,48,48
balanced_cluster,lift_dwell_arc,launch_gate,launch_gate,88,88
balanced_cluster,lift_entry,launch_gate,launch_gate,36,36
balanced_cluster,mild_turn_left,launch_gate,launch_gate,48,48
balanced_cluster,mild_turn_right,launch_gate,launch_gate,52,52
balanced_cluster,recovery,launch_gate,launch_gate,64,64
balanced_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,68,68
heavy_cluster,energy_retaining_bank,launch_gate,launch_gate,20,20
heavy_cluster,glide,launch_gate,launch_gate,20,20
heavy_cluster,lift_dwell_arc,launch_gate,launch_gate,28,28
heavy_cluster,lift_entry,launch_gate,launch_gate,28,28
heavy_cluster,mild_turn_left,launch_gate,launch_gate,28,28
heavy_cluster,mild_turn_right,launch_gate,launch_gate,88,88
heavy_cluster,recovery,launch_gate,launch_gate,20,20
heavy_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,64,64
light_cluster,energy_retaining_bank,launch_gate,launch_gate,92,92
light_cluster,glide,launch_gate,launch_gate,104,104
light_cluster,lift_dwell_arc,launch_gate,launch_gate,132,132
light_cluster,lift_entry,launch_gate,launch_gate,112,112
light_cluster,mild_turn_left,launch_gate,launch_gate,92,92
light_cluster,mild_turn_right,launch_gate,launch_gate,108,108
light_cluster,recovery,launch_gate,launch_gate,92,92
light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,132,132
no_cluster_no_merge,energy_retaining_bank,launch_gate,launch_gate,309,309
no_cluster_no_merge,glide,launch_gate,launch_gate,324,324
no_cluster_no_merge,lift_dwell_arc,launch_gate,launch_gate,502,502
no_cluster_no_merge,lift_entry,launch_gate,launch_gate,274,274
no_cluster_no_merge,mild_turn_left,launch_gate,launch_gate,494,494
no_cluster_no_merge,mild_turn_right,launch_gate,launch_gate,435,435
no_cluster_no_merge,recovery,launch_gate,launch_gate,255,255
no_cluster_no_merge,safe_exit_or_recovery_handoff,launch_gate,launch_gate,246,246
super_light_cluster,energy_retaining_bank,launch_gate,launch_gate,208,208
super_light_cluster,glide,launch_gate,launch_gate,220,220
super_light_cluster,lift_dwell_arc,launch_gate,launch_gate,224,224
super_light_cluster,lift_entry,launch_gate,launch_gate,208,208
super_light_cluster,mild_turn_left,launch_gate,launch_gate,212,212
super_light_cluster,mild_turn_right,launch_gate,launch_gate,204,204
super_light_cluster,recovery,launch_gate,launch_gate,224,224
super_light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,212,212
