run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,forward_travel_m,turn_volume_proxy_m2,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,time_at_full_travel_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative,candidate_table_path,case_name,case_group,case_id,case_folder,case_path,scenario_name,actual_rollout_file,actual_metrics_file
s6_four_gaussian_var_seed1,s6_four_gaussian_var,nominal_glide,nominal_glide,1,four_gaussian_var,panel,,nominal,0.108,0.098000:0.118000,0.0229,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,,True,none,-1.8203022396061577,1.2763764374739583,0.008442765553471801,0.014253886936320459,6.007233742182294,17.544454525894427,0.3022118501030164,3.664753447924596,1.1236235625260411,0.0,0.0,0.0,0.18473044061150076,True,,0,0,actual_rollout.csv,nominal_glide,3.664753447924596,True,actual_rollout.csv,,four-fan Gaussian updraft glide,06_updraft_models,02_four_fan_gaussian_glide,001,06_updraft_models/02_four_fan_gaussian_glide/001,four-fan Gaussian updraft glide,actual_rollout.csv,actual_metrics.csv
