primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_transition_object_7264f5cec947,lqrta_glide_0b07c7edb42e,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_9be0a30b435f,lqrta_glide_59306da5f517,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_a1db0edfcc2b,lqrta_glide_61e233e2b9ba,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_86627303df6b,lqrta_glide_1052ddf903ec,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_262376c05e68,lqrta_glide_2454b6fe6f4f,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_8ef003d61530,lqrta_glide_bd32f9f27990,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_f3c24f6c4e8c,lqrta_glide_d65b7bb77c71,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_20640dcf8de2,lqrta_glide_0189c62da845,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_d3b5f3a9ffc3,lqrta_glide_4be5fe852a33,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_693983137d18,lqrta_glide_2238078e6bb4,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_bd075fed60d5,lqrta_glide_5c4c1c75995f,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_62ecaa6b826c,lqrta_glide_b5309eec03e3,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_9fabfcb9ede1,lqrta_glide_ea9a363b5b05,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_e173bc8adc35,lqrta_glide_01c6b292ce85,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_8269fae76256,lqrta_glide_2285ed8b569c,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_29265404d480,lqrta_glide_68f6fe311f50,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_140c1d6fc97d,lqrta_glide_44b6e6efe083,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_c2d77293eed3,lqrta_glide_cf690caade6d,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_d42db67cf060,lqrta_glide_9b243493e035,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_2bf4e7dec86f,lqrta_glide_2a66b0bb238c,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
