event_id,surface_index,surface_name,command_level_norm,scheduled_start_s,scheduled_end_s,direction_group,sweep_polarity,sweep_phase,sweep_step_index,sweep_step_count
1,1,Aileron_L,0,11.7952624,13.7952624,positive_first,positive,outbound,1,11
2,1,Aileron_L,0.2,13.7952624,15.7952624,positive_first,positive,outbound,2,11
3,1,Aileron_L,0.4,15.7952624,17.7952624,positive_first,positive,outbound,3,11
4,1,Aileron_L,0.6,17.7952624,19.7952624,positive_first,positive,outbound,4,11
5,1,Aileron_L,0.8,19.7952624,21.7952624,positive_first,positive,outbound,5,11
6,1,Aileron_L,1,21.7952624,23.7952624,positive_first,positive,outbound,6,11
7,1,Aileron_L,0.8,23.7952624,25.7952624,positive_first,positive,return,7,11
8,1,Aileron_L,0.6,25.7952624,27.7952624,positive_first,positive,return,8,11
9,1,Aileron_L,0.4,27.7952624,29.7952624,positive_first,positive,return,9,11
10,1,Aileron_L,0.2,29.7952624,31.7952624,positive_first,positive,return,10,11
11,1,Aileron_L,0,31.7952624,33.7952624,positive_first,positive,return,11,11
12,1,Aileron_L,-0,33.7952624,35.7952624,positive_first,negative,outbound,1,11
13,1,Aileron_L,-0.2,35.7952624,37.7952624,positive_first,negative,outbound,2,11
14,1,Aileron_L,-0.4,37.7952624,39.7952624,positive_first,negative,outbound,3,11
15,1,Aileron_L,-0.6,39.7952624,41.7952624,positive_first,negative,outbound,4,11
16,1,Aileron_L,-0.8,41.7952624,43.7952624,positive_first,negative,outbound,5,11
17,1,Aileron_L,-1,43.7952624,45.7952624,positive_first,negative,outbound,6,11
18,1,Aileron_L,-0.8,45.7952624,47.7952624,positive_first,negative,return,7,11
19,1,Aileron_L,-0.6,47.7952624,49.7952624,positive_first,negative,return,8,11
20,1,Aileron_L,-0.4,49.7952624,51.7952624,positive_first,negative,return,9,11
21,1,Aileron_L,-0.2,51.7952624,53.7952624,positive_first,negative,return,10,11
22,1,Aileron_L,-0,53.7952624,55.7952624,positive_first,negative,return,11,11
23,1,Aileron_L,-0,55.7952624,57.7952624,negative_first,negative,outbound,1,11
24,1,Aileron_L,-0.2,57.7952624,59.7952624,negative_first,negative,outbound,2,11
25,1,Aileron_L,-0.4,59.7952624,61.7952624,negative_first,negative,outbound,3,11
26,1,Aileron_L,-0.6,61.7952624,63.7952624,negative_first,negative,outbound,4,11
27,1,Aileron_L,-0.8,63.7952624,65.7952624,negative_first,negative,outbound,5,11
28,1,Aileron_L,-1,65.7952624,67.7952624,negative_first,negative,outbound,6,11
29,1,Aileron_L,-0.8,67.7952624,69.7952624,negative_first,negative,return,7,11
30,1,Aileron_L,-0.6,69.7952624,71.7952624,negative_first,negative,return,8,11
31,1,Aileron_L,-0.4,71.7952624,73.7952624,negative_first,negative,return,9,11
32,1,Aileron_L,-0.2,73.7952624,75.7952624,negative_first,negative,return,10,11
33,1,Aileron_L,-0,75.7952624,77.7952624,negative_first,negative,return,11,11
34,1,Aileron_L,0,77.7952624,79.7952624,negative_first,positive,outbound,1,11
