t_read_host_s,line_text
0.7304277,"HELLO_EVENT,Nano33IoT_Command_Path_V1,1000000,1832146583"
1.4945029,"RX_EVENT,0,0,1832903866,32768,32768,32768,32768"
1.4945029,"OK_EVENT,SET_NEUTRAL"
1.5105376,"COMMIT_EVENT,0,0,1832903866,1832922249,91494,1500,1500,1500,1500,1500,1500,1500,1500"
6.8793052,"RX_EVENT,0,0,1838270079,32768,32768,32768,32768"
6.8793052,"COMMIT_EVENT,0,0,1838270079,1838282249,91762,1500,1500,1500,1500,1500,1500,1500,1500"
6.9133474,"RX_EVENT,1,0,1838304764,32768,32768,32768,32768"
6.9133474,"COMMIT_EVENT,1,0,1838304764,1838322249,91764,1500,1500,1500,1500,1500,1500,1500,1500"
6.9447549,"RX_EVENT,2,0,1838338821,32768,32768,32768,32768"
6.9447549,"COMMIT_EVENT,2,0,1838338821,1838342249,91765,1500,1500,1500,1500,1500,1500,1500,1500"
6.9755111,"RX_EVENT,3,0,1838370149,32768,32768,32768,32768"
6.9755111,"COMMIT_EVENT,3,0,1838370149,1838382250,91767,1500,1500,1500,1500,1500,1500,1500,1500"
7.0054035,"RX_EVENT,4,0,1838400914,32768,32768,32768,32768"
7.0054035,"COMMIT_EVENT,4,0,1838400914,1838402249,91768,1500,1500,1500,1500,1500,1500,1500,1500"
7.0359111,"RX_EVENT,5,0,1838430982,32768,32768,32768,32768"
7.0359111,"COMMIT_EVENT,5,0,1838430982,1838442250,91770,1500,1500,1500,1500,1500,1500,1500,1500"
7.0655568,"RX_EVENT,6,0,1838461273,32768,32768,32768,32768"
7.0655568,"COMMIT_EVENT,6,0,1838461273,1838462249,91771,1500,1500,1500,1500,1500,1500,1500,1500"
7.0953488,"RX_EVENT,7,0,1838490895,32768,32768,32768,32768"
7.0953488,"COMMIT_EVENT,7,0,1838490895,1838502249,91773,1500,1500,1500,1500,1500,1500,1500,1500"
7.1242993,"RX_EVENT,8,0,1838520769,32768,32768,32768,32768"
7.1242993,"COMMIT_EVENT,8,0,1838520769,1838522249,91774,1500,1500,1500,1500,1500,1500,1500,1500"
7.1529027,"RX_EVENT,9,0,1838549775,32768,32768,32768,32768"
7.1529027,"COMMIT_EVENT,9,0,1838549775,1838562249,91776,1500,1500,1500,1500,1500,1500,1500,1500"
7.1824633,"RX_EVENT,10,0,1838578360,32768,32768,32768,32768"
7.1824633,"COMMIT_EVENT,10,0,1838578360,1838582249,91777,1500,1500,1500,1500,1500,1500,1500,1500"
7.215274,"RX_EVENT,11,0,1838607893,32768,32768,32768,32768"
7.215274,"COMMIT_EVENT,11,0,1838607893,1838622249,91779,1500,1500,1500,1500,1500,1500,1500,1500"
7.2493778,"RX_EVENT,12,0,1838640794,32768,32768,32768,32768"
7.2493778,"COMMIT_EVENT,12,0,1838640794,1838642249,91780,1500,1500,1500,1500,1500,1500,1500,1500"
7.2853043,"RX_EVENT,13,0,1838674895,32768,32768,32768,32768"
7.2853043,"COMMIT_EVENT,13,0,1838674895,1838682249,91782,1500,1500,1500,1500,1500,1500,1500,1500"
7.3195407,"RX_EVENT,14,0,1838711104,32768,32768,32768,32768"
7.3195407,"COMMIT_EVENT,14,0,1838711104,1838722249,91784,1500,1500,1500,1500,1500,1500,1500,1500"
7.3527185,"RX_EVENT,15,0,1838745150,32768,32768,32768,32768"
7.3830063,"COMMIT_EVENT,15,0,1838745150,1838762250,91786,1500,1500,1500,1500,1500,1500,1500,1500"
7.3830063,"RX_EVENT,16,0,1838778157,32768,32768,32768,32768"
7.3830063,"COMMIT_EVENT,16,0,1838778157,1838782249,91787,1500,1500,1500,1500,1500,1500,1500,1500"
7.4127017,"RX_EVENT,17,0,1838808562,32768,32768,32768,32768"
7.4422847,"COMMIT_EVENT,17,0,1838808562,1838822249,91789,1500,1500,1500,1500,1500,1500,1500,1500"
7.4422847,"RX_EVENT,18,0,1838838054,32768,32768,32768,32768"
7.4422847,"COMMIT_EVENT,18,0,1838838054,1838842249,91790,1500,1500,1500,1500,1500,1500,1500,1500"
7.4732437,"RX_EVENT,19,0,1838867671,32768,32768,32768,32768"
7.4732437,"COMMIT_EVENT,19,0,1838867671,1838882250,91792,1500,1500,1500,1500,1500,1500,1500,1500"
