split,regime,count,alpha_min_deg,alpha_max_deg,cm_residual_mean,cm_residual_mae,cm_fit_residual_mae,cd_residual_mean,cl_residual_mean,cy_residual_mean,cl_roll_residual_mean,cn_yaw_residual_mean,q_hat_mean
train,attached,2127,-85.03312318,11.99760118,0.07148014431,0.07777253744,0.04871053689,-0.03412042667,-0.06447289324,-0.174640717,0.009117268115,-0.004885086564,0.002089294801
train,transition,6603,12.00137605,19.9992754,0.03365986013,0.04560596574,0.03487599651,0.02183727836,0.004014136109,-0.06423645251,-0.008985562374,0.003402578234,-0.01311472457
train,post_stall,916,20.00142096,32.00205034,-0.00669205703,0.0559853807,0.03941268398,0.05402151766,-0.04419221971,-0.07054210501,-0.02601817792,0.00835585302,-0.0220568318
heldout,attached,367,2.813051016,11.99568616,0.07179940616,0.07558037241,0.04648379136,-0.035384567,-0.06041321795,-0.2240873826,0.01466583599,-0.002395026792,0.003609571511
heldout,transition,1300,12.0205735,19.98878417,0.03118718246,0.04217794302,0.03181116345,0.02043100644,-0.01022892825,-0.07566498825,-0.0131997073,0.005659896182,-0.0138286754
heldout,post_stall,121,20.04902547,23.47817696,-0.02355341377,0.04546568978,0.02309306585,0.08973712693,0.09037857755,-0.03690443671,-0.04272876403,0.01099949448,-0.02457608763
