layout_branch_id,test_environment_mode,candidate_id,sample_id,categorical_match,numeric_match,numeric_max_abs_diff,reproducibility_match
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_070894,s015_single_fan_pilot_070894,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_070941,s015_single_fan_pilot_070941,True,True,1.3877787807814457e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_070734,s015_single_fan_pilot_070734,True,True,1.7763568394002505e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071611,s015_single_fan_pilot_071611,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071393,s015_single_fan_pilot_071393,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071422,s015_single_fan_pilot_071422,True,True,4.163336342344337e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071410,s015_single_fan_pilot_071410,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071587,s015_single_fan_pilot_071587,True,True,1.7763568394002505e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071227,s015_single_fan_pilot_071227,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071137,s015_single_fan_pilot_071137,True,True,4.85722573273506e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071085,s015_single_fan_pilot_071085,True,True,6.245004513516506e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_072018,s015_single_fan_pilot_072018,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dm1_s015_single_fan_pilot_071810,s015_single_fan_pilot_071810,True,True,9.020562075079397e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072161,s015_single_fan_pilot_072161,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072268,s015_single_fan_pilot_072268,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072093,s015_single_fan_pilot_072093,True,True,1.7763568394002505e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073006,s015_single_fan_pilot_073006,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073067,s015_single_fan_pilot_073067,True,True,6.938893903907228e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073152,s015_single_fan_pilot_073152,True,True,1.734723475976807e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073129,s015_single_fan_pilot_073129,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072893,s015_single_fan_pilot_072893,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072593,s015_single_fan_pilot_072593,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072669,s015_single_fan_pilot_072669,True,True,1.3877787807814457e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_072497,s015_single_fan_pilot_072497,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073386,s015_single_fan_pilot_073386,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073280,s015_single_fan_pilot_073280,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_15p0_dp1_s015_single_fan_pilot_073279,s015_single_fan_pilot_073279,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_073701,s015_single_fan_pilot_073701,True,True,9.367506770274758e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_073838,s015_single_fan_pilot_073838,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_073711,s015_single_fan_pilot_073711,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074551,s015_single_fan_pilot_074551,True,True,9.71445146547012e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074401,s015_single_fan_pilot_074401,True,True,1.3877787807814457e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074446,s015_single_fan_pilot_074446,True,True,6.938893903907228e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074289,s015_single_fan_pilot_074289,True,True,9.020562075079397e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074269,s015_single_fan_pilot_074269,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074032,s015_single_fan_pilot_074032,True,True,7.28583859910259e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074159,s015_single_fan_pilot_074159,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_073995,s015_single_fan_pilot_073995,True,True,5.984795992119984e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074809,s015_single_fan_pilot_074809,True,True,0.0,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074894,s015_single_fan_pilot_074894,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dm1_s015_single_fan_pilot_074820,s015_single_fan_pilot_074820,True,True,6.678685382510707e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075075,s015_single_fan_pilot_075075,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075058,s015_single_fan_pilot_075058,True,True,7.632783294297951e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075172,s015_single_fan_pilot_075172,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_076043,s015_single_fan_pilot_076043,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_076182,s015_single_fan_pilot_076182,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075809,s015_single_fan_pilot_075809,True,True,6.938893903907228e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075868,s015_single_fan_pilot_075868,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075849,s015_single_fan_pilot_075849,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075818,s015_single_fan_pilot_075818,True,True,3.552713678800501e-15,True
