layout_branch_id,test_environment_mode,candidate_id,sample_id,categorical_match,numeric_match,numeric_max_abs_diff,reproducibility_match
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075561,s015_single_fan_pilot_075561,True,True,0.0,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075612,s015_single_fan_pilot_075612,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_075493,s015_single_fan_pilot_075493,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_076267,s015_single_fan_pilot_076267,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_076209,s015_single_fan_pilot_076209,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_30p0_dp1_s015_single_fan_pilot_076293,s015_single_fan_pilot_076293,True,True,7.632783294297951e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_076813,s015_single_fan_pilot_076813,True,True,8.881784197001252e-16,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_076515,s015_single_fan_pilot_076515,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_076692,s015_single_fan_pilot_076692,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077438,s015_single_fan_pilot_077438,True,True,0.0,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077474,s015_single_fan_pilot_077474,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077637,s015_single_fan_pilot_077637,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077336,s015_single_fan_pilot_077336,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077623,s015_single_fan_pilot_077623,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077323,s015_single_fan_pilot_077323,True,True,6.245004513516506e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_076956,s015_single_fan_pilot_076956,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077127,s015_single_fan_pilot_077127,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077130,s015_single_fan_pilot_077130,True,True,1.9081958235744878e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077706,s015_single_fan_pilot_077706,True,True,3.552713678800501e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077874,s015_single_fan_pilot_077874,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dm1_s015_single_fan_pilot_077714,s015_single_fan_pilot_077714,True,True,7.632783294297951e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_077964,s015_single_fan_pilot_077964,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_077975,s015_single_fan_pilot_077975,True,True,6.245004513516506e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078164,s015_single_fan_pilot_078164,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_077996,s015_single_fan_pilot_077996,True,True,8.881784197001252e-16,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078924,s015_single_fan_pilot_078924,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078872,s015_single_fan_pilot_078872,True,True,4.5102810375396984e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078877,s015_single_fan_pilot_078877,True,True,1.2468324983583301e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078661,s015_single_fan_pilot_078661,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078798,s015_single_fan_pilot_078798,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078625,s015_single_fan_pilot_078625,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078522,s015_single_fan_pilot_078522,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_078392,s015_single_fan_pilot_078392,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_079374,s015_single_fan_pilot_079374,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_079257,s015_single_fan_pilot_079257,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_45p0_dp1_s015_single_fan_pilot_079380,s015_single_fan_pilot_079380,True,True,7.979727989493313e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079629,s015_single_fan_pilot_079629,True,True,0.0,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079456,s015_single_fan_pilot_079456,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079666,s015_single_fan_pilot_079666,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080176,s015_single_fan_pilot_080176,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080413,s015_single_fan_pilot_080413,True,True,7.632783294297951e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080503,s015_single_fan_pilot_080503,True,True,9.302454639925628e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080256,s015_single_fan_pilot_080256,True,True,6.591949208711867e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080120,s015_single_fan_pilot_080120,True,True,4.163336342344337e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079979,s015_single_fan_pilot_079979,True,True,7.28583859910259e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079956,s015_single_fan_pilot_079956,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079993,s015_single_fan_pilot_079993,True,True,8.673617379884035e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_079997,s015_single_fan_pilot_079997,True,True,9.71445146547012e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080631,s015_single_fan_pilot_080631,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080791,s015_single_fan_pilot_080791,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dm1_s015_single_fan_pilot_080622,s015_single_fan_pilot_080622,True,True,6.938893903907228e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081016,s015_single_fan_pilot_081016,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081085,s015_single_fan_pilot_081085,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081216,s015_single_fan_pilot_081216,True,True,4.163336342344337e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081223,s015_single_fan_pilot_081223,True,True,4.163336342344337e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_082006,s015_single_fan_pilot_082006,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081593,s015_single_fan_pilot_081593,True,True,2.970713952610282e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081787,s015_single_fan_pilot_081787,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081580,s015_single_fan_pilot_081580,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081937,s015_single_fan_pilot_081937,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081908,s015_single_fan_pilot_081908,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081276,s015_single_fan_pilot_081276,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081501,s015_single_fan_pilot_081501,True,True,7.105427357601002e-15,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081526,s015_single_fan_pilot_081526,True,True,7.632783294297951e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_081385,s015_single_fan_pilot_081385,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_082209,s015_single_fan_pilot_082209,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_082259,s015_single_fan_pilot_082259,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_60p0_dp1_s015_single_fan_pilot_082269,s015_single_fan_pilot_082269,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_082627,s015_single_fan_pilot_082627,True,True,0.0,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_082610,s015_single_fan_pilot_082610,True,True,6.938893903907228e-18,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_082738,s015_single_fan_pilot_082738,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_082640,s015_single_fan_pilot_082640,True,True,8.881784197001252e-16,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083437,s015_single_fan_pilot_083437,True,True,5.551115123125783e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083293,s015_single_fan_pilot_083293,True,True,8.881784197001252e-16,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083212,s015_single_fan_pilot_083212,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083124,s015_single_fan_pilot_083124,True,True,2.7755575615628914e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083428,s015_single_fan_pilot_083428,True,True,6.938893903907228e-18,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_083030,s015_single_fan_pilot_083030,True,True,8.326672684688674e-17,True
single_fan_branch,W0_single_fan_branch,s015_single_fan_W0_single_fan_branch_bank_yaw_energy_retaining_90p0_dm1_s015_single_fan_pilot_082751,s015_single_fan_pilot_082751,True,True,2.7755575615628914e-17,True
