environment_block_id,launch_speed_bin_id,library_size_case_id,policy_id,history_length,launch_count,open_loop_launch_count,mission_success_rate,open_loop_mission_success_rate,delta_control_minus_open_loop_mission_success_rate,safe_success_rate,open_loop_safe_success_rate,delta_control_minus_open_loop_safe_success_rate,wrong_wall_exit_rate,open_loop_wrong_wall_exit_rate,delta_control_minus_open_loop_wrong_wall_exit_rate,hard_failure_rate,open_loop_hard_failure_rate,delta_control_minus_open_loop_hard_failure_rate,mean_launch_score,open_loop_mean_launch_score,delta_control_minus_open_loop_mean_launch_score,median_launch_score,open_loop_median_launch_score,delta_control_minus_open_loop_median_launch_score,mean_terminal_specific_energy_m,open_loop_mean_terminal_specific_energy_m,delta_control_minus_open_loop_mean_terminal_specific_energy_m
r11_l0_dry_air_fixed,v0_ge_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,8,8,0.75,0.75,0.0,0.875,0.875,0.0,0.125,0.125,0.0,0.125,0.0,0.125,71.25,73.75,-2.5,120.0,120.0,0.0,3.144754913777122,3.1447549137771214,4.440892098500626e-16
r11_l1_single_fan_fixed_nominal,v0_ge_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,8,8,0.75,0.75,0.0,0.875,0.875,0.0,0.125,0.125,0.0,0.125,0.0,0.125,77.0631374736771,73.75,3.313137473677102,125.57961229578765,120.0,5.579612295787655,3.257601420072742,3.257601420072742,0.0
r11_l1_single_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,3,3,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,11.515402145616681,6.666666666666667,4.848735478950014,-50.0,-50.0,0.0,2.3250643566728613,2.3250643566728613,0.0
r11_l0_dry_air_fixed,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-100.0,-80.0,-20.0,-100.0,-80.0,-20.0,1.7531335021558603,1.7531335021558605,-2.220446049250313e-16
r11_l0_dry_air_fixed,v0_4_0_to_5_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.0,-80.0,64.0,0.0,-80.0,80.0,1.5001472845165533,1.4929192222637848,0.007228062252768508
r11_l0_dry_air_fixed,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,61.38139686200494,61.38139686200494,0.0,114.1441905860148,114.1441905860148,0.0,2.1165749405173373,2.1165749405173373,0.0
r11_l1_single_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,4,4,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.5,-26.265341973249853,-30.77467441166155,4.509332438411697,-70.0,-80.0,10.0,1.6942728975286452,1.6880874606325746,0.00618543689607054
r11_l2_four_fan_fixed_nominal,v0_ge_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,8,8,0.75,0.75,0.0,0.875,0.875,0.0,0.125,0.125,0.0,0.125,0.0,0.125,85.56843099943872,73.75,11.818430999438718,135.33944614037645,120.0,15.339446140376452,3.3435225195847966,3.3435225195847966,0.0
r11_l1_single_fan_fixed_nominal,v0_4_0_to_5_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-80.0,72.0,0.0,-80.0,80.0,1.1994433511850415,1.1962623750056198,0.0031809761794217017
r11_l2_four_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,3,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,1.0,-0.33333333333333337,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,-1.742554806351914,63.333333333333336,-65.07588813968525,-50.0,120.0,-170.0,2.533906226685611,2.533906226685611,0.0
r11_l2_four_fan_fixed_nominal,v0_4_0_to_5_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,5,5,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.72561657166257,38.45468631496463,44.27093025669794,149.64933864182507,116.9862210439363,32.66311759788877,1.7561276997055777,1.754071540006936,0.002056159698641702
r11_l2_four_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,4,4,0.75,0.75,0.0,1.0,1.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,93.02173181517438,73.78694876920159,19.23478304597279,136.74930989347152,114.09102034300703,22.658289550464488,1.9851255229556697,1.9851255229556695,2.220446049250313e-16
r11_l3_fan_parameter_uncertainty,v0_ge_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,8,8,0.875,0.875,0.0,1.0,1.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,116.06125680418788,98.75,17.311256804187877,137.2821342050231,120.0,17.282134205023112,3.428305484363735,3.428305484363735,0.0
r11_l3_fan_parameter_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,3,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.3333333333333333,1.0,-0.6666666666666667,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,-15.441605147226445,63.333333333333336,-78.77493848055978,-100.0,120.0,-220.0,2.543957650111221,2.543957650111221,0.0
r11_l3_fan_parameter_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,5,5,0.4,0.6,-0.19999999999999996,0.4,0.6,-0.19999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,50.23172949880492,36.485230041769725,13.746499457035192,0.0,105.61900990403396,-105.61900990403396,1.4966905876378322,1.4361365988642558,0.06055398877357643
r11_l3_fan_parameter_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,4,4,0.5,0.5,0.0,0.75,0.75,0.0,0.25,0.25,0.0,0.25,0.0,0.25,33.53843637520569,23.298846777150047,10.239589598055645,37.76905150771105,28.24617492997597,9.522876577735076,1.695474536228628,1.695474536228628,0.0
r11_l4_local_fan_position_uncertainty,v0_ge_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,8,8,0.75,0.875,-0.125,0.875,1.0,-0.125,0.25,0.125,0.125,0.125,0.0,0.125,86.4776016679404,97.91184590945616,-11.434244241515756,137.34824014420008,120.0,17.348240144200076,3.2487031301733347,3.2487031301733347,0.0
r11_l4_local_fan_position_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,5,5,0.6,0.6,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.07781319018436,35.84602697763537,53.23178621254899,141.7345247983109,106.54873236713917,35.185792431171734,1.4136735751408225,1.4136735751408225,0.0
r11_l4_local_fan_position_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,3,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,73.31543125812674,53.01778048496764,20.2976507731591,159.01157495140342,119.05334145490292,39.9582334965005,2.1041765542135344,2.1041765542135344,0.0
r11_l4_local_fan_position_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,open_loop_zero_command_baseline,0,4,4,0.25,0.25,0.0,0.5,0.75,-0.25,0.5,0.5,0.0,0.5,0.0,0.5,-28.80461934185569,-16.46598149510529,-12.338637846750402,-75.0,-50.0,-25.0,1.5105589421994385,1.5105589421994385,0.0
