environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,source_validation_run_count,source_validation_run_labels,launch_count,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,start_energy_feasibility_threshold_m_s,start_energy_group_basis,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r11_l3_fan_parameter_uncertainty,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,26,0.9629629629629629,27,1.0,0,0.0,26,0.9629629629629629,1,0.037037037037037035,0,0.0,27,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,1.0,27,1.0,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,129.15127027160221,133.59060826462456,0.8859259259259257,0.7548148148148149,3.3831541893444323,2.983154189344432,19.25925925925926,0.0054100979066832484,0.6181059998697974,-1.173056827541046,1.1784669254477291
r11_l3_fan_parameter_uncertainty,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,15,0.8823529411764706,15,0.8823529411764706,0,0.0,15,0.8823529411764706,1,0.058823529411764705,0,0.0,17,1.0,0,0.0,2,0.11764705882352941,1,0.058823529411764705,2,0.11764705882352941,1,0.058823529411764705,15,0.8823529411764706,17,1.0,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,110.21313774520029,134.81909529173367,1.0470588235294116,0.9305882352941177,2.6646558769505324,2.2646558769505325,17.32326312032551,0.0037067567254145534,0.7057553413164936,-1.1204728610055195,1.124179617730934
r11_l3_fan_parameter_uncertainty,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,9,0.47368421052631576,14,0.7368421052631579,0,0.0,9,0.47368421052631576,7,0.3684210526315789,0,0.0,19,1.0,1,0.05263157894736842,4,0.21052631578947367,2,0.10526315789473684,4,0.21052631578947367,2,0.10526315789473684,14,0.7368421052631579,19,1.0,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,30.60153370238549,-40.0,1.2663157894736843,1.1063157894736841,1.9177832401420847,1.5177832401420845,6.829249391258631,0.010917138169145725,1.0495002696925897,-1.1842852901421654,1.1952024283113112
r11_l3_fan_parameter_uncertainty,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,4,0.23529411764705882,4,0.23529411764705882,0,0.0,4,0.23529411764705882,0,0.0,13,0.7647058823529411,4,0.23529411764705882,0,0.0,0,0.0,0,0.0,13,0.7647058823529411,13,0.7647058823529411,4,0.23529411764705882,17,1.0,0,0.0,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,35.97187669701852,0.0,1.1941176470588233,1.0023529411764704,1.6320170553403102,1.23201705534031,3.4260893428741515,0.006660074999109818,0.7624036491978585,-1.0664534640997583,1.0731135390988682
r11_l4_local_fan_position_uncertainty,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,25,0.9259259259259259,26,0.9629629629629629,0,0.0,25,0.9259259259259259,1,0.037037037037037035,0,0.0,27,1.0,0,0.0,1,0.037037037037037035,1,0.037037037037037035,1,0.037037037037037035,1,0.037037037037037035,26,0.9629629629629629,27,1.0,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,121.19376552799245,138.08128490351498,0.8859259259259257,0.7548148148148149,3.411702819978559,3.011702819978559,18.51851851851852,0.002846981834097526,0.6434202195336882,-1.1445081969069184,1.1473551787410161
r11_l4_local_fan_position_uncertainty,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,15,0.8823529411764706,15,0.8823529411764706,0,0.0,15,0.8823529411764706,1,0.058823529411764705,0,0.0,17,1.0,0,0.0,2,0.11764705882352941,1,0.058823529411764705,2,0.11764705882352941,1,0.058823529411764705,15,0.8823529411764706,17,1.0,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,109.04563707720561,133.14924746528953,1.061176470588235,0.916470588235294,2.578938104958629,2.178938104958629,17.35839694591912,0.007222973569166724,0.6261756477355132,-1.2061906329974228,1.2134136065665897
r11_l4_local_fan_position_uncertainty,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,11,0.5789473684210527,15,0.7894736842105263,0,0.0,11,0.5789473684210527,5,0.2631578947368421,0,0.0,19,1.0,3,0.15789473684210525,1,0.05263157894736842,0,0.0,1,0.05263157894736842,0,0.0,15,0.7894736842105263,19,1.0,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,60.78320410389836,124.86786188098633,1.2589473684210528,1.137894736842105,1.9114366172288224,1.5114366172288227,8.989360497356278,0.0022941174691262526,0.9850645426597225,-1.1906319130554277,1.192926030524554
r11_l4_local_fan_position_uncertainty,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,6,0.35294117647058826,6,0.35294117647058826,0,0.0,6,0.35294117647058826,1,0.058823529411764705,9,0.5294117647058824,8,0.47058823529411764,1,0.058823529411764705,1,0.058823529411764705,0,0.0,10,0.5882352941176471,9,0.5294117647058824,6,0.35294117647058826,17,1.0,0,0.0,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,43.240984441208695,0.0,1.2376470588235293,1.0470588235294118,1.5543737805849984,1.1543737805849985,4.242751869502177,0.006169789449832436,0.816738702265104,-1.1440967388550705,1.1502665283049027
r11_l5_active_fan_count_uncertainty,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,14,0.8235294117647058,15,0.8823529411764706,0,0.0,14,0.8235294117647058,1,0.058823529411764705,0,0.0,17,1.0,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,15,0.8823529411764706,10,0.5882352941176471,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,93.7608229361142,123.4964654091416,0.9823529411764705,0.4058823529411764,2.516061313636561,2.116061313636561,15.944703234094478,0.0,0.24742868215565061,-1.2690674243194906,1.2690674243194906
r11_l5_active_fan_count_uncertainty,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,3,0.17647058823529413,3,0.17647058823529413,0,0.0,3,0.17647058823529413,0,0.0,10,0.5882352941176471,7,0.4117647058823529,4,0.23529411764705882,0,0.0,0,0.0,10,0.5882352941176471,10,0.5882352941176471,3,0.17647058823529413,12,0.7058823529411765,0,0.0,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,14.744114327681102,0.0,1.1117647058823528,0.5623529411764705,1.5999807364676089,1.199980736467609,2.142264578196841,0.002377145147616123,0.3623705506600607,-1.09848978297246,1.100866928120076
r11_l5_active_fan_count_uncertainty,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,23,0.8518518518518519,24,0.8888888888888888,0,0.0,23,0.8518518518518519,1,0.037037037037037035,0,0.0,27,1.0,3,0.1111111111111111,0,0.0,0,0.0,0,0.0,0,0.0,24,0.8888888888888888,22,0.8148148148148148,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,104.29085605642784,128.3241547735977,0.8414814814814814,0.4214814814814815,3.2494382751375097,2.84943827513751,17.037037037037038,0.00010754252882343333,0.3638005173814723,-1.3067727417479678,1.3068802842767913
r11_l5_active_fan_count_uncertainty,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,10,0.5263157894736842,13,0.6842105263157895,0,0.0,10,0.5263157894736842,3,0.15789473684210525,0,0.0,19,1.0,0,0.0,6,0.3157894736842105,6,0.3157894736842105,6,0.3157894736842105,6,0.3157894736842105,13,0.6842105263157895,16,0.8421052631578947,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,29.09334926756974,112.1622024046871,1.1894736842105262,0.5852631578947368,1.8019875605748985,1.4019875605748988,7.408134757604348,0.0008513810594351789,0.4824210327972573,-1.3000809697093514,1.3009323507687867
r11_l6_environment_only_full_uncertainty,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,14,0.8235294117647058,15,0.8823529411764706,0,0.0,14,0.8235294117647058,1,0.058823529411764705,0,0.0,17,1.0,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,15,0.8823529411764706,12,0.7058823529411765,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,92.36127982122584,123.5934826452694,0.9835294117647058,0.3458823529411765,2.4773727520491464,2.077372752049147,15.937798782738877,0.0,0.19408949122479258,-1.3077559859069054,1.3077559859069054
r11_l6_environment_only_full_uncertainty,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,1,0.058823529411764705,1,0.058823529411764705,0,0.0,1,0.058823529411764705,0,0.0,12,0.7058823529411765,5,0.29411764705882354,4,0.23529411764705882,0,0.0,0,0.0,12,0.7058823529411765,12,0.7058823529411765,1,0.058823529411764705,13,0.7647058823529411,0,0.0,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,-0.8679118120935226,0.0,1.1235294117647057,0.5294117647058824,1.5699726329749037,1.1699726329749038,0.8334880324628468,0.010317414940670034,0.3692727428457867,-1.1284978864651654,1.138815301405835
r11_l6_environment_only_full_uncertainty,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,23,0.8518518518518519,24,0.8888888888888888,0,0.0,23,0.8518518518518519,1,0.037037037037037035,0,0.0,27,1.0,2,0.07407407407407407,1,0.037037037037037035,1,0.037037037037037035,1,0.037037037037037035,1,0.037037037037037035,24,0.8888888888888888,20,0.7407407407407407,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,101.437873778054,125.47007318736642,0.8562962962962963,0.4244444444444444,3.252053233699127,2.852053233699126,17.037037037037038,0.0013016331373798926,0.32499067864030073,-1.3041577831863511,1.3054594163237312
r11_l6_environment_only_full_uncertainty,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,8,0.42105263157894735,11,0.5789473684210527,0,0.0,8,0.42105263157894735,3,0.15789473684210525,0,0.0,19,1.0,0,0.0,8,0.42105263157894735,8,0.42105263157894735,8,0.42105263157894735,8,0.42105263157894735,11,0.5789473684210527,16,0.8421052631578947,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,4.83413674623807,-50.0,1.1810526315789474,0.64,1.77386280144291,1.37386280144291,5.979974369971082,0.0,0.45232461411047653,-1.3282057288413405,1.3282057288413405
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,13,0.7647058823529411,15,0.8823529411764706,0,0.0,13,0.7647058823529411,2,0.11764705882352941,0,0.0,17,1.0,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,1,0.058823529411764705,15,0.8823529411764706,10,0.5882352941176471,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,82.3690316890799,122.33025711277686,1.0576470588235292,0.29647058823529415,2.3755184631798296,1.9755184631798295,14.506940285471773,0.00024557282761315883,0.23757617733356481,-1.4096102747762227,1.4098558476038359
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,13,0.7647058823529411,4,0.23529411764705882,4,0.23529411764705882,0,0.0,0,0.0,13,0.7647058823529411,13,0.7647058823529411,0,0.0,9,0.5294117647058824,0,0.0,0,0.0,4.577189436427041,4.1060983395932,4.902884016874245,-9.411764705882353,0.0,1.1258823529411763,0.3858823529411765,1.5260694917427287,1.1260694917427287,0.0,0.0,0.29514553386155645,-1.17240102769734,1.17240102769734
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,20,0.7407407407407407,21,0.7777777777777778,0,0.0,20,0.7407407407407407,2,0.07407407407407407,0,0.0,27,1.0,2,0.07407407407407407,4,0.14814814814814814,3,0.1111111111111111,4,0.14814814814814814,3,0.1111111111111111,21,0.7777777777777778,19,0.7037037037037037,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,72.76078035041593,120.01425512697956,0.8348148148148146,0.262962962962963,3.048533533420065,2.648533533420065,14.582049540463576,0.0,0.2022211041521826,-1.5076774834654125,1.5076774834654125
r11_l7_full_domain_randomisation_arena_wide,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,7,0.3684210526315789,9,0.47368421052631576,0,0.0,7,0.3684210526315789,2,0.10526315789473684,0,0.0,19,1.0,2,0.10526315789473684,8,0.42105263157894735,8,0.42105263157894735,8,0.42105263157894735,8,0.42105263157894735,9,0.47368421052631576,13,0.6842105263157895,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,-5.69282414448668,-50.0,1.1652631578947368,0.36526315789473685,1.7294144713249793,1.3294144713249791,5.266049678344764,0.0,0.2693576161189056,-1.3726540589592708,1.3726540589592708
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,18,0.6666666666666666,19,0.7037037037037037,0,0.0,18,0.6666666666666666,1,0.037037037037037035,0,0.0,27,1.0,3,0.1111111111111111,5,0.18518518518518517,5,0.18518518518518517,5,0.18518518518518517,5,0.18518518518518517,19,0.7037037037037037,0,0.0,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,55.18518518518518,120.0,0.7999999999999999,0.0,3.1120988896961688,2.712098889696169,13.333333333333334,0.0,0.0,-1.4441121271893091,1.4441121271893091
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,12,0.7058823529411765,13,0.7647058823529411,0,0.0,12,0.7058823529411765,1,0.058823529411764705,0,0.0,17,1.0,1,0.058823529411764705,3,0.17647058823529413,3,0.17647058823529413,3,0.17647058823529413,3,0.17647058823529413,13,0.7647058823529411,0,0.0,0,0.0,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,61.27646484512491,119.06722601377037,0.9423529411764704,0.0,2.4379880497373425,2.037988049737342,13.629406021595504,0.0,0.0,-1.3471406882187098,1.3471406882187098
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,6,0.3157894736842105,7,0.3684210526315789,0,0.0,6,0.3157894736842105,1,0.05263157894736842,0,0.0,19,1.0,2,0.10526315789473684,10,0.5263157894736842,10,0.5263157894736842,10,0.5263157894736842,10,0.5263157894736842,7,0.3684210526315789,0,0.0,0,0.0,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,-23.634054158172496,-100.0,1.0821052631578947,0.0,1.7627908331286881,1.362790833128688,4.260682683932768,0.0,0.0,-1.3392776971555622,1.3392776971555622
r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,0.6470588235294118,6,0.35294117647058826,6,0.35294117647058826,0,0.0,0,0.0,11,0.6470588235294118,11,0.6470588235294118,0,0.0,0,0.0,2,0.11764705882352941,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,-14.117647058823529,0.0,1.0152941176470587,0.0,1.5781088387299784,1.178108838729978,0.0,0.0,0.0,-1.1203616807100905,1.1203616807100905
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,10,0.5263157894736842,11,0.5789473684210527,0,0.0,10,0.5263157894736842,1,0.05263157894736842,0,0.0,19,1.0,2,0.10526315789473684,6,0.3157894736842105,6,0.3157894736842105,6,0.3157894736842105,6,0.3157894736842105,11,0.5789473684210527,18,0.9473684210526315,1,0.05263157894736842,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,27.863212208586987,113.97975187211816,1.2189473684210528,0.54,1.717657094789822,1.3176570947898223,7.3992827372295205,0.003389437465164984,0.43870583878708647,-1.3844114354944281,1.387800872959593
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,22,0.8148148148148148,24,0.8888888888888888,0,0.0,22,0.8148148148148148,2,0.07407407407407407,0,0.0,27,1.0,1,0.037037037037037035,2,0.07407407407407407,2,0.07407407407407407,2,0.07407407407407407,2,0.07407407407407407,24,0.8888888888888888,27,1.0,2,0.07407407407407407,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,92.02616061430018,128.61485223731924,0.8496296296296294,0.3437037037037037,3.2293790648215044,2.829379064821504,16.296296296296298,0.0003965861888371444,0.284972935595132,-1.326831952063974,1.327228538252811
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,16,0.9411764705882353,16,0.9411764705882353,0,0.0,16,0.9411764705882353,0,0.0,0,0.0,17,1.0,1,0.058823529411764705,0,0.0,0,0.0,0,0.0,0,0.0,16,0.9411764705882353,17,1.0,1,0.058823529411764705,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,120.61421794611421,131.8400539173765,1.0294117647058822,0.4294117647058824,2.569162790951877,2.1691627909518774,18.40197639263962,0.0,0.42116675690654615,-1.215965947004175,1.215965947004175
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,16,0.9411764705882353,17,1.0,0,0.0,16,0.9411764705882353,1,0.058823529411764705,0,0.0,17,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17,1.0,17,1.0,1,0.058823529411764705,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,128.9127819215354,139.90560294744228,1.091764705882353,1.0623529411764707,2.7874646921296,2.3874646921296,18.748440680292045,0.0,0.7649161623466812,-0.9976640458264524,0.9976640458264524
r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,2,0.11764705882352941,2,0.11764705882352941,0,0.0,2,0.11764705882352941,0,0.0,11,0.6470588235294118,6,0.35294117647058826,4,0.23529411764705882,0,0.0,0,0.0,11,0.6470588235294118,11,0.6470588235294118,2,0.11764705882352941,17,1.0,0,0.0,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,6.8840513543686335,0.0,1.2047058823529413,0.5964705882352942,1.575824586859684,1.1758245868596842,1.5826729296484774,0.003228439757244818,0.5689264819666794,-1.1226459325803846,1.1258743723376294
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,26,0.9629629629629629,27,1.0,0,0.0,26,0.9629629629629629,1,0.037037037037037035,0,0.0,27,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,1.0,27,1.0,0,0.0,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,130.24059619991158,137.25231757936032,0.8814814814814812,0.8592592592592593,3.4677822728846084,3.067782272884608,19.25925925925926,0.0,0.6404671802355753,-1.0884287440008695,1.0884287440008695
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_4_0_to_5_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,5.0,initial_launch_speed_m_s,8,0.47058823529411764,8,0.47058823529411764,0,0.0,8,0.47058823529411764,0,0.0,8,0.47058823529411764,9,0.5294117647058824,1,0.058823529411764705,0,0.0,0,0.0,8,0.47058823529411764,8,0.47058823529411764,8,0.47058823529411764,17,1.0,1,0.058823529411764705,0,0.0,4.57718943642704,4.1060983395932,4.902884016874245,66.2705963249516,0.0,1.2376470588235293,1.1811764705882357,1.7140398721232526,1.3140398721232525,7.157180042161762,0.0018286462607239767,0.9607090300290286,-0.9844306473168161,0.9862592935775403
r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_5_0_to_6_0_m_s,4,E03.1;E03.2;E03.3;E03.4,19,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,5.0,initial_launch_speed_m_s,13,0.6842105263157895,17,0.8947368421052632,0,0.0,13,0.6842105263157895,4,0.21052631578947367,0,0.0,19,1.0,0,0.0,2,0.10526315789473684,2,0.10526315789473684,2,0.10526315789473684,2,0.10526315789473684,17,0.8947368421052632,19,1.0,3,0.15789473684210525,0,0.0,5.495970239291155,5.12330928775431,5.959681147377292,78.41046058177264,141.29993697128327,1.2242105263157896,1.196842105263158,2.1379154996400387,1.7379154996400392,12.2117315251483,0.0003723249586971053,1.0305701981372817,-0.9641530306442113,0.9645253556029084
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_ge_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,27,7.0,,initial_launch_speed_m_s >= 7.0,5.0,initial_launch_speed_m_s,26,0.9629629629629629,27,1.0,0,0.0,26,0.9629629629629629,1,0.037037037037037035,0,0.0,27,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,27,1.0,27,1.0,1,0.037037037037037035,0,0.0,7.616733485403875,7.025729538848876,8.034078728789705,129.1491399449876,133.59060826462456,0.8859259259259256,0.7548148148148148,3.3832048952141984,2.983204895214198,19.25925925925926,0.0054100979066832484,0.617999483539066,-1.1730061216712793,1.1784162195779626
r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_6_0_to_7_0_m_s,4,E03.1;E03.2;E03.3;E03.4,17,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,5.0,initial_launch_speed_m_s,15,0.8823529411764706,15,0.8823529411764706,0,0.0,15,0.8823529411764706,1,0.058823529411764705,0,0.0,17,1.0,0,0.0,2,0.11764705882352941,1,0.058823529411764705,2,0.11764705882352941,1,0.058823529411764705,15,0.8823529411764706,17,1.0,3,0.17647058823529413,0,0.0,6.600901092811046,6.099974731221514,6.979864483039106,110.21215844621442,134.81909529173367,1.0470588235294118,0.9305882352941177,2.664113691076861,2.2641136910768616,17.321712255500103,0.004023034972709529,0.70578391960847,-1.1210150468791908,1.1250380818519001
