diagnostic_version,environment_block_id,library_size_case_id,policy_id,paired_case_count,neutral_mission_success_rate,controlled_mission_success_rate,mission_success_delta_control_minus_neutral,neutral_safe_geometric_rate,controlled_safe_success_rate,safe_success_delta_control_minus_neutral,neutral_wrong_wall_exit_rate,controlled_wrong_wall_exit_rate,neutral_floor_or_ceiling_rate,controlled_floor_or_ceiling_rate,neutral_mean_score,controlled_mean_launch_score,score_delta_control_minus_neutral,neutral_mean_terminal_specific_energy_m,controlled_mean_terminal_specific_energy_m
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,no_memory_baseline,20,0.4,0.4,0.0,0.5,0.45,-0.04999999999999999,0.1,0.05,0.5,0.2,2.7072095293007408,17.407813816763593,14.700604287462852,2.2992447125855673,2.3425361130077986
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h10,20,0.4,0.4,0.0,0.5,0.45,-0.04999999999999999,0.1,0.05,0.5,0.2,2.7072095293007394,17.407813816763593,14.700604287462854,2.2992447125855677,2.3425361130077986
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h3,20,0.4,0.4,0.0,0.5,0.45,-0.04999999999999999,0.1,0.05,0.5,0.2,2.7072095293007408,17.407813816763593,14.700604287462852,2.2992447125855677,2.3425361130077986
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l0_dry_air_fixed,balanced_cluster,spatial_flow_belief_memory_h30,20,0.4,0.4,0.0,0.5,0.45,-0.04999999999999999,0.1,0.05,0.5,0.2,2.7072095293007408,17.407813816763593,14.700604287462852,2.2992447125855677,2.3425361130077986
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.4,0.55,0.15000000000000002,0.55,0.6,0.04999999999999993,0.15,0.05,0.45,0.2,4.34506511766769,44.124650864106215,39.77958574643853,2.288483307407946,2.3994526323610224
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.4,0.55,0.15000000000000002,0.55,0.6,0.04999999999999993,0.15,0.05,0.45,0.2,4.34506511766769,44.124650864106215,39.77958574643853,2.288483307407946,2.3994526323610224
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.4,0.55,0.15000000000000002,0.55,0.6,0.04999999999999993,0.15,0.05,0.45,0.2,4.34506511766769,44.124650864106215,39.77958574643853,2.288483307407946,2.3994526323610224
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l1_single_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.4,0.55,0.15000000000000002,0.55,0.6,0.04999999999999993,0.15,0.05,0.45,0.2,4.34506511766769,44.124650864106215,39.77958574643853,2.288483307407946,2.3994526323610224
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,no_memory_baseline,20,0.7,0.85,0.15000000000000002,0.85,0.95,0.09999999999999998,0.15,0.1,0.15,0.0,63.371061332581476,114.77192222838498,51.400860895803504,2.553037931429628,2.697323438884403
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h10,20,0.7,0.85,0.15000000000000002,0.85,0.95,0.09999999999999998,0.15,0.1,0.15,0.0,63.371061332581476,114.77192222838498,51.400860895803504,2.5530379314296274,2.6992074683655196
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h3,20,0.7,0.85,0.15000000000000002,0.85,0.95,0.09999999999999998,0.15,0.1,0.15,0.0,63.371061332581476,114.77192222838498,51.400860895803504,2.553037931429628,2.699207468365519
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l2_four_fan_fixed_nominal,balanced_cluster,spatial_flow_belief_memory_h30,20,0.7,0.85,0.15000000000000002,0.85,0.95,0.09999999999999998,0.15,0.1,0.15,0.0,63.371061332581476,114.77192222838497,51.40086089580349,2.5530379314296274,2.697323438884403
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l3_fan_parameter_uncertainty,balanced_cluster,no_memory_baseline,20,0.7,0.75,0.050000000000000044,0.85,0.8,-0.04999999999999993,0.15,0.1,0.15,0.05,62.781076865872436,94.91726683192908,32.13618996605665,2.4510448982239668,2.5751764595357103
r11_balanced_true_neutral_intervention_diagnostic_v1,r11_l3_fan_parameter_uncertainty,balanced_cluster,spatial_flow_belief_memory_h10,20,0.7,0.75,0.050000000000000044,0.85,0.8,-0.04999999999999993,0.15,0.1,0.15,0.05,62.781076865872436,94.91414792762711,32.13307106175468,2.4510448982239668,2.574280475805544
