primitive_id,parent_primitive_id,variant_id,envelope_group_id,target_heading_deg,family,updraft_config,wind_fidelity,start_condition,environment_label,direction_sign,evidence_source,evaluation_status,wind_model_available,wind_model_name,wind_model_source,evaluated_under_updraft_environment,z_outlet_m,z_fan_min_m,z_fan_max_m,terminal_heading_change_deg,terminal_heading_error_deg,heading_band_pass,path_length_xy_m,path_length_3d_m,forward_displacement_m,lateral_displacement_m,xy_bounding_box_area_m2,turn_footprint_proxy_m2,entry_clearance_required_x_plus_m,entry_clearance_required_x_minus_m,entry_clearance_required_y_plus_m,entry_clearance_required_y_minus_m,floor_margin_required_m,ceiling_margin_required_m,margin_consumption_x_m,margin_consumption_y_m,margin_consumption_z_m,speed_min_m_s,terminal_speed_m_s,specific_energy_initial_m,specific_energy_terminal_m,energy_residual_m,alpha_max_deg,beta_max_deg,rate_max_rad_s,saturation_fraction,true_safe_trajectory,min_true_margin_m,floor_margin_min_m,ceiling_margin_min_m,recovery_class,recovery_basis,candidate_class,failure_label,active_limiting_mechanism,wind_query_region,lift_belief_condition,governor_condition,entry_envelope_status,envelope_status,coverage_status,within_existing_envelope,nearest_existing_primitive_id,normalised_distance_to_nearest_envelope,coverage_region_id,marginal_coverage_gain,library_growth_trigger,growth_reason
glide_none_favourable_none_W0_dp1,glide_none,glide_none_favourable_none_W0_dp1,glide_none|favourable|W0,,glide,none,W0,favourable,none_W0,1,deterministic_seed_replay,evaluated,True,none,no_wind,False,0.33,1.2180193006106053,1.47,8.031918146248546e-18,0.0,True,3.22180415786925,3.2324296597811437,3.22180415786925,0.0,0.0,0.1610902078934625,3.22180415786925,0.0,0.0,0.0,1.1480193006106054,1.7,32.21804157869247,0.0,0.17998621384956767,6.454060237002227,6.475879294970184,3.953414882772681,3.6854817187055864,-0.2679331640670948,3.8894890719878896,7.271566045147669e-17,0.10702064919468512,0.0,True,0.10000000000000009,1.1480193006106054,1.7,dry_recoverable,dry_recoverable,w0_standalone_commandable,success,none,unknown,none,entry_and_recovery_check_required,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,glide_none,0.0,target_none|favourable|none|W0|dp1,1.0,False,none
glide_none_favourable_U1_single_fan_W1_dp1,glide_none,glide_none_favourable_U1_single_fan_W1_dp1,glide_none|favourable|W1,,glide,U1_single_fan,W1,favourable,U1_single_fan_W1,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.3423521959842875,1.4894653953074695,4.794350718632541e-16,0.0,True,3.250997367771568,3.268340075224132,3.250997367771568,0.0,0.0,0.1625498683885784,3.250997367771568,0.0,0.0,0.0,1.2723521959842876,1.6805346046925305,32.50997367771565,0.0,0.0911770028683661,6.456584653896739,6.867504952927838,3.953414882772681,4.223268875352749,0.26985399258006826,11.792362207063867,3.9251498469433176e-16,0.7856166022127923,0.0,True,0.10000000000000009,1.2723521959842876,1.6805346046925305,dry_recoverable,dry_recoverable,updraft_assisted_commandable,success,none,measured,U1_single_fan_W1_available,pending_W3,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,glide_none,0.0,target_none|favourable|U1_single_fan|W1|dp1,1.0,False,none
glide_none_favourable_U1_single_fan_W2_dp1,glide_none,glide_none_favourable_U1_single_fan_W2_dp1,glide_none|favourable|W2,,glide,U1_single_fan,W2,favourable,U1_single_fan_W2,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.3502209594985226,1.5183353691173131,-1.727467441783374,0.0,True,3.2033213676086496,3.224451432918506,3.2031285669992133,-0.017152146654144662,0.05494053093325074,0.1601564283499607,3.2031285669992133,0.0,0.0,0.017152146654144662,1.2802209594985228,1.6516646308826868,32.0312856699921,0.007796430297338482,0.08555645750105527,6.274391109694213,6.274391109694213,3.953414882772681,3.854858498445029,-0.09855638432765224,3.934232513856497,0.3085170935717031,1.9744600229940872,0.0,True,0.10000000000000009,1.2802209594985228,1.6516646308826868,dry_recoverable,dry_recoverable,updraft_assisted_commandable,success,none,measured,U1_single_fan_W2_available,pending_W3,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,glide_none,0.0,target_none|favourable|U1_single_fan|W2|dp1,1.0,False,none
glide_none_favourable_U4_four_fan_W1_dp1,glide_none,glide_none_favourable_U4_four_fan_W1_dp1,glide_none|favourable|W1,,glide,U4_four_fan,W1,favourable,U4_four_fan_W1,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.401700313321513,1.47,-1.5253090063541202e-16,0.0,True,3.2328718147391786,3.234133388527133,3.2328718147391786,0.0,0.0,0.16164359073695894,3.2328718147391786,0.0,0.0,0.0,1.3317003133215128,1.7,32.328718147391754,0.0,0.048785490484633626,6.45150377872725,6.454747902413034,3.953414882772681,3.8552360158549206,-0.09817886691776057,2.3191960897655135,6.195051278011449e-17,0.13050911686448627,0.0,True,0.10000000000000009,1.3317003133215128,1.7,dry_recoverable,dry_recoverable,updraft_assisted_commandable,success,none,measured,U4_four_fan_W1_available,pending_W3,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,glide_none,0.0,target_none|favourable|U4_four_fan|W1|dp1,1.0,False,none
glide_none_favourable_U4_four_fan_W2_dp1,glide_none,glide_none_favourable_U4_four_fan_W2_dp1,glide_none|favourable|W2,,glide,U4_four_fan,W2,favourable,U4_four_fan_W2,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.4416270563641551,1.5894965518206567,1.201108050280012,0.0,True,3.195602007768219,3.2021717966747723,3.1953337178336394,0.029234092974620207,0.09341268299208746,0.15976668589168197,3.1953337178336394,0.0,0.029234092974620207,0.0,1.3716270563641553,1.5805034481793432,31.953337178336366,0.01328822407937282,0.0853546798718977,6.21711873787266,6.21711873787266,3.953414882772681,3.8895559504346906,-0.06385893233799056,2.4769166891172856,0.4064482042323272,0.6466544094783242,0.0,True,0.10000000000000009,1.3716270563641553,1.5805034481793432,dry_recoverable,dry_recoverable,updraft_assisted_commandable,success,none,measured,U4_four_fan_W2_available,pending_W3,inside_entry_envelope,widening_existing_envelope,covered_by_existing_envelope,True,glide_none,0.0,target_none|favourable|U4_four_fan|W2|dp1,1.0,False,none
glide_none_mid_arena_none_W0_dp1,glide_none,glide_none_mid_arena_none_W0_dp1,glide_none|mid_arena|W0,,glide,none,W0,mid_arena,none_W0,1,deterministic_seed_replay,evaluated,True,none,no_wind,False,0.33,1.2180193006106053,1.47,8.031918146248546e-18,0.0,True,3.2218041578692502,3.232429659781144,3.2218041578692502,0.0,0.0,0.1610902078934625,3.2218041578692502,0.0,0.0,0.0,1.1480193006106054,1.7,1.1932607992108335,0.0,0.17998621384956767,6.454060237002227,6.475879294970184,3.953414882772681,3.6854817187055864,-0.2679331640670948,3.8894890719878896,7.271566045147669e-17,0.10702064919468512,0.0,False,-0.5218041578692505,1.1480193006106054,1.7,not_recoverable,not_recoverable,boundary_evidence,true_safety_violation,safety_limited,unknown,none,reject,outside_entry_envelope_governor_reject,outside_entry_envelope_governor_reject,uncovered_governor_reject,False,none,0.0,target_none|mid_arena|none|W0|dp1,0.0,False,entry_clearance_insufficient
glide_none_mid_arena_U1_single_fan_W1_dp1,glide_none,glide_none_mid_arena_U1_single_fan_W1_dp1,glide_none|mid_arena|W1,,glide,U1_single_fan,W1,mid_arena,U1_single_fan_W1,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.47,1.6870452674572518,-2.759738164751553e-17,0.0,True,3.230256653469128,3.250070243272781,3.230256653469128,0.0,0.0,0.1615128326734564,3.230256653469128,0.0,0.0,0.0,1.4,1.4829547325427481,1.196391353136714,0.0,0.15503233389803703,6.412497885731,6.4135354659578425,3.953414882772681,4.027828446637386,0.07441356386470499,10.536668286284158,9.690995079494229e-17,0.4010914421677452,0.0,False,-0.5302566534691282,1.4,1.4829547325427481,not_recoverable,not_recoverable,boundary_evidence,true_safety_violation,safety_limited,measured,U1_single_fan_W1_available,reject,outside_entry_envelope_governor_reject,outside_entry_envelope_governor_reject,uncovered_governor_reject,False,none,0.0,target_none|mid_arena|U1_single_fan|W1|dp1,0.0,False,entry_clearance_insufficient
glide_none_mid_arena_U1_single_fan_W2_dp1,glide_none,glide_none_mid_arena_U1_single_fan_W2_dp1,glide_none|mid_arena|W2,,glide,U1_single_fan,W2,mid_arena,U1_single_fan_W2,1,deterministic_seed_replay,evaluated,True,single_gaussian_var,01_Thermal/B_results/single_var_params.xlsx,True,0.33,1.2283230322578047,1.6617288091190088,-0.025435014577518088,0.0,True,3.194813719219346,3.2746236989701294,3.194705737900643,-0.0011455334380854332,0.035254606464509126,0.15973528689503216,3.194705737900643,0.0,0.0,0.011035321984827373,1.1583230322578046,1.5082711908809912,1.1832243473706088,0.005016055447648805,0.1726264055301395,6.3909263032369745,6.854870702034228,3.953414882772681,3.953290022146043,-0.00012486062663796815,8.576001283525985,0.7399798881275157,2.3262975664367223,0.0,False,-0.4947057379006434,1.1583230322578046,1.5082711908809912,not_recoverable,not_recoverable,boundary_evidence,true_safety_violation,safety_limited,measured,U1_single_fan_W2_available,reject,outside_entry_envelope_governor_reject,outside_entry_envelope_governor_reject,uncovered_governor_reject,False,none,0.0,target_none|mid_arena|U1_single_fan|W2|dp1,0.0,False,entry_clearance_insufficient
glide_none_mid_arena_U4_four_fan_W1_dp1,glide_none,glide_none_mid_arena_U4_four_fan_W1_dp1,glide_none|mid_arena|W1,,glide,U4_four_fan,W1,mid_arena,U4_four_fan_W1,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.4234976523027223,1.47,2.07633370397914e-17,0.0,True,3.230966136034844,3.232293967127815,3.230966136034844,0.0,0.0,0.1615483068017422,3.230966136034844,0.0,0.0,0.0,1.3534976523027225,1.7,1.1966541244573496,0.0,0.03321596264091263,6.438450589960158,6.44111823621731,3.953414882772681,3.868074825234995,-0.08534005753768614,2.185283952862214,1.8065246754041e-17,0.13833268860639736,0.0,False,-0.5309661360348441,1.3534976523027225,1.7,not_recoverable,not_recoverable,boundary_evidence,true_safety_violation,safety_limited,measured,U4_four_fan_W1_available,reject,outside_entry_envelope_governor_reject,outside_entry_envelope_governor_reject,uncovered_governor_reject,False,none,0.0,target_none|mid_arena|U4_four_fan|W1|dp1,0.0,False,entry_clearance_insufficient
glide_none_mid_arena_U4_four_fan_W2_dp1,glide_none,glide_none_mid_arena_U4_four_fan_W2_dp1,glide_none|mid_arena|W2,,glide,U4_four_fan,W2,mid_arena,U4_four_fan_W2,1,deterministic_seed_replay,evaluated,True,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,True,0.33,1.456744789421117,1.528314802790683,0.5177928965553275,0.0,True,3.217786390617112,3.2200558036045104,3.2177241209574814,0.013505884727058604,0.04388938646279442,0.16088620604787407,3.2177241209574814,0.0,0.013505884727058604,0.0001340001148197878,1.3867447894211171,1.641685197209317,1.1917496744286968,0.006139038512299365,0.04165343056477359,6.341811412341742,6.341811412341742,3.953414882772681,3.894138313882663,-0.05927656889001831,1.3219206015462115,0.2714576070019116,0.5765941742510853,0.0,False,-0.5177241209574817,1.3867447894211171,1.641685197209317,not_recoverable,not_recoverable,boundary_evidence,true_safety_violation,safety_limited,measured,U4_four_fan_W2_available,reject,outside_entry_envelope_governor_reject,outside_entry_envelope_governor_reject,uncovered_governor_reject,False,none,0.0,target_none|mid_arena|U4_four_fan|W2|dp1,0.0,False,entry_clearance_insufficient
