coverage_region_id,row_count,candidate_classes_present,best_candidate_class,best_family,best_primitive_id,best_heading_error_deg,best_path_length_xy_m,best_footprint_m2,best_energy_residual_m,best_terminal_speed_m_s,best_min_true_margin_m,any_w0_standalone_commandable,any_w0_updraft_pending_target_candidate,any_updraft_assisted_commandable,any_boundary_evidence,any_not_evaluated,coverage_status,library_growth_trigger,library_growth_reason
target_015|favourable|U1_single_fan|W1|dp1,3,"boundary_evidence,updraft_assisted_commandable",updraft_assisted_commandable,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W1_dp1,1.5805691083809617,4.236075307805741,0.8960242886205844,0.2545471362195846,6.814125277312276,0.10000000000000009,False,False,True,True,False,covered_by_existing_envelope,False,none
target_015|favourable|U1_single_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_favourable_U1_single_fan_W2_dp1,3.543935293042008,4.070571915912673,0.7520259301622355,-0.006612520056635596,6.114064592242019,0.10000000000000009,False,False,False,True,False,uncovered_needs_refinement,False,candidate_family_needs_refinement
target_015|favourable|U4_four_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_favourable_U4_four_fan_W1_dp1,4.027008046097155,4.15394102158602,0.5291036073088761,-0.14544821633909777,6.659123048095338,0.10000000000000009,False,False,False,True,False,uncovered_needs_refinement,False,candidate_family_needs_refinement
target_015|favourable|U4_four_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_favourable_U4_four_fan_W2_dp1,2.036466196373121,4.093914453382071,0.7532392036515776,-0.10945028047295713,6.352293534788379,0.10000000000000009,False,False,False,True,False,uncovered_needs_refinement,False,candidate_family_needs_refinement
target_015|favourable|none|W0|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_favourable_none_W0_dp1,4.057954021130437,4.13894628902489,0.525571744550255,-0.3572522863779035,6.711391790655523,0.10000000000000009,False,False,False,True,False,uncovered_needs_refinement,False,candidate_family_needs_refinement
target_015|mid_arena|U1_single_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_mid_arena_U1_single_fan_W1_dp1,4.964157623161215,4.127668942333395,0.3745740973932557,-0.024897469441646614,6.555773374627851,-1.4241267883569169,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_015|mid_arena|U1_single_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_mid_arena_U1_single_fan_W2_dp1,5.853156176963697,4.093659962206573,0.20462983947215996,-0.12240950969319764,7.285330420746288,-1.392596789443199,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_015|mid_arena|U4_four_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_mid_arena_U4_four_fan_W1_dp1,4.472894119464984,4.142528659783665,0.44254966875255936,-0.1775248823262192,6.633310079090246,-1.4387327732471658,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_015|mid_arena|U4_four_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_mid_arena_U4_four_fan_W2_dp1,4.620926802168549,4.119796402356048,0.4659144916960831,-0.14630867446800266,6.546921194320972,-1.4161794695872167,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_015|mid_arena|none|W0|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_015_mid_arena_none_W0_dp1,4.057954021130437,4.138946289024889,0.5255717445502549,-0.3572522863779035,6.711391790655523,-1.4336202939299145,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_030|favourable|U1_single_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_favourable_U1_single_fan_W1_dp1,15.790431282051102,6.409636610752081,3.001610184566411,0.08094100336849319,7.138042504157213,-1.0765595207656293,False,False,False,True,False,uncovered_boundary,False,boundary_evidence
target_030|favourable|U1_single_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_favourable_U1_single_fan_W2_dp1,17.65085900508562,5.97950453841946,1.6265178548470143,-0.1378468048290462,6.1266980320703945,-0.6684109199394355,False,False,False,True,False,uncovered_boundary,False,boundary_evidence
target_030|favourable|U4_four_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_favourable_U4_four_fan_W1_dp1,11.728172587966476,6.296461674494584,3.209734313890664,-0.281254834255686,7.203365061571288,-0.9493514635611726,False,False,False,True,False,uncovered_boundary,False,boundary_evidence
target_030|favourable|U4_four_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_favourable_U4_four_fan_W2_dp1,8.605833695094315,6.134724435691391,4.026563941006018,-0.19966630263445495,6.663814064416729,-0.7597592987963706,False,False,False,True,False,uncovered_boundary,False,boundary_evidence
target_030|favourable|none|W0|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_favourable_none_W0_dp1,11.196537437663334,6.280590058680879,3.273291175178803,-0.556149325173092,7.360951606747596,-0.9297685057567344,False,False,False,True,False,uncovered_boundary,False,boundary_evidence
target_030|mid_arena|U1_single_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_mid_arena_U1_single_fan_W1_dp1,12.035662691155757,6.2283228093587395,2.9178362099009734,-0.21453308611023125,7.140977000419172,-3.4832104713713203,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_030|mid_arena|U1_single_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_mid_arena_U1_single_fan_W2_dp1,16.632244640116774,6.313907201178063,2.022879289736991,-0.3881266861201915,8.441294235075292,-3.5917897947409276,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_030|mid_arena|U4_four_fan|W1|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_mid_arena_U4_four_fan_W1_dp1,12.126850723904969,6.26757264182494,3.013446407481821,-0.3563604402982099,7.255734644018143,-3.5222382191029116,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_030|mid_arena|U4_four_fan|W2|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_mid_arena_U4_four_fan_W2_dp1,11.84682262288425,6.213797634625157,3.010273084591737,-0.319646273852515,7.223448375217732,-3.468683950626648,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_030|mid_arena|none|W0|dp1,3,boundary_evidence,boundary_evidence,bank_yaw_energy_retaining,bank_yaw_energy_retaining_030_mid_arena_none_W0_dp1,11.196537437663334,6.280590058680883,3.2732911751788047,-0.556149325173092,7.360951606747596,-3.5297685057567385,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_none|favourable|U1_single_fan|W1|dp1,3,updraft_assisted_commandable,updraft_assisted_commandable,glide,glide_none_favourable_U1_single_fan_W1_dp1,0.0,3.250997367771568,0.1625498683885784,0.26985399258006826,6.867504952927838,0.10000000000000009,False,False,True,False,False,covered_by_existing_envelope,False,none
target_none|favourable|U1_single_fan|W2|dp1,3,updraft_assisted_commandable,updraft_assisted_commandable,glide,glide_none_favourable_U1_single_fan_W2_dp1,0.0,3.2033213676086496,0.1601564283499607,-0.09855638432765224,6.274391109694213,0.10000000000000009,False,False,True,False,False,covered_by_existing_envelope,False,none
target_none|favourable|U4_four_fan|W1|dp1,3,updraft_assisted_commandable,updraft_assisted_commandable,recovery,recovery_none_favourable_U4_four_fan_W1_dp1,0.0,4.172808772122652,0.20864043860613266,-0.10848014995300037,6.6795190797217305,0.10000000000000009,False,False,True,False,False,covered_by_existing_envelope,False,none
target_none|favourable|U4_four_fan|W2|dp1,3,updraft_assisted_commandable,updraft_assisted_commandable,recovery,recovery_none_favourable_U4_four_fan_W2_dp1,0.0,4.1065654300560315,0.24364226907495115,-0.06546686942642843,6.329360645149813,0.10000000000000009,False,False,True,False,False,covered_by_existing_envelope,False,none
target_none|favourable|none|W0|dp1,3,w0_standalone_commandable,w0_standalone_commandable,recovery,recovery_none_favourable_none_W0_dp1,0.0,4.157090496631371,0.20785452483156855,-0.34743000716897043,6.696190418681323,0.10000000000000009,True,False,False,False,False,covered_by_existing_envelope,False,none
target_none|mid_arena|U1_single_fan|W1|dp1,3,boundary_evidence,boundary_evidence,recovery,recovery_none_mid_arena_U1_single_fan_W1_dp1,0.0,4.139031852380862,0.2069515926190431,-0.02014236084302201,6.530856535210911,-1.4390318523808627,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_none|mid_arena|U1_single_fan|W2|dp1,3,boundary_evidence,boundary_evidence,recovery,recovery_none_mid_arena_U1_single_fan_W2_dp1,0.0,4.100658893709314,0.20501855608097488,-0.11253569400627761,7.3260274770616824,-1.4003711216194983,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_none|mid_arena|U4_four_fan|W1|dp1,3,boundary_evidence,boundary_evidence,recovery,recovery_none_mid_arena_U4_four_fan_W1_dp1,0.0,4.160508731836865,0.20802543659184325,-0.16400297259569196,6.6358531143526,-1.4605087318368657,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_none|mid_arena|U4_four_fan|W2|dp1,3,boundary_evidence,boundary_evidence,recovery,recovery_none_mid_arena_U4_four_fan_W2_dp1,0.0,4.137876570514694,0.20688593626611285,-0.12874444130460194,6.540487566086183,-1.4377187253222576,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
target_none|mid_arena|none|W0|dp1,3,boundary_evidence,boundary_evidence,recovery,recovery_none_mid_arena_none_W0_dp1,0.0,4.157090496631369,0.20785452483156847,-0.34743000716897043,6.696190418681323,-1.4570904966313698,False,False,False,True,False,uncovered_governor_reject,False,entry_clearance_insufficient
