primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_inflight_only_6e5db12749da,lqrta_glide_ab9609c4a806,glide,0,glide_w01_q0.5_r0.5_000,ready,
primvar_glide_inflight_only_d3d1c4822d87,lqrta_glide_a3a828369a8f,glide,1,glide_w01_q0.5_r0.75_001,ready,
primvar_glide_inflight_only_3b8b7f863485,lqrta_glide_712435902d31,glide,2,glide_w01_q0.5_r1_002,ready,
primvar_glide_inflight_only_11c66f2319db,lqrta_glide_8b3da27a1283,glide,3,glide_w01_q0.5_r1.5_003,ready,
primvar_glide_inflight_only_7bf26b5e630a,lqrta_glide_8ea1ddbfb084,glide,4,glide_w01_q0.5_r2_004,ready,
primvar_glide_inflight_only_9d1f141056b5,lqrta_glide_b2259015ac05,glide,5,glide_w01_q0.5_r3_005,ready,
primvar_glide_inflight_only_ed714121af2e,lqrta_glide_7c439f9fefba,glide,6,glide_w01_q0.75_r0.5_006,ready,
primvar_glide_inflight_only_17896d12fa60,lqrta_glide_ae215791bc0c,glide,7,glide_w01_q0.75_r0.75_007,ready,
primvar_glide_inflight_only_56e2b8f06b33,lqrta_glide_fd55a76783bf,glide,8,glide_w01_q0.75_r1_008,ready,
primvar_glide_inflight_only_a133053f9e0c,lqrta_glide_b10f67fac8a2,glide,9,glide_w01_q0.75_r1.5_009,ready,
primvar_glide_inflight_only_a01e608aa658,lqrta_glide_9ecd4429710d,glide,10,glide_w01_q0.75_r2_010,ready,
primvar_glide_inflight_only_f252094e5f11,lqrta_glide_a311df02b115,glide,11,glide_w01_q0.75_r3_011,ready,
primvar_glide_inflight_only_98a21aab2434,lqrta_glide_a7a98524f1d3,glide,12,glide_w01_q1_r0.5_012,ready,
primvar_glide_inflight_only_467f4fe3befd,lqrta_glide_290078c9371b,glide,13,glide_w01_q1_r0.75_013,ready,
primvar_glide_inflight_only_8e4761b111da,lqrta_glide_af957e62cea5,glide,14,glide_w01_q1_r1_014,ready,
primvar_glide_inflight_only_b0b55461bad8,lqrta_glide_c9085fa3e527,glide,15,glide_w01_q1_r1.5_015,ready,
primvar_glide_inflight_only_24e665618761,lqrta_glide_6be7e0a6a178,glide,16,glide_w01_q1_r2_016,ready,
primvar_glide_inflight_only_462d0aafe0d7,lqrta_glide_d4cc76a5c3d0,glide,17,glide_w01_q1_r3_017,ready,
primvar_glide_inflight_only_2fe6d9964061,lqrta_glide_74f7c8fdfb2f,glide,18,glide_w01_q1.5_r0.5_018,ready,
primvar_glide_inflight_only_37626a7a2556,lqrta_glide_b8297dea8932,glide,19,glide_w01_q1.5_r0.75_019,ready,
primvar_glide_inflight_only_d259714ea187,lqrta_glide_2cea10801d6d,glide,20,glide_w01_q1.5_r1_020,ready,
primvar_glide_inflight_only_126b47074599,lqrta_glide_88d3681ba0bb,glide,21,glide_w01_q1.5_r1.5_021,ready,
primvar_glide_inflight_only_25cc2c908a7d,lqrta_glide_2925622d74ff,glide,22,glide_w01_q1.5_r2_022,ready,
primvar_glide_inflight_only_377ffa3b39b9,lqrta_glide_77a2c68f23a3,glide,23,glide_w01_q1.5_r3_023,ready,
primvar_glide_inflight_only_f15908038191,lqrta_glide_d14e327b9021,glide,24,glide_w01_q2_r0.5_024,ready,
primvar_glide_inflight_only_9807040a9087,lqrta_glide_20c193529993,glide,25,glide_w01_q2_r0.75_025,ready,
