seed,solve_kind,candidate_variant,target_requested_deg,success,feasibility_label,failure_reason,score,target_heading_deg,direction,wind_case,allow_high_alpha,allow_safety_slack,duration_s,sample_count,objective_value,dynamics_defect_max,slack_max,slack_nonzero,unwrapped_heading_change_deg,actual_heading_change_deg,directed_heading_change_deg,heading_threshold_deg,heading_gate_passed,min_wall_distance_m,min_floor_margin_m,min_ceiling_margin_m,inside_true_safety_volume,terminal_z_w_m,terminal_speed_m_s,terminal_abs_phi_deg,terminal_abs_theta_deg,terminal_abs_alpha_deg,terminal_abs_beta_deg,terminal_rate_norm_rad_s,terminal_surface_error_norm_rad,max_abs_phi_deg,max_abs_theta_deg,max_abs_rate_rad_s,max_alpha_deg,max_beta_deg,saturation_fraction,command_norm_max_abs,exit_recoverable_gate,solver_return_status,initial_guess_name,solver_name
1,hard,baseline,0.0,True,accepted_low_alpha,,0.9999999999992658,0.0,left,w0,False,False,0.45,19,0.0,0.0,0.0,False,1.8354846139751254e-13,1.7053025658242404e-13,-1.8354846139751254e-13,0.0,True,0.25,2.4039646184881844,0.2999999999999998,True,2.4039646184881844,6.500000000530032,4.771378117310879e-13,2.7549412678959215,3.0538344833650757,2.654279419074764e-13,1.7176172819678341e-09,0.0,4.771378117310879e-13,2.7549412678959215,1.7176172819678341e-09,3.053834490775539,2.654279419074764e-13,0.0,0.19214805292042555,True,Smoke_Succeeded,trim_glide,casadi_ipopt
1,hard,baseline,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-1331.3882212861895,30.0,left,w0,False,False,0.81,19,inf,0.0,0.0,False,310.5970553215474,-49.40294467845263,-310.5970553215474,24.0,True,0.25,-0.9986451040027701,0.2999999999999998,False,-0.9986451040027701,7.125196776241082,179.43749069181197,140.89752276779524,33.913452558373926,18.19773957496199,5.4330479469262505,0.25091791916013384,352.0165511405557,140.89752276779524,6.551223755449872,33.913452558373926,38.31496275921312,0.37037037037037035,1.0,False,solver_exception,template_seed,casadi_ipopt
1,hard,baseline,30.0,True,accepted_low_alpha,,24.172644710071104,30.0,left,w0,False,False,0.6012417381641925,19,0.6969988632005829,1.5777329664956596e-08,0.0,False,-28.293163149683984,-28.293163149683977,28.293163149683984,24.0,True,0.25,2.5263011311490597,0.2999999999999998,True,2.5263011311490597,6.08297857579008,1.838765724115357,0.32521168302759934,4.8362953644871185,25.143698311128077,1.2289568285903856,0.18250845115795356,7.41268601442464,3.18546385294173,1.7031921904527538,4.8362953644871185,25.143698311128077,0.0,0.765282869745644,True,Solve_Succeeded,bank_yaw_seed,casadi_ipopt
1,hard_recovery065,recovery065,30.0,True,accepted_low_alpha,,15.452603626431909,30.0,left,w0,False,False,0.7799998954336941,19,1.3743360054945648,6.23456619663898e-10,0.0,False,-26.134312924179614,-26.134312924179625,26.134312924179614,24.0,True,0.22883806036044074,2.1947405362773735,0.2999999999999998,True,2.1947405362773735,6.346502557325165,2.296136988150077,1.3175133314554985,3.1028576426285968,7.326796559972991,0.03802751045736521,0.05168245399830455,25.932917660251288,4.209892078717284,2.205705146107527,4.533881615713133,7.522509297698237,0.0,0.7012778203852098,True,Solve_Succeeded,template_seed,casadi_ipopt
1,hard_recovery080,recovery080,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-1331.3882212861895,30.0,left,w0,False,False,0.81,19,inf,0.0,0.0,False,310.5970553215474,-49.40294467845263,-310.5970553215474,24.0,True,0.25,-0.9986451040027701,0.2999999999999998,False,-0.9986451040027701,7.125196776241082,179.43749069181197,140.89752276779524,33.913452558373926,18.19773957496199,5.4330479469262505,0.25091791916013384,352.0165511405557,140.89752276779524,6.551223755449872,33.913452558373926,38.31496275921312,0.37037037037037035,1.0,False,solver_exception,template_seed,casadi_ipopt
1,hard_recovery080,recovery080,30.0,True,accepted_low_alpha,,14.352172677719153,30.0,left,w0,False,False,0.8031129500393083,19,1.449710480920372,6.531448715207944e-10,0.0,False,-25.988042923758805,-25.988042923758798,25.988042923758805,24.0,True,0.10000032731409281,2.1842589792230878,0.2999999999999998,True,2.1842589792230878,6.3410264726413965,1.9524541697974755,1.141269601416171,3.184648017911742,6.09716250833189,0.03480168384976465,0.045329115100984765,26.91992929976961,4.006015741836232,2.2557962955487665,4.567131075138011,6.269814673262831,0.0,0.7169285789437018,True,Solve_Succeeded,bank_yaw_seed,casadi_ipopt
1,hard_latency075,latency075,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-1331.3882212861895,30.0,left,w0,False,False,0.81,19,inf,0.0,0.0,False,310.5970553215474,-49.40294467845263,-310.5970553215474,24.0,True,0.25,-0.9986451040027701,0.2999999999999998,False,-0.9986451040027701,7.125196776241082,179.43749069181197,140.89752276779524,33.913452558373926,18.19773957496199,5.4330479469262505,0.25091791916013384,352.0165511405557,140.89752276779524,6.551223755449872,33.913452558373926,38.31496275921312,0.37037037037037035,1.0,False,solver_exception,template_seed,casadi_ipopt
1,hard_latency075,latency075,30.0,True,accepted_low_alpha,,15.6921273054004,30.0,left,w0,False,False,0.805503573574027,19,1.4094225509315246,6.67131683229627e-10,0.0,False,-26.32303152776126,-26.32303152776126,26.32303152776126,24.0,True,0.10000038198030126,2.2135479224149135,0.2999999999999998,True,2.2135479224149135,6.30034152779726,2.0946570833951452,1.2179251487691112,3.1726094726444223,6.321516958158001,0.03965488744702755,0.047267116466366554,26.645983757836664,3.543605409412286,2.2223732070799223,4.554831093180371,6.498859587461861,0.0,0.7167395106034337,True,Solve_Succeeded,bank_yaw_seed,casadi_ipopt
1,hard_latency090,latency090,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-2067.534477715484,30.0,left,w0,False,False,0.88,19,inf,0.0,0.0,False,494.633619428871,134.63361942887104,-494.633619428871,24.0,True,0.25,-1.490817862157541,0.2999999999999998,False,-1.490817862157541,6.466504072709211,365.9654691662446,20.74638678974721,40.71616709951489,17.72966066159315,5.545538986851325,0.2566105153261691,525.082120516726,86.69083742610131,6.578246154967189,40.71616709951489,45.21533017990061,0.37037037037037035,1.0,False,solver_exception,template_seed,casadi_ipopt
1,hard_latency090,latency090,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-619.9484338894106,30.0,left,w0,False,False,0.88,19,inf,0.0,0.0,False,132.73710847235265,132.73710847235265,-132.73710847235265,24.0,True,0.25,1.5999420524861983,0.2999999999999998,True,1.5999420524861983,4.605728142842105,80.91911878346626,9.416614535444069,77.01051656772704,57.241418028814884,3.6376046955811026,0.34098454917976206,96.20123292472988,26.42167458541429,4.976664011436744,77.01051656772704,58.56073684378789,0.2222222222222222,1.0,False,solver_exception,bank_yaw_seed,casadi_ipopt
1,hard_latency105,latency105,30.0,False,solver_failure,"solver_failure: Error in Opti::solve [OptiNode] at .../casadi/core/optistack.cpp:217:
.../casadi/core/optistack_internal.cpp:1338: Assertion ""return_success(accept_limit)"" failed:
Solver failed. You may use opti.debug.value to investigate the latest values of variables. return_status is 'Maximum_Iterations_Exceeded'",-5601.126578962878,30.0,left,w0,False,False,1.03,19,inf,0.0,0.0,False,1378.0316447407195,-61.96835525928054,-1378.0316447407195,24.0,True,0.25,-1.4525469912395716,0.2999999999999998,False,-1.4525469912395716,5.2338062481441225,1232.0320163381389,169.54323068100635,43.954039123773654,7.822964774564447,5.028778419755687,0.264137276565634,1597.4424018009315,169.54323068100635,6.390908223667447,43.954039123773654,47.9708267108388,0.37037037037037035,1.0,False,solver_exception,template_seed,casadi_ipopt
