primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,reference_pitch_bias_rad,reference_bank_bias_rad,reference_speed_bias_m_s,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c000_boundary_near,candidate_transition_energy_retaining_bank_c000_boundary_near,0,energy_retaining_bank_robust_anchor_nominal_ref_nominal_000,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",11,0.36666666666666664,0.2636925933033755,6,0.2,0.30787720517163697,0.3,0.15392667496672774,3,0.004306121401923085,0.004306121401923085,0.018000000000000002,0.18000000000000002,0.06800000000000002,0.6800000000000002,0.45999999999999996,"{""boundary_near"":13,""hard_failure"":6,""safe_terminal"":11}",True,0.2,0.55,2,0.06548985164032146,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c000_inflight_stable,candidate_transition_energy_retaining_bank_c000_inflight_stable,0,energy_retaining_bank_robust_anchor_nominal_ref_nominal_000,0.0,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",114,0.95,0.9179284383226564,0,0.0,0.013469430706092814,0.875,0.7930026789594923,3,0.03969967365481752,0.03969967365481752,0.040499999999999994,0.4049999999999999,0.10000000000000002,1.0,0.6066666666666666,"{""boundary_near"":102,""inflight_stable"":12,""recoverable_degraded"":6}",True,0.35,0.45,3,0.6723001768210422,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c000_launch_gate,candidate_transition_energy_retaining_bank_c000_launch_gate,0,energy_retaining_bank_robust_anchor_nominal_ref_nominal_000,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",64,0.5333333333333333,0.4749827700657441,0,0.0,0.013469430706092814,0.5,0.40081797808754616,3,0.00038305997947033523,0.00038305997947033523,0.0011666666666666668,0.011666666666666667,0.10000000000000002,1.0,0.8450000000000001,"{""boundary_near"":56,""inflight_stable"":25,""post_launch_degraded"":39}",True,0.35,0.45,3,0.30281145773781637,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c000_recoverable_degraded,candidate_transition_energy_retaining_bank_c000_recoverable_degraded,0,energy_retaining_bank_robust_anchor_nominal_ref_nominal_000,0.0,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",7,0.23333333333333334,0.14990850613358586,0,0.0,0.05178517244866997,0.2,0.08632349609749265,3,0.02634534098378929,0.02634534098378929,0.035333333333333335,0.35333333333333333,0.10000000000000003,1.0,0.9266666666666666,"{""boundary_near"":17,""inflight_stable"":7,""recoverable_degraded"":6}",True,0.2,0.55,2,0.05922410133431519,False,success_lcb_below_threshold,False,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c001_boundary_near,candidate_transition_energy_retaining_bank_c001_boundary_near,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c001_inflight_stable,candidate_transition_energy_retaining_bank_c001_inflight_stable,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",110,0.9166666666666666,0.8784904308458859,0,0.0,0.013469430706092814,0.85,0.7640715120058362,3,0.03153623241172749,0.03153623241172749,0.03966666666666666,0.3966666666666666,0.10000000000000002,1.0,0.685,"{""boundary_near"":103,""inflight_stable"":7,""recoverable_degraded"":10}",True,0.35,0.45,3,0.6357566951937781,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c001_launch_gate,candidate_transition_energy_retaining_bank_c001_launch_gate,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.00034593062436890363,0.00034593062436890363,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,4,selected_for_r7,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c001_recoverable_degraded,candidate_transition_energy_retaining_bank_c001_recoverable_degraded,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",5,0.16666666666666666,0.09738157006045746,0,0.0,0.05178517244866997,0.1,0.030450639529986546,3,0.025389735464618122,0.025389735464618122,0.03866666666666667,0.38666666666666666,0.10000000000000003,1.0,0.9866666666666667,"{""boundary_near"":21,""inflight_stable"":5,""recoverable_degraded"":4}",True,0.2,0.55,2,0.01473082129534288,False,success_lcb_below_threshold,False,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c002_boundary_near,candidate_transition_energy_retaining_bank_c002_boundary_near,2,energy_retaining_bank_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,-0.02,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",14,0.4666666666666667,0.3548510683411802,4,0.13333333333333333,0.23197425612906256,0.4,0.2297293211789324,3,0.0025386807080338644,0.0025386807080338644,0.018666666666666668,0.18666666666666668,0.06400000000000002,0.6400000000000001,0.4666666666666667,"{""boundary_near"":12,""hard_failure"":4,""safe_terminal"":14}",True,0.2,0.55,2,0.15484349691573376,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c002_inflight_stable,candidate_transition_energy_retaining_bank_c002_inflight_stable,2,energy_retaining_bank_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,-0.02,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",109,0.9083333333333333,0.868895617366413,0,0.0,0.013469430706092814,0.85,0.7640715120058362,3,0.04499548079293199,0.04499548079293199,0.04516666666666667,0.45166666666666666,0.10000000000000002,1.0,0.5833333333333334,"{""boundary_near"":100,""inflight_stable"":9,""recoverable_degraded"":11}",True,0.35,0.45,3,0.6447421392848551,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
