primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,reference_pitch_bias_rad,reference_bank_bias_rad,reference_speed_bias_m_s,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c002_launch_gate,candidate_transition_energy_retaining_bank_c002_launch_gate,2,energy_retaining_bank_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,-0.02,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",62,0.5166666666666667,0.45844505067454727,0,0.0,0.013469430706092814,0.5,0.40081797808754616,3,0.00031881748967010334,0.00031881748967010334,0.0015,0.015,0.10000000000000002,1.0,0.8583333333333333,"{""boundary_near"":58,""inflight_stable"":20,""post_launch_degraded"":42}",True,0.35,0.45,3,0.29254262115701146,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c002_recoverable_degraded,candidate_transition_energy_retaining_bank_c002_recoverable_degraded,2,energy_retaining_bank_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,-0.02,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",8,0.26666666666666666,0.17739464648936784,0,0.0,0.05178517244866997,0.2,0.08632349609749265,3,0.017083480118020498,0.017083480118020498,0.028000000000000004,0.28,0.10000000000000003,1.0,0.9199999999999999,"{""boundary_near"":15,""inflight_stable"":8,""recoverable_degraded"":7}",True,0.2,0.55,2,0.07041529244341843,False,success_lcb_below_threshold,True,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c003_boundary_near,candidate_transition_energy_retaining_bank_c003_boundary_near,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",11,0.36666666666666664,0.2636925933033755,7,0.23333333333333334,0.3443769191723714,0.3,0.15392667496672774,3,0.004142407105091531,0.004142407105091531,0.018666666666666668,0.18666666666666668,0.06400000000000002,0.6400000000000001,0.4866666666666667,"{""boundary_near"":12,""hard_failure"":7,""safe_terminal"":11}",True,0.2,0.55,2,0.048365246977047936,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c003_inflight_stable,candidate_transition_energy_retaining_bank_c003_inflight_stable,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.0,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",117,0.975,0.9493861021113831,0,0.0,0.013469430706092814,0.975,0.9201370958006012,3,0.03321705046129721,0.03321705046129721,0.03816666666666667,0.38166666666666665,0.10000000000000002,1.0,0.5933333333333334,"{""boundary_near"":103,""inflight_stable"":14,""recoverable_degraded"":3}",True,0.35,0.45,3,0.7145471796203782,True,,False,True,6,selected_for_r7,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c003_launch_gate,candidate_transition_energy_retaining_bank_c003_launch_gate,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",74,0.6166666666666667,0.5586462015418173,0,0.0,0.013469430706092814,0.6,0.49880740272592594,3,0.00030829787418796894,0.00030829787418796894,0.0018333333333333333,0.018333333333333333,0.10000000000000002,1.0,0.8333333333333334,"{""boundary_near"":46,""inflight_stable"":31,""post_launch_degraded"":43}",True,0.35,0.45,3,0.36991675376680444,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c003_recoverable_degraded,candidate_transition_energy_retaining_bank_c003_recoverable_degraded,3,energy_retaining_bank_robust_anchor_rate_damped_ref_damped_level_003,0.0,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",4,0.13333333333333333,0.07266820366662875,0,0.0,0.05178517244866997,0.0,0.0,2,0.023189992640224096,0.023189992640224096,0.03666666666666667,0.36666666666666664,0.10000000000000003,1.0,0.92,"{""boundary_near"":16,""inflight_stable"":4,""recoverable_degraded"":10}",True,0.2,0.55,2,0.000495034256967064,False,success_lcb_below_threshold,False,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c004_boundary_near,candidate_transition_energy_retaining_bank_c004_boundary_near,4,energy_retaining_bank_robust_anchor_surface_conservative_ref_conservative_level_004,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",10,0.3333333333333333,0.23434306421233628,9,0.3,0.41515280910704494,0.3,0.15392667496672774,3,0.002483854094004904,0.002483854094004904,0.013333333333333332,0.1333333333333333,0.06733333333333334,0.6733333333333333,0.29333333333333333,"{""boundary_near"":11,""hard_failure"":9,""safe_terminal"":10}",True,0.2,0.55,2,0.025618922532065283,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c004_inflight_stable,candidate_transition_energy_retaining_bank_c004_inflight_stable,4,energy_retaining_bank_robust_anchor_surface_conservative_ref_conservative_level_004,0.0,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",117,0.975,0.9493861021113831,0,0.0,0.013469430706092814,0.975,0.9201370958006012,3,0.029515428728958744,0.029515428728958744,0.03833333333333334,0.38333333333333336,0.10000000000000002,1.0,0.51,"{""boundary_near"":110,""inflight_stable"":7,""recoverable_degraded"":3}",True,0.35,0.45,3,0.722593684113811,True,,True,True,1,selected_for_r7,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c004_launch_gate,candidate_transition_energy_retaining_bank_c004_launch_gate,4,energy_retaining_bank_robust_anchor_surface_conservative_ref_conservative_level_004,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",65,0.5416666666666666,0.48327561916021194,0,0.0,0.013469430706092814,0.475,0.3769208562518602,3,0.00022150781199548896,0.00022150781199548896,0.0008333333333333334,0.008333333333333333,0.10000000000000002,1.0,0.8366666666666667,"{""boundary_near"":55,""inflight_stable"":25,""post_launch_degraded"":40}",True,0.35,0.45,3,0.3032436118225557,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c004_recoverable_degraded,candidate_transition_energy_retaining_bank_c004_recoverable_degraded,4,energy_retaining_bank_robust_anchor_surface_conservative_ref_conservative_level_004,0.0,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",5,0.16666666666666666,0.09738157006045746,0,0.0,0.05178517244866997,0.1,0.030450639529986546,3,0.019687507270037798,0.019687507270037798,0.029333333333333333,0.29333333333333333,0.10000000000000003,1.0,0.9266666666666669,"{""boundary_near"":20,""inflight_stable"":5,""recoverable_degraded"":5}",True,0.2,0.55,2,0.015493931809218209,False,success_lcb_below_threshold,False,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c005_boundary_near,candidate_transition_energy_retaining_bank_c005_boundary_near,5,energy_retaining_bank_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.018,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",13,0.43333333333333335,0.323966994094523,4,0.13333333333333333,0.23197425612906256,0.4,0.2297293211789324,3,0.0023539451469607587,0.0023539451469607587,0.011333333333333334,0.11333333333333334,0.06400000000000002,0.6400000000000001,0.56,"{""boundary_near"":13,""hard_failure"":4,""safe_terminal"":13}",True,0.2,0.55,2,0.124838782523965,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c005_inflight_stable,candidate_transition_energy_retaining_bank_c005_inflight_stable,5,energy_retaining_bank_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.018,0.0,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",117,0.975,0.9493861021113831,0,0.0,0.013469430706092814,0.95,0.8855752591662762,3,0.03149765731307634,0.03149765731307634,0.04066666666666666,0.4066666666666666,0.10000000000000002,1.0,0.6783333333333332,"{""boundary_near"":103,""inflight_stable"":14,""recoverable_degraded"":3}",True,0.35,0.45,3,0.7002128729786912,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c005_launch_gate,candidate_transition_energy_retaining_bank_c005_launch_gate,5,energy_retaining_bank_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.018,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",69,0.575,0.5166085009061083,0,0.0,0.013469430706092814,0.525,0.42495344155773185,3,0.0004914663009984116,0.0004914663009984116,0.0025000000000000005,0.025000000000000005,0.10000000000000002,1.0,0.8933333333333332,"{""boundary_near"":51,""inflight_stable"":36,""post_launch_degraded"":33}",True,0.35,0.45,3,0.32637687635954,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c005_recoverable_degraded,candidate_transition_energy_retaining_bank_c005_recoverable_degraded,5,energy_retaining_bank_robust_anchor_surface_aggressive_ref_agile_pitch_up_005,0.018,0.0,0.0,recoverable_degraded,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",1,0.03333333333333333,0.010037668691982084,0,0.0,0.05178517244866997,0.0,0.0,1,0.023536771319392573,0.023536771319392573,0.038000000000000006,0.38000000000000006,0.10000000000000003,1.0,0.9600000000000001,"{""boundary_near"":20,""inflight_stable"":1,""recoverable_degraded"":9}",True,0.2,0.55,2,-0.037250415444505094,False,success_lcb_below_threshold;insufficient_useful_environment_count,False,False,,ineligible,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c006_boundary_near,candidate_transition_energy_retaining_bank_c006_boundary_near,6,energy_retaining_bank_robust_anchor_balanced_robust_ref_left_bias_006,0.0,-0.055,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",12,0.4,0.29357538812862677,6,0.2,0.30787720517163697,0.3,0.15392667496672774,3,0.005180456399896976,0.005180456399896976,0.015333333333333334,0.15333333333333332,0.06666666666666668,0.6666666666666667,0.37333333333333335,"{""boundary_near"":12,""hard_failure"":6,""safe_terminal"":12}",True,0.2,0.55,2,0.08867948896067371,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
energy_retaining_bank,energy_retaining_bank,transition_object,candidate_transition_energy_retaining_bank_c006_inflight_stable,candidate_transition_energy_retaining_bank_c006_inflight_stable,6,energy_retaining_bank_robust_anchor_balanced_robust_ref_left_bias_006,0.0,-0.055,0.0,inflight_stable,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",115,0.9583333333333334,0.9281608063945446,0,0.0,0.013469430706092814,0.9,0.8227052394182166,3,0.025695012036674778,0.025695012036674778,0.036833333333333336,0.36833333333333335,0.10000000000000002,1.0,0.5516666666666666,"{""boundary_near"":107,""inflight_stable"":8,""recoverable_degraded"":5}",True,0.35,0.45,3,0.6861346918571778,True,,False,False,,eligible_not_selected,r5_transition_robust_qr_reference_training_v2,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration - 0.35*hard_failure_ucb - 0.10*saturation_mean
