model_id,split,regime,sample_count,throw_count,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,roll_mae_deg,pitch_mae_deg,yaw_mae_deg
baseline_active,train,attached,2070,57,0.2382523506,0.4040654971,0.3541660878,0.4747679932,6.466706806,10.84754725,5.058597557
baseline_active,train,transition,6603,57,0.3188673603,0.5166674433,0.477848038,0.696750379,8.3495288,19.80625641,8.392853662
baseline_active,train,post_stall,916,19,0.5429723482,0.8294538681,0.492783535,0.6336145138,11.21294729,19.68673101,8.516850363
baseline_active,heldout,attached,357,10,0.2603223891,0.4603466757,0.2914117445,0.4125549205,6.240951625,9.499279519,2.404612963
baseline_active,heldout,transition,1300,10,0.3616078082,0.6299131641,0.4879097449,0.6956832167,9.912780128,20.24692378,8.354792873
baseline_active,heldout,post_stall,121,3,0.7545012171,0.9487697792,0.9983902213,1.20508386,8.354265986,30.60117399,6.010772403
coefficient_candidate,train,attached,2070,57,0.2394466494,0.4049002738,0.3473240627,0.4676434162,6.935066306,10.51791554,5.156963403
coefficient_candidate,train,transition,6603,57,0.313831852,0.5160547142,0.4733353198,0.6916552266,8.367643555,19.42313227,8.633451068
coefficient_candidate,train,post_stall,916,19,0.5296851758,0.8297505257,0.4903989955,0.6311592778,11.09351929,18.03426315,8.998982098
coefficient_candidate,heldout,attached,357,10,0.2603218676,0.4603467191,0.2914120433,0.4125565915,6.24096579,9.498909701,2.404671747
coefficient_candidate,heldout,transition,1300,10,0.3509973371,0.6290556908,0.482038543,0.6898647339,9.923180009,19.90369761,8.650523978
coefficient_candidate,heldout,post_stall,121,3,0.7545012171,0.9487697792,0.9983902213,1.20508386,8.354265986,30.60117399,6.010772403
lateral_diagnostic_candidate,train,attached,2070,57,0.1304826413,0.4020389139,0.3158740134,0.4265490052,6.909967779,10.05695021,40.81741491
lateral_diagnostic_candidate,train,transition,6603,57,0.1789054097,0.4138855513,0.4374775435,0.6366813671,12.9467186,21.41549566,46.33810092
lateral_diagnostic_candidate,train,post_stall,916,19,0.2927639332,0.5519339168,0.3950129554,0.5135297834,18.76401113,22.2303631,44.61476788
lateral_diagnostic_candidate,heldout,attached,357,10,0.1067412133,0.4431381371,0.2202007423,0.3263816937,5.901321057,7.766736445,33.57451283
lateral_diagnostic_candidate,heldout,transition,1300,10,0.2033093883,0.5075400469,0.4359951671,0.6193341834,13.03771716,21.10819218,47.14125105
lateral_diagnostic_candidate,heldout,post_stall,121,3,0.4069353634,0.8865645637,0.8675596842,1.047565376,14.10826528,29.14574394,79.49318986
