path,byte_count,size_mb,above_75mb,above_100mb,under_100mb
chunk_manifests/w3_generalisation_rows/c00000.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00001.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00002.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00003.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00004.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00005.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00006.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00007.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00008.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00009.json,347,0.00033092498779296875,False,False,True
chunk_manifests/w3_generalisation_rows/c00010.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00011.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00012.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00013.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00014.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00015.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00016.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00017.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00018.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00019.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00020.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00021.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00022.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00023.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00024.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00025.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00026.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00027.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00028.json,348,0.000331878662109375,False,False,True
chunk_manifests/w3_generalisation_rows/c00029.json,348,0.000331878662109375,False,False,True
manifests/table_manifest.json,228335,0.2177572250366211,False,False,True
metrics/blocked_or_approximate_ratio_summary.csv,94,8.96453857421875e-05,False,False,True
metrics/coverage_summary.csv,1142,0.0010890960693359375,False,False,True
