library_size_case_id,primitive_id,entry_role,transition_entry_class,transition_object_id,primitive_variant_id,selection_algorithm,medoid_selection_reason,selection_rank_order,coverage_marginal_gain,coverage_worst_case,coverage_breadth,medoid_quality_score,medoid_design_centrality,medoid_distance_to_group_center,medoid_redundancy_penalty,robustness_environment_modes_seen,robustness_start_families_seen,robustness_active_fan_counts_seen,robustness_speed_bins_seen,local_lqr_speed_bin_id,local_lqr_reference_speed_m_s
heavy_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_14054a44834b__entry_boundary_near,primvar_energy_retaining_bank_transition_object_14054a44834b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.20377122026529493,0.0953961853370238,5.652765510553836,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_a48ca494414b__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_a48ca494414b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2775850092067575,0.13815357805527098,3.8499969850304177,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
heavy_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_6ec7c5c41896__entry_launch_gate,primvar_energy_retaining_bank_transition_object_6ec7c5c41896,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.2075391639088932,0.0908678295652337,2.901512786847562,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_a39bed06168d__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_a39bed06168d,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04785714285714286,0.0,0.04785714285714286,0.21587090011693866,0.16491512524906204,3.8103683921307097,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_2p5_m_s,speed_bin_2p5_m_s,2.5
heavy_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_26c0c0da3220__entry_boundary_near,primvar_glide_transition_object_26c0c0da3220,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.2267337101978932,0.12267504360716164,3.9406092156163,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,glide,transition_object,inflight_stable,primvar_glide_transition_object_e0f4858995fd__entry_inflight_stable,primvar_glide_transition_object_e0f4858995fd,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2791512591368335,0.15341735327309677,2.9282866220447863,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,glide,transition_object,launch_gate,primvar_glide_transition_object_fbb060630006__entry_launch_gate,primvar_glide_transition_object_fbb060630006,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.219203703310489,0.12221910593444434,3.97115323233495,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,lift_dwell_arc,transition_object,boundary_near,primvar_lift_dwell_arc_transition_object_2a54829d66c4__entry_boundary_near,primvar_lift_dwell_arc_transition_object_2a54829d66c4,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.19809462822438256,0.07884005513736847,7.77026424610275,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,lift_dwell_arc,transition_object,inflight_stable,primvar_lift_dwell_arc_transition_object_c0ed185f3ecd__entry_inflight_stable,primvar_lift_dwell_arc_transition_object_c0ed185f3ecd,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2841757804893589,0.20499732387256303,2.2268714889440826,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,lift_dwell_arc,transition_object,launch_gate,primvar_lift_dwell_arc_transition_object_c46f9c243b72__entry_launch_gate,primvar_lift_dwell_arc_transition_object_c46f9c243b72,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.1984739287581089,0.04495232016238886,17.18470055179095,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,lift_dwell_arc,transition_object,recoverable_degraded,primvar_lift_dwell_arc_transition_object_578cebd3a2fc__entry_recoverable_degraded,primvar_lift_dwell_arc_transition_object_578cebd3a2fc,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04404761904761905,0.0,0.04404761904761905,0.2309892307943327,0.1997732603242795,2.8765086687480204,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_2p5_m_s,speed_bin_2p5_m_s,2.5
heavy_cluster,lift_entry,transition_object,boundary_near,primvar_lift_entry_transition_object_7080964d60e1__entry_boundary_near,primvar_lift_entry_transition_object_7080964d60e1,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.19495672573360542,0.07543305820187794,8.17448467997759,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,lift_entry,transition_object,inflight_stable,primvar_lift_entry_transition_object_99051e1ebd5a__entry_inflight_stable,primvar_lift_entry_transition_object_99051e1ebd5a,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2832945556136639,0.19631522681753516,2.3906026255376145,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,lift_entry,transition_object,launch_gate,primvar_lift_entry_transition_object_e6de50ce9fa0__entry_launch_gate,primvar_lift_entry_transition_object_e6de50ce9fa0,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.22500620576065472,0.10784594039088997,4.145037292580897,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_6p0_m_s,speed_bin_6p0_m_s,6.0
heavy_cluster,lift_entry,transition_object,recoverable_degraded,primvar_lift_entry_transition_object_aba06f79d625__entry_recoverable_degraded,primvar_lift_entry_transition_object_aba06f79d625,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04785714285714286,0.0,0.04785714285714286,0.21091798768438969,0.15589315491530564,4.102406656561915,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_3p5_m_s,speed_bin_3p5_m_s,3.5
heavy_cluster,mild_turn_left,transition_object,boundary_near,primvar_mild_turn_left_transition_object_2c29bf1c5e74__entry_boundary_near,primvar_mild_turn_left_transition_object_2c29bf1c5e74,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.21416819485593266,0.11833826325909871,4.152115538594477,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,mild_turn_left,transition_object,inflight_stable,primvar_mild_turn_left_transition_object_db35ed6693fe__entry_inflight_stable,primvar_mild_turn_left_transition_object_db35ed6693fe,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.28457265656494285,0.20763132755419064,2.504690802473115,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,mild_turn_left,transition_object,launch_gate,primvar_mild_turn_left_transition_object_c5942d118f74__entry_launch_gate,primvar_mild_turn_left_transition_object_c5942d118f74,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.21289748549068513,0.10695104538312858,4.832367303742336,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,mild_turn_left,transition_object,recoverable_degraded,primvar_mild_turn_left_transition_object_f34c47aea22b__entry_recoverable_degraded,primvar_mild_turn_left_transition_object_f34c47aea22b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04404761904761905,0.0,0.04404761904761905,0.227520441104403,0.16508536342498248,3.6042204218526583,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
heavy_cluster,mild_turn_right,transition_object,boundary_near,primvar_mild_turn_right_transition_object_939eac7bb32e__entry_boundary_near,primvar_mild_turn_right_transition_object_939eac7bb32e,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.22015262226651103,0.14557384171254428,3.285857451465369,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,mild_turn_right,transition_object,inflight_stable,primvar_mild_turn_right_transition_object_808e92af020f__entry_inflight_stable,primvar_mild_turn_right_transition_object_808e92af020f,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25857142857142856,0.0,0.25857142857142856,0.2850577720503595,0.2041491490750234,2.312344075745833,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
heavy_cluster,mild_turn_right,transition_object,launch_gate,primvar_mild_turn_right_transition_object_d62e3ab16a84__entry_launch_gate,primvar_mild_turn_right_transition_object_d62e3ab16a84,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.2021462288461107,0.0619384789370197,10.84421723296266,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,mild_turn_right,transition_object,recoverable_degraded,primvar_mild_turn_right_transition_object_573415e534b5__entry_recoverable_degraded,primvar_mild_turn_right_transition_object_573415e534b5,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04404761904761905,0.0,0.04404761904761905,0.23031436759364765,0.19302462831742903,2.8038414021305775,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
heavy_cluster,recovery,transition_object,boundary_near,primvar_recovery_transition_object_40650ef9133c__entry_boundary_near,primvar_recovery_transition_object_40650ef9133c,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.22857744274045724,0.11025682906080328,4.423337320433044,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,recovery,transition_object,inflight_stable,primvar_recovery_transition_object_b80937febb32__entry_inflight_stable,primvar_recovery_transition_object_b80937febb32,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2730230230272427,0.0931323326027211,6.194067149493859,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
heavy_cluster,recovery,transition_object,launch_gate,primvar_recovery_transition_object_0501a14e687d__entry_launch_gate,primvar_recovery_transition_object_0501a14e687d,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.21034787736496408,0.1439549641255537,3.330192060976413,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
heavy_cluster,recovery,transition_object,recoverable_degraded,primvar_recovery_transition_object_ebdc33610cd1__entry_recoverable_degraded,primvar_recovery_transition_object_ebdc33610cd1,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04404761904761905,0.0,0.04404761904761905,0.23201458864187546,0.2100268387997069,2.600151937219182,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_2p0_m_s,speed_bin_2p0_m_s,2.0
heavy_cluster,safe_exit_or_recovery_handoff,transition_object,boundary_near,primvar_safe_exit_or_recovery_handoff_transition_object_267e88f22b81__entry_boundary_near,primvar_safe_exit_or_recovery_handoff_transition_object_267e88f22b81,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.22530094315504173,0.20705705059810756,2.321248351665242,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
heavy_cluster,safe_exit_or_recovery_handoff,transition_object,inflight_stable,primvar_safe_exit_or_recovery_handoff_transition_object_5110a22da9a3__entry_inflight_stable,primvar_safe_exit_or_recovery_handoff_transition_object_5110a22da9a3,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.28137888040562564,0.1766915699530345,3.2526938190495738,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_8p0_m_s,speed_bin_8p0_m_s,8.0
heavy_cluster,safe_exit_or_recovery_handoff,transition_object,launch_gate,primvar_safe_exit_or_recovery_handoff_transition_object_8863af1e6f29__entry_launch_gate,primvar_safe_exit_or_recovery_handoff_transition_object_8863af1e6f29,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.2242113906547144,0.12187581130961524,4.288835083600568,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_5p5_m_s,speed_bin_5p5_m_s,5.5
balanced_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_55124b0056a0__entry_boundary_near,primvar_energy_retaining_bank_transition_object_55124b0056a0,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.12238095238095237,0.0,0.12238095238095237,0.23473094431708277,0.08681160767296152,6.4564867245911985,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
balanced_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_11a152f85d5b__entry_boundary_near,primvar_energy_retaining_bank_transition_object_11a152f85d5b,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,1,0.013095238095238096,0.0,0.12238095238095237,0.2344193376488004,0.0382409955356231,23.83714291033006,0.08198930079328082,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_3p5_m_s,speed_bin_3p5_m_s,3.5
balanced_cluster,energy_retaining_bank,transition_object,boundary_near,primvar_energy_retaining_bank_transition_object_858f1b00b985__entry_boundary_near,primvar_energy_retaining_bank_transition_object_858f1b00b985,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,2,0.013095238095238096,0.0,0.12238095238095237,0.2139736281094985,0.0762081425667954,9.017045300436191,0.6478317839085399,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
balanced_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_a48ca494414b__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_a48ca494414b,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2775850092067575,0.13815357805527098,3.8499969850304177,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_7p0_m_s,speed_bin_7p0_m_s,7.0
balanced_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_ea433e7aae36__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_ea433e7aae36,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,1,0.023809523809523808,0.0,0.25523809523809526,0.2709069751851126,0.0709745137558878,12.08725515518019,0.07389713532214215,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_7p5_m_s,speed_bin_7p5_m_s,7.499999999999999
balanced_cluster,energy_retaining_bank,transition_object,inflight_stable,primvar_energy_retaining_bank_transition_object_ae04c34c3eff__entry_inflight_stable,primvar_energy_retaining_bank_transition_object_ae04c34c3eff,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,2,0.02261904761904762,0.0,0.2519047619047619,0.25841772913575417,0.12088269122083706,5.255115981439655,0.6278640315503231,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
balanced_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_1ca4b9487516__entry_launch_gate,primvar_energy_retaining_bank_transition_object_1ca4b9487516,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.13380952380952382,0.0,0.13380952380952382,0.23736946872264697,0.039170877702660055,23.251455021117685,0.0,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
balanced_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_59f915f98b46__entry_launch_gate,primvar_energy_retaining_bank_transition_object_59f915f98b46,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,1,0.013095238095238096,0.0,0.13380952380952382,0.21370867019607365,0.052562892436926974,16.74920940925638,0.0017564321861986976,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
balanced_cluster,energy_retaining_bank,transition_object,launch_gate,primvar_energy_retaining_bank_transition_object_60299335b8f8__entry_launch_gate,primvar_energy_retaining_bank_transition_object_60299335b8f8,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,2,0.013095238095238096,0.0,0.13380952380952382,0.23715808958668183,0.06205708634317555,10.612623250992778,0.5026962355061018,dry_air;w3_randomised_four;w3_randomised_single,launch_gate,0;1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
balanced_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_48b05359c690__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_48b05359c690,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.04698412698412698,0.0,0.04698412698412698,0.22851510696945676,0.16824009302530069,3.685485992328719,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_3p0_m_s,speed_bin_3p0_m_s,3.0
balanced_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_9e00ac6c2517__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_9e00ac6c2517,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,1,0.003968253968253968,0.0,0.03436507936507936,0.18701746286645718,0.15886240967656426,4.106991745616302,0.08031283044406545,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_4p5_m_s,speed_bin_4p5_m_s,4.5
balanced_cluster,energy_retaining_bank,transition_object,recoverable_degraded,primvar_energy_retaining_bank_transition_object_0cc526258bb6__entry_recoverable_degraded,primvar_energy_retaining_bank_transition_object_0cc526258bb6,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,2,0.003968253968253968,0.0,0.038174603174603174,0.1894341338623936,0.17435429133465175,3.4042352999832857,0.20604884405415536,dry_air;w3_randomised_four;w3_randomised_single,inflight_recovery_edge,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
balanced_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_6abf004064e6__entry_boundary_near,primvar_glide_transition_object_6abf004064e6,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.1223809523809524,0.0,0.1223809523809524,0.24149260165940606,0.1089736356416796,5.7045369161520165,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_5p0_m_s,speed_bin_5p0_m_s,5.0
balanced_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_a1db0edfcc2b__entry_boundary_near,primvar_glide_transition_object_a1db0edfcc2b,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,1,0.013095238095238096,0.0,0.12238095238095237,0.21984459322871977,0.05378387391542732,16.633151417917812,0.020077621140820456,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_4p0_m_s,speed_bin_4p0_m_s,4.0
balanced_cluster,glide,transition_object,boundary_near,primvar_glide_transition_object_8b9120d22b61__entry_boundary_near,primvar_glide_transition_object_8b9120d22b61,coverage_aware_behavior_qr_medoid_greedy_marginal,greedy_speed_bin_marginal_coverage_medoid,2,0.013095238095238096,0.0,0.12238095238095237,0.22094060904593224,0.11313112886169935,5.297121191820412,0.6869613261332792,dry_air;w3_randomised_four;w3_randomised_single,inflight_boundary_near,0;1;2;3;4,speed_bin_8p0_m_s,speed_bin_8p0_m_s,8.0
balanced_cluster,glide,transition_object,inflight_stable,primvar_glide_transition_object_e0f4858995fd__entry_inflight_stable,primvar_glide_transition_object_e0f4858995fd,coverage_aware_behavior_qr_medoid_greedy_marginal,best_worst_case_coverage_medoid,0,0.25523809523809526,0.0,0.25523809523809526,0.2791512591368335,0.15341735327309677,2.9282866220447863,0.0,dry_air;w3_randomised_four;w3_randomised_single,inflight_lift_region;inflight_nominal,0;1;2;3;4,speed_bin_6p5_m_s,speed_bin_6p5_m_s,6.5
