outer_case_index,outer_case_id,outer_case_type,environment_block_id,environment_block_local_index,environment_block_label,environment_change_family,W_layer,environment_mode,fan_layout_policy,scheduled_fan_layout_count,scheduled_active_fan_count,active_fan_count_policy,fan_position_policy,fan_position_xy_bounds_m,launch_state_seed,environment_seed,common_final_launch_key,start_state_family,launch_sequence_policy,claim_status,episode_id,episode_index,launch_role,library_size_case_id,policy_id,history_length
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h100_final_0001,124,final_heldout,light_cluster,safe_explore_then_exploit_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_light_cluster_safe_explore_then_exploit_h100_final_0002,125,final_heldout,light_cluster,safe_explore_then_exploit_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_no_memory_baseline_final_0000,126,final_heldout,super_light_cluster,no_memory_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_no_memory_baseline_final_0001,127,final_heldout,super_light_cluster,no_memory_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_no_memory_baseline_final_0002,128,final_heldout,super_light_cluster,no_memory_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_empty_frozen_prior_baseline_final_0000,129,final_heldout,super_light_cluster,empty_frozen_prior_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_empty_frozen_prior_baseline_final_0001,130,final_heldout,super_light_cluster,empty_frozen_prior_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_empty_frozen_prior_baseline_final_0002,131,final_heldout,super_light_cluster,empty_frozen_prior_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h0_final_0000,132,final_heldout,super_light_cluster,directional_3d_residual_memory_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h0_final_0001,133,final_heldout,super_light_cluster,directional_3d_residual_memory_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h0_final_0002,134,final_heldout,super_light_cluster,directional_3d_residual_memory_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h5_final_0000,135,final_heldout,super_light_cluster,directional_3d_residual_memory_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h5_final_0001,136,final_heldout,super_light_cluster,directional_3d_residual_memory_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h5_final_0002,137,final_heldout,super_light_cluster,directional_3d_residual_memory_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h10_final_0000,138,final_heldout,super_light_cluster,directional_3d_residual_memory_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h10_final_0001,139,final_heldout,super_light_cluster,directional_3d_residual_memory_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h10_final_0002,140,final_heldout,super_light_cluster,directional_3d_residual_memory_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h20_final_0000,141,final_heldout,super_light_cluster,directional_3d_residual_memory_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h20_final_0001,142,final_heldout,super_light_cluster,directional_3d_residual_memory_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h20_final_0002,143,final_heldout,super_light_cluster,directional_3d_residual_memory_h20,20
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h50_final_0000,144,final_heldout,super_light_cluster,directional_3d_residual_memory_h50,50
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h50_final_0001,145,final_heldout,super_light_cluster,directional_3d_residual_memory_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h50_final_0002,146,final_heldout,super_light_cluster,directional_3d_residual_memory_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h100_final_0000,147,final_heldout,super_light_cluster,directional_3d_residual_memory_h100,100
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h100_final_0001,148,final_heldout,super_light_cluster,directional_3d_residual_memory_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_directional_3d_residual_memory_h100_final_0002,149,final_heldout,super_light_cluster,directional_3d_residual_memory_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h0_final_0000,150,final_heldout,super_light_cluster,safe_explore_then_exploit_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h0_final_0001,151,final_heldout,super_light_cluster,safe_explore_then_exploit_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h0_final_0002,152,final_heldout,super_light_cluster,safe_explore_then_exploit_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h5_final_0000,153,final_heldout,super_light_cluster,safe_explore_then_exploit_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h5_final_0001,154,final_heldout,super_light_cluster,safe_explore_then_exploit_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h5_final_0002,155,final_heldout,super_light_cluster,safe_explore_then_exploit_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h10_final_0000,156,final_heldout,super_light_cluster,safe_explore_then_exploit_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h10_final_0001,157,final_heldout,super_light_cluster,safe_explore_then_exploit_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h10_final_0002,158,final_heldout,super_light_cluster,safe_explore_then_exploit_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h20_final_0000,159,final_heldout,super_light_cluster,safe_explore_then_exploit_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h20_final_0001,160,final_heldout,super_light_cluster,safe_explore_then_exploit_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h20_final_0002,161,final_heldout,super_light_cluster,safe_explore_then_exploit_h20,20
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h50_final_0000,162,final_heldout,super_light_cluster,safe_explore_then_exploit_h50,50
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h50_final_0001,163,final_heldout,super_light_cluster,safe_explore_then_exploit_h50,50
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h50_final_0002,164,final_heldout,super_light_cluster,safe_explore_then_exploit_h50,50
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h100_final_0000,165,final_heldout,super_light_cluster,safe_explore_then_exploit_h100,100
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h100_final_0001,166,final_heldout,super_light_cluster,safe_explore_then_exploit_h100,100
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_super_light_cluster_safe_explore_then_exploit_h100_final_0002,167,final_heldout,super_light_cluster,safe_explore_then_exploit_h100,100
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_no_memory_baseline_final_0000,168,final_heldout,no_cluster_no_merge,no_memory_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_no_memory_baseline_final_0001,169,final_heldout,no_cluster_no_merge,no_memory_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_no_memory_baseline_final_0002,170,final_heldout,no_cluster_no_merge,no_memory_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_empty_frozen_prior_baseline_final_0000,171,final_heldout,no_cluster_no_merge,empty_frozen_prior_baseline,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_empty_frozen_prior_baseline_final_0001,172,final_heldout,no_cluster_no_merge,empty_frozen_prior_baseline,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_empty_frozen_prior_baseline_final_0002,173,final_heldout,no_cluster_no_merge,empty_frozen_prior_baseline,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h0_final_0000,174,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h0,0
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h0_final_0001,175,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h0,0
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h0_final_0002,176,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h0,0
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h5_final_0000,177,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h5,5
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h5_final_0001,178,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h5,5
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h5_final_0002,179,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h5,5
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h10_final_0000,180,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h10,10
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h10_final_0001,181,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h10,10
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h10_final_0002,182,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h10,10
0,r9_fixed_outer_0000,no_updraft,no_updraft,0,no-updraft,fixed_case,W0,dry_air,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000011,18000017,r9_fixed_final_0000,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h20_final_0000,183,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h20,20
1,r9_fixed_outer_0001,single_fan,single_fan,0,single-fan,fixed_case,W2,annular_gp_single,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000048,18000058,r9_fixed_final_0001,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h20_final_0001,184,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h20,20
2,r9_fixed_outer_0002,four_fan,four_fan,0,four-fan,fixed_case,W2,annular_gp_four,fixed_case_layout,,,environment_default,common_shift,common_shift_range=-0.200:0.200,9000085,18000099,r9_fixed_final_0002,launch_gate,first_0p10s_launch_capture_then_inflight_then_recovery_safe_exit,simulation_only_controlled_outer_case,r9_no_cluster_no_merge_directional_3d_residual_memory_h20_final_0002,185,final_heldout,no_cluster_no_merge,directional_3d_residual_memory_h20,20
