run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s7_single_annular_gp_control_reference_seed1,s7_single_annular_gp_control_reference,nominal_glide,nominal_glide,1,single_annular_gp_grid,panel,,nominal,0.111,0.101000:0.121000,0.2,,True,none,-0.14372670598193982,0.14429177141597904,5.887335604197073,4.453868681097176,0.0939042859761985,0.6443503709817886,1.1476585292340702,0.0,0.0,,True,,0,0,03_Control/05_Results/flight_case_results/updraft_single_fan_annular_gp_glide_seed_001/analysis_data/control_reference_rollout.csv,nominal_glide,0.6443503709817886,True,03_Control/05_Results/flight_case_results/updraft_single_fan_annular_gp_glide_seed_001/analysis_data/control_reference_rollout.csv
