gate_id,passed,observed,required
final_heldout_launch_count,True,30.0,30
history_launch_count,True,300.0,300
library_size_case_count,True,5.0,5
policy_history_condition_count,True,2.0,2
pairing_audit,True,3.0,3
primitive_count_cap_disabled_for_full_validation,True,0.0,0_or_negative_disabled
max_episode_time_budget_positive,True,10.0,>=0.1
final_rollout_rows_present,False,0.0,30
