stage_id,status,stage_run_root,blocked_reason,duration_s,docs_alignment_status
R5,blocked,03_Control/05_Results/lqr_contextual_v1_0/w01_dense/018,"failed_gate:stage_status_not_diagnostic,method_evidence_level_w01_dense,w01_dense_evidence_complete_true,actual_row_count_76800",24.459,aligned
