r_m,w_mps,n,alpha,sigma_mps
0.0,0.669,1,0.1889822365046136,0.37922285193349237
0.3,4.6225,4,0.3779644730092272,0.37922285193349237
0.6,1.63725,4,0.3779644730092272,0.36619683751982873
0.8999999999999999,0.20791666666666667,12,0.6546536707079771,0.1385505924443005
1.2,0.058437499999999996,16,0.7559289460184544,0.1385505924443005
1.5,0.0,20,0.8451542547285166,0.1385505924443005
1.7999999999999998,0.0,12,0.6546536707079771,0.1385505924443005
2.1,0.0,28,1.0,0.1385505924443005
2.4,0.0,22,0.8864052604279183,0.1385505924443005
2.6999999999999997,0.0,16,0.7559289460184544,0.1385505924443005
3.0,0.0,18,0.8017837257372732,0.1385505924443005
3.3,0.0,8,0.5345224838248488,0.1385505924443005
3.5999999999999996,0.0,4,0.3779644730092272,0.1385505924443005
3.9,0.0,4,0.3779644730092272,0.1385505924443005
4.2,0.0,10,0.5976143046671968,0.1385505924443005
4.5,0.0,8,0.5345224838248488,0.1385505924443005
4.8,0.0,8,0.5345224838248488,0.1385505924443005
