primitive_variant_id,primitive_id,environment_mode,compatible_row_count,positive_continuation_count,transition_chain_compatible_count,episode_terminal_useful_count,hard_failure_count,minimum_wall_margin_min_m,energy_residual_mean_m,lift_dwell_mean_s
primvar_energy_retaining_bank_transition_object_14054a44834b,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01742032386388354,0.0
primvar_energy_retaining_bank_transition_object_14054a44834b,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.014849515478290543,0.013999999999999999
primvar_energy_retaining_bank_transition_object_14054a44834b,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017160566473716755,0.0
primvar_energy_retaining_bank_transition_object_15b07ecbe472,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017222819350588475,0.0
primvar_energy_retaining_bank_transition_object_15b07ecbe472,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.014324165374208648,0.016
primvar_energy_retaining_bank_transition_object_15b07ecbe472,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017378180735971006,0.0
primvar_energy_retaining_bank_transition_object_19045785191b,energy_retaining_bank,dry_air,20,20,20,0,0,0.200493184650182,-0.02334324597723892,0.0
primvar_energy_retaining_bank_transition_object_19045785191b,energy_retaining_bank,w3_randomised_four,100,99,99,0,0,0.20016666774998,0.0003542928461288919,0.07640000000000001
primvar_energy_retaining_bank_transition_object_19045785191b,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.2004836027594612,-0.0021875544416766644,0.0635
primvar_energy_retaining_bank_transition_object_1ca4b9487516,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721004993608547,-0.034999982171439646,0.0
primvar_energy_retaining_bank_transition_object_1ca4b9487516,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723283399701868,-0.029521687262386357,0.0434
primvar_energy_retaining_bank_transition_object_1ca4b9487516,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721058315629106,-0.03482542392601323,0.006500000000000001
primvar_energy_retaining_bank_transition_object_22b2087a5f38,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01713312106616429,0.0
primvar_energy_retaining_bank_transition_object_22b2087a5f38,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.013820459228930278,0.0158
primvar_energy_retaining_bank_transition_object_22b2087a5f38,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.01717312058912713,0.0
primvar_energy_retaining_bank_transition_object_29fbdb8808f4,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017393888660633496,0.0
primvar_energy_retaining_bank_transition_object_29fbdb8808f4,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.015148865966591797,0.0094
primvar_energy_retaining_bank_transition_object_29fbdb8808f4,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017321481195432625,0.0
primvar_energy_retaining_bank_transition_object_2cba77597e5d,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01741109011490863,0.0
primvar_energy_retaining_bank_transition_object_2cba77597e5d,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.013520202165759991,0.0174
primvar_energy_retaining_bank_transition_object_2cba77597e5d,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017426489045931075,0.0
primvar_energy_retaining_bank_transition_object_2cf92e43b350,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0720596318447324,-0.029008541398749997,0.0
primvar_energy_retaining_bank_transition_object_2cf92e43b350,energy_retaining_bank,w3_randomised_four,200,153,153,55,0,-0.0722646684730712,-0.012665352236165599,0.061000000000000006
primvar_energy_retaining_bank_transition_object_2cf92e43b350,energy_retaining_bank,w3_randomised_single,80,56,56,22,0,-0.0720915925825362,-0.018594172238329508,0.033
primvar_energy_retaining_bank_transition_object_2d807a309322,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720563631858706,-0.03502086871004271,0.0
primvar_energy_retaining_bank_transition_object_2d807a309322,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723327037729957,-0.029969988320790866,0.04100000000000001
primvar_energy_retaining_bank_transition_object_2d807a309322,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0720817495453607,-0.034641977240503025,0.006
primvar_energy_retaining_bank_transition_object_2da110c493cd,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01730767005500799,0.0
primvar_energy_retaining_bank_transition_object_2da110c493cd,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.015914100197944422,0.0114
primvar_energy_retaining_bank_transition_object_2da110c493cd,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017212199247422594,0.0
primvar_energy_retaining_bank_transition_object_2f23757206de,energy_retaining_bank,dry_air,20,20,20,0,0,0.2008846414331664,-0.023313356450859645,0.0
primvar_energy_retaining_bank_transition_object_2f23757206de,energy_retaining_bank,w3_randomised_four,100,98,98,0,0,0.2006762207277086,0.0020479756319659558,0.0766
primvar_energy_retaining_bank_transition_object_2f23757206de,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.1999200665680822,-0.0028222687252537296,0.064
primvar_energy_retaining_bank_transition_object_347b209d0a6b,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017188671884413056,0.0
primvar_energy_retaining_bank_transition_object_347b209d0a6b,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.01592991698913543,0.011000000000000001
primvar_energy_retaining_bank_transition_object_347b209d0a6b,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.01725565140911755,0.0
primvar_energy_retaining_bank_transition_object_3491843a5aa1,energy_retaining_bank,dry_air,40,31,31,0,0,0.0042965023720533,-0.020330867537440126,0.0
primvar_energy_retaining_bank_transition_object_3491843a5aa1,energy_retaining_bank,w3_randomised_four,200,154,154,0,0,0.0042965023720533,-0.006177081804131075,0.0449
primvar_energy_retaining_bank_transition_object_3491843a5aa1,energy_retaining_bank,w3_randomised_single,80,56,56,0,0,0.0042965023720533,-0.008750453725877693,0.0325
primvar_energy_retaining_bank_transition_object_34f80584c474,energy_retaining_bank,dry_air,20,20,20,0,0,0.2002685165381104,-0.02311135702131921,0.0
primvar_energy_retaining_bank_transition_object_34f80584c474,energy_retaining_bank,w3_randomised_four,100,99,99,0,0,0.2001540966909898,0.0006544086348365705,0.0708
primvar_energy_retaining_bank_transition_object_34f80584c474,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.2000081235073709,-0.0024244071338979053,0.064
primvar_energy_retaining_bank_transition_object_3798078a7ac1,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720857760213897,-0.035069770000644145,0.0
primvar_energy_retaining_bank_transition_object_3798078a7ac1,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723177891190154,-0.02968081691579429,0.044800000000000006
primvar_energy_retaining_bank_transition_object_3798078a7ac1,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721021252937124,-0.034631896933809095,0.0075
primvar_energy_retaining_bank_transition_object_382f68e7fec4,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017173565328705197,0.0
primvar_energy_retaining_bank_transition_object_382f68e7fec4,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.014117381243570126,0.0176
primvar_energy_retaining_bank_transition_object_382f68e7fec4,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017376483817766762,0.0
primvar_energy_retaining_bank_transition_object_389a73c40d78,energy_retaining_bank,dry_air,40,31,31,0,0,0.0042965023720533,-0.020288421350724957,0.0
primvar_energy_retaining_bank_transition_object_389a73c40d78,energy_retaining_bank,w3_randomised_four,200,154,154,0,0,0.0042965023720533,-0.006188583672484222,0.04510000000000001
primvar_energy_retaining_bank_transition_object_389a73c40d78,energy_retaining_bank,w3_randomised_single,80,57,57,0,0,0.0042965023720533,-0.009620578310010232,0.03175
primvar_energy_retaining_bank_transition_object_3a8f96df7926,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0720477426073982,-0.029108714353398957,0.0
primvar_energy_retaining_bank_transition_object_3a8f96df7926,energy_retaining_bank,w3_randomised_four,200,155,155,55,0,-0.0723216476272563,-0.014003655736571231,0.0603
primvar_energy_retaining_bank_transition_object_3a8f96df7926,energy_retaining_bank,w3_randomised_single,80,56,56,22,0,-0.0720673330162267,-0.019326348741605985,0.0355
primvar_energy_retaining_bank_transition_object_3c7419fc750b,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017143448835779274,0.0
primvar_energy_retaining_bank_transition_object_3c7419fc750b,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.014841880231831285,0.0108
primvar_energy_retaining_bank_transition_object_3c7419fc750b,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.01735183413729846,0.0
primvar_energy_retaining_bank_transition_object_3d493c0284ca,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720815045035143,-0.0349821459192627,0.0
primvar_energy_retaining_bank_transition_object_3d493c0284ca,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723360027673036,-0.029787721741468945,0.0456
primvar_energy_retaining_bank_transition_object_3d493c0284ca,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0720544632940534,-0.03469677189918953,0.006
primvar_energy_retaining_bank_transition_object_40fa74dd6a58,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01745351077095281,0.0
primvar_energy_retaining_bank_transition_object_40fa74dd6a58,energy_retaining_bank,w3_randomised_four,100,54,54,0,0,0.0042965023720533,-0.013847983372888369,0.0166
primvar_energy_retaining_bank_transition_object_40fa74dd6a58,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017433325308727092,0.0
primvar_energy_retaining_bank_transition_object_410bb4c098b2,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017400286971880684,0.0
primvar_energy_retaining_bank_transition_object_410bb4c098b2,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.014387111878750025,0.011200000000000002
primvar_energy_retaining_bank_transition_object_410bb4c098b2,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017338639253276663,0.0
primvar_energy_retaining_bank_transition_object_4128c3cc397f,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017252756698871104,0.0
primvar_energy_retaining_bank_transition_object_4128c3cc397f,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.01514704271790754,0.011600000000000001
primvar_energy_retaining_bank_transition_object_4128c3cc397f,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017255556065731835,0.0
primvar_energy_retaining_bank_transition_object_438ef31beb5e,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017434152136608736,0.0
primvar_energy_retaining_bank_transition_object_438ef31beb5e,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.013619370276270354,0.0166
primvar_energy_retaining_bank_transition_object_438ef31beb5e,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017208600635142957,0.0
primvar_energy_retaining_bank_transition_object_444a6c5eb99a,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720324447976699,-0.035113319964092005,0.0
primvar_energy_retaining_bank_transition_object_444a6c5eb99a,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723760348209312,-0.029118250566679396,0.045200000000000004
primvar_energy_retaining_bank_transition_object_444a6c5eb99a,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721059295668489,-0.03462703507741944,0.006500000000000001
primvar_energy_retaining_bank_transition_object_468e7fb4ecc2,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0721185825523393,-0.029270182254287624,0.0
primvar_energy_retaining_bank_transition_object_468e7fb4ecc2,energy_retaining_bank,w3_randomised_four,200,155,155,55,0,-0.0723828256604957,-0.013696497801334296,0.059500000000000004
primvar_energy_retaining_bank_transition_object_468e7fb4ecc2,energy_retaining_bank,w3_randomised_single,80,56,56,22,0,-0.0720830893293831,-0.017850427222128935,0.035500000000000004
primvar_energy_retaining_bank_transition_object_46fde81be05d,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.017410130880880687,0.0
primvar_energy_retaining_bank_transition_object_46fde81be05d,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.01588142807081979,0.0106
primvar_energy_retaining_bank_transition_object_46fde81be05d,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.017285433011630658,0.0
primvar_energy_retaining_bank_transition_object_4ba16dc62b26,energy_retaining_bank,dry_air,20,11,11,11,0,-0.07206064008815,-0.03510256541470016,0.0
primvar_energy_retaining_bank_transition_object_4ba16dc62b26,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723626468123495,-0.029431475674947492,0.042
primvar_energy_retaining_bank_transition_object_4ba16dc62b26,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721206750692298,-0.034627386533591056,0.007000000000000001
primvar_energy_retaining_bank_transition_object_50777d0c0929,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720887073009723,-0.03505675161210313,0.0
primvar_energy_retaining_bank_transition_object_50777d0c0929,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723027305140959,-0.029772790076022893,0.044000000000000004
primvar_energy_retaining_bank_transition_object_50777d0c0929,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0720024106122751,-0.034748035114587135,0.006500000000000001
primvar_energy_retaining_bank_transition_object_51042e691a7d,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720699092759318,-0.034953941733162464,0.0
primvar_energy_retaining_bank_transition_object_51042e691a7d,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723097004039523,-0.02922708783599675,0.044199999999999996
primvar_energy_retaining_bank_transition_object_51042e691a7d,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721389234157534,-0.03479136172923928,0.0055
primvar_energy_retaining_bank_transition_object_547ecbc6af38,energy_retaining_bank,dry_air,20,11,11,0,0,0.0042965023720533,-0.01733416166146207,0.0
primvar_energy_retaining_bank_transition_object_547ecbc6af38,energy_retaining_bank,w3_randomised_four,100,55,55,0,0,0.0042965023720533,-0.013837065190350127,0.012199999999999999
primvar_energy_retaining_bank_transition_object_547ecbc6af38,energy_retaining_bank,w3_randomised_single,40,22,22,0,0,0.0042965023720533,-0.01720141228124198,0.0
primvar_energy_retaining_bank_transition_object_55124b0056a0,energy_retaining_bank,dry_air,40,31,31,11,0,-0.0720845316532567,-0.0291506051886714,0.0
primvar_energy_retaining_bank_transition_object_55124b0056a0,energy_retaining_bank,w3_randomised_four,200,155,155,55,0,-0.0722461727421928,-0.013474280351041817,0.061500000000000006
primvar_energy_retaining_bank_transition_object_55124b0056a0,energy_retaining_bank,w3_randomised_single,80,56,56,22,0,-0.0721544454135232,-0.018910782898686408,0.03475
primvar_energy_retaining_bank_transition_object_58026214ca81,energy_retaining_bank,dry_air,40,31,31,0,0,0.0042965023720533,-0.020266013144606222,0.0
primvar_energy_retaining_bank_transition_object_58026214ca81,energy_retaining_bank,w3_randomised_four,200,152,152,0,0,0.0042965023720533,-0.006800247097709014,0.044700000000000004
primvar_energy_retaining_bank_transition_object_58026214ca81,energy_retaining_bank,w3_randomised_single,80,56,56,0,0,0.0042965023720533,-0.009152073256967432,0.03375
primvar_energy_retaining_bank_transition_object_59e7d8972aac,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721114580568595,-0.03492015506524069,0.0
primvar_energy_retaining_bank_transition_object_59e7d8972aac,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.072300093177402,-0.02989449038620204,0.0434
primvar_energy_retaining_bank_transition_object_59e7d8972aac,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721519081896397,-0.03461764392790165,0.008
primvar_energy_retaining_bank_transition_object_59f915f98b46,energy_retaining_bank,dry_air,40,31,31,11,0,-0.072057913749532,-0.0292149410212575,0.0
primvar_energy_retaining_bank_transition_object_59f915f98b46,energy_retaining_bank,w3_randomised_four,200,154,154,55,0,-0.0723507971545771,-0.013292322993224361,0.06130000000000001
primvar_energy_retaining_bank_transition_object_59f915f98b46,energy_retaining_bank,w3_randomised_single,80,56,56,22,0,-0.0720853725606822,-0.018311079147652738,0.035
primvar_energy_retaining_bank_transition_object_5a5920d318ef,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721052675886859,-0.03502304397881203,0.0
primvar_energy_retaining_bank_transition_object_5a5920d318ef,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723334214866007,-0.02810344254329113,0.0446
primvar_energy_retaining_bank_transition_object_5a5920d318ef,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721622008898528,-0.03471914659780421,0.0055
primvar_energy_retaining_bank_transition_object_5cb043931e08,energy_retaining_bank,dry_air,20,20,20,0,0,0.2006874050286784,-0.023206738194762717,0.0
primvar_energy_retaining_bank_transition_object_5cb043931e08,energy_retaining_bank,w3_randomised_four,100,100,100,0,0,0.2003897252937427,0.0017827547291562997,0.0746
primvar_energy_retaining_bank_transition_object_5cb043931e08,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.1995846400137901,-0.0018453614571484096,0.0675
primvar_energy_retaining_bank_transition_object_5e2a6ca5e8be,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0720821999191558,-0.03499612758591607,0.0
primvar_energy_retaining_bank_transition_object_5e2a6ca5e8be,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723051255940108,-0.03028567867511944,0.044800000000000006
primvar_energy_retaining_bank_transition_object_5e2a6ca5e8be,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0720600332829075,-0.03460181941640935,0.006500000000000001
primvar_energy_retaining_bank_transition_object_5ec03387b24f,energy_retaining_bank,dry_air,20,20,20,0,0,0.2008201696297975,-0.0233058754150025,0.0
primvar_energy_retaining_bank_transition_object_5ec03387b24f,energy_retaining_bank,w3_randomised_four,100,96,96,0,0,0.20040506828024,0.0030755980617585216,0.0774
primvar_energy_retaining_bank_transition_object_5ec03387b24f,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.1996580881031677,-0.0018952353778122551,0.065
primvar_energy_retaining_bank_transition_object_5f50cfe5d461,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721217268150651,-0.03493343009113603,0.0
primvar_energy_retaining_bank_transition_object_5f50cfe5d461,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0723135956118596,-0.029081831535163322,0.0446
primvar_energy_retaining_bank_transition_object_5f50cfe5d461,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0720660935384653,-0.03463933887170838,0.006500000000000001
primvar_energy_retaining_bank_transition_object_5f6eb7c8e8d3,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721151113180953,-0.03493371516292164,0.0
primvar_energy_retaining_bank_transition_object_5f6eb7c8e8d3,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0722858372517487,-0.028932960748658053,0.046000000000000006
primvar_energy_retaining_bank_transition_object_5f6eb7c8e8d3,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.0721035475719675,-0.034577226290124316,0.007000000000000001
primvar_energy_retaining_bank_transition_object_60299335b8f8,energy_retaining_bank,dry_air,20,20,20,0,0,0.2003301205453471,-0.023428169445799084,0.0
primvar_energy_retaining_bank_transition_object_60299335b8f8,energy_retaining_bank,w3_randomised_four,100,98,98,0,0,0.2001543854897027,0.0011872079066704267,0.07600000000000001
primvar_energy_retaining_bank_transition_object_60299335b8f8,energy_retaining_bank,w3_randomised_single,40,34,34,0,0,0.199119614296098,-0.0025863427316939564,0.0645
primvar_energy_retaining_bank_transition_object_63f640527524,energy_retaining_bank,dry_air,20,11,11,11,0,-0.0721306040000593,-0.035009324901124,0.0
primvar_energy_retaining_bank_transition_object_63f640527524,energy_retaining_bank,w3_randomised_four,100,55,55,55,0,-0.0722595212468641,-0.02953052633189073,0.040600000000000004
primvar_energy_retaining_bank_transition_object_63f640527524,energy_retaining_bank,w3_randomised_single,40,22,22,22,0,-0.072163207034519,-0.034725933958968266,0.0075
