chunk_index,status,row_start,row_stop,row_count,partition_path,manifest_path,byte_count,checksum_sha256,duration_s
0,complete,0,800,800,w3_survival_rows/c00000.csv.gz,chunk_manifests/w3_survival_rows/c00000.json,1652566,4dc947f290c616f11109413f0697f1e6a815b363c2e310194f1f541058b047e2,21.33625602722168
1,complete,800,1600,800,w3_survival_rows/c00001.csv.gz,chunk_manifests/w3_survival_rows/c00001.json,1694315,aee36a04dfbf7c3d362a582cc92a9b151b6697a4e8e9bfee27137fed791d914f,27.375507354736328
2,complete,1600,2400,800,w3_survival_rows/c00002.csv.gz,chunk_manifests/w3_survival_rows/c00002.json,1783800,0c7bc815b879b007c8f6d509a4d34ee612c43770726e3bf172950f4fe04ca55d,55.863553524017334
3,complete,2400,3200,800,w3_survival_rows/c00003.csv.gz,chunk_manifests/w3_survival_rows/c00003.json,1821850,7b080453ee9e6fedc7197eefcb1f3b2825e330c6e8b1e441e095d48f68b1f424,62.7577223777771
4,complete,3200,4000,800,w3_survival_rows/c00004.csv.gz,chunk_manifests/w3_survival_rows/c00004.json,1787088,f0f39e2ca01bcf99433db34572141042df03145881304dffeec00d9d126121ad,133.6169400215149
5,complete,4000,4800,800,w3_survival_rows/c00005.csv.gz,chunk_manifests/w3_survival_rows/c00005.json,1828897,0b1916e079c4baa069c93be46a24e222c5479cd224b119ead9be521d51da92c7,136.72004294395447
6,complete,4800,5600,800,w3_survival_rows/c00006.csv.gz,chunk_manifests/w3_survival_rows/c00006.json,1925303,d5e239d50999f24f8cb9d626f6fecf76c382df33118ecddfa5ae6e2ccdc45d00,56.29125380516052
7,complete,5600,6400,800,w3_survival_rows/c00007.csv.gz,chunk_manifests/w3_survival_rows/c00007.json,1950166,9b208a558cf729837cd9c7e458f931e540a7c0ede867118abc68771588f2c60b,63.48688721656799
8,complete,6400,7200,800,w3_survival_rows/c00008.csv.gz,chunk_manifests/w3_survival_rows/c00008.json,1948120,08f57a7a090eb700e9f1fff4c78621fe283dbc7e34c1d760fdce556b19e04b0b,136.18047499656677
9,complete,7200,8000,800,w3_survival_rows/c00009.csv.gz,chunk_manifests/w3_survival_rows/c00009.json,1962067,799bf1324b425d1fd089a594d88ac2420e63c09871558f25bf2e835ffb618894,128.66111183166504
10,complete,8000,8800,800,w3_survival_rows/c00010.csv.gz,chunk_manifests/w3_survival_rows/c00010.json,1871523,338a63c2028236afd6b6691f347c58cf880667f2d0f1f7649e8605e2f49278ef,30.743229150772095
11,complete,8800,9600,800,w3_survival_rows/c00011.csv.gz,chunk_manifests/w3_survival_rows/c00011.json,1907993,981cfa0c8db7c78aba1c22311b7cebd6e084ecb2c73cc581d62ecb2d0ac70ac1,36.5746693611145
12,complete,9600,10400,800,w3_survival_rows/c00012.csv.gz,chunk_manifests/w3_survival_rows/c00012.json,2011513,dfc1d70524fc4b1b934e1eac8f157fbd97a853d855e2fd199bca358fae9ce99d,127.69964528083801
13,complete,10400,11200,800,w3_survival_rows/c00013.csv.gz,chunk_manifests/w3_survival_rows/c00013.json,2031933,27e7955d3fa3344ec985aa6287d38f8926c6fd27e5130bc1cfa9472974e462ee,122.32192063331604
14,complete,11200,12000,800,w3_survival_rows/c00014.csv.gz,chunk_manifests/w3_survival_rows/c00014.json,1980605,f96cd2ee82dc0fb52b8606980c98a09caa93a6e3ee47c2f739154b09b3731f62,25.58739447593689
15,complete,12000,12800,800,w3_survival_rows/c00015.csv.gz,chunk_manifests/w3_survival_rows/c00015.json,1964345,d3d0e745527b90f2e631a77df009b7ed21f05ebccc1f31157baa75e69ed611ba,26.38609218597412
16,complete,12800,13600,800,w3_survival_rows/c00016.csv.gz,chunk_manifests/w3_survival_rows/c00016.json,1672996,170352aba01ed3543f4567ec7f77599c40b78487f5136547cc7c3d533d6c39dd,26.301864862442017
17,complete,13600,14400,800,w3_survival_rows/c00017.csv.gz,chunk_manifests/w3_survival_rows/c00017.json,1709700,d41640364ffb8f4a724c3ccb93a8d4893e308cb481193f3543ca5df23231c9e3,32.63154888153076
18,complete,14400,15200,800,w3_survival_rows/c00018.csv.gz,chunk_manifests/w3_survival_rows/c00018.json,1808281,e336a2eab53122732470fe3447db9374fd5598dd09c82f905553c42a96457221,68.63019967079163
19,complete,15200,16000,800,w3_survival_rows/c00019.csv.gz,chunk_manifests/w3_survival_rows/c00019.json,1823509,e7a7d7f1ab1ef6d94c8040f9cd2682cd563f72d87a4474840f3826451c7cae62,86.05846500396729
20,complete,16000,16800,800,w3_survival_rows/c00020.csv.gz,chunk_manifests/w3_survival_rows/c00020.json,1809292,e0fc81d17915e453013e9af6c6f4a44eaa134923d1968427f68c0c91e01de464,171.34510254859924
21,complete,16800,17600,800,w3_survival_rows/c00021.csv.gz,chunk_manifests/w3_survival_rows/c00021.json,1846595,54eff9998f063c344fa48c1aca4ea9da0d28ee0f5cf6ca6ecbae68d1eb6adb9f,152.93221879005432
22,complete,17600,18400,800,w3_survival_rows/c00022.csv.gz,chunk_manifests/w3_survival_rows/c00022.json,1947488,10f62c86a10934db4fa6a340df09e7e530fc2d5688133a63dd1602869c91ed25,68.57600545883179
23,complete,18400,19200,800,w3_survival_rows/c00023.csv.gz,chunk_manifests/w3_survival_rows/c00023.json,1967232,8e5cd24a120879a9b9511857c32ab20948cbe3b23f7d1e23d26f6f171de99141,88.7069833278656
24,complete,19200,20000,800,w3_survival_rows/c00024.csv.gz,chunk_manifests/w3_survival_rows/c00024.json,1965714,15f7017a565e67edc7fc34cc1495282bc869b6777d9cb9108234cac51234ac91,173.14142680168152
25,complete,20000,20800,800,w3_survival_rows/c00025.csv.gz,chunk_manifests/w3_survival_rows/c00025.json,1971531,c1d25632b8f4303efed1c00d4da78e11f0e2ad30a63e1c3407a41a4424bbd877,149.60809421539307
26,complete,20800,21600,800,w3_survival_rows/c00026.csv.gz,chunk_manifests/w3_survival_rows/c00026.json,1990861,9a7a3bfd84178ff7aa8441ec7e89d33f31d140163056fd38e653a3c7e7258c2d,68.4529538154602
27,complete,21600,22400,800,w3_survival_rows/c00027.csv.gz,chunk_manifests/w3_survival_rows/c00027.json,2004333,40a50f5d2b4b83cc6c1295b1919a249fbb010e4b3aba5dadf8521a59b8b320cd,91.41405653953552
28,complete,22400,23200,800,w3_survival_rows/c00028.csv.gz,chunk_manifests/w3_survival_rows/c00028.json,2036761,42b036f2c6e8e439836ab091080654627aa75fafa7a10fc428695b5ad44ae48b,171.31707763671875
29,complete,23200,24000,800,w3_survival_rows/c00029.csv.gz,chunk_manifests/w3_survival_rows/c00029.json,2047643,302c95660fc71071813ca945e4fe34baa88925551f8d63f6dd657fe64a6219e9,147.04358839988708
30,complete,24000,24800,800,w3_survival_rows/c00030.csv.gz,chunk_manifests/w3_survival_rows/c00030.json,2089741,ae8b12f67049082cec07ffea1864f2db41ef77ec82df0df80aa003cea9e707e0,68.9811339378357
31,complete,24800,25600,800,w3_survival_rows/c00031.csv.gz,chunk_manifests/w3_survival_rows/c00031.json,1984277,960b53e2b87997a7c44463597ed0076cb51be0f9186131dab837accd32c6a08c,57.86017990112305
32,complete,25600,26400,800,w3_survival_rows/c00032.csv.gz,chunk_manifests/w3_survival_rows/c00032.json,1671216,ed9eb811907b3ea7eb7b4baed0afb4e902518df8f137a2370e1b1551583b5bdc,23.774239778518677
