scenario_id,steps_attempted,steps_accepted,mission_duration_s,mission_success_label,mission_stop_reason,accepted_primitive_sequence,unique_primitives_used,energy_initial_m,energy_final_m,energy_delta_m,min_true_margin_m,min_speed_m_s,lift_dwell_time_s,lift_dwell_fraction,governor_accept_count,governor_reject_count,no_go_count,target_steering_used,higher_target_requested,governor_evidence_obtained,short_transit_supported,clearance_limited_after_first_step,energy_gain_demonstrated,energy_delta_sign,sustained_outer_loop_mission_success,sustained_lift_exploitation_claim,continuous_flight_claim
U1_lift_sector_governed_transit,2,1,0.6,partial_governed_transit_then_clearance_limited,no_candidate_accepted_by_governor_clearance,mild_bank_none_favourable_U1_single_fan_W2_dp1,1,3.953414882772681,3.9072733287774195,-0.04614155399526165,0.10000000000000009,5.995272693154133,1.2,1.0,2,6,1,False,False,True,True,True,False,negative,False,False,False
U4_lift_sector_governed_transit,2,1,0.5,partial_governed_transit_then_clearance_limited,no_candidate_accepted_by_governor_clearance,glide_none_favourable_U4_four_fan_W2_dp1,1,3.953414882772681,3.8895559504346906,-0.06385893233799056,0.10000000000000009,6.21711873787266,1.0,1.0,2,6,1,False,False,True,True,True,False,negative,False,False,False
low_lift_confidence_rejection,1,0,0.0,no_go_lift_belief_rejection,no_candidate_accepted_by_governor_lift_belief,none,0,3.953414882772681,3.953414882772681,0.0,0.10000000000000009,6.5,0.0,0.0,0,4,1,False,False,True,False,False,False,zero,False,False,False
clearance_limited_no_go,1,0,0.0,no_go_clearance_limited,no_candidate_accepted_by_governor_clearance,none,0,3.953414882772681,3.953414882772681,0.0,0.14999999999999947,6.5,0.0,1.0,0,4,1,False,False,True,False,False,False,zero,False,False,False
