audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",514,514,16,16,0,0.0003688666103864749,0.0358477030865129,0.00010252722237351614,2998.5450808249366,16,0.036667417326392705,0.8405814096485841,4.301132825476106e-07,28,0.5884193540341462,509,0.04886661238855577,509,0.04858488914576493,509,-2.9561672117064455e-05,0.2228209541651994,0.00042507976242808256,0.04876438742798943,0.00017949828222448773,0.04858488914576493,509,0.0002663393880129566,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",512,512,9,9,0,0.00021653696812999084,0.0351714633929345,9.406580373915996e-05,0.09300890685126786,9,0.03545803637809039,0.8398309822792979,1.8640520125356353e-06,11,0.5891122785229863,508,0.04877720020387292,508,0.04853770261286103,508,-8.374762901935637e-06,0.2332972936185927,0.000340611986276314,0.04868754385099085,0.0001498412381298164,0.04853770261286103,508,0.00012247116439082967,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",512,512,6,6,0,5.0202784701424226e-05,0.0071648443617691,6.411128066545983e-06,0.20697120400007096,6,0.035897160039071646,0.836164152022173,5.825594271571972e-06,29,0.581776217869922,509,0.04826241957198571,509,0.0481678764156995,509,1.012610692630769e-06,0.2351927030312319,0.0003994082014567229,0.04818047420264369,1.259778694418778e-05,0.0481678764156995,509,4.3791656634878125e-05,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",512,512,9,9,0,0.00020983974765709804,0.0265174039198096,8.940789022894336e-05,0.07479568259028677,9,0.03502902712131257,0.8409378815910863,6.870162542527324e-07,9,0.5871416026111085,508,0.04859019116938493,508,0.048340302320905054,508,-7.653977285431828e-06,0.22221275277279712,0.0002758813554863528,0.04849945205481928,0.0001591497339142244,0.048340302320905054,508,0.00012043185742815273,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",513,513,12,12,0,0.00030682734058982416,0.0332510702256903,8.394214451128784e-05,2596.9127316241174,12,0.03505744467077249,0.8432698230415651,8.538586985255852e-07,13,0.5914656908204041,508,0.04892118462922649,508,0.04868484607336584,508,-8.305334191371692e-06,0.2211673205750948,0.0003638997966045696,0.048838584010643865,0.00015373793727802118,0.04868484607336584,508,0.00022288519607853528,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",514,514,12,12,0,0.00029514628772300995,0.0358477030865129,0.00010314670229775992,0.14960325685844011,12,0.03553032118171891,0.8409121057353356,2.3505729587034074e-06,12,0.5887148266714078,509,0.04874408051850485,509,0.048478558935190035,509,-1.0087428135767438e-05,0.22168868425808888,0.00044691831740274805,0.048658571550439865,0.00018001261524982741,0.048478558935190035,509,0.00019199958542524844,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",512,512,11,11,0,0.0003129281390633293,0.0351714633929345,0.00010569068697014315,0.1253378033135974,11,0.040768581359809056,0.8375113225430008,3.781569593513792e-06,63,0.5873356411545965,507,0.04917872581986393,507,0.04891643188114023,507,-7.187408605271106e-05,0.24022794120256802,0.0005684388640620387,0.04908646168699075,0.0001700298058505168,0.04891643188114023,507,0.00020723745209318476,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",513,513,9,9,0,0.0001158907919063043,0.0127889606309608,2.6437992185524344e-05,0.4031771355968309,9,0.041392402493492714,0.8318545681091104,7.292750218354487e-06,97,0.577333405743506,511,0.04853027683875786,511,0.04841576194709405,511,-6.667962839197397e-05,0.24586598075899824,0.0009906569379875033,0.04845828304452397,4.25210974299298e-05,0.04841576194709405,511,8.945279972077758e-05,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",512,512,12,12,0,0.0002664160421860834,0.0265174039198096,9.744737925811679e-05,0.1800533071574767,12,0.04018702589354233,0.8385075929134419,3.51084662133819e-06,59,0.5850780462698822,508,0.04908179943866667,508,0.048798515400850756,508,-7.534573093616867e-05,0.23115577817142618,0.000612968037441288,0.04898629459224177,0.0001877791913910207,0.048798515400850756,508,0.00016896866292796483,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",513,513,23,23,0,0.0004505609186594739,0.0332510702256903,0.0001088294176000116,2245.265725953878,23,0.04028623041520907,0.840578373344601,3.4669105870230124e-06,68,0.5891829025329419,508,0.04954405033854448,508,0.04927792337696188,508,-6.187254055198999e-05,0.23243723888839024,0.0005846871619724387,0.04946836691474385,0.00019044353778196538,0.04927792337696188,508,0.00034173150105946,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",514,514,14,14,0,0.0003510019362875444,0.0358477030865129,0.00010872462639942312,0.31450598272076213,14,0.04076344135932556,0.8384774952369312,3.5534682755487627e-06,67,0.5877292780983671,509,0.04931178329891624,509,0.049040151725403755,509,-7.536613583910874e-05,0.22987332364457327,0.0006142319777432032,0.049219179998553846,0.0001790282731500914,0.049040151725403755,509,0.00024227730988811926,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
