audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
overall,10254,7692,177,177,0,0.00019709534827518736,0.0358477030865129,6.099193182391788e-05,393.77726218050674,177,0.028177389149035885,0.8450722227423253,1.7761227598456494e-06,590,0.44003931751915565,7629,0.036641501887892766,7629,0.036468617279939435,7629,-2.487148916818611e-05,0.17283939500156023,0.00035013571786662043,0.03657427438485265,0.00010565710491321609,0.036468617279939435,7629,0.00013610341645126843,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:balanced_cluster",512,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8629458903804348,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:heavy_cluster",512,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8595656733406889,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:light_cluster",512,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8641981224462942,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:no_cluster_no_merge",513,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8658965669962098,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:super_light_cluster",513,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.8642329949426245,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:balanced_cluster",513,513,11,11,0,0.0002593760017841959,0.0351714633929345,0.00010369688632946535,0.7965801963713104,11,0.03679853512817577,0.8382785905208676,5.389086030491907e-07,31,0.5887395391147855,509,0.048904940563982,509,0.04863730786117318,509,-1.8452606633576396e-05,0.2350395310181531,0.00025863345964337715,0.048810201030833715,0.0001728931696605221,0.04863730786117318,509,0.0001556791154547296,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:heavy_cluster",512,512,6,6,0,7.353156976864472e-05,0.0118335030625533,6.874594757228125e-06,0.17126676664245222,6,0.03707456897315525,0.835710721996721,6.020364044421279e-07,46,0.5801661355116416,509,0.04821473023296407,509,0.04810645697319593,509,-1.8519517432988387e-05,0.2378990722105656,0.0004433223056132386,0.04811951822683081,1.3061253634869923e-05,0.04810645697319593,509,6.66569750114162e-05,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:light_cluster",512,512,11,11,0,0.00027854725104548554,0.0264467602195564,9.260594266262146e-05,0.3549842164050385,11,0.036133119181594744,0.8407795904181983,3.2326758760943337e-07,25,0.5869717448130185,508,0.048763622325070685,508,0.04849834824289605,508,-2.5093824228424124e-05,0.22397836879045024,0.0003507188647935782,0.048660712009358315,0.0001623637664622609,0.04849834824289605,508,0.0001859413083828631,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:no_cluster_no_merge",514,514,16,16,0,0.0003839469900173714,0.0332510702256903,8.948960249271534e-05,21.460335600816585,16,0.03639166510249003,0.8412583346652478,4.3985948128517365e-07,32,0.5898703920934245,509,0.04899242582969278,509,0.04874245373234726,509,-2.110018820547899e-05,0.2233251468488015,0.0003254617018099293,0.048901708485025515,0.00015925475267826184,0.04874245373234726,509,0.0002944573875246553,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
