audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,timing_duration_source_column,timing_boundary_scope,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10254,10254,1.0,3628,0.353813146089331,7527,0.7340550029256875,,4.313498600000457,0.5706723999961821,0.08582805676809753,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.46615954749366,144,474.622878876536,1627,440.15671932904235,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4098,4098,1.0,2317,0.5653977550024402,3829,0.93435822352367,,4.313498600000457,0.18737633599404918,0.039119883577339365,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,5.64738897022938,17,76.0,112,70.35261102977061,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4103,4103,1.0,1233,0.30051182061905923,2937,0.7158176943699732,,0.7650517000074615,0.3993380760107539,0.07901812549346764,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,21.750182793078235,43,296.15013404825737,384,274.39995125517913,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2053,2053,1.0,78,0.03799318071115441,761,0.37067705796395517,,1.404587500001071,0.798578155997675,0.19267230506597058,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,117.40477350219192,144,1627.0,1627,1509.5952264978082,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3698,3698,1.0,2225,0.6016765819361817,3547,0.9591671173607356,False,0.2522501000057673,0.1461185779891819,0.027148520118931128,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,5.299891833423472,13,76.0,112,70.70010816657653,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3703,3703,1.0,1136,0.3067782878746962,2820,0.7615446934917635,,0.5983301000014762,0.35152487200466564,0.0691704999189234,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,21.41425870915474,43,296.1663516068053,384,274.7520928976505,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,189,0.189,449,0.449,,4.313498600000457,1.0507730010054352,0.2085477138000424,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,40.944,144,474.2,1627,433.256,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2049,2049,1.0,949,0.46315275744265494,1822,0.8892142508540751,,0.3992122000054223,0.20562470799864954,0.04201166525125273,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,8.14836505612494,17,112.0,112,103.85163494387506,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2049,2049,1.0,1368,0.6676427525622255,2007,0.9795021961932651,,4.313498600000457,0.1208789639946189,0.03622810190342599,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,3.1464128843338215,8,40.0,40,36.85358711566618,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2048,2048,1.0,723,0.35302734375,1564,0.763671875,,0.5416862999991281,0.32133780099080467,0.06399548925775275,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,14.90869140625,23,208.0,208,193.09130859375,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2053,2053,1.0,78,0.03799318071115441,761,0.37067705796395517,,1.404587500001071,0.798578155997675,0.19267230506597058,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,117.40477350219192,144,1627.0,1627,1509.5952264978082,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
library_size_case_id:super_light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2055,2055,1.0,510,0.24817518248175183,1373,0.6681265206812652,,0.7650517000074615,0.4494730739956139,0.09398958973227255,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,28.568369829683697,43,384.0,384,355.4316301703163,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
launch_role:final_heldout,aggregate_diagnostic,reported_only_mixed_scope,,10254,10254,1.0,3628,0.353813146089331,7527,0.7340550029256875,,4.313498600000457,0.5706723999961821,0.08582805676809753,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.46615954749366,144,474.622878876536,1627,440.15671932904235,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:no_memory_baseline,aggregate_diagnostic,reported_only_mixed_scope,,2562,2562,1.0,2087,0.8145979703356753,2554,0.9968774395003903,,4.313498600000457,0.06069502199898118,0.02632779652621312,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.45628415300546,144,474.61475409836066,1627,440.1584699453552,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:spatial_flow_belief_memory_h10,aggregate_diagnostic,reported_only_mixed_scope,,2565,2565,1.0,548,0.21364522417153997,1684,0.6565302144249513,,0.7740759000080288,0.5496295959965211,0.09878940140339679,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.500584795321636,144,474.88732943469785,1627,440.3867446393762,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:spatial_flow_belief_memory_h3,aggregate_diagnostic,reported_only_mixed_scope,,2563,2563,1.0,638,0.24892703862660945,1783,0.6956691377292236,,0.5998103000092669,0.4540560559953156,0.08690056543130986,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.49746390948108,144,474.5793991416309,1627,440.0819352321498,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
policy_id:spatial_flow_belief_memory_h30,aggregate_diagnostic,reported_only_mixed_scope,,2564,2564,1.0,355,0.13845553822152887,1506,0.5873634945397815,,1.404587500001071,0.7583662319880381,0.1312434148204969,decision_controller_compute_duration_s,controller_compute_excludes_table_flush_and_posthoc_diagnostics,34.41029641185647,144,474.40990639625585,1627,439.9996099843994,0.02,0.1,profiled,controller_compute_profile_excludes_table_flush_and_posthoc_diagnostics
