environment_block_id,library_size_case_id,policy_id,history_length,launch_speed_bin_id,launch_speed_bin_min_m_s,launch_speed_bin_max_m_s,launch_speed_bin_label,launch_count,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.5628758834352097,1.1628758834352093,0.0,0.009491162692751163,0.3674422424471972,-1.0186069038090289,1.02809806650178
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,11,4.0,0.36363636363636365,5.0,0.45454545454545453,0.0,0.0,4.0,0.36363636363636365,1.0,0.09090909090909091,0.0,0.0,11.0,1.0,1.0,0.09090909090909091,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,7.0,0.6363636363636364,0.0,0.0,0.0,0.0,5.478759411744329,5.002639158573073,5.876070290237821,-8.63332818440711,-50.0,1.0872727272727274,0.3090909090909091,1.850257017115842,1.450257017115842,5.325369125692066,0.0001704045514898182,0.21015409892001966,-1.1935141753440652,1.1936845798955549
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,9,8.0,0.8888888888888888,8.0,0.8888888888888888,0.0,0.0,8.0,0.8888888888888888,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,5.0,0.5555555555555556,0.0,0.0,0.0,0.0,6.601646979814053,6.172104642361257,6.984456906350856,108.11565768213205,127.2050819405635,1.0266666666666666,0.31555555555555553,2.4875218368898078,2.087521836889808,17.033482978949635,0.0,0.25299762404800935,-1.2861990547999909,1.2861990547999909
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,19,15.0,0.7894736842105263,16.0,0.8421052631578947,0.0,0.0,15.0,0.7894736842105263,2.0,0.10526315789473684,0.0,0.0,19.0,1.0,1.0,0.05263157894736842,2.0,0.10526315789473684,1.0,0.05263157894736842,2.0,0.10526315789473684,1.0,0.05263157894736842,16.0,0.8421052631578947,12.0,0.631578947368421,0.0,0.0,0.0,0.0,7.452076261490961,7.046351611631256,7.978637245396595,83.0630126211034,120.02598141267858,0.874736842105263,0.24105263157894738,3.0302827928254827,2.630282792825483,15.789473684210526,0.00010927183295843159,0.17394638486519243,-1.323075936569695,1.3231852084026534
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,2.0,0.18181818181818182,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.5631550702974317,1.1631550702974318,0.0,0.009564599995175564,0.3672985562251548,-1.0183277169468066,1.027892316941982
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,11,4.0,0.36363636363636365,5.0,0.45454545454545453,0.0,0.0,4.0,0.36363636363636365,1.0,0.09090909090909091,0.0,0.0,11.0,1.0,1.0,0.09090909090909091,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,7.0,0.6363636363636364,2.0,0.18181818181818182,0.0,0.0,5.478759411744329,5.002639158573073,5.876070290237821,-8.643070752689903,-50.0,1.0872727272727274,0.3090909090909091,1.8494420216387193,1.4494420216387196,5.321056920490074,0.0001704045514898182,0.20986504796602415,-1.1943291708211878,1.1944995753726775
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_6_0_to_7_0_m_s,6.0,7.0,6.0 <= initial_launch_speed_m_s < 7.0,9,8.0,0.8888888888888888,8.0,0.8888888888888888,0.0,0.0,8.0,0.8888888888888888,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8888888888888888,5.0,0.5555555555555556,2.0,0.2222222222222222,0.0,0.0,6.601646979814053,6.172104642361257,6.984456906350856,108.14828176412864,127.22530887550514,1.028888888888889,0.31777777777777777,2.4870592018046036,2.0870592018046037,17.033482978949635,0.0,0.2540732725922841,-1.2866616898851948,1.2866616898851948
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,v0_ge_7_0_m_s,7.0,,initial_launch_speed_m_s >= 7.0,19,15.0,0.7894736842105263,16.0,0.8421052631578947,0.0,0.0,15.0,0.7894736842105263,2.0,0.10526315789473684,0.0,0.0,19.0,1.0,1.0,0.05263157894736842,2.0,0.10526315789473684,1.0,0.05263157894736842,2.0,0.10526315789473684,1.0,0.05263157894736842,16.0,0.8421052631578947,12.0,0.631578947368421,3.0,0.15789473684210525,0.0,0.0,7.452076261490961,7.046351611631256,7.978637245396595,83.06221587915948,120.02598141267858,0.874736842105263,0.24105263157894738,3.0299920934210207,2.629992093421021,15.789473684210526,0.00010927183295843159,0.1739065477679967,-1.3233666359741567,1.3234759078071152
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_4_0_to_5_0_m_s,4.0,5.0,4.0 <= initial_launch_speed_m_s < 5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,2.0,0.18181818181818182,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.56268803801215,1.16268803801215,0.0,0.009491162692751163,0.3674516129858835,-1.0187947492320883,1.0282859119248395
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,v0_5_0_to_6_0_m_s,5.0,6.0,5.0 <= initial_launch_speed_m_s < 6.0,11,4.0,0.36363636363636365,5.0,0.45454545454545453,0.0,0.0,4.0,0.36363636363636365,1.0,0.09090909090909091,0.0,0.0,11.0,1.0,1.0,0.09090909090909091,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,5.0,0.45454545454545453,7.0,0.6363636363636364,2.0,0.18181818181818182,0.0,0.0,5.478759411744329,5.002639158573073,5.876070290237821,-8.643070752689903,-50.0,1.0872727272727274,0.3090909090909091,1.8494420216387193,1.4494420216387196,5.321056920490074,0.0001704045514898182,0.20986504796602415,-1.1943291708211878,1.1944995753726775
