environment_block_id,library_size_case_id,policy_id,history_length,start_energy_group_id,start_energy_group_label,start_energy_group_basis,start_energy_feasibility_threshold_m_s,launch_count,mission_success_count,mission_success_rate,safe_success_count,safe_success_rate,full_safe_success_count,full_safe_success_rate,front_wall_terminal_success_count,front_wall_terminal_success_rate,wrong_wall_exit_count,wrong_wall_exit_rate,expected_low_energy_dry_air_sink_count,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_count,claim_bearing_episode_rate,no_viable_primitive_count,no_viable_primitive_rate,hard_failure_count,hard_failure_rate,floor_or_ceiling_violation_count,floor_or_ceiling_violation_rate,physical_hard_failure_count,physical_hard_failure_rate,physical_floor_or_ceiling_violation_count,physical_floor_or_ceiling_violation_rate,terminal_useful_count,terminal_useful_rate,lift_capture_count,lift_capture_rate,memory_changed_selection_count,memory_changed_selection_rate,exploration_changed_selection_count,exploration_changed_selection_rate,mean_initial_launch_speed_m_s,min_initial_launch_speed_m_s,max_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_episode_flight_time_s,mean_lift_dwell_time_s,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_net_specific_energy_delta_m,mean_gross_specific_energy_loss_m
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,27.0,0.6923076923076923,29.0,0.7435897435897436,0.0,0.0,27.0,0.6923076923076923,3.0,0.07692307692307693,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,7.0,0.1794871794871795,6.0,0.15384615384615385,7.0,0.1794871794871795,6.0,0.15384615384615385,29.0,0.7435897435897436,24.0,0.6153846153846154,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,62.981321766966026,120.00312572865842,0.9697435897435898,0.2774358974358974,2.572202481640172,2.172202481640172,13.125138645978447,0.0001012978177589282,0.20240141069207582,-1.2780228260720214,1.2781241238897805
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.5628758834352097,1.1628758834352093,0.0,0.009491162692751163,0.3674422424471972,-1.0186069038090289,1.02809806650178
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,27.0,0.6923076923076923,29.0,0.7435897435897436,0.0,0.0,27.0,0.6923076923076923,3.0,0.07692307692307693,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,7.0,0.1794871794871795,6.0,0.15384615384615385,7.0,0.1794871794871795,6.0,0.15384615384615385,29.0,0.7435897435897436,24.0,0.6153846153846154,7.0,0.1794871794871795,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,62.98571434106665,120.00312883469381,0.9702564102564102,0.27794871794871795,2.571724226391455,2.171724226391455,13.123922382972758,0.0001012978177589282,0.20254870227048102,-1.2785010813207383,1.2786023791384973
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h10,10,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,2.0,0.18181818181818182,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.5631550702974317,1.1631550702974318,0.0,0.009564599995175564,0.3672985562251548,-1.0183277169468066,1.027892316941982
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,27.0,0.6923076923076923,29.0,0.7435897435897436,0.0,0.0,27.0,0.6923076923076923,3.0,0.07692307692307693,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,7.0,0.1794871794871795,6.0,0.15384615384615385,7.0,0.1794871794871795,6.0,0.15384615384615385,29.0,0.7435897435897436,24.0,0.6153846153846154,6.0,0.15384615384615385,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,62.97825632536593,120.00317648245468,0.9702564102564102,0.2774358974358974,2.571593500132608,2.171593500132608,13.123922382972758,0.0001012978177589282,0.20230400661365058,-1.2786318075795855,1.2787331053973445
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h3,3,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,10.0,0.9090909090909091,0.0,0.0,4.0,0.36363636363636365,2.0,0.18181818181818182,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-3.6363636363636362,0.0,1.0472727272727271,0.2981818181818182,1.56268803801215,1.16268803801215,0.0,0.009491162692751163,0.3674516129858835,-1.0187947492320883,1.0282859119248395
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h30,30,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,27.0,0.6923076923076923,29.0,0.7435897435897436,0.0,0.0,27.0,0.6923076923076923,3.0,0.07692307692307693,0.0,0.0,39.0,1.0,3.0,0.07692307692307693,7.0,0.1794871794871795,6.0,0.15384615384615385,7.0,0.1794871794871795,6.0,0.15384615384615385,29.0,0.7435897435897436,24.0,0.6153846153846154,7.0,0.1794871794871795,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,62.963712891077066,120.00312883469381,0.9707692307692307,0.2774358974358974,2.570394194936262,2.1703941949362617,13.109554448993432,0.0001012978177589282,0.20229523159817342,-1.2798311127759314,1.2799324105936905
r10_l7_full_domain_randomisation_arena_wide_training,balanced_cluster,spatial_flow_belief_memory_h30,30,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.8181818181818182,2.0,0.18181818181818182,2.0,0.18181818181818182,0.0,0.0,0.0,0.0,9.0,0.8181818181818182,9.0,0.8181818181818182,0.0,0.0,4.0,0.36363636363636365,3.0,0.2727272727272727,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,-7.2727272727272725,0.0,1.0454545454545454,0.2981818181818182,1.5653174312832663,1.1653174312832661,0.0,0.009491162692751163,0.3674516129858835,-1.016165355960972,1.0256565186537232
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,no_memory_baseline,0,high_start_energy_v0_ge_5_0_m_s,initial_launch_speed_m_s >= 5.0,initial_launch_speed_m_s,5.0,39,26.0,0.6666666666666666,28.0,0.717948717948718,0.0,0.0,26.0,0.6666666666666666,4.0,0.10256410256410256,0.0,0.0,39.0,1.0,2.0,0.05128205128205128,9.0,0.23076923076923078,7.0,0.1794871794871795,9.0,0.23076923076923078,7.0,0.1794871794871795,28.0,0.717948717948718,24.0,0.6153846153846154,0.0,0.0,0.0,0.0,6.699246802970317,5.002639158573073,7.978637245396595,55.7670616221389,120.00306055605584,0.9641025641025641,0.28153846153846157,2.551728763131827,2.151728763131827,12.725520759965045,0.0006121730199546974,0.2032770070047262,-1.2984965445803667,1.2991087176003213
r10_l7_full_domain_randomisation_arena_wide_training,heavy_cluster,no_memory_baseline,0,low_start_energy_v0_lt_5_0_m_s,initial_launch_speed_m_s < 5.0,initial_launch_speed_m_s,5.0,11,1.0,0.09090909090909091,1.0,0.09090909090909091,0.0,0.0,1.0,0.09090909090909091,0.0,0.0,9.0,0.8181818181818182,2.0,0.18181818181818182,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,9.0,0.8181818181818182,9.0,0.8181818181818182,1.0,0.09090909090909091,5.0,0.45454545454545453,0.0,0.0,0.0,0.0,4.5587719010272085,4.110284940339293,4.987685674924405,7.326039042946902,0.0,1.0436363636363637,0.30909090909090914,1.517566607200948,1.1175666072009478,1.1268939647717744,0.013706897718776036,0.33350712185940484,-1.0639161800432904,1.0776230777620663
