library_size_case_id,policy_id,history_length,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,floor_or_ceiling_violation_rate,physical_floor_or_ceiling_violation_rate,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,terminal_useful_rate,lift_capture_rate,mean_lift_dwell_time_s,mean_energy_residual_m,mean_net_specific_energy_delta_m,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_gross_specific_energy_loss_m,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_episode_flight_time_s,mean_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_min_wall_margin_m,selected_primitive_family_count,selected_variant_count,governor_rejection_count,belief_observation_count,belief_uncertainty,memory_changed_selection_rate,exploration_changed_selection_rate
balanced_cluster,no_memory_baseline,0,50,0.58,0.0,0.14,0.34,0.12,0.32,0.2,0.8,0.08,0.54,0.54,0.06,0.58,0.56,0.282,-0.6255133696717848,-1.220951323174163,0.00216706809025722,0.23871039367820251,1.2231183912644203,2.35015063003508,1.9501506300350804,10.23760814386319,0.9867999999999999,6.228342324542833,48.3254309782335,116.33431013571247,0.022056228789693027,50,50,34,0,1.0,0.0,0.0
balanced_cluster,spatial_flow_belief_memory_h10,10,50,0.58,0.0,0.14,0.34,0.12,0.32,0.2,0.8,0.08,0.54,0.54,0.06,0.58,0.56,0.28240000000000004,-0.6234587960644941,-1.2212629411584732,0.0021832242967905883,0.23879367014050928,1.223446165455264,2.34983901205077,1.9498390120507698,10.236659458718751,0.9872,6.228342324542833,48.32885718603198,116.33431013571247,0.02228710726047126,50,50,34,814,0.03715365744457147,0.18,0.0
balanced_cluster,spatial_flow_belief_memory_h3,3,50,0.58,0.0,0.14,0.34,0.12,0.32,0.2,0.8,0.08,0.54,0.54,0.06,0.58,0.56,0.282,-0.6237893521101746,-1.221467654743136,0.00216706809025722,0.23863648001554183,1.2236347228333933,2.3496342984661074,1.9496342984661073,10.236659458718751,0.9872,6.228342324542833,48.32303993378543,116.33431013571247,0.02139482263521879,50,50,34,302,0.061493509821604515,0.16,0.0
balanced_cluster,spatial_flow_belief_memory_h30,30,50,0.58,0.0,0.14,0.32,0.12,0.3,0.18,0.82,0.1,0.54,0.54,0.06,0.58,0.56,0.282,-0.6244121530197471,-1.2218246462766404,0.00216706809025722,0.23862963550346966,1.2239917143668977,2.3492773069326027,1.9492773069326028,10.225452470214877,0.9872,6.228342324542833,47.51169605504011,116.1839424892662,0.021076158541397005,50,50,39,2268,0.02212497867646042,0.2,0.0
heavy_cluster,no_memory_baseline,0,50,0.58,0.0,0.18,0.36,0.14,0.32,0.18,0.82,0.06,0.54,0.54,0.08,0.58,0.58,0.2876,-0.5776329946400627,-1.2468888643822098,0.0034930124536953922,0.23192763227275548,1.2503818768359052,2.324213088827033,1.9242130888270332,10.173822865022526,0.9815999999999999,6.228342324542833,45.11003665471666,117.88910898521638,0.013866677306572761,50,50,7,0,1.0,0.0,0.0
heavy_cluster,spatial_flow_belief_memory_h10,10,50,0.58,0.0,0.18,0.36,0.14,0.32,0.18,0.82,0.06,0.54,0.54,0.08,0.58,0.58,0.2872,-0.5797216572238121,-1.244999596617032,0.003517104591532215,0.23187968042877202,1.248516701208564,2.3261023565922114,1.9261023565922113,10.173822865022526,0.9808,6.228342324542833,45.107908576594994,117.88910898521638,0.015000168243544925,50,50,7,799,0.03718789710107805,0.12,0.0
heavy_cluster,spatial_flow_belief_memory_h3,3,50,0.58,0.0,0.18,0.36,0.14,0.32,0.18,0.82,0.06,0.54,0.54,0.08,0.58,0.58,0.2872,-0.5799806507715686,-1.2451497118821149,0.0035171045915322156,0.2318653536743714,1.2486668164736472,2.3259522413271285,1.9259522413271284,10.173822865022526,0.9811999999999999,6.228342324542833,45.10762204150697,117.88910898521638,0.013802303600967979,50,50,7,298,0.06164145396026258,0.12,0.0
heavy_cluster,spatial_flow_belief_memory_h30,30,50,0.6,0.0,0.18,0.36,0.16,0.34,0.18,0.82,0.04,0.56,0.56,0.06,0.6,0.58,0.2888,-0.5781311428106748,-1.2453380877845117,0.0034930124536953922,0.23158790843648422,1.248831100238207,2.3257638654247312,1.9257638654247315,10.50485080186194,0.982,6.228342324542833,48.47675244800721,119.83114168213544,0.014736876343673634,50,50,6,2288,0.022162047262565022,0.18,0.0
light_cluster,no_memory_baseline,0,50,0.6,0.0,0.12,0.32,0.1,0.3,0.2,0.8,0.08,0.56,0.56,0.06,0.6,0.56,0.28240000000000004,-0.6303305091331374,-1.228196966991615,0.002104973995180844,0.23891049972300224,1.230301940986796,2.3429049862176283,1.9429049862176282,10.622670082839841,0.9867999999999999,6.228342324542833,52.81887790880856,118.34201107185133,0.01864777705301501,50,50,55,0,1.0,0.0,0.0
light_cluster,spatial_flow_belief_memory_h10,10,50,0.6,0.0,0.12,0.32,0.1,0.3,0.2,0.8,0.08,0.56,0.56,0.06,0.6,0.56,0.282,-0.6293055788914256,-1.2281883216939653,0.002081871572580292,0.2387226185461636,1.2302701932665456,2.342913631515278,1.942913631515278,10.618749755335514,0.9867999999999999,6.228342324542833,52.814471366109466,118.34201107185133,0.01718970014977213,50,50,55,812,0.037158320740814245,0.18,0.0
light_cluster,spatial_flow_belief_memory_h3,3,50,0.6,0.0,0.12,0.32,0.1,0.3,0.2,0.8,0.08,0.56,0.56,0.06,0.6,0.56,0.28240000000000004,-0.6318651321057054,-1.2285295727507288,0.002104973995180844,0.23886308789039898,1.2306345467459097,2.3425723804585146,1.9425723804585147,10.618749755335514,0.9867999999999999,6.228342324542833,52.81408537103386,118.34201107185133,0.017678493005785577,50,50,55,300,0.061489055764753074,0.18,0.0
light_cluster,spatial_flow_belief_memory_h30,30,50,0.6,0.0,0.12,0.32,0.1,0.3,0.2,0.8,0.08,0.56,0.56,0.06,0.6,0.56,0.282,-0.629490309618037,-1.2280743304552322,0.002111809541536414,0.23940360426735363,1.2301861399967686,2.343027622754011,1.943027622754011,10.619546552428089,0.9867999999999999,6.228342324542833,52.81201767569466,118.34201107185133,0.018961124600045686,50,50,55,2262,0.02212902358263765,0.2,0.0
no_cluster_no_merge,no_memory_baseline,0,50,0.58,0.0,0.14,0.32,0.12,0.3,0.18,0.82,0.1,0.54,0.54,0.06,0.58,0.56,0.2836,-0.6286311815529109,-1.2319524090768164,0.00207171377763156,0.24052133511406418,1.234024122854448,2.339149544132427,1.939149544132427,10.217341047380891,0.9904,6.228342324542833,47.52893970230191,116.33058359403074,0.016039542325953334,50,50,639,0,1.0,0.0,0.0
no_cluster_no_merge,spatial_flow_belief_memory_h10,10,50,0.58,0.0,0.14,0.32,0.12,0.3,0.18,0.82,0.1,0.54,0.54,0.06,0.58,0.56,0.2832,-0.6281628958831418,-1.2327397969737048,0.00209266721640294,0.241888325170507,1.2348324641901078,2.3383621562355383,1.9383621562355384,10.215958742468231,0.9908,6.228342324542833,47.525654136452495,116.36550854330059,0.012637288453271943,50,50,639,805,0.037160925796884736,0.3,0.0
no_cluster_no_merge,spatial_flow_belief_memory_h3,3,50,0.58,0.0,0.14,0.32,0.12,0.3,0.18,0.82,0.1,0.54,0.54,0.06,0.58,0.56,0.2832,-0.6274220458934946,-1.2317006531851014,0.00207171377763156,0.24071245472172761,1.233772366962733,2.339401300024142,1.9394013000241421,10.21458789130543,0.9904,6.228342324542833,47.5228305392055,116.33058359403074,0.01502101887110874,50,50,639,303,0.06147906207179603,0.24,0.0
no_cluster_no_merge,spatial_flow_belief_memory_h30,30,50,0.58,0.0,0.14,0.32,0.12,0.3,0.18,0.82,0.1,0.54,0.54,0.06,0.58,0.56,0.2828,-0.627847797801452,-1.2317478470310452,0.002092793987561798,0.2391459905860822,1.233840641018607,2.3393541061781984,1.9393541061781983,10.219492526344817,0.9904,6.228342324542833,47.52662034564007,116.31105189181474,0.013191791902099443,50,50,639,2264,0.022128392513502636,0.38,0.0
super_light_cluster,no_memory_baseline,0,50,0.62,0.0,0.12,0.3,0.1,0.28,0.18,0.82,0.08,0.58,0.58,0.06,0.62,0.56,0.2836,-0.6205787155448722,-1.234771357832476,0.0020571609294812577,0.23893410494829273,1.2368285187619572,2.3363305953767672,1.9363305953767673,10.912535694392657,0.99,6.228342324542833,55.263237710478236,120.0,0.01451242243498922,50,50,122,0,1.0,0.0,0.0
