launch_role,termination_cause,row_count
final_heldout,floor_margin_stop,301
final_heldout,no_viable_continuation_primitive,83
final_heldout,wall_boundary_exit_retained,593
final_heldout,wall_boundary_exit_uncontrolled,23
history,ceiling_margin_stop,33
history,floor_margin_stop,3714
history,no_viable_continuation_primitive,1114
history,physically_impossible_initial_state,2
history,wall_boundary_exit_retained,5700
history,wall_boundary_exit_uncontrolled,187
