audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_reachable_flow_attraction_m,reachable_flow_attraction_positive_count,mean_flow_map_information_gain,flow_map_information_gain_positive_count,mean_information_gain_score_component,information_gain_score_component_positive_count,mean_route_memory_score_component,route_memory_score_component_positive_count,mean_route_flow_exploitation_m,mean_route_flow_information_gain,mean_route_flow_confidence,mean_memory_cost_benefit_total_benefit,mean_memory_cost_benefit_total_cost,mean_memory_cost_benefit_net_value,memory_cost_benefit_positive_count,mean_adaptive_score_margin,memory_policy_version,audit_status
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h10,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03313005127446707,0.8659471409598666,5.059890134863878e-10,4,0.574664648217263,20,0.04923065334104598,20,0.04950819998581788,20,-8.296196448376304e-05,0.21991317482103728,0.000625696845450415,0.04950819998581788,0.0,0.04950819998581788,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:balanced_cluster",20,20,1,1,0,0.00054655083152755,0.010931016630551,6.353924041647e-05,0.43008920782272264,1,0.03236533309283312,0.8587223632685234,3.833189468256065e-07,2,0.5682498400404917,20,0.04777053607111492,20,0.04792874307277966,20,1.5585309064794629e-06,0.21946410487748197,6.1860116325899995e-06,0.04799228231319614,6.353924041647e-05,0.04792874307277966,20,0.00048301159111108,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:heavy_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.032206439813079565,0.8318779897772363,0.0,0,0.5686001545516838,20,0.04815786612870419,20,0.048383595035263564,20,8.611063632234999e-06,0.274454301896472,5.815246682606e-05,0.048383595035263564,0.0,0.048383595035263564,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:light_cluster",20,20,1,1,0,0.000546384319889105,0.0109276863977821,6.353924041647e-05,0.42995817726793917,1,0.03192511826953368,0.8655552931440674,3.58057463193358e-07,4,0.5748921728057995,20,0.048580858157624765,20,0.04879607692734092,20,6.462869687616243e-06,0.21387709114611497,2.830847236820145e-05,0.0488596161677574,6.353924041647e-05,0.04879607692734092,20,0.00048284507947263494,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:no_cluster_no_merge",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03263990753352376,0.8659530885482898,1.9189914974289393e-07,4,0.5771126842777969,20,0.04814071880764574,20,0.04838089260900264,20,3.970952623942187e-07,0.18794900412012963,2.410368502843404e-06,0.04838089260900264,0.0,0.04838089260900264,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h3,library_size_case_id:super_light_cluster",20,20,0,0,0,0.0,0.0,0.0,0.0,0,0.03099617967487705,0.8666303334024367,3.3028175781027726e-07,3,0.5755145242346125,20,0.04928832837480658,20,0.04956663531010358,20,2.6166613836236484e-06,0.22041772599946569,1.6920381382961193e-05,0.04956663531010358,0.0,0.04956663531010358,20,0.0,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:balanced_cluster",20,20,1,1,0,0.000215344063810265,0.0043068812762053,6.353924041647e-05,0.1694575371052447,1,0.05412089062404635,0.8474588732230208,8.854784881794387e-07,7,0.5607408828819295,20,0.04809355767017336,20,0.04815590096824353,20,-0.0003391487075043551,0.23206109321065957,0.005414565083438655,0.04821944020866,6.353924041647e-05,0.04815590096824353,20,0.000151804823393795,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:heavy_cluster",20,20,2,2,0,0.000386985453194,0.0044788217803002,0.00012855526239946997,0.2991518970279114,2,0.0469544917820294,0.8230944891328095,8.910443186168736e-07,9,0.5629573550686281,20,0.048936264927149524,20,0.048929516108477185,20,-0.00020476364229085115,0.2923272644329345,0.0025714235910309835,0.04905807137087665,0.00012855526239946997,0.048929516108477185,20,0.000258430190794525,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:light_cluster",20,20,2,2,0,0.000752622136545995,0.0110441820106622,0.00011009248328941001,0.750802211834152,2,0.04041260103473096,0.8590984654446855,1.5906533494981383e-06,7,0.5697281254338016,20,0.049119068352830045,20,0.04936893211511021,20,1.3229032708452396e-05,0.2255142877483954,0.0005775388430855175,0.049479024598399625,0.00011009248328941001,0.04936893211511021,20,0.00064252965325659,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:no_cluster_no_merge",20,20,3,3,0,0.000705021061422395,0.006931136245235,0.00027812940336859,0.3972363281058965,3,0.03720273539921292,0.863522626832483,1.3199384619117523e-06,8,0.571337819427275,20,0.048843813296161595,20,0.048902795523794264,20,8.454999980736906e-05,0.22281095971542833,0.0015439809816477539,0.04918092492716286,0.00027812940336859,0.048902795523794264,20,0.000426891658053805,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
"launch_role:final_heldout,environment_block_id:targeted_memory_opportunity_arena_wide_four_fan,policy_id:spatial_flow_belief_memory_h30,library_size_case_id:super_light_cluster",20,20,2,2,0,0.000915014269921175,0.0141267557094886,0.000159117094117115,0.5337198438547248,2,0.0384441803277593,0.860520265962443,2.7447467290163098e-06,8,0.5694264612165825,20,0.04847644019074944,20,0.04861918470629436,20,-1.3062631833569488e-05,0.21536528824530282,0.0005545651135055162,0.04877830180041147,0.000159117094117115,0.04861918470629436,20,0.0007558971758040601,outer_loop_cost_benefit_spatial_flow_memory_v4_1,profiled
