time_s,x_w,y_w,z_w,phi,theta,psi,u,v,w,p,q,r,delta_a,delta_e,delta_r
0.0,3.9,2.2,1.8,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,4.03007596014635,2.199966744340667,1.8027284275399866,-0.004456361047753418,0.004313028197695053,-2.434354596674592e-06,6.507663247653117,-0.0023332697953515735,-0.24111624889143005,-0.4224141483222412,0.4206260353271018,0.0006301410271931354,0.0,-0.011872548368504638,0.0
0.04,4.16021901247902,2.1998491277320995,1.8106372627779013,-0.01594312971253948,0.015654599134637175,-9.959670817584819e-05,6.514017464538659,-0.0015813221044678428,-0.4165049057615286,-0.6975993023825069,0.6695445620380159,0.0014871943334491538,0.0025624559902802297,-0.020256314198167574,0.0030801238671045177
0.06,4.290308948701402,2.1995847721398993,1.823322397182968,-0.031153974811615994,0.029263831646818943,-0.00034400998554694656,6.520864721911758,0.0013201773905781025,-0.5561382793686236,-0.7894376309139113,0.6529042968489482,0.006897908558223999,0.006950102316489348,-0.026140144803238688,0.008354163390527601
0.08,4.420295209861416,2.1990892664903345,1.840389555292111,-0.04640805949442168,0.04084146290013766,-0.0005802962947833083,6.531570299667763,0.0037666326884972096,-0.694766621294705,-0.7311961935393869,0.506605282919188,0.011038282056779002,0.012623715267448151,-0.030232612359000953,0.015173960776023539
0.1,4.5502683322035296,2.198244061481566,1.861836350110934,-0.06173063823234212,0.05047483975963815,-0.0011448652672380005,6.550343887795216,0.006801635473981915,-0.8516126476044815,-0.8146589668530043,0.4611231197243536,-0.018530824106699574,0.01918607459004309,-0.03304145402603522,0.023062049254698267
0.12,4.6801654882643495,2.1969656237227797,1.8869165141895363,-0.07816649889591959,0.05750608734534223,-0.002229180305071263,6.553041356127826,0.013620253858295645,-0.9316647491265737,-0.7841833823106945,0.1774907418980205,-0.037416935062714596,0.026341854724759164,-0.034930495866424376,0.03166344153784183
0.14,4.809780437062326,2.1953342083390206,1.9132303592192275,-0.0922356101621783,0.05462037729261933,-0.002780752712475066,6.535277330187097,0.017677070032091926,-0.9562269934013269,-0.6031458264426232,-0.5522718059790226,-0.04212220011946692,0.03386893010196589,-0.036160442460662995,0.04071113820337315
0.16,4.939117620593089,2.1934684580900434,1.938643868811877,-0.10220622458628906,0.03293416538852959,-0.0014809284527362628,6.497318918385401,0.01547658871597704,-1.0017346324524106,-0.3987196462314523,-1.589508376763965,-0.04018903288648921,0.04159785854455607,-0.036918105269979955,0.050001466331335086
0.18,5.068220906775138,2.1915619836052276,1.9607920397710368,-0.10800891609213772,-0.005822719982823216,0.0019407157078099447,6.443734921993929,0.005809704402053943,-1.02648553662349,-0.18439541092199183,-2.2232499014510028,-0.025890173498698384,0.049397223816554564,-0.03733734662230316,0.059376460951212066
0.2,5.197103517337609,2.1898428331913786,1.9772903970319466,-0.10975183022002487,-0.05307439716147286,0.006866986731540426,6.393505860054393,-0.01291019798324221,-1.0010154507575824,0.02246089932954945,-2.470147761544579,0.0025313932284888666,0.05716317544625411,-0.0375140874141365,0.06871129169802263
0.22,5.325695252424076,2.188467954997378,1.9865018489406958,-0.10786333960927444,-0.10224337691073537,0.012716393934954813,6.358312994928358,-0.04101246226056211,-0.9252499807106902,0.2084102938494354,-2.4430315486549232,0.043601682507797355,0.06481197480361449,-0.03751706108623609,0.07790530304676895
0.24,5.453831047830407,2.1874971719062084,1.9876124202934289,-0.10283173740383951,-0.14894823440155708,0.019088008576072554,6.341889038776616,-0.0777351683861135,-0.8108740300176525,0.3713931080290622,-2.246647847062241,0.09362984619679528,0.07227469381239209,-0.03739551953313554,0.0868756420573198
0.26,5.581318361295278,2.1869060865361725,1.980503519587843,-0.09508522191900771,-0.19068728347728064,0.02576703294426013,6.3430096592124094,-0.1216577793511091,-0.6726002310496451,0.5134748212495781,-1.962191212972319,0.14807287539215197,0.0794934544531985,-0.037184754878849896,0.09555273818111741
0.28,5.70801373393701,2.186615759939426,1.965559452562611,-0.08498004309199411,-0.22633322823589908,0.03267163889061087,6.358344580644497,-0.17106160586304536,-0.5239468065716822,0.6380311049010411,-1.6476229647385867,0.20257275353168583,0.08641877046873928,-0.036910056181379665,0.10387710793717148
0.3,5.833869617860268,2.186523775507426,1.9434854898784883,-0.07279669475688992,-0.25575922695914793,0.03979916484456971,6.384208453830038,-0.22416163706024111,-0.3762679553051701,0.7492568796761733,-1.3451589806346465,0.2534542991268995,0.09300767683880003,-0.03658954466387028,0.11179710650320408
0.32,5.958944521109713,2.186530484893565,1.9151525853591522,-0.05874039908636022,-0.2795173411490397,0.04717669780154063,6.41752130709944,-0.2792289578082793,-0.23808429418077018,0.8507948253288582,-1.0799431743398955,0.2980654963233611,0.09922242156715298,-0.036236205338585924,0.11926735521708288
0.34,6.0833846863103584,2.1865577661533173,1.8814729767324687,-0.04295691345949708,-0.29850341931311986,0.054820319050775584,6.456105820520239,-0.33465029366633214,-0.11473981924091309,0.9449695595889248,-0.861804022588953,0.3348387377669531,0.1050295580878527,-0.03585934279507598,0.12624765063085328
0.36,6.207392120636042,2.1865592199318846,1.8433151767451463,-0.02555268018013584,-0.3137019485198291,0.06271377226968876,6.4985590602597325,-0.38896080745985995,-0.008776230231047732,1.0329513799043315,-0.6907317280832318,0.36313495973096754,0.11039932230019575,-0.03546562436525521,0.1327022156941747
0.38,6.33119213113181,2.1865231090428154,1.8014559267714463,-0.006611607271926008,-0.32603592299988665,0.07080484709925677,6.544007535486972,-0.4408643177496236,0.079377681292587,1.1151585628419722,-0.5615019284848127,0.3830313802749363,0.11530521100032975,-0.035059827617723034,0.13859919302059842
0.4,6.455007539687287,2.1864703777669563,1.756559337306986,0.013792257895105398,-0.3362927481713713,0.07901248991241464,6.591898639501067,-0.4892443007516796,0.15071311760359868,1.191575985376114,-0.46669511005460806,0.39511844182373046,0.11972370196215665,-0.03464537598512296,0.14391030841915803
0.42,6.579041735860465,2.186449927215466,1.7091737643265166,0.03558544903740943,-0.34509952465716875,0.0872387247373417,6.6418632666552195,-0.5331669596031358,0.20704220365416487,1.261971623373617,-0.3986167390945089,0.40032234763880564,0.12363407275983972,-0.03422472257531117,0.14861065311536292
0.44,6.703469793240632,2.18653281316058,1.6597391896770468,0.05868869960936639,-0.3529292329914677,0.09538118091594769,6.693638436088329,-0.571878700242492,0.25052389811970216,1.3260245687382077,-0.35041067997666214,0.3997596505915296,0.1270182875027334,-0.033799625196540575,0.15267854760429575
0.46,6.828435602306556,2.186806470878981,1.6085998809404851,0.08301287488897915,-0.3601234679555438,0.1033436293816681,6.747027949894452,-0.6048005819348021,0.2833255716374265,1.3833847101992756,-0.3165380719426857,0.39462627430713015,0.12986092932074814,-0.03337134343054795,0.1560954604966569
0.48,6.954052876597951,2.187369584468613,1.556018941033308,0.10845527388003269,-0.36691981495866105,0.11104343774771079,6.801884064085887,-0.6315227887890934,0.3073930591569539,1.4335413721330437,-0.2926915136883357,0.3861080988184442,0.1321491626612336,-0.032940779847991396,0.1588459631988566
0.5,7.080408422565766,2.1883279296828824,1.5021930425669696,0.13489571318376853,-0.3734747100981221,0.11841629310273466,6.858094241906688,-0.6517962387583289,0.32435791005179393,1.4760502370508675,-0.2755426901340532,0.3753319224422842,0.13387271393041633,-0.032508581198318814,0.1609177066436318
0.52,7.207565868672201,2.189791079396709,1.447265021711692,0.1622007321999718,-0.37988577531150713,0.12541873742738224,6.91556708786485,-0.6655230772176051,0.33557353310040594,1.510730755803054,-0.2628628090677167,0.3633507839923523,0.13502386222978702,-0.03207521091876319,0.16230141015499655
0.54,7.335569144417872,2.1918697058506753,1.3913339208030044,0.19022634277353961,-0.3862156031138676,0.1320278511753061,6.974226459030757,-0.6727491870638392,0.3421033013535632,1.5374732148143466,-0.25341652217740496,0.35112450723992733,0.1355974342563375,-0.03164100109166278,0.16299085531822388
0.56,7.464445488279864,2.19467330573433,1.3344627763359336,0.2188200513818244,-0.3925078074082621,0.13823959190207125,7.0340059619004185,-0.6736558286223802,0.34477040501550743,1.5562515325824473,-0.24640910062100888,0.33951390210802357,0.13559079911004895,-0.031206189675195145,0.1629828797383417
0.58,7.594207867121351,2.1983081711913686,1.276684368107072,0.24782273509809574,-0.39879493535604527,0.1440670019261029,7.0948450070387254,-0.6685488699069215,0.34422556490914097,1.5671090970305155,-0.24128427909525033,0.32927171749883805,0.13500385996509381,-0.030770947181572902,0.16227736702874918
0.6,7.7248569743701125,2.2028755800157382,1.2180056182897812,0.2770706744275236,-0.4051039213571452,0.14953786935831684,7.1566874928055375,-0.6578445805974654,0.34099832075193315,1.5701603752961744,-0.23765555997792684,0.32102896143578663,0.1338390404435951,-0.030335395793672698,0.1608772304322002
0.62,7.856382924649154,2.208470189054711,1.1584110848357791,0.306397738990881,-0.4114600063221158,0.15469187470694273,7.219482862065812,-0.642053032042746,0.3355331776604587,1.5655521008611786,-0.23524945883510132,0.3152821090610037,0.1321012641761298,-0.029899623063319194,0.15878838825211566
0.64,7.988766886161475,2.2151787392268565,1.0978661502694624,0.3356332645232604,-0.41788788585599435,0.15957757771513326,7.283191609234726,-0.6217612711069395,0.32818422142437453,1.553040887685724,-0.23370691588220185,0.3123533179407949,0.12979792650851366,-0.029463691726979355,0.15601972984356693
