split,session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.92,1.0822502,1.248514459,2.12067046,1.442349325,4.331429774,1.683418274,0.4033580285,-0.5916876406,0.2783062614,-0.8578048971,-0.637777965,-5.086558547,-16.3310964,4.843657986,3.125291161,0.3927941719,5.263037128,1.568099775,0.1589226903,3.595143528,4.014522669,-0.4193791415,1.004620702,-0.5525706848,1.557191387,1.049555153,1.283426635,-0.2338714815,0.969789752,1.185887177,-0.2160974251,3.425397434,3.127972072,0.2974253618,1.156267434,-7.422240913,-9.525560471,16.83571177,-19.6381365,-12.45576617,16.95579633,16.83571177,1.090917922,0.60649194,0.8578048971
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v002,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.025,1.1385988,1.282419316,2.040891736,1.479950106,4.589359399,0.6226423874,0.3052329553,-0.2698530317,-0.168013863,0.007753475554,-2.118223017,-6.950302658,-4.148907231,5.365923541,2.391235445,0.393870529,5.842608532,2.105342338,0.2623487268,4.083504225,4.560189216,-0.476684991,0.3503437092,0.06445060277,0.2858931064,1.086079577,1.21760138,-0.1315218023,0.9538738117,1.069385792,-0.1155119804,3.759857298,3.74522343,0.01463386739,-5.40557297,0.1290646217,-10.86139981,17.24364051,-9.013948229,-0.3168549637,4.550619659,17.24364051,0.4833978266,0.9876926288,0.3725211245
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.945,1.0095038,1.264145023,2.1037672,1.546616291,3.828827366,0.6045006115,0.6316980748,-0.100084781,0.1554788065,0.0509267603,-1.199816133,2.13415795,-7.476351238,4.225237295,2.252575582,0.3895887884,4.42335893,2.158684308,0.2865928522,2.961092272,3.159213907,-0.1981216355,0.1488083818,0.05491710823,0.09389127354,1.157027502,1.260023438,-0.1029959362,1.146134866,1.248161164,-0.1020262986,2.559223758,2.507265985,0.05195777264,2.176984028,4.510324349,-12.15752526,17.64846203,-4.42714637,7.523493854,4.510324349,17.64846203,0.1333789284,0.4608216646,0.3908551536
heldout,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.885,1.0865236,1.287717601,2.170039157,1.490362653,4.360049276,1.564095846,0.03166564626,-0.06460566629,-0.4368514409,-0.1601302128,6.410150826,-9.506451433,-10.89387627,5.332445831,2.646145412,0.3967577756,5.812994247,3.029754339,0.1843226087,4.04472823,4.525276646,-0.4805484162,0.4761062548,0.8597151822,-0.3836089274,1.093604877,1.306040044,-0.2124351669,1.006517371,1.202035597,-0.1955182261,3.698527973,3.464883536,0.233644437,-7.64891825,16.70397032,-14.75224888,13.50925847,-4.748778573,26.72117355,16.70397032,13.50925847,1.157154812,1.08081456,1.048303527
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.03,1.073812,1.249733943,2.095042885,1.550297759,4.128559013,0.9632588229,0.05427418685,-0.1293190446,0.04685729334,-0.3059649249,3.313546796,-1.518962723,-7.697171352,4.760035907,2.515335191,0.3957866345,5.066815838,2.433110363,0.3347434576,3.510301964,3.817081895,-0.306779931,0.4202923065,0.3380674782,0.08222482831,1.154511124,1.215554301,-0.06104317687,1.075152005,1.131999178,-0.05684717331,3.040509433,3.140198584,-0.09968915068,-14.49700119,6.580308928,-14.76812189,15.58465569,-9.732013738,14.37057995,6.580308928,15.58465569,0.3524973686,0.5560926896,0.6585030943
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2759417,1.283840267,2.191147199,1.415967952,5.18769646,1.808979066,0.2735891213,-0.1613633123,0.5006832893,-0.1884137294,6.589903103,-2.683867938,-10.68141719,5.823157809,2.57909438,0.3975550019,6.474397458,3.356206557,0.5185755081,4.539317543,5.190557191,-0.6512396484,0.3879471809,1.165059357,-0.7771121764,1.018412951,0.8973924443,0.1210205062,0.7981657395,0.703317749,0.09484799048,4.457246484,5.784043786,-1.326797302,-3.563416733,17.92892701,-21.82528603,20.88892442,-2.281238115,30.39321737,17.92892701,20.88892442,1.098588297,0.8471105195,1.191806627
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.15,1.3306842,1.308852143,2.069284926,1.423418004,5.532721761,1.237635636,0.1972143739,-0.1832383719,0.659258763,-0.5226210516,4.144436704,-4.56458292,-9.087163654,5.97603541,2.503448094,0.3941130699,7.131041231,2.409287396,0.5701663841,4.667183267,5.822189089,-1.155005821,0.4341631685,0.3400024699,0.0941606986,1.029304935,0.8532516204,0.1760533142,0.7735155604,0.6412127088,0.1323028516,4.534305734,6.823531241,-2.289225507,10.43769566,3.820053006,-6.5509105,23.16058164,-1.307564565,5.504944575,6.059891834,23.16058164,0.5811465765,0.8852548504,0.9056571915
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2316014,1.272363657,2.075107882,1.476109762,4.998634286,1.021500925,0.269886967,-0.4887873504,0.2036736388,-0.07949877915,-0.6147122823,-4.125378717,-10.30900352,5.615350188,2.190842353,0.380526065,6.234396985,1.989543792,0.4739970352,4.34298653,4.962033328,-0.6190467979,0.1157344709,-0.08556409036,0.2012985613,1.095583697,1.002112726,0.09347097023,0.8895602883,0.8136664397,0.07589384863,3.964084665,4.951572012,-0.9874873471,7.6630518,2.098272773,-18.96350776,22.10590186,1.167887004,-0.4291811011,4.729451225,22.10590186,0.6599324483,0.9290720778,0.6433177114
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2877676,1.266411151,2.164762383,1.548826516,4.999520858,1.185110272,0.3540636086,0.07851105979,0.7823782518,-0.4307779742,3.990776138,2.232568129,-9.96125723,5.115425084,2.501476283,0.3916911215,5.570777296,2.753529728,0.4433983362,3.849013933,4.304366145,-0.455352212,0.3367139003,0.5887673446,-0.2520534443,1.157135394,1.10542818,0.05170721465,0.8985591767,0.8584065788,0.04015259792,3.326329789,3.893845139,-0.5675153501,15.61104773,20.27392668,-15.25422837,23.06535907,1.538027462,34.9171143,20.27392668,23.31600819,0.4341064783,0.916534478,0.8350118253
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.115,1.1676584,1.261258504,2.087068075,1.521481343,4.46216642,0.9288613308,0.516746985,-0.4587790367,0.5510324036,0.2795224437,2.128626023,2.191709572,-8.54750747,4.895167426,2.195716618,0.3875531953,4.927157873,2.717648488,0.2860872165,3.633908921,3.665899369,-0.03199044738,0.1086485437,0.6305804135,-0.5219318698,1.133928147,1.235394126,-0.1014659789,0.9711129105,1.058009882,-0.08689697165,3.204708279,2.967392584,0.2373156946,-2.811439718,18.92499158,-15.4634731,19.70282542,1.053298569,34.10445841,18.92499158,19.79158696,0.4587790367,0.8619345395,0.7001502267
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.1997485,1.266200549,2.041535338,1.578809365,4.790958624,1.101735688,-0.05951377408,-0.1445983103,-0.05382749838,0.2025128742,5.833369868,-2.679817246,-8.866884937,5.81038275,2.063038089,0.3966808181,5.994624879,2.954619355,0.4804030017,4.544182201,4.728424331,-0.1842421294,0.02150275111,0.9130840169,-0.8915812658,1.182128546,1.098406363,0.08372218352,0.9853136273,0.9155305157,0.06978311164,3.844067733,4.304804206,-0.4607364729,-0.6139885987,17.93676017,-21.60405858,15.74614916,6.702532021,30.16848613,17.93676017,15.74614916,0.9553353767,0.8959144569,0.8832204718
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.165,1.186365,1.313589342,2.053670839,1.540145669,4.797448282,0.4876684438,0.6433408596,-0.5120547069,1.126428865,0.702384911,-2.833251244,5.622311552,-5.151403541,4.818744334,1.920452313,0.388226111,4.593124793,2.26016853,0.3453446378,3.505154992,3.279535451,0.2256195416,-0.1332185263,0.2064976909,-0.3397162172,1.151919558,1.194801032,-0.04288147323,0.9709655615,1.007110823,-0.03614526156,3.042881742,2.744838148,0.298043594,6.401281876,9.557042908,-15.66466258,32.75400948,0.788248556,15.75816123,10.26088951,32.75400948,0.5120547069,1.339715834,0.721822224
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.3,1.3377003,1.253748132,2.074237394,1.594311152,4.728599015,0.8345013308,-0.5812027977,-0.3819178844,-0.04021811502,-0.1391659467,4.135066921,-1.170046129,-6.921891907,5.964769962,2.423937265,0.3870037739,6.112010251,2.831974037,0.3290520164,4.711021829,4.858262119,-0.1472402891,0.3496998711,0.7577366428,-0.4080367717,1.207307379,1.265259136,-0.05795175751,0.9025245629,0.945846492,-0.04332192907,3.902089818,3.839736841,0.06235297698,-0.07726395253,16.20232445,-23.1672557,18.0591664,-5.259805108,29.10884584,16.20232445,18.0591664,0.7768603077,0.857202134,0.6408106624
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.015,1.125196,1.263018052,2.131562858,1.46806759,4.551469718,1.381281394,-0.08324873971,-0.1697356117,0.1333463154,-0.212903832,9.957521886,-4.673572643,-10.80463524,5.200159855,2.289752961,0.3902233441,5.641558552,3.26342841,0.2438888522,3.937141804,4.378540501,-0.441398697,0.1581901036,1.131865552,-0.9736754487,1.077844246,1.224178738,-0.1463344919,0.9579168842,1.08796933,-0.1300524459,3.652792894,3.57671667,0.07607622346,-6.16990999,25.171989,-8.527037988,9.445709695,6.667815189,43.62783809,25.171989,11.02173526,0.8489711209,0.9849713018,1.053902932
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.0201985,1.282376027,2.150113826,1.528979371,4.623433357,0.4876545169,0.2529554432,-0.0501449105,-0.1768286541,0.9828316735,1.019767638,-6.803587441,-2.780158907,5.144127907,1.701779873,0.3981102432,5.478762821,2.704025849,0.4221119433,3.86175188,4.196386794,-0.3346349137,-0.4483339525,0.5539120237,-1.002245976,1.130869128,1.106867428,0.02400170006,1.108479505,1.084953005,0.02352650005,3.41485304,3.791228008,-0.3763749674,18.1202276,7.42694525,-6.795724909,14.58218852,13.87400101,13.50171844,8.804203114,14.58218852,0.6474191343,0.9569729101,0.9893136652
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2229588,1.273660315,2.09135221,1.527515192,4.828104012,1.429594194,0.4065069789,-0.05761573027,0.5783287371,-0.4214631321,1.816677215,-0.6895725479,-13.70578911,5.291228892,2.659176315,0.3903005886,5.627498494,2.250219695,0.446982626,4.017568577,4.353838179,-0.336269602,0.5678241053,0.1588674854,0.4089566199,1.137214604,1.080532566,0.05668203743,0.9298879109,0.8835396305,0.04634828044,3.532814795,4.029344709,-0.4965299142,17.12836239,11.95227444,-22.34062081,24.48918631,-10.03082926,17.58617525,11.95227444,24.48918631,0.4998545472,0.9061245476,0.8401044643
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.225,1.2451841,1.301497512,2.121591348,1.510517526,4.682130016,2.156782101,-0.1057216422,-0.2683403829,-0.08930354113,-0.7625171749,2.221077987,-6.435310017,-18.75089729,5.983224133,2.985888293,0.3769307208,6.243084627,2.405162335,0.3655642226,4.681726621,4.941587115,-0.2598604939,0.8642969447,0.2835709865,0.5807259582,1.133586805,1.144953304,-0.01136649815,0.9103768715,0.919505239,-0.009128367566,4.130011569,4.315972625,-0.1859610557,10.20616197,16.60597286,-15.01093696,21.44390872,-8.493367821,21.71812019,16.60597286,21.44390872,0.7582045644,1.041899523,1.125952872
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.2761834,1.289662653,2.09431263,1.503139351,4.95692752,1.51774577,-0.0100985756,-0.2379778515,0.5267615965,0.02719930795,6.966938262,-2.416708978,-10.65595296,5.810377701,2.131646367,0.3967101877,6.19035365,3.323097007,0.4251844952,4.520715048,4.900690997,-0.3799759493,0.03733373632,1.228784377,-1.191450641,1.106429163,1.077954856,0.02847430748,0.8669828828,0.8446708018,0.02231208107,4.08586035,4.546285933,-0.4604255833,-6.834150709,23.02692017,-16.80718415,16.32930452,8.644473117,39.50567272,23.02692017,16.76075224,1.111535555,0.8874356126,1.086902647
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.035,1.0940274,1.258235466,2.152350751,1.479674169,4.472630901,1.171145417,0.1508608602,-0.2538357415,0.008051806672,0.1130369088,5.630616152,-3.70163475,-9.924875012,5.094107921,2.260514362,0.3903843011,5.414518971,2.999838449,0.3118754048,3.835872456,4.156283506,-0.32041105,0.1081636117,0.8474876987,-0.739324087,1.089289868,1.167798764,-0.07850889628,0.9956696402,1.067431002,-0.07176136199,3.521443253,3.559075103,-0.03763184912,-2.841553181,20.81052822,-14.38291376,11.99083982,4.391044899,34.70337957,20.81052822,12.12676147,0.948694371,0.8952816222,0.8791883008
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.17,1.1946584,1.269532059,2.133984584,1.425908949,4.954493084,1.432150226,0.6579508208,-0.6753151275,0.6344623148,-0.5212436402,-1.375535003,-1.299111007,-11.71889329,5.311817352,2.917567509,0.3922195312,5.431187562,1.827262893,0.3475908542,4.042285293,4.161655504,-0.1193702105,0.7835829247,-0.3067216914,1.090304616,1.033689418,1.078318095,-0.04462867695,0.8652594064,0.9026162583,-0.03735685193,3.910541428,3.859395037,0.05114639161,6.889521886,0.1517980012,-21.41081304,27.80659602,-15.78095515,-1.574312699,12.09716085,27.80659602,0.7188141705,1.059684781,0.6627151645
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.235,1.2683023,1.293810037,2.087974345,1.564544854,4.784982621,1.397743694,0.4851499195,-0.3795438856,0.7675613304,0.1208873864,5.281453162,7.937318284,-10.79547371,4.914629739,2.345234497,0.3918342068,4.912599945,3.266424413,0.3073233714,3.620819701,3.618789908,0.002029793471,0.257260152,1.178450068,-0.9211899162,1.172710647,1.257221482,-0.08451083543,0.9246302295,0.9912632676,-0.06663303806,3.087564448,2.878402858,0.2091615902,1.988866747,30.91842355,-29.75277501,12.87567265,-2.324411962,61.58074048,30.9206261,22.51054247,0.4313888246,0.9156267366,1.28786855
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.26,1.3026617,1.2962423,2.086298445,1.552412113,4.852397709,1.431725945,-0.4892960428,-0.2679959668,-0.4348080708,-0.6705522378,6.231255759,-5.845581457,-14.5784545,6.13345902,2.311217882,0.3965026532,6.709254223,2.330206575,0.3645194229,4.83721672,5.413011923,-0.5757952023,0.2249194368,0.2439081302,-0.01898869337,1.155909459,1.18789269,-0.03198323027,0.8873443192,0.9118965343,-0.02455221511,4.184771291,4.556818953,-0.3720476625,19.58903227,15.06853603,-8.384625717,20.32310455,5.674332016,17.49502284,15.06853603,20.32310455,1.092669764,1.035801208,1.023370756
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.15,1.1649905,1.257258786,2.144886512,1.429300185,4.842359258,1.885268751,0.2193530219,-0.6524967953,0.1991864376,-0.7969515431,3.10528643,-6.286074184,-15.73911968,5.539664805,3.27614627,0.3900794495,5.993546983,2.230468352,0.3778554681,4.282406019,4.736288197,-0.4538821785,1.131259758,0.08558183978,1.045677918,1.039220736,1.051444717,-0.01222398139,0.8920422404,0.9025350138,-0.01049277345,4.12078577,4.504552756,-0.3837669859,17.27391596,8.385122161,-20.9514875,22.26271472,-19.60289384,11.11136792,8.385122161,22.26271472,0.7210106518,0.9879060014,1.028839885
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.155,1.235884,1.306256582,2.077102077,1.38860105,5.185188125,1.698801732,0.1283542105,-0.7245069493,-0.0488780483,-0.9449583944,6.233836058,-7.380050057,-15.34099276,5.739204812,2.607122408,0.3998240553,6.847629244,1.990991355,0.4244974392,4.43294823,5.541372661,-1.108424431,0.5300203303,-0.08611072184,0.6161310521,0.9887769943,0.9641036104,0.02467338388,0.8000564732,0.7800923148,0.01996415835,4.483263926,5.747694129,-1.264430203,19.05047602,6.656942775,-11.58975375,22.04750642,0.2663080916,2.495357754,7.673492854,22.04750642,1.039042251,0.9046140804,1.133346249
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_duration,,1.3583783,1.308977008,2.068617232,1.444943417,5.681339266,1.210246202,0.278348777,-0.07490372258,0.9003813751,-0.8225295385,7.249730345,0.7192528279,-10.78014227,5.780607423,2.120734157,0.3886503037,6.56364132,2.708861656,0.6604576681,4.471630415,5.254664311,-0.7830338964,0.05211692424,0.6402444242,-0.5881274999,1.056293113,0.7844857485,0.2718073643,0.7776133591,0.5775164021,0.200096957,4.23332346,6.69822788,-2.46490442,27.9874181,25.11295142,-25.85850117,22.18668767,12.44473172,35.38797531,25.11295142,23.11999667,0.983185679,0.9003813751,1.009759842
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v026,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.995,1.4613187,1.262633103,2.024268499,1.350135612,5.965119766,1.011350954,-0.07764114252,-0.487981018,0.9255798315,0.1928272951,4.213714995,-7.180549331,-9.167275574,6.604973652,1.468865259,0.4837100367,8.414094448,2.360889255,0.4262789686,5.342340549,7.151461345,-1.809120796,-0.5554032401,0.3366207567,-0.8920239968,0.8664255758,0.9238566439,-0.05743106805,0.5929066505,0.6322075012,-0.03930085069,6.165954351,7.740877756,-1.574923405,-16.82314097,1.636550372,-19.31603654,20.49731148,12.21085402,5.910251773,4.213714995,20.49731148,0.487981018,0.9255798315,0.7837576322
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v027,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.245,1.3228131,1.273461869,2.086693408,1.453127062,5.098216582,1.426511978,0.4491308255,-0.387414098,1.031376541,-0.0131511788,5.79574417,2.394182673,-11.01559497,5.40855848,2.267371651,0.396636432,5.425484869,3.362495928,0.2059340625,4.135096611,4.152023001,-0.0169263896,0.1806782431,1.27580252,-1.095124277,1.05649063,1.247193,-0.1907023695,0.7986696155,0.9428338739,-0.1441642584,3.913992698,3.329094216,0.584898482,3.481018347,32.05516776,-10.99486973,12.30907788,1.802550611,60.14803461,32.05516776,21.60282264,0.6821800235,1.061591144,1.246660293
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v028,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,floor,front_wall,1.145,1.4047216,1.257533018,2.103211301,1.375457455,5.577017401,1.552305939,0.2752917343,-0.2782624047,0.6180789626,-0.08832250113,4.680065819,-3.836344156,-8.912987187,6.113026733,2.542069401,0.3895156446,7.322577991,2.936521667,0.4935483312,4.855493714,6.065044973,-1.209551259,0.4388580998,0.8333103652,-0.3944522654,0.9859418106,0.881909124,0.1040326866,0.70187702,0.6278177284,0.07405929161,4.924726452,6.877176806,-1.952450355,14.36080793,1.448589915,-18.63621887,24.39902953,-2.167759568,8.667907459,5.310474856,24.39902953,0.4863774822,0.9152415834,1.066515854
train,20260603_134313,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C0_neutral,Dry-air open-loop neutral glide characterisation,v029,neutral,0,0,0,ok,dry_air_current_model_exact_measured_launch_state_same_command_history_same_duration,0.005,command_schedule_csv_normalised_aggregate_to_radians,front_wall,front_wall,0.905,1.3506091,1.282081343,2.093689859,1.337127815,6.345637463,1.150580506,-0.03611904591,-0.2674963762,0.7781245289,0.2182727827,8.419886461,-8.570275628,-7.692370565,6.602842074,1.463492553,0.8289792968,8.759516788,3.161975929,0.2645725807,5.320760731,7.477435445,-2.156674714,-0.6301973053,1.06828607,-1.698483376,0.5081485181,1.072555234,-0.5644067162,0.3762365573,0.7941270603,-0.417890503,10.4708772,6.97160874,3.499268457,-13.08580495,5.055312562,-10.59246846,7.275618098,20.23783066,15.35654697,8.419886461,8.570275628,0.3695653197,0.7781245289,0.9458993711
