target,feature,standardized_coefficient,intercept,train_count,heldout_count,train_mae,heldout_mae
dx_m,x0_m,-0.007019498532,3.989667016,160,10,0.1547941307,0.189660393
dx_m,y0_m,0.02916423711,3.989667016,160,10,0.1547941307,0.189660393
dx_m,z0_m,0.04596851494,3.989667016,160,10,0.1547941307,0.189660393
dx_m,launch_x_offset_m,-0.007019501518,3.989667016,160,10,0.1547941307,0.189660393
dx_m,launch_y_offset_m,0.02916421018,3.989667016,160,10,0.1547941307,0.189660393
dx_m,launch_z_offset_m,0.04596852743,3.989667016,160,10,0.1547941307,0.189660393
dx_m,u0_m_s,-0.07812770652,3.989667016,160,10,0.1547941307,0.189660393
dx_m,v0_m_s,0.4714746546,3.989667016,160,10,0.1547941307,0.189660393
dx_m,w0_m_s,0.05287982725,3.989667016,160,10,0.1547941307,0.189660393
dx_m,p0_rad_s,-0.03825626795,3.989667016,160,10,0.1547941307,0.189660393
dx_m,q0_rad_s,0.02525119494,3.989667016,160,10,0.1547941307,0.189660393
dx_m,r0_rad_s,0.07201099256,3.989667016,160,10,0.1547941307,0.189660393
dx_m,phi0_deg,-0.05626436464,3.989667016,160,10,0.1547941307,0.189660393
dx_m,theta0_deg,-0.1882992313,3.989667016,160,10,0.1547941307,0.189660393
dx_m,psi0_deg,-0.1010807233,3.989667016,160,10,0.1547941307,0.189660393
dx_m,speed0_m_s,-0.3537634655,3.989667016,160,10,0.1547941307,0.189660393
dx_m,horizontal_speed0_m_s,0.7202136733,3.989667016,160,10,0.1547941307,0.189660393
dx_m,flight_path_angle_proxy0_deg,0.2482424443,3.989667016,160,10,0.1547941307,0.189660393
dx_m,sideslip_proxy0_deg,-0.6469193225,3.989667016,160,10,0.1547941307,0.189660393
dy_m,x0_m,0.0007971716352,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,y0_m,0.006980917737,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,z0_m,-0.009197927903,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,launch_x_offset_m,0.000797166634,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,launch_y_offset_m,0.006980935346,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,launch_z_offset_m,-0.009197888122,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,u0_m_s,0.6652211695,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,v0_m_s,0.07045713063,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,w0_m_s,-0.02582303847,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,p0_rad_s,-0.03049786541,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,q0_rad_s,-0.0223056263,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,r0_rad_s,-0.3008279505,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,phi0_deg,-0.2012625511,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,theta0_deg,0.02882221698,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,psi0_deg,0.3072544277,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,speed0_m_s,-1.022091578,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,horizontal_speed0_m_s,0.3387769164,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,flight_path_angle_proxy0_deg,-0.02958084069,0.2751773322,160,10,0.1271275645,0.09559017929
dy_m,sideslip_proxy0_deg,0.4328816863,0.2751773322,160,10,0.1271275645,0.09559017929
sink_rate_m_s,x0_m,0.0002957972086,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,y0_m,-0.001122386948,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,z0_m,0.01777559099,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,launch_x_offset_m,0.0002957959793,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,launch_y_offset_m,-0.00112238347,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,launch_z_offset_m,0.01777558693,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,u0_m_s,-0.07027893772,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,v0_m_s,-0.006297854097,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,w0_m_s,0.1063903172,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,p0_rad_s,0.001613061922,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,q0_rad_s,-0.02139281092,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,r0_rad_s,-0.002297644906,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,phi0_deg,0.01311302312,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,theta0_deg,-0.007831355325,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,psi0_deg,-0.01128875538,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,speed0_m_s,-0.3281461675,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,horizontal_speed0_m_s,0.3035913159,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,flight_path_angle_proxy0_deg,0.06702256126,0.9004877682,160,10,0.03527763097,0.04159071603
sink_rate_m_s,sideslip_proxy0_deg,-0.01569354195,0.9004877682,160,10,0.03527763097,0.04159071603
duration_s,x0_m,0.0006679251268,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,y0_m,-1.983492472e-05,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,z0_m,0.0185142258,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,launch_x_offset_m,0.000667924845,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,launch_y_offset_m,-1.98350723e-05,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,launch_z_offset_m,0.01851422423,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,u0_m_s,0.09584378787,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,v0_m_s,0.08480502594,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,w0_m_s,-0.02103362146,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,p0_rad_s,-0.00108611159,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,q0_rad_s,0.02444874747,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,r0_rad_s,-0.0003223800361,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,phi0_deg,-0.02511858862,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,theta0_deg,0.02638769838,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,psi0_deg,0.01730034776,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,speed0_m_s,0.01325609109,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,horizontal_speed0_m_s,-0.01611394548,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,flight_path_angle_proxy0_deg,0.02915696943,1.219859513,160,10,0.03872736362,0.03751530993
duration_s,sideslip_proxy0_deg,-0.05455945261,1.219859513,160,10,0.03872736362,0.03751530993
