split,session_label,calibration_profile_hash,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,replay_status,replay_policy,replay_dt_s,alignment_window_s,alignment_elapsed_s,alignment_sample_count,alignment_method,replay_command_source,actual_termination_group,sim_first_exit_reason,sim_first_exit_time_s,duration_s,x0_m,y0_m,z0_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,actual_x_end_m,actual_y_end_m,actual_z_end_m,sim_x_end_m,sim_y_end_m,sim_z_end_m,actual_dx_m,sim_dx_m,dx_residual_actual_minus_sim_m,actual_dy_m,sim_dy_m,dy_residual_actual_minus_sim_m,actual_altitude_loss_m,sim_altitude_loss_m,altitude_loss_residual_actual_minus_sim_m,actual_sink_rate_m_s,sim_sink_rate_m_s,sink_rate_residual_actual_minus_sim_m_s,actual_glide_ratio_x_over_altloss,sim_glide_ratio_x_over_altloss,glide_ratio_residual_actual_minus_sim,actual_final_phi_deg,sim_final_phi_deg,actual_final_theta_deg,sim_final_theta_deg,actual_final_psi_deg,sim_final_psi_deg,max_abs_sim_phi_deg,max_abs_sim_theta_deg,max_abs_sim_p_rad_s,max_abs_sim_q_rad_s,max_abs_sim_r_rad_s
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_aileron_pos1p0,aileron pulse +1.0,v003,delta_a,1,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2041309,17,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.695,0.7776766,2.124172492,2.150493805,1.257757397,3.980078686,1.004252298,1.261437918,-0.06279571498,0.9282388754,0.01682942847,4.283964281,7.106644566,-10.05417521,4.474139993,2.434484085,0.39889738,4.746810437,2.658000985,0.2376216877,2.3499675,2.622637945,-0.2726704446,0.2839902799,0.5075071802,-0.2235169003,0.8588600169,1.020135709,-0.1612756923,1.104392259,1.311773698,-0.2073814389,2.736147282,2.570871622,0.1652756599,-18.78840597,8.930094205,-9.119510994,20.54875235,3.086858431,-8.178236868,14.65846006,20.54875235,0.7041074443,0.9282388754,0.384678821
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p2,elevator pulse -0.2,v001,delta_e,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2028081,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.835,0.8730187,2.243975881,2.125570863,1.158819642,4.581779182,1.193418822,1.390682396,-0.249078187,1.209590655,-0.06821261601,0.2162881991,6.126413938,-10.3800522,5.193714288,2.571823496,0.3991207051,5.548186769,2.335685116,0.3441867717,2.949738406,3.304210888,-0.3544724816,0.4462526326,0.210114253,0.2361383796,0.7596989368,0.8146328702,-0.05493393335,0.8701977825,0.9331219024,-0.0629241199,3.88277285,4.056073612,-0.1733007614,-3.711371631,5.87553864,-11.4002047,11.44919213,-11.17711828,12.28100848,5.87553864,13.21549668,0.3445417781,1.209590655,0.6994078148
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p2,elevator pulse -0.2,v002,delta_e,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2017594,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.775,0.7950072,2.154880244,2.147677121,1.260616265,4.241130145,1.320586124,0.9145165011,-0.2813202102,0.6818169212,-0.2847580589,6.801672342,3.12225588,-11.77805432,4.828495928,2.344719816,0.3937386504,5.172129417,2.49407935,0.3695679562,2.673615685,3.017249173,-0.3436334888,0.1970426954,0.3464022299,-0.1493595346,0.8668776141,0.8910483083,-0.02417069425,1.090402218,1.120805331,-0.03040311364,3.08419048,3.386179116,-0.3019886365,-21.57323367,4.150810689,-13.40341716,6.573146116,-3.211349081,13.08490199,6.801672342,9.629554577,0.4549309968,0.8376052229,0.848373777
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p2,elevator pulse -0.2,v003,delta_e,-0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2032961,29,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,1.0151745,2.218702644,2.060358227,1.437207998,4.519418155,0.5139685217,1.391061538,-0.2399667137,1.004100652,-0.1382394226,-1.57610943,14.47107373,-4.784065238,5.230391863,2.309878406,0.386380953,5.411635133,2.058055404,0.5623431325,3.011689218,3.192932489,-0.1812432706,0.2495201786,-0.002302823494,0.2518230021,1.050827045,0.8748648655,0.1759621795,1.035119622,0.8617876685,0.1733319538,2.866017993,3.649629348,-0.7836113556,-5.374721323,1.092066747,-24.72551238,20.86301518,-10.59301232,2.416872275,3.67050319,20.86301518,0.2532529533,1.004100652,0.2448388582
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p4,elevator pulse -0.4,v001,delta_e,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2022438,29,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,1.0047595,2.195031912,2.215145128,1.402366286,4.505324641,0.8161717425,1.478800909,0.009096669284,1.387654158,0.03036965084,2.339966359,18.10059929,-6.332420809,4.942546671,2.351780161,0.3958065916,5.258162837,2.71035695,0.5643521132,2.747514759,3.063130925,-0.3156161658,0.136635033,0.4952118219,-0.3585767889,1.006559694,0.8380141725,0.1685455216,1.001791667,0.8340445376,0.1677471292,2.729609356,3.655225681,-0.9256163249,-8.34280506,14.95348817,-23.59337407,13.42219866,-4.340198513,26.88927846,14.95348817,24.90501884,0.1793739353,1.387654158,0.7026482993
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p4,elevator pulse -0.4,v002,delta_e,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2055547,34,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.795,0.8310663,2.154037962,2.216247078,1.3547205,4.209800745,0.9325485292,0.9896854904,-0.07408594611,0.652643733,-0.05102297447,5.909032789,5.917369071,-6.696983983,4.947324021,2.310428374,0.3811185244,5.277034672,2.707033019,0.3223777665,2.793286059,3.12299671,-0.3297106514,0.09418129595,0.4907859404,-0.3966046445,0.973601976,1.032342734,-0.05874075792,1.171509392,1.242190586,-0.07068119345,2.869022586,3.025154929,-0.1561323434,-17.21667651,8.479088215,-22.4591944,-6.551382822,-6.004940046,19.50583561,8.479088215,10.45923079,0.2584403969,0.7896706778,0.7910444532
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p4,elevator pulse -0.4,v003,delta_e,-0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2025749,14,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.75,0.7900702,2.141579299,2.164995044,1.273321814,3.6668282,1.958311535,1.137179848,-0.4659619556,0.8032173065,-0.7101174121,0.1260323729,5.924209363,-23.57161267,4.487254543,2.862297187,0.3998307682,4.853979489,2.122542769,0.325540048,2.345675244,2.71240019,-0.366724946,0.6973021428,-0.04245227508,0.7397544178,0.8734910458,0.9477817661,-0.0742907203,1.105586625,1.199617156,-0.09403053082,2.685402736,2.861840444,-0.176437708,-25.87016937,-10.59134183,6.033449177,5.416966512,-19.48928547,-9.180448752,13.65731801,10.15576836,0.7328100939,0.8032173065,0.7101174121
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p6,elevator pulse -0.6,v001,delta_e,-0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2032138,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,0.8468348,2.187293701,2.188131952,1.380929049,3.899481899,1.971925641,1.16170908,-0.2930849995,0.8610001008,-0.7062242571,2.203483106,9.151124925,-20.9447068,4.530775157,2.911483951,0.3956740664,5.233306075,2.311630631,0.4106999662,2.343481456,3.046012374,-0.7025309172,0.7233519988,0.1234986792,0.5998533197,0.9852549829,0.9702290831,0.01502589978,1.163455945,1.145712343,0.01774360215,2.378553265,3.139477497,-0.7609242323,-17.51568855,-7.601743314,-1.28578721,-0.197471617,-14.65818077,0.3298747072,10.93854005,13.49333469,0.7111244877,0.9171181881,0.7787955691
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p6,elevator pulse -0.6,v002,delta_e,-0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2003223,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.85,1.0077937,2.241151829,2.102387997,1.322306824,4.562684252,1.211882903,1.185683058,-0.4249253137,0.7678407256,-0.3978476426,-0.2481019547,5.136735891,-13.56534758,5.719947229,2.856747758,0.3909494629,6.423721759,1.926887904,0.1446348315,3.478795401,4.18256993,-0.7037745299,0.7543597615,-0.1755000929,0.9298598544,0.9313573616,1.177671993,-0.2463146314,0.9241547765,1.168564551,-0.2444097749,3.735188601,3.551557612,0.1836309896,0.9048434752,1.046222575,-14.6820033,-2.799135877,-19.6058715,-0.8838613523,7.843553029,11.59992857,0.6416714096,1.227958728,0.5654388345
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p6,elevator pulse -0.6,v003,delta_e,-0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2044392,25,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.945,0.9936027,2.338369659,2.086654486,1.354586689,4.65921299,0.5998983377,1.370338649,-0.3821546602,1.097508485,0.1094757017,0.93969695,12.82171154,-5.994516339,5.561092847,2.280424895,0.393244074,6.195859066,2.332883463,0.2936396391,3.222723188,3.857489407,-0.6347662194,0.1937704089,0.2462289764,-0.05245856753,0.9613426155,1.06094705,-0.09960443484,0.9675322093,1.067777946,-0.1002457369,3.352314914,3.635892485,-0.2835775705,9.013667156,18.95340156,-25.04856794,-16.17289302,-3.152172315,8.733706486,18.96469335,17.55376467,0.8517609154,1.267533776,0.5149897963
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p8,elevator pulse -0.8,v001,delta_e,-0.8,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2044958,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.64,0.7217787,2.262520824,2.154143952,1.145825718,4.826834756,0.05910381133,1.454410006,-0.06775207359,0.9585244213,0.3099250953,6.248631539,4.175943699,1.869915376,5.067908033,1.902276561,0.3888749607,5.396497386,2.476110167,0.1930293395,2.805387208,3.133976561,-0.3285893533,-0.2518673907,0.321966215,-0.5738336057,0.7569507569,0.952796378,-0.1958456211,1.048729696,1.320067187,-0.2713374905,3.706168707,3.289240633,0.4169280744,3.529309473,7.640071503,-25.43258703,-26.4005604,10.5674384,8.86725905,9.528734493,26.4005604,0.380741452,1.715176575,0.3545791414
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p8,elevator pulse -0.8,v002,delta_e,-0.8,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2026976,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.795,0.816583,2.152939,2.190524824,1.356167478,4.051929823,1.683292412,1.077784948,-0.2823090394,0.7856235587,-0.3766232431,0.9250580547,7.354252864,-15.25374601,4.86376342,2.715784682,0.3948555892,5.282486209,2.456246744,0.3549094324,2.71082442,3.12954721,-0.4187227895,0.525259858,0.2657219199,0.259537938,0.9613118883,1.001258045,-0.03994615684,1.177237205,1.226155878,-0.0489186731,2.819921872,3.125615045,-0.3056931723,-15.74524538,-2.187963123,-27.5396741,-17.74406657,-15.17325349,8.6083686,7.95408329,18.2404581,0.7568393423,1.622195544,0.7653998039
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg0p8,elevator pulse -0.8,v003,delta_e,-0.8,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2122171,30,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.7,0.7612724,2.108025334,2.14125172,1.298194615,3.968943113,1.188591674,1.05499046,-0.2709744133,0.6877796979,-0.2939409408,7.285968755,7.542940719,-11.83743396,4.542061804,2.265686791,0.3921730125,4.975729346,2.400256665,0.2608562869,2.43403647,2.867704012,-0.4336675423,0.1244350706,0.2590049447,-0.1345698741,0.9060216021,1.037338328,-0.1313167256,1.19014114,1.36263751,-0.17249637,2.686510414,2.764482846,-0.07797243118,-24.18524443,-0.2278470008,-23.1361189,-20.89059157,-0.431587488,8.671567105,7.285968755,21.05235969,0.5826907096,1.634613883,0.7832121638
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg1p0,elevator pulse -1.0,v001,delta_e,-1,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2001129,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.745,0.7904219,2.120606025,2.188699761,1.248167649,4.086770849,0.9466290102,1.405773622,-0.2888485363,1.140715424,0.1250294277,-2.326109733,10.73578165,-7.999753666,4.702507674,2.658431657,0.3973274292,4.950707862,2.40793659,0.2932833872,2.581901649,2.830101837,-0.2482001873,0.4697318959,0.2192368291,0.2504950668,0.8508402201,0.9548842621,-0.104044042,1.076438064,1.208069086,-0.1316310213,3.034531735,2.96381661,0.07071512496,7.297465139,4.365217587,-27.62931122,-23.7697252,-7.476867734,9.379790353,4.365217587,23.82344746,0.6764938426,1.905824614,0.5644608082
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg1p0,elevator pulse -1.0,v002,delta_e,-1,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.200245,34,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.66,0.7603895,2.230016944,2.198912043,1.261035826,4.513674265,0.9951492119,1.242830575,-0.2016011103,0.760507413,0.2252605009,-2.414906417,4.16885059,-8.506334684,5.083796672,2.577256442,0.389329774,5.358886105,2.379998508,0.03543226498,2.853779727,3.128869161,-0.2750894339,0.3783443987,0.1810864648,0.1972579339,0.8717060523,1.225603561,-0.353897509,1.146394121,1.611810212,-0.4654160914,3.273786754,2.552921075,0.7208656791,1.887475287,2.683523663,-31.21730658,-40.31274631,-6.078131093,7.821252179,3.336320221,40.31274631,0.6733825041,2.634128128,0.6646239534
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_neg1p0,elevator pulse -1.0,v003,delta_e,-1,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2007503,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.615,0.6994925,2.214363868,2.146391278,1.22734748,4.7002836,0.7396400458,1.080541517,-0.184821108,0.6321390535,-0.06788589298,1.426207314,0.5896034244,-6.11896402,5.071201199,2.293282338,0.3945912545,5.170332433,2.282055823,0.08664188466,2.856837331,2.955968564,-0.09913123349,0.14689106,0.1356645447,0.01122651526,0.8327562251,1.140705595,-0.3079493698,1.190514873,1.630761724,-0.4402468502,3.430580577,2.591350983,0.839229594,-9.168108746,-0.02940781783,-31.95146851,-45.91879873,-6.536048614,7.276326771,1.426207314,45.91879873,0.3976124883,3.20306031,0.4978105632
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p2,elevator pulse +0.2,v001,delta_e,0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2043332,31,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,0.9538943,2.165640925,2.276350075,1.451740138,4.089644578,1.451407759,1.09471571,0.02455809498,0.8068074031,0.1210255633,1.925424207,10.74450283,-10.85566295,4.962879949,2.655551998,0.3999101442,4.898595676,2.963329981,0.4397680834,2.797239024,2.732954751,0.06428427281,0.3792019231,0.6869799054,-0.3077779823,1.051829993,1.011972054,0.03985793919,1.102669335,1.060884895,0.04178444005,2.659402224,2.700622749,-0.04122052497,0.7452163246,21.20175369,-18.48816972,27.89273113,-8.623548477,38.98815569,21.20175369,29.23534939,0.2669734091,0.8097562387,1.031327103
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p2,elevator pulse +0.2,v002,delta_e,0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2037867,33,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.99,1.0197395,2.212542378,2.211880803,1.430920117,4.352908859,1.104962018,1.246313827,-0.02182756889,1.160126923,0.07992101716,5.716134961,14.28394166,-8.900855103,4.804133797,2.401385167,0.3955419192,4.934376486,2.913824449,0.312468612,2.591591419,2.721834109,-0.1302426892,0.1895043641,0.7019436462,-0.5124392822,1.035378198,1.118451505,-0.08307330724,1.015335973,1.096801198,-0.08146522444,2.503038431,2.433573647,0.0694647833,10.94571917,26.05482642,-6.109056955,27.60277671,0.02494533931,45.55957314,26.07098765,31.45170897,0.3607540405,1.160126923,1.034163909
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p2,elevator pulse +0.2,v003,delta_e,0.2,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2005875,34,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.73,0.8411656,2.11127479,2.261960104,1.230649661,4.197824538,1.616353666,0.8971104202,-0.1432638731,0.5582976426,-0.2534906677,2.722506137,-2.14066171,-13.53367637,4.949360529,2.710705804,0.3953545879,5.183739419,2.670771286,0.2649512489,2.838085739,3.072464629,-0.2343788902,0.4487456996,0.4088111813,0.0399345183,0.8352950732,0.9656984122,-0.130403339,0.9930209619,1.148047914,-0.1550269519,3.397704392,3.181598509,0.2161058823,-11.91715158,9.048438681,1.085197092,23.80032638,-10.68597872,18.04200828,9.048438681,23.80032638,0.400791188,0.7503660185,0.9177264892
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p4,elevator pulse +0.4,v001,delta_e,0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2042294,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.09,1.1415131,2.227483998,2.050399914,1.552136675,4.547140732,0.9747028285,1.246142105,-0.2213699465,1.140030465,-0.1665624391,3.866179549,18.13542833,-9.405867482,5.056225149,2.427017979,0.3832884239,4.956063255,2.583299991,0.2501130316,2.828741151,2.728579257,0.1001618939,0.3766180647,0.5329000764,-0.1562820117,1.168848251,1.302023643,-0.1331753923,1.023946419,1.14061209,-0.1166656715,2.420109838,2.095644938,0.3244649,26.37636473,16.00858379,-15.1247743,41.38901795,-2.675419074,25.93888401,19.02388125,44.27733483,0.3538199231,1.140030465,0.7209678863
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p4,elevator pulse +0.4,v002,delta_e,0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2020018,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.855,1.0505386,2.226455285,2.23224083,1.218534748,4.545033299,1.41697639,1.211016603,-0.282051642,0.7849203171,-0.1217452178,-0.7735162931,1.582468771,-11.98746252,5.225861972,2.669173421,0.3975531739,5.464493186,2.435372251,0.007539040734,2.999406687,3.238037901,-0.2386312134,0.4369325909,0.2031314205,0.2338011703,0.8209815743,1.210995708,-0.3900141332,0.7814863484,1.152737946,-0.3712515972,3.653439713,2.673864061,0.9795756517,9.585109962,14.50368757,4.483729141,38.31335816,-12.96307191,22.58733398,14.50368757,38.31457355,0.3900811564,1.076975901,0.7544456689
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p4,elevator pulse +0.4,v003,delta_e,0.4,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2058114,29,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.04,1.0811678,2.243737105,2.155919021,1.484274387,4.457180753,0.8553469451,1.508063662,-0.1941626123,1.144136453,0.02210168707,-2.180286422,16.87764782,-8.128734892,4.787493742,2.539703874,0.3735315124,4.9202899,2.362455048,0.2901217541,2.543756636,2.676552794,-0.1327961577,0.3837848529,0.2065360266,0.1772488263,1.110742874,1.194152633,-0.08340975827,1.027354749,1.104502587,-0.07714783798,2.290139955,2.241382484,0.04875747103,6.132665455,10.98423883,-15.0397971,43.526945,-20.13864529,16.93450517,11.89764962,45.30252333,0.2453296959,1.144136453,0.5088981276
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p6,elevator pulse +0.6,v001,delta_e,0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2050018,28,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,none_before_actual_remaining_duration,,0.9985371,2.256677862,2.164825979,1.386708914,4.663539018,1.518357357,1.361704761,-0.4185514365,0.9852959407,-0.4061022199,-1.795426455,10.46085311,-14.67846308,4.997077276,3.035736349,0.3822348473,5.137674006,2.243611788,0.430581007,2.740399414,2.880996144,-0.1405967293,0.8709103696,0.07878580894,0.7921245607,1.004474067,0.9561279074,0.0483461597,1.005945665,0.9575286761,0.04841698892,2.728193294,3.013191145,-0.2849978501,14.08858528,6.142227285,-10.5267777,50.34459101,-22.78903016,6.786490732,9.767190266,51.17541656,0.5558602375,1.322926823,0.6073851155
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p6,elevator pulse +0.6,v002,delta_e,0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2003834,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,1.005,1.0528027,2.190693867,2.217499831,1.44962715,4.470815157,0.6937851152,1.147907677,-0.3473234592,1.095725737,0.1184826917,2.946270719,14.49157196,-4.287558684,5.074926031,2.449136218,0.398625651,4.807003051,2.674580641,0.2731282742,2.884232164,2.616309185,0.2679229797,0.2316363862,0.4570808096,-0.2254444234,1.051001499,1.176498875,-0.1254973768,0.9982891369,1.117492267,-0.1192031297,2.744270268,2.223809337,0.5204609305,8.496958631,16.88280552,-3.571619014,45.86845284,0.2603639661,27.24459578,18.94659066,47.98770859,0.3539777894,1.205364827,0.5425826657
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p6,elevator pulse +0.6,v003,delta_e,0.6,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2000177,32,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.84,0.9650423,2.251925535,2.229107061,1.187971917,4.693789607,1.158128759,1.325519327,-0.1839488207,0.7905257996,-0.1599025242,-3.196348047,2.176926784,-10.20973747,5.032754619,2.771694098,0.3926506325,5.294171717,2.240653974,0.1429885719,2.780829084,3.042246182,-0.2614170974,0.5425870376,0.01154691297,0.5310401246,0.795321284,1.044983345,-0.2496620606,0.8241310085,1.08283683,-0.2587058211,3.496485182,2.911286766,0.5851984161,-3.073648674,9.687212999,16.26205046,46.86628525,-11.431759,12.94740131,9.687212999,46.89602818,0.3276233246,1.483231117,0.6086369277
train,20260603_140315,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,C1_elevator_pos0p8,elevator pulse +0.8,v001,delta_e,0.8,0.25,0.4,ok,dry_air_current_model_aligned_first_motion_window_same_command_history_remaining_duration,0.005,0.2,0.2045009,29,target_pose_plus_regressed_world_velocity_and_so3_rate_over_first_window,command_schedule_csv_normalised_aggregate_to_radians,floor,floor,0.935,0.9519888,2.190309329,2.086732284,1.393749693,4.506131008,-0.06251317083,0.9603164567,0.1149451903,0.5831565884,0.1075031429,3.649165187,6.85523789,3.188699785,4.618222502,1.819379892,0.3909863151,4.834876248,2.462541876,0.3540592913,2.427913173,2.644566919,-0.2166537461,-0.2673523921,0.3758095923,-0.6431619844,1.002763378,1.039690401,-0.03692702383,1.053335268,1.092124615,-0.03878934693,2.421222421,2.543610016,-0.1223875953,-17.67836336,12.01586211,12.04846705,50.28013486,12.62851672,18.97577731,13.00619344,50.89316251,0.278213942,1.654254059,0.2161601
