primitive_variant_id,primitive_id,primitive_family,entry_role,controller_id,controller_family,reference_state_vector,reference_command_vector,finite_horizon_s,linearisation_id,linearisation_source,Q_weight_json,R_weight_json,K_gain_matrix_json,K_gain_checksum,closed_loop_eigenvalue_summary,sampled_data_check_status,lqr_synthesis_status,lqr_blocked_reason,timing_aware_synthesis_level,timing_effects_in_synthesis,timing_effects_in_rollout,sampled_data_timing_audit_status,delayed_state_lqr_augmentation_status,exit_checks,metrics,failure_labels,claim_status,variant_registry_version,exit_check_version
primvar_lift_entry_inflight_only_1c220c6b7125,lift_entry,lift_entry,inflight_only,lqr_lift_entry_a9d2674729de,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":2.25,""q_rates"":0.9,""q_surfaces"":0.15,""q_velocity"":1.25,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":3.3000000000000003,""r_elevator"":2.7,""r_rudder"":3.5999999999999996}","[[0.0,0.0,0.0,1.6195842691763023,-6.985028612503489e-16,0.7448749584959481,3.9619791079410436e-16,0.12778692583219484,-3.491547593732814e-17,0.2180164222365603,5.1773874109911046e-17,-0.02861008343760447,2.340906265714404,7.356503512063318e-17,-0.1525005636541871],[0.0,0.0,0.0,-1.6341237513569724e-15,3.0881875253517657,1.1012606466147328e-15,-0.589528140178841,1.2023693817389154e-16,0.08938685075078093,6.960290189758816e-18,0.3567494295652422,-2.9138032476951062e-16,8.991282070299612e-17,2.6710106698839398,3.4494010393815345e-16],[0.0,0.0,0.0,-0.5194769364536568,5.080892734732476e-16,0.34117129840474963,-7.028726341651373e-17,-0.18888994179428084,-9.193522069987528e-17,-0.02937792995650551,4.480940173338673e-17,0.5349256818444205,-0.13979218334967153,2.587050779536151e-16,0.8001798499714494]]",542b566ada84e5edca92df731ade8263e10422c6170e001e1b08341394585d28,"{""count"":12,""max_abs_imag"":34.83319318378247,""max_real"":-1.5015231673981888,""min_real"":-47.16171775984057}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_9f8cf3ea3236,lift_entry,lift_entry,inflight_only,lqr_lift_entry_cb297c2a5ce2,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.55,""r_elevator"":0.45,""r_rudder"":0.6}","[[0.0,0.0,0.0,4.623612412724872,9.202702257612426e-15,2.274634504552104,-1.3518851203080633e-15,0.43511313969508775,-1.6342044499446026e-15,0.9196337613617874,-2.085782024752666e-16,0.02738506696050816,5.6385306978056375,-7.210526884693144e-16,-0.22757864352321194],[0.0,0.0,0.0,9.831263644849804e-15,9.01090153413034,-2.5183712709424692e-14,-1.7603109937599284,4.5715352051761134e-15,0.29000258654216915,4.483738962085896e-16,1.2863302257683389,-1.0761146152276004e-15,-8.812866192402732e-16,5.785915808271314,1.9114542016532414e-16],[0.0,0.0,0.0,-1.5986981328921033,-1.7688381553537424e-14,0.9392557593519313,4.744761055462164e-15,-1.0398285101876086,2.1308740637660685e-16,-0.07765987307839521,-1.7508276527734542e-15,1.5940821155678866,-0.20861375656294429,1.433590651239931e-16,1.8346269878396797]]",73d026032cb56e6f4ac1f722a697e316e5288b1e7f52ac4e3f7d7144cc0e5a2d,"{""count"":12,""max_abs_imag"":67.4160814263119,""max_real"":-1.5363802180662254,""min_real"":-74.7461865025742}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_418e1d2e2086,lift_entry,lift_entry,inflight_only,lqr_lift_entry_68a1485e547d,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.8250000000000001,""r_elevator"":0.675,""r_rudder"":0.8999999999999999}","[[0.0,0.0,0.0,3.798286103961112,-4.555130572850828e-15,1.8508060883340005,1.5432369661295026e-15,0.34848236282290246,-9.124732537755936e-16,0.7124057152528919,2.412227000672568e-16,0.010022234163420027,4.858840924535672,1.157293234926635e-15,-0.21157643639947973],[0.0,0.0,0.0,-1.9557183861976544e-14,7.384266890453698,2.960009254348966e-15,-1.43835701119269,-2.660679803728594e-15,0.23526473168366605,-2.9422995438555846e-17,1.0209874540775334,3.521009741575178e-15,1.4144695093547764e-15,5.060087653628461,8.783765802282898e-15],[0.0,0.0,0.0,-1.3114675404594272,-1.378244382192294e-15,0.7810081656232544,3.686560359140836e-16,-0.7913789664538571,4.544961932730305e-16,-0.06528323476789125,1.0428991739886457e-16,1.3120999891361296,-0.19394506669952313,6.5878243517121735e-15,1.5923708940188384]]",4563ca51e0f1ca5d5f317d2f2d9b97b2daf000b51da3e275dd2d285f407dbc58,"{""count"":12,""max_abs_imag"":60.21762790534109,""max_real"":-1.5340590829149967,""min_real"":-68.23214633960168}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_14c9d23fd2d1,lift_entry,lift_entry,inflight_only,lqr_lift_entry_8c122111708b,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9,""r_rudder"":1.2}","[[0.0,0.0,0.0,3.3058113931935087,-4.816788523758413e-15,1.5987195834823553,2.900836539136034e-15,0.29746159718560466,-1.6725347794706544e-16,0.5927329807538934,-4.552257358997338e-16,6.325117740381562e-05,4.357790408517828,-1.2371100770469756e-16,-0.2010181054788699],[0.0,0.0,0.0,-6.725621776929012e-15,6.413511038432085,-6.4178768600387605e-15,-1.2463544159981244,-2.3469398715160316e-15,0.2024759999093657,-1.0502857102305188e-16,0.8653554405231619,3.927584684116504e-15,-1.5120234275018592e-16,4.591422146644463,7.986929338038043e-15],[0.0,0.0,0.0,-1.137584024375165,-6.384380210799049e-15,0.6852647072051052,1.535678376002642e-15,-0.6466355005528182,4.695989167583994e-16,-0.05767700014442172,-3.3630445784348616e-16,1.1415733440352906,-0.18426659668896406,5.990197003528532e-15,1.4365194852446614]]",c47518b5a27ec7ef889522fd9510e156455f254a464f2628329dc61a60451208,"{""count"":12,""max_abs_imag"":55.48400318257388,""max_real"":-1.5317642641392877,""min_real"":-64.04411764510225}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_44e64120b7b3,lift_entry,lift_entry,inflight_only,lqr_lift_entry_e6ce0cc8ada2,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.6500000000000001,""r_elevator"":1.35,""r_rudder"":1.7999999999999998}","[[0.0,0.0,0.0,2.7210787271947265,9.221514208802487e-15,1.3005443394271492,-3.814926227634138e-15,0.23764696771062796,-1.0586514566699987e-16,0.45557279354465324,3.1719839682103723e-16,-0.011151948542492665,3.719248174616265,-2.6512944035621653e-16,-0.18706002535719515],[0.0,0.0,0.0,-4.761609575265443e-16,5.260719610832182,-1.0717642344857445e-14,-1.018500765044502,-2.778274256436905e-16,0.16340711936549623,-1.5540566364851148e-17,0.6839467144439597,-1.941021307801997e-15,-3.240470937687091e-16,3.990621484600013,-3.602703047933755e-15],[0.0,0.0,0.0,-0.9279657288274596,-6.970269069143012e-16,0.5696803660112075,-2.1936946860326199e-16,-0.4795480049768156,-3.8597186122800187e-16,-0.04835179296819789,-9.520760927295049e-16,0.9361067656201949,-0.17147168991076225,-2.7020272859503166e-15,1.2370229641625585]]",a9b8a4dc09417c22c8fe0376f5e04184962e97d84351a9ac87c5f3c9ef0a370a,"{""count"":12,""max_abs_imag"":49.28741920278932,""max_real"":-1.527250793076195,""min_real"":-58.7039949841009}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_64c21c01b3da,lift_entry,lift_entry,inflight_only,lqr_lift_entry_5cf6102456fd,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":2.2,""r_elevator"":1.8,""r_rudder"":2.4}","[[0.0,0.0,0.0,2.3721600562890934,1.782051631484195e-15,1.1234443259249456,-1.513609550549522e-17,0.20240433106980787,-1.92898405783925e-16,0.37688644716201714,-7.331216243133515e-17,-0.017366138719219354,3.310844030075908,5.939824349137628e-17,-0.1776799954259965],[0.0,0.0,0.0,-2.5247631611212623e-15,4.572731263763844,1.090006150353247e-14,-0.8826039668645368,-9.837556470213463e-16,0.14002049318439164,-8.811411776441376e-19,0.5778875448827469,2.0342808507824547e-16,7.259785315612656e-17,3.6035707212539387,5.786212115002104e-16],[0.0,0.0,0.0,-0.8008474942302498,3.399517114425805e-15,0.49929961880094714,-6.283191205522895e-16,-0.38320878692603805,6.963391649550023e-17,-0.042586706854324974,-5.795815584345461e-17,0.811481788622704,-0.16287332914049682,4.339659086251578e-16,1.1084544709061455]]",3e53bde2201b9f38e6ef8faee48e9fcc4744ccab268ca42848126d4d7398692c,"{""count"":12,""max_abs_imag"":45.197219971601065,""max_real"":-1.5228345154913656,""min_real"":-55.28642498242233}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_3992c58da5a1,lift_entry,lift_entry,inflight_only,lqr_lift_entry_e14451f2c088,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":3.375,""q_rates"":1.35,""q_surfaces"":0.15,""q_velocity"":1.875,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":3.3000000000000003,""r_elevator"":2.7,""r_rudder"":3.5999999999999996}","[[0.0,0.0,0.0,1.9578561189878725,-5.2548034551498e-15,0.9143455388745666,1.0683484466773246e-15,0.1610571585459159,1.5185894724970172e-16,0.28733416999923994,9.763341082405136e-17,-0.02399459801477669,2.7933716130231065,-5.31198080476564e-16,-0.16498092787533758],[0.0,0.0,0.0,-5.160021255877682e-15,3.755762304751428,5.1252132129346393e-17,-0.7213155687828388,-1.103852455423333e-15,0.11218787476873883,-1.5295027603716898e-16,0.45468896876677356,1.2445904149306567e-15,-6.492420983602449e-16,3.108818444352646,1.3160137247259746e-15],[0.0,0.0,0.0,-0.6474623030411928,1.8472075237665007e-15,0.413692175308997,-5.812862906951606e-16,-0.2734765958098412,-5.077243491383096e-17,-0.03547835528505903,1.1778149432841966e-17,0.6609082045808783,-0.15123251721905948,9.87010293544481e-16,0.9437367914141116]]",7ba4b0fc224d318a8016a8ca066590ecba755820a958569131010b53c424790d,"{""count"":12,""max_abs_imag"":39.81844555765554,""max_real"":-1.5142743913454195,""min_real"":-50.95336083257015}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_a295e2d20665,lift_entry,lift_entry,inflight_only,lqr_lift_entry_baa4a022c168,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.5,""q_rates"":1.8,""q_surfaces"":0.15,""q_velocity"":2.5,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.55,""r_elevator"":0.45,""r_rudder"":0.6}","[[0.0,0.0,0.0,5.317244230593652,9.924251569145321e-15,2.632756063260924,-2.768952146130436e-16,0.5084721873657275,-1.31997621742125e-15,1.0995922387801544,6.213628781174793e-16,0.043376251890233815,6.242463500884005,1.6608409981306466e-15,-0.24013275363666542],[0.0,0.0,0.0,6.020587063847036e-15,10.38016899302638,-1.3323616564549308e-14,-2.0316208888325193,-2.7006778573383154e-15,0.3359711521687091,2.346262360621481e-16,1.513575285171786,1.1222077416604873e-15,2.0299167754930127e-15,6.344168660113742,-7.496379011040365e-15],[0.0,0.0,0.0,-1.837867172666192,-1.29008607641328e-14,1.0706131664061755,2.276868817939079e-15,-1.2554705053633892,2.2424274139527245e-16,-0.08779739269761638,-4.070111858822135e-15,1.828641973975482,-0.22012169083360997,-5.622284258280274e-15,2.010563640017699]]",357d22fda106e3c2aad56872044e6d44046b991b60e4d2f86b75aa6769d0d2a0,"{""count"":12,""max_abs_imag"":72.96906964043107,""max_real"":-1.5378639915888215,""min_real"":-79.79056765468667}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_118d0d2a796d,lift_entry,lift_entry,inflight_only,lqr_lift_entry_5cd2666524dd,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.5,""q_rates"":1.8,""q_surfaces"":0.15,""q_velocity"":2.5,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":0.8250000000000001,""r_elevator"":0.675,""r_rudder"":0.8999999999999999}","[[0.0,0.0,0.0,4.3653690849028655,-6.586676939613707e-15,2.142542121488811,1.647294204664472e-15,0.4076195204796127,-7.048218284172651e-16,0.8544358556200965,-5.747511313923694e-16,0.022562468717140002,5.39862529435523,-1.2039914424808396e-15,-0.2229997835126117],[0.0,0.0,0.0,2.024077806655667e-15,8.503699447686689,-4.9783913766559955e-15,-1.659979849312815,1.9416539317505865e-15,0.2730119448398351,-5.420877609609694e-17,1.2033170011878505,-2.7226447657505825e-15,-1.4715450963654706e-15,5.561672955992947,-9.684910532227652e-15],[0.0,0.0,0.0,-1.5100966715009485,3.9157423335011684e-16,0.8899740555256864,-1.0981325292238234e-16,-0.9632081298152994,5.05872766335698e-17,-0.07383993345774773,1.3053130618978764e-16,1.5066707327222684,-0.20441646821989412,-7.26368289917074e-15,1.7513938073049151]]",8c67811108e8dde1904989a6868792f3e9edab3090c6d9f3c3bf75ce7badc999,"{""count"":12,""max_abs_imag"":65.28448998535073,""max_real"":-1.5361078878513732,""min_real"":-72.74274499326563}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
primvar_lift_entry_inflight_only_a1a451dee317,lift_entry,lift_entry,inflight_only,lqr_lift_entry_549da315ea02,lqr,"[0.0,0.0,0.0,0.0,0.00783713497178461,0.0,6.482818095890033,0.0,0.47230237729735697,0.0,0.0,0.0,0.0,-0.011856491496375332,0.0]","[0.0,-0.011856491496375332,0.0]",0.7,lqr_lin_9452c77e669f,straight_trim_plus_primitive_reference_bias,"{""grouping"":""diagonal_grouped_log_scaled"",""q_attitude"":4.5,""q_rates"":1.8,""q_surfaces"":0.15,""q_velocity"":2.5,""state_mask"":[""phi"",""theta"",""psi"",""u"",""v"",""w"",""p"",""q"",""r"",""delta_a"",""delta_e"",""delta_r""]}","{""command_names"":[""delta_a_cmd"",""delta_e_cmd"",""delta_r_cmd""],""grouping"":""diagonal_grouped_log_scaled"",""r_aileron"":1.1,""r_elevator"":0.9,""r_rudder"":1.2}","[[0.0,0.0,0.0,3.7973755143744596,-6.776168145719402e-17,1.850864804963246,9.17738100966992e-16,0.3482088120809517,-6.055895252134298e-16,0.7125200272259956,-3.284150182288541e-16,0.010538379256149142,4.855434767797526,-4.205258608741027e-16,-0.21175643289709373],[0.0,0.0,0.0,-1.0877209223868428e-14,7.383878368775531,-2.187699266082918e-14,-1.4383524487562647,-5.609370487209231e-15,0.23529549035975306,5.281474956428448e-17,1.0211299614195888,-7.616324844179889e-16,-5.139760521794589e-16,5.055910876426304,-6.555433390588007e-15],[0.0,0.0,0.0,-1.311837108789434,3.37025381632217e-15,0.780880603935457,-8.890105230508875e-16,-0.7924687996695268,2.536606674856245e-16,-0.0652810546543041,6.812245961570414e-16,1.312166086697185,-0.19411006348900262,-4.916575042941005e-15,1.584459433810091]]",d0e43e84336c49f0d3087001692f13af36b4202dfa1146f6b3a46903cf2e19df,"{""count"":12,""max_abs_imag"":60.23836355016302,""max_real"":-1.5343669477495037,""min_real"":-68.20416530405626}",sampled_stable,solved,,trim_local_reduced_order_lqr_no_delay_augmentation,sampled_data_stability_and_nominal_latency_actuator_smoke_only,feedback_delay_command_timing_actuator_lag_applied_in_w01_rollout,sampled_stable_with_nominal_timing_smoke,not_implemented_state_delay_simulated_in_rollout,finite_exit_state;true_safe_bounds_preserved;minimum_speed_preserved,energy_residual_m;lift_dwell_time_s;minimum_wall_margin_m;minimum_speed_m_s;termination_cause,entry_set_violation;true_safety_violation;wall_violation;floor_violation;ceiling_violation;speed_low;latency_limited;terminal_recovery_limited;model_boundary_only,simulation_only,w01_primitive_controller_variant_registry_v1,w01_exit_checks_v1
