run_id,scenario_id,primitive_name,selected_primitive,seed,wind_model,wind_mode,wind_param_label,latency_mode,latency_s,latency_range_s,state_feedback_delay_s,actuator_t10_s,actuator_t50_nominal_s,actuator_t90_s,conservative_actuator_bound_s,vicon_filter_cutoff_hz,vicon_filter_model,duration_s,termination_reason,success,failure_class,heading_change_deg,height_change_m,terminal_speed_m_s,max_alpha_deg,max_beta_deg,max_bank_deg,min_wall_distance_m,saturation_time_s,saturation_fraction,tracking_error_rms,exit_recoverable,governor_rejection_reason,candidate_count,rejected_count,log_path,primitive_selected,max_abs_phi_deg,inside_safe_volume,log_path_relative
s6_four_gaussian_var_control_reference_seed1,s6_four_gaussian_var_control_reference,nominal_glide,nominal_glide,1,four_gaussian_var,panel,,nominal,0.108,0.098000:0.118000,0.0,0.073,0.108,0.13,0.151,20.0,one_pole,0.2,,True,none,-1.1305673318813143,0.019015170063781284,5.95023013136932,12.031248247582859,0.09415211921833341,1.7948377427953814,1.1299209291819325,0.07272727272727274,0.12121212121212122,0.16170403213376192,True,,0,0,03_Control/05_Results/flight_case_results/updraft_four_fan_gaussian_glide_seed_001/analysis_data/control_reference_rollout.csv,nominal_glide,1.7948377427953814,True,03_Control/05_Results/flight_case_results/updraft_four_fan_gaussian_glide_seed_001/analysis_data/control_reference_rollout.csv
