cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role,governor_package_status
fan_branch=four_fan_branch|W_layer=W0|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W0__recovery,four_fan_branch,W0,nominal,launch_gate_main,accepted,recovery,0.0,-0.1801656922586421,0.1390899723600001,4.657720522554182,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
fan_branch=four_fan_branch|W_layer=W1|primitive_family=recovery|latency_case=nominal|entry_source=launch_gate_main|outcome_class=accepted|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W1__recovery,four_fan_branch,W1,nominal,launch_gate_main,accepted,recovery,0.0,0.0329987371756832,0.1390899723600001,4.35904624174364,success,simulation_candidate,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback,candidate_summary_only_governor_still_required
