surface_scale,selected,objective,dx_mae_m,dy_mae_m,altitude_loss_mae_m,sink_rate_mae_m_s,final_theta_mae_deg,final_phi_mae_deg,final_psi_mae_deg
0,False,31.63430352,0.4642592534,1.506101556,0.3987448723,0.3789003514,10.33339759,19.42935674,19.33616567
0.25,True,31.14058021,0.4939602627,1.508970578,0.3747893266,0.355693871,12.11591452,19.45241592,19.89718172
0.5,False,33.11111745,0.5597696052,1.500278648,0.4195172372,0.402245186,14.64655461,19.8776561,20.76110592
0.75,False,35.56739891,0.6600982631,1.489739198,0.4468607836,0.4315917263,19.12593482,20.66744052,21.96514679
1,False,37.77355892,0.7357334927,1.479951714,0.4373416798,0.4197496958,24.68793921,21.93543395,24.00869087
