audit_scope,decision_count,memory_policy_decision_count,memory_switch_available_count,accepted_memory_switch_count,rejected_memory_switch_count,mean_memory_correction_delta,max_memory_correction_delta,mean_base_score_gap_to_baseline,mean_memory_opportunity_ratio,opportunity_ratio_ge_1_count,mean_candidate_path_confidence,mean_candidate_path_uncertainty,mean_adaptive_score_margin,memory_policy_version,audit_status
overall,10514,7886,1385,113,1272,0.00016517910745239743,0.0114238460477509,3.8450567069825314e-05,33661.570665129955,1052,0.5392743394631071,0.46072566053689296,0.0003516590340111806,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:balanced_cluster",524,524,31,2,29,9.257913145083887e-05,0.0097706698583599,3.803230160790437e-05,3416.06521894751,22,0.7709214054120938,0.22907859458790633,0.0001354660146447054,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:heavy_cluster",529,529,27,1,26,5.2660943534841926e-05,0.0102939042216005,2.2988299761605834e-05,6641.818403391977,17,0.7861950497291922,0.21380495027080781,0.0001040470921364272,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:light_cluster",527,527,73,1,72,0.00010836637126932499,0.0070108684926204,2.773869841046073e-05,26203.064541748652,46,0.7311990142793989,0.268800985720601,0.0003010257372535815,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:no_cluster_no_merge",522,522,187,19,168,0.0004497809710631692,0.0096291392877725,7.215821426952231e-05,100979.2858853428,143,0.6959627177196736,0.30403728228032634,0.0008553784760063716,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h10,library_size_case_id:super_light_cluster",526,526,122,8,114,0.0003038466394287514,0.0112956784436064,7.041415794543765e-05,49335.63748438414,87,0.711256799391405,0.28874320060859493,0.0005674461641977914,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:balanced_cluster",524,524,38,2,36,0.00012209251326852016,0.0086930031237524,5.9210632666368524e-05,6000.3416505208725,25,0.6517590068480351,0.3482409931519649,0.00027435926211274563,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:heavy_cluster",529,529,25,3,22,0.00011749150903637489,0.0104857339772812,8.868046275316124e-06,21053.502213821266,21,0.6663773584626693,0.33362264153733073,0.00028432057598528737,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:light_cluster",527,527,86,7,79,0.0001828997765127923,0.0085458277818009,4.2344546135428615e-05,17053.58101440356,56,0.6065571152443827,0.3934428847556173,0.0006358848871847568,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:no_cluster_no_merge",523,523,197,37,160,0.00043422472738741883,0.011096599746589,0.00010713157479468001,75286.06175476786,145,0.5408307509287087,0.4591692490712913,0.0013522695747308169,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h3,library_size_case_id:super_light_cluster",526,526,146,16,130,0.00041837897205773705,0.0114238460477509,0.00015908170499770593,71253.23428600805,97,0.560922302671949,0.43907769732805113,0.0011681668177267214,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:balanced_cluster",524,524,39,0,39,0.00010399440523125894,0.0061226709170221,2.9329382088412186e-05,24663.232950926278,34,0.8428252266925074,0.15717477330749266,9.464078151618963e-05,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:heavy_cluster",529,529,25,0,25,4.534524094732136e-05,0.003401351250085,8.838571589885211e-06,-1390.4181227381957,24,0.8432225708222271,0.15677742917777293,6.385998035501853e-05,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:light_cluster",527,527,79,0,79,0.00013305116701088204,0.004332863537017,2.2790362158346847e-05,38918.85258352004,65,0.8076740588319007,0.19232594116809923,0.00021286481118065338,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:no_cluster_no_merge",523,523,185,14,171,0.0004186768107944351,0.005531948554992,6.14759915643127e-05,159584.53332406204,163,0.7831960305434108,0.21680396945658917,0.0005501258045952746,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:directional_3d_residual_memory_h30,library_size_case_id:super_light_cluster",526,526,125,3,122,0.00032576953955739264,0.0072976249791369,3.975322676396486e-05,75779.44250665724,107,0.7847213766104866,0.21527862338951345,0.0004438213157558909,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:balanced_cluster",524,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:heavy_cluster",529,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
"launch_role:final_heldout,environment_block_id:r10_l7_full_domain_randomisation_arena_wide_training,policy_id:no_memory_baseline,library_size_case_id:light_cluster",527,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,outer_loop_baseline_shielded_recency_safe_exploration_memory_v1_5,profiled
