audit_scope,timing_requirement_tier,timing_requirement_policy,hard_100ms_required_rate,selector_decision_count,prepared_before_boundary_count,prepared_before_boundary_rate,preferred_20ms_slot_met_count,preferred_20ms_slot_met_rate,hard_100ms_boundary_met_count,hard_100ms_boundary_met_rate,hard_100ms_requirement_passed,max_decision_total_duration_s,p99_decision_total_duration_s,mean_decision_total_duration_s,mean_evaluated_candidate_count,max_evaluated_candidate_count,mean_total_library_candidate_count,max_total_library_candidate_count,mean_prefilter_skipped_candidate_count,preferred_decision_budget_s,hard_decision_budget_s,audit_status,real_time_claim_status
overall,aggregate_diagnostic,reported_only_mixed_scope,,10514,10514,1.0,8906,0.847061061441887,10506,0.9992391097584173,,5.81433590000961,0.06194266999271346,0.016984569887837236,11.194883013125356,48,424.55868365988204,1587,413.3638006467567,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced,required_real_flight_candidate_aggregate,aggregate_includes_pre_release_report_inflight_scope_for_gate,,4212,4212,1.0,4204,0.9981006647673314,4204,0.9981006647673314,,5.81433590000961,0.012777603987633444,0.01512199057441508,1.8176638176638176,5,49.88129154795821,75,48.0636277302944,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,4212,4212,1.0,4180,0.9924026590693258,4212,1.0,,0.0251325000135693,0.019679973000602244,0.009279418494931255,5.516381766381766,12,222.43114909781576,295,216.914767331434,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
offline_comparison:unrestricted:not_real_flight_candidate:no_cluster_no_merge,offline_unrestricted_comparison,no_real_flight_timing_restriction,,2090,2090,1.0,522,0.24976076555023924,2090,1.0,,0.0803653000184567,0.06854507698983067,0.03626652287111672,41.536842105263155,48,1587.0,1587,1545.463157894737,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_required:heavy_balanced:inflight_boundary_decisions,required_real_flight_candidate,all_inflight_decisions_must_meet_100ms_for_heavy_and_balanced,1.0,3812,3812,1.0,3812,1.0,3812,1.0,True,0.0196780999976908,0.012365299999655624,0.0064003241603728675,1.7964323189926548,4,49.8688352570829,75,48.07240293809024,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
real_flight_optional_extended:light_super_light:inflight_boundary_decisions,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,3812,3812,1.0,3785,0.9929171038824763,3812,1.0,,0.0251325000135693,0.019674041989346715,0.00919543258150241,5.4215634837355715,12,222.42392444910809,295,217.0023609653725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
pre_release_initial_decisions:not_inflight_boundary_compute,pre_release_preparation,not_an_inflight_boundary_compute_gate,,1000,1000,1.0,815,0.815,992,0.992,,5.81433590000961,0.06924729900478262,0.051370939300453715,12.976,48,426.4,1587,413.424,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:balanced_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2096,2096,1.0,2096,1.0,2096,1.0,,0.019264500006102,0.012798700025450627,0.006508250429469021,1.883587786259542,5,75.0,75,73.11641221374046,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:heavy_cluster,required_real_flight_candidate_case_diagnostic,case_scope_includes_pre_release_report_required_inflight_scope_for_gate,,2116,2116,1.0,2108,0.996219281663516,2108,0.996219281663516,,5.81433590000961,0.012736989989934885,0.02365431540608187,1.7523629489603025,3,25.0,25,23.247637051039696,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
library_size_case_id:light_cluster,optional_extended_library_diagnostic,limited_100ms_violations_allowed_report_rate_not_real_flight_gate,,2108,2108,1.0,2108,1.0,2108,1.0,,0.0189745999959995,0.015173472019814609,0.00771585592974756,3.7020872865275143,7,150.0,150,146.2979127134725,0.02,0.1,profiled,offline_wallclock_profile_only_not_hardware_realtime_claim
