surface_index,surface_name,command_level_norm,scenario_count,median_deflection_deg,mean_deflection_deg,between_scenario_std_deg,min_deflection_deg,max_deflection_deg,median_within_hold_std_deg,step_from_previous_norm,step_from_previous_deg,abs_step_from_previous_deg
2,Aileron_R,1,4,34.2356416604544,34.239034309868,0.240641684564622,33.9958248157142,34.489029102849,0.926909445876179,0.2,2.92882772846471,2.92882772846471
3,Rudder,-1,4,-24.0619699306819,-23.9587420813374,2.98940699751047,-26.8979479650477,-20.813080498938,0.265329432802184,NaN,NaN,NaN
3,Rudder,-0.8,4,-19.1998327414634,-19.5088905497556,1.65789117461347,-21.700186314148,-17.9357104019476,1.69276071108409,0.2,4.86213718921845,4.86213718921845
3,Rudder,-0.75,1,-20.8277961637213,-20.8277961637213,0,-20.8277961637213,-20.8277961637213,2.1458115395602,0.05,-1.62796342225791,1.62796342225791
3,Rudder,-0.6,4,-15.1685927908786,-14.7569454051891,1.13402173652581,-15.5947012338493,-13.0958948051498,2.90890936485744,0.15,5.65920337284269,5.65920337284269
3,Rudder,-0.5,1,-14.7021458806018,-14.7021458806018,0,-14.7021458806018,-14.7021458806018,0.359909560039371,0.1,0.466446910276861,0.466446910276861
3,Rudder,-0.45,4,-13.6469254664765,-13.7092492830304,0.863598428278051,-14.8254457831723,-12.7177004159964,0.443524592841058,0.05,1.05522041412526,1.05522041412526
3,Rudder,-0.3,5,-7.61837858441233,-8.74862190668107,1.93208244474479,-11.950367638878,-7.43647792788062,2.64854851307428,0.15,6.02854688206418,6.02854688206418
3,Rudder,-0.2,4,-6.20140926615493,-8.17187866225736,4.88131771010454,-15.3240245323144,-4.96067158440522,5.03329464067624,0.1,1.41696931825739,1.41696931825739
3,Rudder,-0.15,2,-4.47415627045201,-4.47415627045201,2.77195269221252,-6.43422281624379,-2.51408972466023,3.18253635063594,0.05,1.72725299570293,1.72725299570293
3,Rudder,-0.125,1,-4.09417703867064,-4.09417703867064,0,-4.09417703867064,-4.09417703867064,5.31218077565146,0.025,0.379979231781369,0.379979231781369
3,Rudder,-0.1,4,-2.53800286611,-2.42378719162106,1.86830064175267,-4.54267066382772,-0.0764723704365164,1.74844160837906,0.025,1.55617417256064,1.55617417256064
3,Rudder,-0.075,1,0.345831538467726,0.345831538467726,0,0.345831538467726,0.345831538467726,3.60657687868956,0.025,2.88383440457773,2.88383440457773
3,Rudder,-0.05,1,-1.13279353802039,-1.13279353802039,0,-1.13279353802039,-1.13279353802039,3.02403496710578,0.025,-1.47862507648812,1.47862507648812
3,Rudder,0,5,0.0323719527669137,0.030612314032127,0.0713149611008638,-0.0528316855270283,0.141087644427624,2.7911981157816,0.05,1.1651654907873,1.1651654907873
3,Rudder,0.05,1,11.8906287855347,11.8906287855347,0,11.8906287855347,11.8906287855347,5.94818874363187,0.05,11.8582568327678,11.8582568327678
3,Rudder,0.075,1,15.1047824936138,15.1047824936138,0,15.1047824936138,15.1047824936138,7.07585521580392,0.025,3.21415370807904,3.21415370807904
3,Rudder,0.1,4,8.76009643780442,8.81865680773428,4.102531813411,3.8690731254953,13.885361229833,4.93462384323247,0.025,-6.34468605580935,6.34468605580935
3,Rudder,0.125,1,14.9234231697979,14.9234231697979,0,14.9234231697979,14.9234231697979,6.57657617279936,0.025,6.16332673199345,6.16332673199345
3,Rudder,0.15,2,11.6580229807302,11.6580229807302,2.54431261067085,9.85892228026634,13.457123681194,2.45311776991681,0.025,-3.26540018906772,3.26540018906772
3,Rudder,0.2,4,14.1184866686941,15.1654018986682,2.37809294735415,13.704862325638,18.7197719316465,4.85231609171318,0.05,2.46046368796393,2.46046368796393
3,Rudder,0.3,5,19.9414316759341,20.0244802452588,3.21978998539392,16.1109012912827,24.9759818619297,1.83640549754981,0.1,5.82294500724005,5.82294500724005
3,Rudder,0.45,4,24.543170805704,25.788320111046,3.0533500987917,23.7351089410644,30.3318298917117,3.47292581844415,0.15,4.60173912976984,4.60173912976984
3,Rudder,0.5,1,24.232082636616,24.232082636616,0,24.232082636616,24.232082636616,1.29808339401232,0.05,-0.311088169087931,0.311088169087931
3,Rudder,0.6,4,29.9770701396355,30.2110663897277,2.282361542876,28.0452162316283,32.8449090480116,4.0938734261658,0.1,5.74498750301947,5.74498750301947
3,Rudder,0.75,1,38.7570208516491,38.7570208516491,0,38.7570208516491,38.7570208516491,3.10486649474611,0.15,8.77995071201353,8.77995071201353
3,Rudder,0.8,4,37.9892786354022,37.9893727860277,0.165683884332444,37.7882765741385,38.190657299168,2.75781033770449,0.05,-0.767742216246894,0.767742216246894
3,Rudder,1,5,40.7517235982303,43.0207781945666,3.42221190102279,40.3071636160633,47.151903944474,0.29487889638807,0.2,2.7624449628281,2.7624449628281
4,Elevator,-1,3,-37.0689145510681,-35.7880041841151,2.40664196399387,-37.2832870502904,-33.0118109509868,1.4125274272886,NaN,NaN,NaN
4,Elevator,-0.8,4,-35.7604643664468,-33.968077110565,5.3361886455018,-38.0162660182972,-26.335113691069,2.28947016142374,0.2,1.30845018462126,1.30845018462126
4,Elevator,-0.75,1,-37.0501731516603,-37.0501731516603,0,-37.0501731516603,-37.0501731516603,0.656568831749121,0.05,-1.28970878521349,1.28970878521349
4,Elevator,-0.6,4,-34.1799921879279,-31.8143593318525,7.22682777215493,-37.5898775534577,-21.3075753980966,9.96294664215874,0.15,2.87018096373246,2.87018096373246
4,Elevator,-0.5,1,-10.4807112456282,-10.4807112456282,0,-10.4807112456282,-10.4807112456282,0,0.1,23.6992809422996,23.6992809422996
4,Elevator,-0.45,4,-13.5210433917851,-14.1638135518947,3.40522410142596,-18.7684512719102,-10.8447161520982,3.15429302941221,0.05,-3.0403321461569,3.0403321461569
4,Elevator,-0.3,5,-3.30466831169239,-4.2994195474464,2.044157857687,-6.74477300707386,-2.02410287459947,1.18339583670016,0.15,10.2163750800927,10.2163750800927
4,Elevator,-0.2,4,-1.54614305783664,-3.61893806094491,5.29321476335603,-11.3017935993119,-0.0816725287944227,6.49783560636712,0.1,1.75852525385575,1.75852525385575
4,Elevator,-0.15,2,-6.58514500583794,-6.58514500583794,0.716416525964966,-7.09172798950188,-6.07856202217401,7.89456136136976,0.05,-5.0390019480013,5.0390019480013
4,Elevator,-0.125,1,-9.85276446795536,-9.85276446795536,0,-9.85276446795536,-9.85276446795536,8.16512276822022,0.025,-3.26761946211742,3.26761946211742
4,Elevator,-0.1,4,1.42213406002888,0.192156605799566,3.77291383489909,-5.31363077295745,3.23798907609795,0,0.025,11.2748985279842,11.2748985279842
4,Elevator,-0.075,1,-8.32516854833161,-8.32516854833161,0,-8.32516854833161,-8.32516854833161,6.61053388627575,0.025,-9.74730260836049,9.74730260836049
4,Elevator,-0.05,1,-2.18402303770635,-2.18402303770635,0,-2.18402303770635,-2.18402303770635,6.52677201886783,0.025,6.14114551062526,6.14114551062526
4,Elevator,0,5,0.311999969345886,1.16097943776124,1.62615219365873,-0.401620427702841,2.97177744683043,2.58341613742795,0.05,2.49602300705224,2.49602300705224
4,Elevator,0.05,1,2.70713378302375,2.70713378302375,0,2.70713378302375,2.70713378302375,0.62969977127376,0.05,2.39513381367786,2.39513381367786
4,Elevator,0.075,1,7.618225951725,7.618225951725,0,7.618225951725,7.618225951725,3.38141998886481,0.025,4.91109216870125,4.91109216870125
4,Elevator,0.1,4,3.78204334565996,4.29213482871181,2.10167884502845,2.40186222376974,7.20259039975757,2.7327420884282,0.025,-3.83618260606505,3.83618260606505
4,Elevator,0.125,1,2.3057576990021,2.3057576990021,0,2.3057576990021,2.3057576990021,1.68735407595461,0.025,-1.47628564665786,1.47628564665786
4,Elevator,0.15,2,3.13629473854359,3.13629473854359,0.220257279134137,2.98054932286214,3.29204015422503,3.12531278738593,0.025,0.830537039541488,0.830537039541488
4,Elevator,0.2,4,2.39679093157509,2.4392912782362,2.08689289462993,0.0568681861554434,4.90671506363918,2.07054637521486,0.05,-0.739503806968496,0.739503806968496
4,Elevator,0.3,5,5.1808050645551,4.80711295833403,1.47631553732343,2.4611223798582,6.16166939941092,2.48056004549493,0.1,2.78401413298001,2.78401413298001
4,Elevator,0.45,4,7.91705581578251,7.6824620101975,2.1147666995283,4.95122900980413,9.94450739942084,5.45807364839816,0.15,2.73625075122741,2.73625075122741
4,Elevator,0.5,1,9.37423546836204,9.37423546836204,0,9.37423546836204,9.37423546836204,4.1095001163494,0.05,1.45717965257953,1.45717965257953
4,Elevator,0.6,4,12.0799198844379,12.9208012459527,2.78296792596377,10.6594977427456,16.8638674721894,6.96284672489587,0.1,2.70568441607587,2.70568441607587
4,Elevator,0.75,1,19.8194687257138,19.8194687257138,0,19.8194687257138,19.8194687257138,6.38724848053963,0.15,7.73954884127588,7.73954884127588
4,Elevator,0.8,4,19.9725712375917,20.2898701917709,0.86237820772599,19.6889716289111,21.5253666629892,4.06859728060457,0.05,0.153102511877883,0.153102511877883
4,Elevator,1,5,23.459535277024,23.6018130000215,1.24091605830458,21.9783761237141,25.0740107239848,0.365596607328592,0.2,3.48696403943232,3.48696403943232
