scenario_index,scenario_name,hold_seconds,command_dt_seconds,surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count
3,baseline_nominal,2,0.025,3,Rudder,-0.1,-4.54267066382772,2.91093509044997,-8.71732901589218,-1.92469162036533,4
3,baseline_nominal,2,0.025,3,Rudder,0,0.0356852488787314,3.63100068153474,-3.61514974880287,3.63977577703787,8
3,baseline_nominal,2,0.025,3,Rudder,0.1,9.15731859094724,6.78194406732131,3.18476255702693,15.0918089712104,4
3,baseline_nominal,2,0.025,3,Rudder,0.2,14.178457601412,5.41436401287945,6.60733831304394,17.0977191728062,3
3,baseline_nominal,2,0.025,3,Rudder,0.3,18.781558914179,1.83640549754981,16.424636327259,20.0425324720203,3
3,baseline_nominal,2,0.025,3,Rudder,0.45,24.6098403513917,0.512388879095631,23.7051161854744,24.8685986040964,4
3,baseline_nominal,2,0.025,3,Rudder,0.6,28.5824411403765,4.75828333359817,24.0726029383248,32.6542913301696,4
3,baseline_nominal,2,0.025,3,Rudder,0.8,38.015719977912,2.94109381097516,34.9133418912681,40.8801890004975,4
3,baseline_nominal,2,0.025,3,Rudder,1,40.5392262858677,0.29487889638807,40.3307154186029,40.7477371531325,2
3,baseline_nominal,2,0.025,4,Elevator,-0.8,-26.335113691069,0,-26.335113691069,-26.335113691069,1
3,baseline_nominal,2,0.025,4,Elevator,-0.6,-21.3075753980966,12.8049034176466,-38.2959961716134,-12.3352580366021,4
3,baseline_nominal,2,0.025,4,Elevator,-0.45,-14.4541164069927,0,-14.4541164069927,-14.4541164069927,1
3,baseline_nominal,2,0.025,4,Elevator,-0.3,-6.1657194981297,5.62470397550644,-10.1429858213772,-2.18845317488217,2
3,baseline_nominal,2,0.025,4,Elevator,-0.2,-2.94665951165877,3.73871214818128,-5.59032822454227,-0.302990798775258,2
3,baseline_nominal,2,0.025,4,Elevator,-0.1,1.21218496656821,0,1.21218496656821,1.21218496656821,1
3,baseline_nominal,2,0.025,4,Elevator,0,2.97177744683043,4.67764166722169,-5.41928440778031,4.13489267786099,7
3,baseline_nominal,2,0.025,4,Elevator,0.1,2.40186222376974,1.84228478445113,0.291729107290505,4.29536157075968,4
3,baseline_nominal,2,0.025,4,Elevator,0.2,3.20228251302894,2.26755240750288,1.85169182819295,6.55477438590091,4
3,baseline_nominal,2,0.025,4,Elevator,0.3,5.1808050645551,2.48056004549493,3.35890191436849,8.99299648640567,4
3,baseline_nominal,2,0.025,4,Elevator,0.45,8.52127557204648,4.58397795302091,2.826938840219,12.4930824222261,4
3,baseline_nominal,2,0.025,4,Elevator,0.6,10.6594977427456,8.3320839514465,3.73615418339747,19.0031191498676,4
3,baseline_nominal,2,0.025,4,Elevator,0.8,20.2392176829043,3.91981648832457,16.427788871699,24.0283410736887,4
3,baseline_nominal,2,0.025,4,Elevator,1,23.459535277024,0.643724471606779,23.0043533379351,23.9147172161129,2
4,slow_nominal,2.5,0.03,1,Aileron_L,-1,-23.3366229644155,1.55681139595709,-24.4374548595253,-22.2357910693058,2
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.8,-22.9799659200636,0.499250753917814,-23.3860682506241,-22.2002247217999,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.6,-21.932477096817,1.3785228083003,-23.7163417779364,-20.9541161319238,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.45,-14.2467824072282,2.84853182229824,-18.0653424828254,-12.2119169630087,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.3,-13.7632689913841,1.2242190361315,-13.9936620759515,-11.4013347556249,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.2,-8.1565980916981,1.224319506744,-10.1769702612922,-7.37081308650589,4
4,slow_nominal,2.5,0.03,1,Aileron_L,-0.1,-0.762959135189033,1.34233891559786,-1.46928632586074,1.58470322304514,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0,0.110756149168488,1.67098812531844,-3.09461340137484,1.74134002076814,8
4,slow_nominal,2.5,0.03,1,Aileron_L,0.1,1.35358136181862,2.26547642802127,0.0962845991747185,4.49475445846401,3
4,slow_nominal,2.5,0.03,1,Aileron_L,0.2,3.88167811561115,0.572943621452027,3.62341679095422,4.85346736174459,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.3,5.72907398883725,1.72667604270322,3.5906443084102,6.98381846892781,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.45,11.2366535625476,0.898804567807159,10.2743170880739,12.0568111333626,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.6,11.6983698070193,0.782679673853978,10.9196479222062,12.8189954449365,4
4,slow_nominal,2.5,0.03,1,Aileron_L,0.8,17.223479839352,1.00485103825125,15.7134174673196,18.1376718225572,4
4,slow_nominal,2.5,0.03,1,Aileron_L,1,19.1373136234835,0.387196474275333,18.8635243708719,19.4111028760951,2
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.2,-5.08198796999801,1.45070867437648,-6.10779391117577,-4.05618202882026,2
4,slow_nominal,2.5,0.03,2,Aileron_R,-0.1,-1.49082885211281,0,-1.49082885211281,-1.49082885211281,1
4,slow_nominal,2.5,0.03,2,Aileron_R,-0,-0.781696100016326,3.09193320474895,-2.5042933254469,4.06768552547955,4
4,slow_nominal,2.5,0.03,2,Aileron_R,0.1,8.42149365257061,2.42929497215738,6.70372270425574,10.1392646008855,2
4,slow_nominal,2.5,0.03,2,Aileron_R,0.2,6.00998785356863,0,6.00998785356863,6.00998785356863,1
4,slow_nominal,2.5,0.03,2,Aileron_R,0.3,8.64654648498405,2.32400769803994,6.8414852750375,11.2170792470258,4
4,slow_nominal,2.5,0.03,2,Aileron_R,0.45,13.8352902011542,0.583924051018486,13.2358979512577,14.3549944459378,4
4,slow_nominal,2.5,0.03,2,Aileron_R,0.6,16.5980605180003,2.56087763425116,16.5709264637603,21.0200014189703,3
4,slow_nominal,2.5,0.03,2,Aileron_R,0.8,29.5372101838515,2.23723269261268,27.5945705676334,32.1817808111793,4
4,slow_nominal,2.5,0.03,2,Aileron_R,1,34.0743128249257,0.616270597404535,33.6385437064551,34.5100819433964,2
4,slow_nominal,2.5,0.03,3,Rudder,-1,-22.0304393999351,1.1372772382816,-22.8346158472132,-21.2262629526571,2
4,slow_nominal,2.5,0.03,3,Rudder,-0.8,-21.700186314148,0.940768029126931,-22.3514688534215,-20.1886145017532,4
4,slow_nominal,2.5,0.03,3,Rudder,-0.6,-15.3391577815773,0.93317224174169,-15.9990102017279,-14.6793053614267,2
4,slow_nominal,2.5,0.03,3,Rudder,-0.45,-14.8254457831723,0,-14.8254457831723,-14.8254457831723,1
4,slow_nominal,2.5,0.03,3,Rudder,-0.3,-11.950367638878,3.24929683886865,-14.8434593680572,-8.07711297269851,4
4,slow_nominal,2.5,0.03,3,Rudder,-0.2,-15.3240245323144,6.94440224976124,-15.5360727290172,-3.403393048536,3
4,slow_nominal,2.5,0.03,3,Rudder,-0.1,-0.0764723704365164,0.145523789493217,-0.179373228811134,0.0264284879381007,2
4,slow_nominal,2.5,0.03,3,Rudder,-0,0.141087644427624,0.449194644068298,-0.652920572197977,0.370745283342727,4
4,slow_nominal,2.5,0.03,3,Rudder,0.1,13.885361229833,3.37572718034583,9.56035761036074,16.2125542601769,3
4,slow_nominal,2.5,0.03,3,Rudder,0.2,14.0585157359762,4.26615484160423,11.041888717886,17.0751427540663,2
4,slow_nominal,2.5,0.03,3,Rudder,0.3,20.3125274829685,2.06777096737022,18.1187687617492,22.1230829401477,4
4,slow_nominal,2.5,0.03,3,Rudder,0.45,23.7351089410644,6.27262446420314,18.028888317769,29.6467798637877,4
4,slow_nominal,2.5,0.03,3,Rudder,0.6,31.3716991388946,2.87451354222616,28.8414617434925,34.16701326435,4
4,slow_nominal,2.5,0.03,3,Rudder,0.8,37.7882765741385,4.98533894165285,37.6827359994442,46.3698828699501,3
4,slow_nominal,2.5,0.03,3,Rudder,1,47.151903944474,0,47.151903944474,47.151903944474,1
4,slow_nominal,2.5,0.03,4,Elevator,-1,-37.0689145510681,1.4125274272886,-38.0677222735158,-36.0701068286203,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.8,-38.0162660182972,4.57894032284749,-41.2540657712312,-34.7784662653632,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.6,-35.112612680668,0,-35.112612680668,-35.112612680668,1
4,slow_nominal,2.5,0.03,4,Elevator,-0.45,-18.7684512719102,6.51836526412143,-23.3776315524213,-14.1592709913991,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.3,-3.25783404573656,1.18339583670016,-4.09462126669517,-2.42104682477795,2
4,slow_nominal,2.5,0.03,4,Elevator,-0.2,-0.0816725287944227,9.25695906455296,-12.4023826853173,5.72559326334451,3
4,slow_nominal,2.5,0.03,4,Elevator,-0.1,-5.31363077295745,6.19422793557466,-11.3847654487584,1.1660210227511,4
4,slow_nominal,2.5,0.03,4,Elevator,0,-0.401620427702841,2.36931832047832,-2.68324563957293,5.04175270642256,8
4,slow_nominal,2.5,0.03,4,Elevator,0.1,7.20259039975757,3.62319939240527,3.73614271863964,10.8308796263783,4
4,slow_nominal,2.5,0.03,4,Elevator,0.2,1.59129935012124,1.87354034292685,0.390458758939721,4.73969722177447,4
4,slow_nominal,2.5,0.03,4,Elevator,0.3,4.3917302484178,0.571608174172038,3.40469558798637,4.67494714738801,4
4,slow_nominal,2.5,0.03,4,Elevator,0.45,4.95122900980413,6.41222713468385,-1.57964413496915,10.4609778452081,4
4,slow_nominal,2.5,0.03,4,Elevator,0.6,12.8412685904978,5.758937123345,7.58971794179209,18.0442601590195,4
4,slow_nominal,2.5,0.03,4,Elevator,0.8,19.705924792279,3.24613102275322,16.7730136743573,22.6907827998429,4
4,slow_nominal,2.5,0.03,4,Elevator,1,21.9783761237141,0.251083460798951,21.8008333059394,22.1559189414889,2
5,fine_deadband,2,0.02,1,Aileron_L,-1,-24.431529836595,2.287283171216,-26.0488832774557,-22.8141763957343,2
5,fine_deadband,2,0.02,1,Aileron_L,-0.8,-25.7772215220184,0.529060105316201,-26.5567330857505,-25.3054851885214,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.6,-22.5708266144223,1.41878171790483,-25.0755190626822,-22.0302251330509,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.45,-19.949476345677,2.5730777613569,-20.4126063828492,-15.742424414754,3
5,fine_deadband,2,0.02,1,Aileron_L,-0.3,-16.2144470994331,2.49052562965984,-16.7900641611904,-11.4894068854285,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.2,-9.98531332136183,1.68127398707778,-11.4403703475473,-8.26576993286177,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.15,-7.68992870470095,5.24320096938138,-10.3995875114722,1.53394818742333,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.125,-5.39720412780088,4.48046694181295,-8.2878205354973,1.45577530046835,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.1,-5.51866574636929,3.99696148611217,-7.53644497803414,1.50151738121713,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.075,-3.37433202509437,3.03452293299415,-5.43016887169387,1.39663768854444,4
5,fine_deadband,2,0.02,1,Aileron_L,-0.05,-2.63683036944425,2.63344279173537,-5.71174434680688,0.640985394820357,4
