scenario_index,scenario_name,hold_seconds,command_dt_seconds,surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count
1,fast_coarse,1.25,0.015,1,Aileron_L,-1,-24.778354667443,0,-24.778354667443,-24.778354667443,1
1,fast_coarse,1.25,0.015,1,Aileron_L,-0.75,-28.4826261609062,0.36625325928582,-28.7416063241788,-28.2236459976335,2
1,fast_coarse,1.25,0.015,1,Aileron_L,-0.5,-15.9998859271773,0.286068895348651,-16.2021671829648,-15.7976046713897,2
1,fast_coarse,1.25,0.015,1,Aileron_L,-0.3,-9.53366251458157,0.39480020474739,-10.1562690306232,-9.22801094638467,4
1,fast_coarse,1.25,0.015,1,Aileron_L,-0.15,-4.50665156903401,3.13874899384889,-10.4603837693258,-3.6928553478393,4
1,fast_coarse,1.25,0.015,1,Aileron_L,0,0.0502784027676348,0.88959850029738,-1.16442422565552,0.999205864525,8
1,fast_coarse,1.25,0.015,1,Aileron_L,0.15,1.13742742743159,1.50628256792014,-0.604988052500433,2.63818684687259,4
1,fast_coarse,1.25,0.015,1,Aileron_L,0.3,5.68255278251202,0.580927430092807,4.57278998564761,5.79929310545901,4
1,fast_coarse,1.25,0.015,1,Aileron_L,0.5,9.08722859256381,2.2912197157115,7.04571414211783,11.0660632520374,4
1,fast_coarse,1.25,0.015,1,Aileron_L,0.75,13.0342709179305,0.343323702432837,12.6824140662566,13.5025622060586,4
1,fast_coarse,1.25,0.015,1,Aileron_L,1,18.3187222409119,0.113041685255619,18.2387896987109,18.3986547831129,2
1,fast_coarse,1.25,0.015,2,Aileron_R,-0.75,-23.8768283047529,0,-23.8768283047529,-23.8768283047529,1
1,fast_coarse,1.25,0.015,2,Aileron_R,-0.15,-5.5749795868723,0.348153550136499,-6.0696042695375,-5.39785995380652,3
1,fast_coarse,1.25,0.015,2,Aileron_R,0,0.310900682860491,1.37405683420027,-1.88385573011769,1.53039933797005,8
1,fast_coarse,1.25,0.015,2,Aileron_R,0.15,9.39904441673704,0.0343113430576281,9.37478263338938,9.42330620008471,2
1,fast_coarse,1.25,0.015,2,Aileron_R,0.3,9.14823061303957,1.86949854416191,9.12182090281867,12.3730114458646,3
1,fast_coarse,1.25,0.015,2,Aileron_R,0.5,20.2042601042809,2.50145883297741,18.1009049035711,22.6516074963012,4
1,fast_coarse,1.25,0.015,2,Aileron_R,0.75,28.7952550600229,1.93355593007988,26.9261577875648,30.5957044146662,4
1,fast_coarse,1.25,0.015,3,Rudder,-0.75,-20.8277961637213,2.1458115395602,-23.031021667023,-18.7606929531436,4
1,fast_coarse,1.25,0.015,3,Rudder,-0.5,-14.7021458806018,0.359909560039371,-14.9566403711195,-14.4476513900841,2
1,fast_coarse,1.25,0.015,3,Rudder,-0.3,-7.53434393799537,0.572832592006324,-7.93939774828771,-7.12929012770303,2
1,fast_coarse,1.25,0.015,3,Rudder,-0.15,-2.51408972466023,0,-2.51408972466023,-2.51408972466023,1
1,fast_coarse,1.25,0.015,3,Rudder,0,0.0323719527669137,2.7911981157816,-2.95660298849864,2.86420354863616,8
1,fast_coarse,1.25,0.015,3,Rudder,0.15,9.85892228026634,3.23028217742611,3.85355807889986,10.8704502199409,4
1,fast_coarse,1.25,0.015,3,Rudder,0.3,16.1109012912827,1.63315169102448,15.7882160017764,18.7644225847405,3
1,fast_coarse,1.25,0.015,3,Rudder,0.5,24.232082636616,1.29808339401232,23.3836226759496,25.9327404803317,3
1,fast_coarse,1.25,0.015,3,Rudder,0.75,38.7570208516491,3.10486649474611,33.7521511276284,39.437987807628,3
1,fast_coarse,1.25,0.015,3,Rudder,1,40.3071636160633,0.159871364750892,40.1941174899304,40.4202097421962,2
1,fast_coarse,1.25,0.015,4,Elevator,-1,-37.2832870502904,0,-37.2832870502904,-37.2832870502904,1
1,fast_coarse,1.25,0.015,4,Elevator,-0.75,-37.0501731516603,0.656568831749121,-37.5144374249059,-36.5859088784148,2
1,fast_coarse,1.25,0.015,4,Elevator,-0.5,-10.4807112456282,0,-10.4807112456282,-10.4807112456282,1
1,fast_coarse,1.25,0.015,4,Elevator,-0.3,-3.30466831169239,0,-3.30466831169239,-3.30466831169239,1
1,fast_coarse,1.25,0.015,4,Elevator,-0.15,-7.09172798950188,7.02909459166608,-12.0620484408707,-2.1214075381331,2
1,fast_coarse,1.25,0.015,4,Elevator,0,0.0550378455664916,2.19013384650064,-2.43843665678645,2.27510757728121,6
1,fast_coarse,1.25,0.015,4,Elevator,0.15,3.29204015422503,3.0643967451775,-0.9184450194314,5.34605583213996,4
1,fast_coarse,1.25,0.015,4,Elevator,0.3,6.16166939941092,1.67052475288511,3.31826763917081,7.19774545420031,4
1,fast_coarse,1.25,0.015,4,Elevator,0.5,9.37423546836204,4.1095001163494,5.80074949974569,12.9706361123612,4
1,fast_coarse,1.25,0.015,4,Elevator,0.75,19.8194687257138,6.38724848053963,14.5352051222309,26.7692811909172,4
1,fast_coarse,1.25,0.015,4,Elevator,1,25.0740107239848,1.38994278971425,24.0911727519165,26.0568486960531,2
2,medium_nominal,1.5,0.02,1,Aileron_L,-1,-24.3572414621231,0,-24.3572414621231,-24.3572414621231,1
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.8,-24.5252002929221,0.721087958862745,-24.6084495459317,-23.3199465353591,3
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.6,-24.1121508531699,3.37233184314303,-25.5101679797582,-19.0969641742489,3
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.45,-14.9030748614521,1.50781654522875,-16.4914026626289,-13.4772290099891,3
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.3,-9.17150112292484,0.820745711988571,-10.1929017459209,-8.43982597075121,4
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.2,-9.27042094488444,1.35600290413152,-10.6766881810132,-7.4747216270745,4
2,medium_nominal,1.5,0.02,1,Aileron_L,-0.1,-4.31109128270964,2.71517497820917,-4.55439823168399,1.02725120724481,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0,-0.151871015428794,1.00263029899344,-1.37661204878516,1.25957079156096,8
2,medium_nominal,1.5,0.02,1,Aileron_L,0.1,0.561747880450468,2.33316694713622,-1.41508878083738,3.08237490870439,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.2,1.99253595478148,0.45757438694596,1.63446813850721,2.72377666979535,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.3,5.95725081813258,0.488962784810432,5.34366035429396,6.53022832458106,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.45,9.42596989614499,0.440812117865158,8.8721963888986,9.87224608738654,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.6,11.5074307684819,2.06450906634855,8.72104346662615,13.0244690716201,4
2,medium_nominal,1.5,0.02,1,Aileron_L,0.8,15.7657193830454,1.32838281917489,14.108632049342,17.3593555273824,4
2,medium_nominal,1.5,0.02,1,Aileron_L,1,18.2129876081554,0.1619051519239,18.098503377321,18.3274718389899,2
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.8,-25.2088333023464,0.26742068285209,-25.3979282806206,-25.0197383240721,2
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.6,-16.6605816494686,2.63964394751357,-21.1275688934531,-16.4573399082147,3
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.2,-7.31210431780505,0.671560973328392,-7.61768805697489,-6.10732365410835,4
2,medium_nominal,1.5,0.02,2,Aileron_R,-0.1,-5.73729843845966,0,-5.73729843845966,-5.73729843845966,1
2,medium_nominal,1.5,0.02,2,Aileron_R,0,0.192004852659179,0.642538713327534,-0.881624226791264,0.897702330537687,7
2,medium_nominal,1.5,0.02,2,Aileron_R,0.1,8.37221069287049,0,8.37221069287049,8.37221069287049,1
2,medium_nominal,1.5,0.02,2,Aileron_R,0.2,11.5754316060614,2.62279138110885,7.5907304677457,12.5375220187452,3
2,medium_nominal,1.5,0.02,2,Aileron_R,0.3,12.1836581091466,2.86051686179946,9.22630788762729,14.9462363391315,3
2,medium_nominal,1.5,0.02,2,Aileron_R,0.45,17.7112034175257,0.679663698976555,16.9417079799143,18.5703931191454,4
2,medium_nominal,1.5,0.02,2,Aileron_R,0.6,25.2581552904697,1.61108198790945,24.1189482917714,26.397362289168,2
2,medium_nominal,1.5,0.02,2,Aileron_R,0.8,32.2093128690571,2.03621942266503,30.0679911277177,34.599698733294,4
2,medium_nominal,1.5,0.02,2,Aileron_R,1,33.9958248157142,1.23754829434782,33.120746024735,34.8709036066934,2
2,medium_nominal,1.5,0.02,3,Rudder,-1,-26.8979479650477,0,-26.8979479650477,-26.8979479650477,1
2,medium_nominal,1.5,0.02,3,Rudder,-0.8,-18.5760927802818,5.05940397438809,-26.9825389720031,-17.9016676162293,3
2,medium_nominal,1.5,0.02,3,Rudder,-0.6,-15.5947012338493,2.68053437657544,-17.7561475040206,-12.8310711808259,4
2,medium_nominal,1.5,0.02,3,Rudder,-0.45,-12.7177004159964,0.549027097601902,-13.1059211997659,-12.329479632227,2
2,medium_nominal,1.5,0.02,3,Rudder,-0.3,-7.43647792788062,2.64854851307428,-11.7874699274075,-6.99547261035715,3
2,medium_nominal,1.5,0.02,3,Rudder,-0.2,-5.14045520598857,3.71647221871822,-8.37623737852801,-1.35054056313696,4
2,medium_nominal,1.5,0.02,3,Rudder,-0.1,-3.01023023972316,0.585948126308152,-4.0900744499186,-2.79017582387951,4
2,medium_nominal,1.5,0.02,3,Rudder,0,-0.0032515903856063,3.24303134071472,-3.4461580393228,3.20924042206334,8
2,medium_nominal,1.5,0.02,3,Rudder,0.1,8.36287428466161,6.4935205061191,2.99068477636046,15.1072669561339,4
2,medium_nominal,1.5,0.02,3,Rudder,0.2,13.704862325638,4.2902681705469,6.83743721643492,16.676211877965,4
2,medium_nominal,1.5,0.02,3,Rudder,0.3,19.9414316759341,2.04272931497281,16.564625921901,20.2445398677782,3
2,medium_nominal,1.5,0.02,3,Rudder,0.45,24.4765012600163,0.7356601562328,23.8772739977532,25.2372470515492,4
2,medium_nominal,1.5,0.02,3,Rudder,0.6,28.0452162316283,4.58797677591401,23.8411441677344,31.9683350510184,4
2,medium_nominal,1.5,0.02,3,Rudder,0.8,38.190657299168,2.57452686443382,35.2219693118061,40.6856705662442,4
2,medium_nominal,1.5,0.02,3,Rudder,1,40.7517235982303,0.471701761965413,40.4181800836469,41.0852671128136,2
2,medium_nominal,1.5,0.02,4,Elevator,-0.8,-37.2351608835312,0,-37.2351608835312,-37.2351608835312,1
2,medium_nominal,1.5,0.02,4,Elevator,-0.6,-37.5898775534577,13.5979628222418,-37.6121075920004,-14.0486379534081,3
2,medium_nominal,1.5,0.02,4,Elevator,-0.45,-10.8447161520982,0,-10.8447161520982,-10.8447161520982,1
2,medium_nominal,1.5,0.02,4,Elevator,-0.3,-6.74477300707386,0.128895569449044,-6.83591593829618,-6.65363007585154,2
2,medium_nominal,1.5,0.02,4,Elevator,-0.2,-0.145626604014524,0,-0.145626604014524,-0.145626604014524,1
2,medium_nominal,1.5,0.02,4,Elevator,-0.1,1.63208315348955,0,1.63208315348955,1.63208315348955,1
2,medium_nominal,1.5,0.02,4,Elevator,0,2.86770235476624,4.59132041995471,-5.18241860749579,3.99529158149994,7
2,medium_nominal,1.5,0.02,4,Elevator,0.1,3.19600021212346,0.589140800433311,2.68643585818832,3.86128258457871,3
2,medium_nominal,1.5,0.02,4,Elevator,0.2,4.90671506363918,2.38462395889834,2.167100714627,7.04857245519609,4
2,medium_nominal,1.5,0.02,4,Elevator,0.3,5.8402376994281,3.16743489843258,1.42038831672165,8.02496687438714,4
2,medium_nominal,1.5,0.02,4,Elevator,0.45,9.94450739942084,3.89023288103792,3.26514696423572,11.9189090843201,4
2,medium_nominal,1.5,0.02,4,Elevator,0.6,11.318571178378,7.26199177226454,5.16327358557465,18.0562762823561,4
2,medium_nominal,1.5,0.02,4,Elevator,0.8,21.5253666629892,4.97248257940467,17.1668006426221,26.4439918877778,4
2,medium_nominal,1.5,0.02,4,Elevator,1,24.5527039506276,0.310582566151249,24.3330889119837,24.7723189892714,2
3,baseline_nominal,2,0.025,1,Aileron_L,-1,-23.6716021281936,0,-23.6716021281936,-23.6716021281936,1
3,baseline_nominal,2,0.025,1,Aileron_L,-0.8,-25.669879939343,1.36944441318697,-27.0374056706259,-23.7345904990091,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.6,-22.5712884981449,4.86524256975622,-27.7096259905965,-18.6411459553325,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.45,-16.3197453286091,0.54847286909803,-16.7578413356165,-15.4495737938941,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.3,-9.41313872950763,0.660733094661605,-10.5035199635163,-9.00341416127321,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.2,-10.1130902584519,0.632836463640098,-11.2104687522799,-9.7718324876379,4
3,baseline_nominal,2,0.025,1,Aileron_L,-0.1,-4.62550940480274,2.19695696101144,-5.0619186914212,-0.429730024667288,4
3,baseline_nominal,2,0.025,1,Aileron_L,0,-0.035158318115984,0.522753408817225,-0.726985105620435,0.658637484368249,8
3,baseline_nominal,2,0.025,1,Aileron_L,0.1,2.23389689280672,2.35326785000431,-1.82305167667543,3.2464295845764,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.2,1.3405131646523,0.56882288190872,0.713719597275442,1.78652845252991,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.3,6.07010080311813,0.655426968974493,5.00855606947582,6.55538062717638,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.45,9.59350296674482,0.569570910330456,8.61282193420682,9.88747619677356,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.6,10.9680818074787,2.58129995433581,7.76522710487028,12.9114113346533,4
3,baseline_nominal,2,0.025,1,Aileron_L,0.8,15.4253510679738,1.233315600482,14.8569090815508,17.6392796738604,4
3,baseline_nominal,2,0.025,1,Aileron_L,1,18.4312323485359,0.6949351775458,17.9398389720082,18.9226257250636,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.6,-11.7755502112557,0,-11.7755502112557,-11.7755502112557,1
3,baseline_nominal,2,0.025,2,Aileron_R,-0.45,-12.7417087847685,0,-12.7417087847685,-12.7417087847685,1
3,baseline_nominal,2,0.025,2,Aileron_R,-0.3,-0.511317114112827,0.485002513544818,-0.854265680332889,-0.168368547892766,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.2,-7.68182623000417,0.051411684051591,-7.71817978042927,-7.64547267957907,2
3,baseline_nominal,2,0.025,2,Aileron_R,-0.1,-0.176741265916692,0,-0.176741265916692,-0.176741265916692,1
3,baseline_nominal,2,0.025,2,Aileron_R,0,-0.139030645686652,0.925963102027856,-1.228941682339,1.65587723768175,8
3,baseline_nominal,2,0.025,2,Aileron_R,0.1,5.47829050773394,1.17076715696765,5.32372038431226,7.42441056245713,3
3,baseline_nominal,2,0.025,2,Aileron_R,0.2,8.97893688039913,0.953930110165699,7.17542737981852,9.23444341443687,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.3,10.7038109536151,0.8762669172487,9.58546874640312,11.3645954872877,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.45,16.6178817814001,0.463096109847169,16.4015879259027,17.4431844830655,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.6,20.2297307852701,2.50221235345414,18.3534758347179,23.8551608168111,4
3,baseline_nominal,2,0.025,2,Aileron_R,0.8,31.973275069941,2.24619443853002,30.1797938729137,35.3336514032834,4
3,baseline_nominal,2,0.025,2,Aileron_R,1,34.3969704959831,0.369800035546155,34.1354823831654,34.6584586088008,2
3,baseline_nominal,2,0.025,3,Rudder,-1,-26.0935004614286,0,-26.0935004614286,-26.0935004614286,1
3,baseline_nominal,2,0.025,3,Rudder,-0.8,-17.9357104019476,0.632801633611415,-18.3831687282201,-17.488252075675,2
3,baseline_nominal,2,0.025,3,Rudder,-0.6,-13.0958948051498,4.17886471229507,-20.2714751308821,-12.9726182625096,3
3,baseline_nominal,2,0.025,3,Rudder,-0.45,-13.6638729900121,0.495716300481426,-13.787152068344,-12.873570246319,3
3,baseline_nominal,2,0.025,3,Rudder,-0.3,-7.61837858441233,2.20365346917302,-9.8352189697551,-5.52005395708993,4
3,baseline_nominal,2,0.025,3,Rudder,-0.2,-4.96067158440522,4.58385907226468,-9.6833905047845,-0.176437060311151,4
