candidate_id,selection_class,joint_pareto_profile,accepted,acceptance_reason,pareto_member,alignment_window_s,reference_candidate_id,global_reference_candidate_id,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,global_reference_longitudinal_score,global_delta_longitudinal_score,global_reference_lateral_score,global_delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,global_reference_dx_mae_m,global_delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,global_reference_dy_mae_m,global_delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,global_reference_altitude_loss_mae_m,global_delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,global_reference_sink_mae_m_s,global_delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,global_reference_roll_mae_deg,global_delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,global_reference_pitch_mae_deg,global_delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,global_reference_yaw_mae_deg,global_delta_yaw_mae_deg,parameter_updates_json
jp040h_L05_proposal_stage_9_stage9__X026_ablation_attached_Cn_ablation_post_stall,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L05_proposal_stage_9_stage9_post_blend_post_stal_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_9_stage9_post_blend_post_stall_lift_dr,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p25+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75,heldout,10.24044193,8.138083264,8.081417405,0.05666585945,2.102358664,2.796788314,-0.6944296502,6.898168128,1.239915136,2.889249518,-0.7868908548,4,2,0.3666684345,0.3388509899,0.02781744457,0.2855181765,0.08115025791,0.5829099091,0.5871055795,-0.004195670357,0.6124369379,-0.0295270288,0.3830844373,0.3831664026,-8.196533698e-05,0.3265137476,0.05657068968,0.3296062454,0.3298521507,-0.000245905273,0.2818881716,0.04771807383,7.245072481,15.28888652,-8.043814039,15.53625683,-8.29118435,4.274223847,4.603392433,-0.3291685856,4.066112604,0.2081112437,3.658450857,3.924636689,-0.2661858318,4.204628567,-0.5461777098,"{""post_stall_drag_residual_coeff"": 0.04638060194305253, ""post_stall_lift_residual_coeff"": -0.04241034892042336, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.048876496152770885}"
jp040h_L05_proposal_stage_9_stage9__X029_ablation_post_stall_ablation_attached_Cn,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L05_proposal_stage_9_stage9_post_blend_post_stal_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_9_stage9_post_blend_post_stall_lift_dr,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,10.22574904,8.123325098,8.081417405,0.04190769272,2.102423938,2.796788314,-0.6943643761,6.898168128,1.22515697,2.889249518,-0.7868255807,4,2,0.3599996899,0.3388509899,0.02114870003,0.2855181765,0.07448151338,0.5787064747,0.5871055795,-0.008399104744,0.6124369379,-0.03373046319,0.3833256364,0.3831664026,0.0001592337514,0.3265137476,0.05681188877,0.3298421482,0.3298521507,-1.000246159e-05,0.2818881716,0.04795397664,7.223483174,15.28888652,-8.065403346,15.53625683,-8.312773656,4.305243459,4.603392433,-0.2981489735,4.066112604,0.2391308558,3.860147127,3.924636689,-0.06448956209,4.204628567,-0.3444814401,"{""post_stall_drag_residual_coeff"": 0.04638060194305253, ""post_stall_lift_residual_coeff"": -0.04241034892042336, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L00_proposal_stage_5_stage5__X029_ablation_post_stall_ablation_attached_Cn,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.038930128,6.927400778,6.898168128,0.02923264968,2.11152935,2.889249518,-0.7777201685,6.898168128,0.02923264968,2.889249518,-0.7777201685,4,2,0.3056862262,0.2855181765,0.0201680497,0.2855181765,0.0201680497,0.5862734557,0.6124369379,-0.02616348223,0.6124369379,-0.02616348223,0.3255193048,0.3265137476,-0.0009944428273,0.3265137476,-0.0009944428273,0.281010355,0.2818881716,-0.0008778165475,0.2818881716,-0.0008778165475,7.105448034,15.53625683,-8.430808797,15.53625683,-8.430808797,3.856822667,4.066112604,-0.2092899362,4.066112604,-0.2092899362,3.898418017,4.204628567,-0.3062105494,4.204628567,-0.3062105494,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L00_proposal_stage_5_stage5__X031_ablation_attached_Cn_ablation_post_stall,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p5,heldout,9.122544492,6.926374769,6.898168128,0.02820664138,2.196169722,2.889249518,-0.6930797962,6.898168128,0.02820664138,2.889249518,-0.6930797962,4,2,0.3039263481,0.2855181765,0.01840817152,0.2855181765,0.01840817152,0.5878512965,0.6124369379,-0.02458564146,0.6124369379,-0.02458564146,0.3258493095,0.3265137476,-0.0006644380771,0.3265137476,-0.0006644380771,0.2812848907,0.2818881716,-0.0006032809399,0.2818881716,-0.0006032809399,8.669881806,15.53625683,-6.866375024,15.53625683,-6.866375024,3.850271234,4.066112604,-0.2158413699,4.066112604,-0.2158413699,3.01218043,4.204628567,-1.192448137,4.204628567,-1.192448137,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L00_proposal_stage_5_stage5__X033_ablation_attached_Cn_ablation_post_stall,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p5,heldout,9.166986322,6.91593605,6.898168128,0.0177679224,2.251050272,2.889249518,-0.6381992464,6.898168128,0.0177679224,2.889249518,-0.6381992464,4,2,0.2982375606,0.2855181765,0.01271938409,0.2855181765,0.01271938409,0.5861195486,0.6124369379,-0.02631738936,0.6124369379,-0.02631738936,0.3260853643,0.3265137476,-0.000428383329,0.3265137476,-0.000428383329,0.2814997946,0.2818881716,-0.000388377017,0.2818881716,-0.000388377017,8.963148629,15.53625683,-6.573108201,15.53625683,-6.573108201,3.89434867,4.066112604,-0.1717639334,4.066112604,-0.1717639334,3.629400008,4.204628567,-0.5752285594,4.204628567,-0.5752285594,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L00_proposal_stage_5_stage5__X008_ablation_attached_Cn,accepted_pareto,heavy,True,accepted_lateral_metrics_improved_with_longitudinal_tolerance,True,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75,heldout,9.426283188,6.912132568,6.898168128,0.01396443946,2.514150621,2.889249518,-0.3750988974,6.898168128,0.01396443946,2.889249518,-0.3750988974,3,1,0.2985409266,0.2855181765,0.01302275004,0.2855181765,0.01302275004,0.5880973864,0.6124369379,-0.02433955149,0.6124369379,-0.02433955149,0.3256523285,0.3265137476,-0.0008614191405,0.3265137476,-0.0008614191405,0.2811231058,0.2818881716,-0.000765065823,0.2818881716,-0.000765065823,12.75397269,15.53625683,-2.782284136,15.53625683,-2.782284136,3.919956841,4.066112604,-0.1461557626,4.066112604,-0.1461557626,2.599856677,4.204628567,-1.60477189,4.204628567,-1.60477189,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
