candidate_id,selection_class,joint_pareto_profile,accepted,acceptance_reason,pareto_member,alignment_window_s,reference_candidate_id,global_reference_candidate_id,longitudinal_source_id,lateral_source_id,split,score,longitudinal_score,reference_longitudinal_score,delta_longitudinal_score,lateral_score,reference_lateral_score,delta_lateral_score,global_reference_longitudinal_score,global_delta_longitudinal_score,global_reference_lateral_score,global_delta_lateral_score,parameter_count,lateral_parameter_count,dx_mae_m,reference_dx_mae_m,delta_dx_mae_m,global_reference_dx_mae_m,global_delta_dx_mae_m,dy_mae_m,reference_dy_mae_m,delta_dy_mae_m,global_reference_dy_mae_m,global_delta_dy_mae_m,altitude_loss_mae_m,reference_altitude_loss_mae_m,delta_altitude_loss_mae_m,global_reference_altitude_loss_mae_m,global_delta_altitude_loss_mae_m,sink_mae_m_s,reference_sink_mae_m_s,delta_sink_mae_m_s,global_reference_sink_mae_m_s,global_delta_sink_mae_m_s,roll_mae_deg,reference_roll_mae_deg,delta_roll_mae_deg,global_reference_roll_mae_deg,global_delta_roll_mae_deg,pitch_mae_deg,reference_pitch_mae_deg,delta_pitch_mae_deg,global_reference_pitch_mae_deg,global_delta_pitch_mae_deg,yaw_mae_deg,reference_yaw_mae_deg,delta_yaw_mae_deg,global_reference_yaw_mae_deg,global_delta_yaw_mae_deg,parameter_updates_json
jp040h_L00_proposal_stage_5_stage5__X030_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75,heldout,9.059007726,6.916735548,6.898168128,0.01856741942,2.142272178,2.889249518,-0.7469773403,6.898168128,0.01856741942,2.889249518,-0.7469773403,4,2,0.3000911405,0.2855181765,0.01457296393,0.2855181765,0.01457296393,0.5874716827,0.6124369379,-0.02496525527,0.6124369379,-0.02496525527,0.3257539639,0.3265137476,-0.0007597836734,0.3265137476,-0.0007597836734,0.2812217408,0.2818881716,-0.0006664307677,0.2818881716,-0.0006664307677,7.070577487,15.53625683,-8.465679344,15.53625683,-8.465679344,3.895979716,4.066112604,-0.1701328871,4.066112604,-0.1701328871,4.456165668,4.204628567,0.251537101,4.204628567,0.251537101,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L01_active_baseline_X021_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.069778412,6.994690328,6.948793451,0.04589687701,2.075088084,2.841821047,-0.7667329633,6.898168128,0.09652219972,2.889249518,-0.8141614344,2,2,0.270257946,0.2533052249,0.01695272103,0.2855181765,-0.01526023057,0.5842998409,0.5929179065,-0.00861806563,0.6124369379,-0.02813709706,0.3327955564,0.3322518425,0.0005437138109,0.3265137476,0.006281808753,0.2871370913,0.2867404885,0.0003966027255,0.2818881716,0.005248919684,5.763470496,15.60615516,-9.842684659,15.53625683,-9.772786335,4.491632922,4.68272461,-0.1910916877,4.066112604,0.4255203186,5.334386131,4.026829856,1.307556275,4.204628567,1.129757565,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L01_active_baseline_X022_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75,heldout,9.094850022,6.987389945,6.948793451,0.03859649444,2.107460076,2.841821047,-0.7343609707,6.898168128,0.08922181715,2.889249518,-0.7817894419,2,2,0.2660599673,0.2533052249,0.01275474233,0.2855181765,-0.01945820928,0.5852481394,0.5929179065,-0.00766976709,0.6124369379,-0.02718879851,0.3331098215,0.3322518425,0.0008579789882,0.3265137476,0.00659607393,0.2874083998,0.2867404885,0.0006679112305,0.2818881716,0.005520228189,5.582103556,15.60615516,-10.0240516,15.53625683,-9.954153275,4.505242105,4.68272461,-0.1774825052,4.066112604,0.439129501,6.151200465,4.026829856,2.124370609,4.204628567,1.946571898,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L01_active_baseline_X020_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p25,heldout,9.111894678,7.008307024,6.948793451,0.05951357348,2.103587653,2.841821047,-0.7382333937,6.898168128,0.1101388962,2.889249518,-0.7856618649,2,2,0.2756119122,0.2533052249,0.02230668721,0.2855181765,-0.009906264393,0.5905969621,0.5929179065,-0.002320944389,0.6124369379,-0.02183997581,0.3326107494,0.3322518425,0.0003589068595,0.3265137476,0.006097001801,0.2869710039,0.2867404885,0.0002305153278,0.2818881716,0.005082832286,6.039055012,15.60615516,-9.567100143,15.53625683,-9.497201819,4.481343667,4.68272461,-0.2013809433,4.066112604,0.415231063,5.18211676,4.026829856,1.155286904,4.204628567,0.9774881933,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.048876496152770885}"
jp040h_L00_proposal_stage_5_stage5__X032_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p25,heldout,9.142772766,6.92222049,6.898168128,0.02405236177,2.220552276,2.889249518,-0.6686972426,6.898168128,0.02405236177,2.889249518,-0.6686972426,4,2,0.3156092144,0.2855181765,0.03009103781,0.2855181765,0.03009103781,0.5869189249,0.6124369379,-0.02551801306,0.6124369379,-0.02551801306,0.3226530403,0.3265137476,-0.003860707259,0.3265137476,-0.003860707259,0.278580549,0.2818881716,-0.003307622607,0.2818881716,-0.003307622607,6.192377366,15.53625683,-9.343879465,15.53625683,-9.343879465,3.956089493,4.066112604,-0.1100231104,4.066112604,-0.1100231104,7.20461792,4.204628567,2.999989353,4.204628567,2.999989353,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.9584038190026818, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L00_proposal_stage_5_stage5__X019_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p5,heldout,9.144422665,6.975255612,6.898168128,0.07708748388,2.169167053,2.889249518,-0.7200824654,6.898168128,0.07708748388,2.889249518,-0.7200824654,4,2,0.3272213082,0.2855181765,0.04170313161,0.2855181765,0.04170313161,0.6023711443,0.6124369379,-0.01006579361,0.6124369379,-0.01006579361,0.3248455307,0.3265137476,-0.001668216903,0.3265137476,-0.001668216903,0.2804231863,0.2818881716,-0.001464985309,0.2818881716,-0.001464985309,6.543158936,15.53625683,-8.993097894,15.53625683,-8.993097894,3.732399661,4.066112604,-0.3337129421,4.066112604,-0.3337129421,5.135422775,4.204628567,0.9307942085,4.204628567,0.9307942085,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.05615179538332507}"
jp040h_L02_proposal_stage_2_stage2__X021_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L02_proposal_stage_2_stage2_transition_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_2_stage2_transition_cm,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.149468414,7.038298145,7.052014444,-0.0137162995,2.11117027,2.819219482,-0.7080492124,6.898168128,0.1401300166,2.889249518,-0.7780792487,3,2,0.2483511981,0.239102301,0.009248897034,0.2855181765,-0.03716697847,0.5858430672,0.5886736072,-0.002830540018,0.6124369379,-0.02659387078,0.3445572391,0.346072897,-0.001515657879,0.3265137476,0.01804349154,0.2968736618,0.2983076741,-0.001434012328,0.2818881716,0.01498549023,6.161222285,15.58639098,-9.425168692,15.53625683,-9.375034546,3.704138734,3.879892241,-0.1757535068,4.066112604,-0.3619738691,5.32550874,3.819419924,1.506088817,4.204628567,1.120880173,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""transition_pitch_moment_bias_coeff"": 0.01764962820443214, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L01_active_baseline_X030_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75,heldout,9.153252709,6.980380629,6.948793451,0.03158717834,2.17287208,2.841821047,-0.668948967,6.898168128,0.08221250105,2.889249518,-0.7163774382,2,2,0.2635639081,0.2533052249,0.01025868314,0.2855181765,-0.02195426846,0.5816343864,0.5929179065,-0.01128352008,0.6124369379,-0.03080255151,0.3333481469,0.3322518425,0.001096304309,0.3265137476,0.006834399251,0.287604695,0.2867404885,0.0008642064557,0.2818881716,0.005716523414,7.494879103,15.60615516,-8.111276052,15.53625683,-8.041377728,4.478860951,4.68272461,-0.2038636592,4.066112604,0.4127483471,4.604003331,4.026829856,0.5771734752,4.204628567,0.3993747643,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L02_proposal_stage_2_stage2__X022_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L02_proposal_stage_2_stage2_transition_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_2_stage2_transition_cm,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75,heldout,9.179061954,7.035250488,7.052014444,-0.01676395654,2.143811467,2.819219482,-0.6754080154,6.898168128,0.1370823596,2.889249518,-0.7454380517,3,2,0.2449448813,0.239102301,0.005842580212,0.2855181765,-0.04057329529,0.5857860831,0.5886736072,-0.002887524094,0.6124369379,-0.02665085486,0.3450804567,0.346072897,-0.0009924403616,0.3265137476,0.01856670905,0.2973344751,0.2983076741,-0.0009731990489,0.2818881716,0.01544630351,6.010832144,15.58639098,-9.575558833,15.53625683,-9.525424686,3.69752327,3.879892241,-0.1823689708,4.066112604,-0.3685893332,6.14091486,3.819419924,2.321494936,4.204628567,1.936286293,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""transition_pitch_moment_bias_coeff"": 0.01764962820443214, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L01_active_baseline_X023_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:dy_mae_m,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p5+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75,heldout,9.18498367,7.019603698,6.948793451,0.07081024757,2.165379972,2.841821047,-0.6764410755,6.898168128,0.1214355703,2.889249518,-0.7238695467,2,2,0.2785451134,0.2533052249,0.02523988844,0.2855181765,-0.006973063167,0.5990028659,0.5929179065,0.00608495938,0.6124369379,-0.01343407205,0.3328881752,0.3322518425,0.0006363326947,0.3265137476,0.006374427636,0.2871832264,0.2867404885,0.0004427378092,0.2818881716,0.005295054768,7.556528014,15.60615516,-8.049627141,15.53625683,-7.979728816,4.452195966,4.68272461,-0.2305286443,4.066112604,0.386083362,3.681932832,4.026829856,-0.344897024,4.204628567,-0.5226957348,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""yaw_moment_beta_coeff"": -0.05615179538332507}"
jp040h_L02_proposal_stage_2_stage2__X020_ablation_post_stall_ablation_attached_Cn,,heavy,False,"rejected_lateral_metrics_not_all_improved:dy_mae_m,final_psi_mae_deg",False,0.04,jp040h_L02_proposal_stage_2_stage2_transition_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_2_stage2_transition_cm,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p25,heldout,9.190562929,7.04854215,7.052014444,-0.003472293702,2.142020779,2.819219482,-0.6771987035,6.898168128,0.1503740224,2.889249518,-0.7472287398,3,2,0.2528179244,0.239102301,0.01371562332,0.2855181765,-0.03270025219,0.593156213,0.5886736072,0.004482605788,0.6124369379,-0.01928072498,0.344187053,0.346072897,-0.00188584403,0.3265137476,0.01767330539,0.2965392504,0.2983076741,-0.001768423713,0.2818881716,0.01465107884,6.40066336,15.58639098,-9.185727617,15.53625683,-9.135593471,3.721977901,3.879892241,-0.1579143406,4.066112604,-0.3441347029,5.229130455,3.819419924,1.409710532,4.204628567,1.024501888,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""transition_pitch_moment_bias_coeff"": 0.01764962820443214, ""yaw_moment_beta_coeff"": -0.048876496152770885}"
jp040h_L00_proposal_stage_5_stage5__X034_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s0p75+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p25,heldout,9.192589319,6.913687351,6.898168128,0.01551922243,2.278901968,2.889249518,-0.6103475504,6.898168128,0.01551922243,2.889249518,-0.6103475504,4,2,0.3105439036,0.2855181765,0.02502572705,0.2855181765,0.02502572705,0.5963385088,0.6124369379,-0.01609842915,0.6124369379,-0.01609842915,0.3227803788,0.3265137476,-0.003733368776,0.3265137476,-0.003733368776,0.2786882282,0.2818881716,-0.003199943374,0.2818881716,-0.003199943374,6.215898416,15.53625683,-9.320358414,15.53625683,-9.320358414,4.018222328,4.066112604,-0.04789027544,4.066112604,-0.04789027544,7.842847448,4.204628567,3.638218881,4.204628567,3.638218881,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.9584038190026818, ""yaw_moment_beta_coeff"": -0.034325897691662534}"
jp040h_L01_active_baseline_X019_ablation_post_stall_ablation_attached_Cn,,heavy,False,"rejected_lateral_metrics_not_all_improved:dy_mae_m,final_psi_mae_deg",False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p5,heldout,9.197401862,7.033344448,6.948793451,0.08455099675,2.164057414,2.841821047,-0.6777636328,6.898168128,0.1351763195,2.889249518,-0.725192104,2,2,0.2832796485,0.2533052249,0.02997442353,0.2855181765,-0.00223852807,0.60108916,0.5929179065,0.008171253476,0.6124369379,-0.01134777795,0.3326661651,0.3322518425,0.0004143225324,0.3265137476,0.006152417474,0.2870052555,0.2867404885,0.0002647669592,0.2818881716,0.005117083918,6.484809042,15.60615516,-9.121346114,15.53625683,-9.051447789,4.468083553,4.68272461,-0.2146410572,4.066112604,0.4019709491,5.182253497,4.026829856,1.155423641,4.204628567,0.97762493,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.05615179538332507}"
jp040h_L00_proposal_stage_5_stage5__X028_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_5_stage5_transition_blend,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p25+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p25,heldout,9.201887295,6.941823221,6.898168128,0.04365509299,2.260064074,2.889249518,-0.6291854442,6.898168128,0.04365509299,2.889249518,-0.6291854442,4,2,0.324206219,0.2855181765,0.03868804241,0.2855181765,0.03868804241,0.5920450091,0.6124369379,-0.02039192882,0.6124369379,-0.02039192882,0.3228257513,0.3265137476,-0.003687996328,0.3265137476,-0.003687996328,0.2787244377,0.2818881716,-0.003163733894,0.2818881716,-0.003163733894,6.573940736,15.53625683,-8.962316095,15.53625683,-8.962316095,3.836768536,4.066112604,-0.2293440671,4.066112604,-0.2293440671,7.138441865,4.204628567,2.933813298,4.204628567,2.933813298,"{""post_stall_residual_blend_full_alpha_deg"": 18.0, ""post_stall_residual_blend_start_alpha_deg"": 14.0, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.9584038190026818, ""yaw_moment_beta_coeff"": -0.048876496152770885}"
jp040h_L01_active_baseline_X032_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p25,heldout,9.210665206,6.998149279,6.948793451,0.04935582837,2.212515927,2.841821047,-0.6293051206,6.898168128,0.09998115108,2.889249518,-0.6767335918,2,2,0.2751323877,0.2533052249,0.02182716276,0.2855181765,-0.01038578884,0.5853527969,0.5929179065,-0.007565109657,0.6124369379,-0.02708414108,0.3313415162,0.3322518425,-0.0009103263405,0.3265137476,0.004827768601,0.2859214274,0.2867404885,-0.0008190611154,0.2818881716,0.004033255843,5.732340855,15.60615516,-9.8738143,15.53625683,-9.803915976,4.606477441,4.68272461,-0.07624716851,4.066112604,0.5403648377,7.812663522,4.026829856,3.785833666,4.204628567,3.608034955,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.9584038190026818, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L04_proposal_stage_3_stage3__X021_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L04_proposal_stage_3_stage3_post_stall_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_3_stage3_post_stall_cm,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.218528119,7.125566274,7.095787015,0.02977925936,2.092961845,2.853861129,-0.760899284,6.898168128,0.2273981459,2.889249518,-0.7962876734,3,2,0.2516065533,0.237500165,0.01410638824,0.2855181765,-0.03391162326,0.5847914344,0.5921030286,-0.007311594213,0.6124369379,-0.02764550354,0.3440604075,0.3443485951,-0.0002881876329,0.3265137476,0.01754665987,0.2965097408,0.2968944363,-0.0003846954784,0.2818881716,0.01462156923,6.037531704,15.79607053,-9.758538825,15.53625683,-9.498725127,4.546102926,4.65603809,-0.1099351639,4.066112604,0.479990322,5.225358277,3.991273384,1.234084893,4.204628567,1.02072971,"{""post_stall_pitch_moment_coeff"": 0.07034641636108838, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L03_proposal_stage_4_stage4__X021_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L03_proposal_stage_4_stage4_post_stall_cmq_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_4_stage4_post_stall_cmq,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s1p0+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.225135874,7.131371453,7.093781962,0.03758949098,2.093764421,2.850502937,-0.7567385163,6.898168128,0.2332033253,2.889249518,-0.7954850973,3,2,0.2628026029,0.2464288784,0.01637372447,0.2855181765,-0.02271557365,0.5840595541,0.5932034508,-0.009143896674,0.6124369379,-0.02837738381,0.3422911976,0.3424710582,-0.0001798605829,0.3265137476,0.01577745002,0.2948940833,0.295193873,-0.0002997897536,0.2818881716,0.01300591167,6.111628452,15.74630093,-9.634672479,15.53625683,-9.424628379,4.539952976,4.664881524,-0.1249285487,4.066112604,0.473840372,5.157934737,3.961463445,1.196471292,4.204628567,0.9533061699,"{""post_stall_pitch_damping_coeff"": 4.50725359769582, ""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.7667230552021455, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L01_active_baseline_X024_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:dy_mae_m,False,0.04,jp040h_L01_active_baseline_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,active_baseline,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p5+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p5,heldout,9.228924737,7.010271103,6.948793451,0.06147765213,2.218653634,2.841821047,-0.6231674132,6.898168128,0.1121029748,2.889249518,-0.6705958844,2,2,0.2762287312,0.2533052249,0.02292350621,0.2855181765,-0.009289445394,0.5983082866,0.5929179065,0.005390380095,0.6124369379,-0.01412865133,0.3327152407,0.3322518425,0.0004633981102,0.3265137476,0.006201493052,0.2870370802,0.2867404885,0.0002965916815,0.2818881716,0.00514890864,8.434406876,15.60615516,-7.171748279,15.53625683,-7.101849954,4.46510858,4.68272461,-0.2176160297,4.066112604,0.3989959766,3.351823633,4.026829856,-0.675006223,4.204628567,-0.8528049338,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.3833615276010727, ""yaw_moment_beta_coeff"": -0.05615179538332507}"
jp040h_L02_proposal_stage_2_stage2__X029_ablation_post_stall_ablation_attached_Cn,,heavy,False,rejected_lateral_metrics_not_all_improved:final_psi_mae_deg,False,0.04,jp040h_L02_proposal_stage_2_stage2_transition_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_2_stage2_transition_cm,ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75+ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p0,heldout,9.230735302,7.055534294,7.052014444,0.003519849837,2.175201008,2.819219482,-0.6440184739,6.898168128,0.1573661659,2.889249518,-0.7140485102,3,2,0.2492299258,0.239102301,0.01012762476,0.2855181765,-0.03628825074,0.5867014567,0.5886736072,-0.001972150454,0.6124369379,-0.02573548122,0.3454376461,0.346072897,-0.0006352509147,0.3265137476,0.0189238985,0.297612009,0.2983076741,-0.0006956650985,0.2818881716,0.01572383746,7.870162538,15.58639098,-7.716228439,15.53625683,-7.666094292,3.700007334,3.879892241,-0.1798849076,4.066112604,-0.36610527,3.88031607,3.819419924,0.06089614637,4.204628567,-0.324312497,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""transition_pitch_moment_bias_coeff"": 0.01764962820443214, ""yaw_moment_beta_coeff"": -0.04160119692221671}"
jp040h_L02_proposal_stage_2_stage2__X026_ablation_attached_Cn_ablation_post_stall,,heavy,False,rejected_lateral_metrics_not_all_improved:dy_mae_m,False,0.04,jp040h_L02_proposal_stage_2_stage2_transition_cm_X00_no_lateral,jp040h_L00_proposal_stage_5_stage5_transition_blend_X00_no_lateral,proposal_stage_2_stage2_transition_cm,ablation_attached_Cn_beta__yaw_moment_beta_coeff__s1p25+ablation_post_stall_Cl_r__post_stall_roll_moment_r_hat_r__s0p75,heldout,9.237297791,7.061891407,7.052014444,0.009876963038,2.175406383,2.819219482,-0.6438130987,6.898168128,0.1637232791,2.889249518,-0.713843135,3,2,0.2528078616,0.239102301,0.01370556058,0.2855181765,-0.03271031493,0.5932034162,0.5886736072,0.004529809005,0.6124369379,-0.01923352176,0.3450460813,0.346072897,-0.001026815695,0.3265137476,0.01853233372,0.2972552466,0.2983076741,-0.001052427582,0.2818881716,0.01536707497,7.842623349,15.58639098,-7.743767628,15.53625683,-7.693633482,3.712620585,3.879892241,-0.1672716561,4.066112604,-0.3534920184,3.665243229,3.819419924,-0.1541766947,4.204628567,-0.539385338,"{""post_stall_roll_moment_r_hat_rbf_20_coeff"": -0.5750422914016091, ""transition_pitch_moment_bias_coeff"": 0.01764962820443214, ""yaw_moment_beta_coeff"": -0.048876496152770885}"
